455    887    12:4:4:1:    4:    Hf[10x3]-12:C[3,3,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](Hf[10x3]ClC9P)(C[3,3,5]HfCH)2(H)    H(C[3,3,5]HfCC)    0.9501    0.001    20    0.9579    0.0179    44    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    Hf[11x3]-12:C[3,3,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](Hf[11x3]IrC9N)(C[3,3,5]HfCH)2(H)    H(C[3,3,5]HfCC)    0.9503    0.001    10    0.9503    0.0010    10    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    Mo[10x3,4,4]-12:C[3,3,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](Mo[10x3,4,4]C9SS)(C[3,3,5]MoCH)2(H)    H(C[3,3,5]MoCC)    0.9300    0.001    10    0.9300    0.0010    10    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    Mo[10x3,4,5]-12:C[3,3,5,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](Mo[10x3,4,5]C9OO)(C[3,3,5,5]MoCC)(C[3,3,5]MoCH)(H)    H(C[3,3,5]MoCC)    0.9486    0.057    8    0.9486    0.0570    8    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    Mo[10x3,4,5]-12:C[3,3,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](Mo[10x3,4,5]C9OO)(C[3,3,5]MoCH)2(H)    H(C[3,3,5]MoCC)    0.9583    0.048    8    0.9583    0.0480    8    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    Mo[10x3,4]-12:C[3,3,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](Mo[10x3,4]Bi2C9)(C[3,3,5]MoCH)2(H)    H(C[3,3,5]MoCC)    0.9498    0.000    10    0.9433    0.0094    30    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    Mo[10x3,4]-12:C[3,3,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](Mo[10x3,4]C9SS)(C[3,3,5]MoCH)2(H)    H(C[3,3,5]MoCC)    0.9400    0.010    20    0.9433    0.0094    30    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    Mo[10x3,5]-12:C[3,3,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](Mo[10x3,5]C9NS)(C[3,3,5]MoCH)2(H)    H(C[3,3,5]MoCC)    0.9600    0.001    10    0.9528    0.0452    64    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    Mo[10x3,5]-12:C[3,3,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](Mo[10x3,5]C9SS)(C[3,3,5]MoCH)2(H)    H(C[3,3,5]MoCC)    0.9476    0.049    50    0.9528    0.0452    64    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    Mo[10x3]-12:C[3,3,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](Mo[10x3]Bi2C9)(C[3,3,5]MoCH)2(H)    H(C[3,3,5]MoCC)    0.9497    0.002    10    0.9643    0.0158    36    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    Mo[11x3]-12:C[3,3,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](Mo[11x3]Bi2C9)(C[3,3,5]MoCH)2(H)    H(C[3,3,5]MoCC)    0.9666    0.024    30    0.9679    0.0324    43    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    Mo[12x3,5x5,20x6]-12:C[3,3,7]-4:C[3,3,7]-4:H-1:    C[3,3,7]-4:    C[3,3,7](Mo[12x3,5x5,20x6]TeB4C6)(C[3,3,7]MoCH)2(H)    H(C[3,3,7]MoCC)    0.9308    0.001    7    0.9308    0.0010    7    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    Mo[14x3,4]-12:C[3,3,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](Mo[14x3,4]Fe2MoC6SS)(C[3,3,5]MoCH)2(H)    H(C[3,3,5]MoCC)    0.9805    0.001    5    0.9805    0.0010    5    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    Mo[17x3,4]-12:C[3,3,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](Mo[17x3,4]Co4MoC6)(C[3,3,5]MoCH)2(H)    H(C[3,3,5]MoCC)    0.9999    0.001    25    0.9999    0.0010    25    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    Mo[17x3]-12:C[3,3,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](Mo[17x3]Co4MoC6)(C[3,3,5]MoCH)2(H)    H(C[3,3,5]MoCC)    0.9503    0.000    5    0.9503    0.0000    5    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    Nb[10x3]-12:C[3,3,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](Nb[10x3]Ge2C9)(C[3,3,5]NbCH)2(H)    H(C[3,3,5]NbCC)    0.9498    0.001    10    0.9479    0.0058    22    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    Nb[10x3]-12:C[3,3,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](Nb[10x3]Si2C9)(C[3,3,5]NbCH)2(H)    H(C[3,3,5]NbCC)    0.9496    0.001    10    0.9479    0.0058    22    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    Ru[12x3,4,7x5,27x6,3x7]-12:C[3,3,6]-4:C[3,3,6]-4:H-1:    C[3,3,6]-4:    C[3,3,6](Ru[12x3,4,7x5,27x6,3x7]B4C7)(C[3,3,6]RuCC)(C[3,3,6]RuCH)(H)    H(C[3,3,6]RuCC)    0.9748    0.027    8    0.9748    0.0270    8    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    Ru[12x3,5x5,22x6,5x7]-12:C[3,3,6]-4:C[3,3,6]-4:H-1:    C[3,3,6]-4:    C[3,3,6](Ru[12x3,5x5,22x6,5x7]B4C7)(C[3,3,6]RuCC)(C[3,3,6]RuCH)(H)    H(C[3,3,6]RuCC)    0.9998    0.001    8    0.9999    0.0008    12    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    Ru[12x3,7x5,24x6,4x7]-12:C[3,3,6]-4:C[3,3,6]-4:H-1:    C[3,3,6]-4:    C[3,3,6](Ru[12x3,7x5,24x6,4x7]B4C7)(C[3,3,6]RuCC)(C[3,3,6]RuCH)(H)    H(C[3,3,6]RuCC)    0.9800    0.025    20    0.9800    0.0250    20    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    Ru[13x3,4]-12:C[3,3,6]-4:C[3,3,6]-4:H-1:    C[3,3,6]-4:    C[3,3,6](Ru[13x3,4]Ru3C5HHS)(C[3,3,6]RuCH)2(H)    H(C[3,3,6]RuCC)    0.9496    0.001    6    0.9496    0.0010    6    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    Ru[14x3,4,4]-12:C[3,3,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](Ru[14x3,4,4]Ru4C5HH)(C[3,3,5]RuCH)2(H)    H(C[3,3,5]RuCC)    0.9799    0.001    5    0.9799    0.0010    5    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    Ti[10x3,4,6]-12:C[3,3,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](Ti[10x3,4,6]Sb2C9)(C[3,3,5]TiCH)2(H)    H(C[3,3,5]TiCC)    0.9509    0.001    10    0.9509    0.0010    10    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    Ti[10x3,4]-12:C[3,3,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](Ti[10x3,4]C9NN)(C[3,3,5]TiCH)2(H)    H(C[3,3,5]TiCC)    1.0000    0.001    20    0.9510    0.0283    86    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    Ti[10x3,4]-12:C[3,3,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](Ti[10x3,4]Sb2C9)(C[3,3,5]TiCH)2(H)    H(C[3,3,5]TiCC)    0.9502    0.001    20    0.9510    0.0283    86    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    Ti[10x3,4]-12:C[3,3,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](Ti[10x3,4]C9OO)(C[3,3,5]TiCH)2(H)    H(C[3,3,5]TiCC)    0.9301    0.001    40    0.9510    0.0283    86    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    Ti[10x3,5,5]-12:C[3,3,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](Ti[10x3,5,5]Si2C9)(C[3,3,5]TiCH)2(H)    H(C[3,3,5]TiCC)    0.9500    0.001    15    0.9500    0.0010    15    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    Ti[10x3,5,6,6]-12:C[3,3,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](Ti[10x3,5,6,6]Sb2C9)(C[3,3,5]TiCH)2(H)    H(C[3,3,5]TiCC)    0.9497    0.001    10    0.9497    0.0010    10    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    Ti[10x3,5]-12:C[3,3,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](Ti[10x3,5]C9NO)(C[3,3,5]TiCH)2(H)    H(C[3,3,5]TiCC)    0.9300    0.000    10    0.9527    0.0179    107    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    Ti[10x3,5]-12:C[3,3,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](Ti[10x3,5]Cl2C9)(C[3,3,5]TiCH)2(H)    H(C[3,3,5]TiCC)    0.9398    0.010    14    0.9527    0.0179    107    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    Ti[10x3,5]-12:C[3,3,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](Ti[10x3,5]C9PS)(C[3,3,5]TiCH)2(H)    H(C[3,3,5]TiCC)    0.9701    0.000    20    0.9527    0.0179    107    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    Ti[10x3,5]-12:C[3,3,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](Ti[10x3,5]Si2C9)(C[3,3,5]TiCH)2(H)    H(C[3,3,5]TiCC)    0.9502    0.001    20    0.9527    0.0179    107    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    Ti[10x3,5]-12:C[3,3,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](Ti[10x3,5]C9SS)(C[3,3,5]TiCH)2(H)    H(C[3,3,5]TiCC)    0.9500    0.001    30    0.9527    0.0179    107    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    Ti[10x3,6,6]-12:C[3,3,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](Ti[10x3,6,6]BrC9O)(C[3,3,5]TiCH)2(H)    H(C[3,3,5]TiCC)    0.9797    0.001    6    0.9797    0.0010    6    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    Ti[10x3,6]-12:C[3,3,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](Ti[10x3,6]ClC9O)(C[3,3,5]TiCH)2(H)    H(C[3,3,5]TiCC)    0.9500    0.001    10    0.9673    0.0199    88    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    Ti[10x3,6]-12:C[3,3,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](Ti[10x3,6]Si2C9)(C[3,3,5]TiCH)2(H)    H(C[3,3,5]TiCC)    0.9501    0.001    10    0.9673    0.0199    88    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    Ti[10x3,6]-12:C[3,3,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](Ti[10x3,6]C9OO)(C[3,3,5]TiCC)(C[3,3,5]TiCH)(H)    H(C[3,3,5]TiCC)    0.9632    0.024    12    0.9673    0.0199    88    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    Ti[10x3,6]-12:C[3,3,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](Ti[10x3,6]C9OO)(C[3,3,5]TiCH)2(H)    H(C[3,3,5]TiCC)    0.9711    0.020    22    0.9673    0.0199    88    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    Ti[10x3,6]-12:C[3,3,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](Ti[10x3,6]C9PS)(C[3,3,5]TiCH)2(H)    H(C[3,3,5]TiCC)    0.9798    0.016    30    0.9673    0.0199    88    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    Ti[10x3,7]-12:C[3,3,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](Ti[10x3,7]C9SS)(C[3,3,5]TiCH)2(H)    H(C[3,3,5]TiCC)    0.9747    0.026    20    0.9747    0.0260    20    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    Ti[10x3]-12:C[3,3,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](Ti[10x3]BrC9O)(C[3,3,5]TiCH)2(H)    H(C[3,3,5]TiCC)    0.9498    0.000    10    0.9500    0.0234    247    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    Ti[10x3]-12:C[3,3,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](Ti[10x3]ClC9N)(C[3,3,5]TiCH)2(H)    H(C[3,3,5]TiCC)    0.9799    0.001    10    0.9500    0.0234    247    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    Ti[10x3]-12:C[3,3,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](Ti[10x3]Cl2C9)(C[3,3,5]TiCC)(C[3,3,5]TiCH)(H)    H(C[3,3,5]TiCC)    0.9473    0.012    19    0.9500    0.0234    247    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    Ti[10x3]-12:C[3,3,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](Ti[10x3]Cl2C9)(C[3,3,5]TiCH)2(H)    H(C[3,3,5]TiCC)    0.9523    0.024    75    0.9500    0.0234    247    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    Ti[10x3]-12:C[3,3,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](Ti[10x3]ClC9O)(C[3,3,5]TiCH)2(H)    H(C[3,3,5]TiCC)    0.9386    0.019    90    0.9500    0.0234    247    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    Ti[11x3,9x4]-12:C[3,3,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](Ti[11x3,9x4]B5C6)(C[3,3,5]TiCH)2(H)    H(C[3,3,5]TiCC)    0.9300    0.001    5    0.9300    0.0010    5    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    Ti[11x3]-12:C[3,3,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](Ti[11x3]IrC9N)(C[3,3,5]TiCH)2(H)    H(C[3,3,5]TiCC)    0.9502    0.000    10    0.9501    0.0006    30    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    Ti[11x3]-12:C[3,3,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](Ti[11x3]Sb2C9)(C[3,3,5]TiCH)2(H)    H(C[3,3,5]TiCC)    0.9503    0.001    10    0.9501    0.0006    30    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    Ti[11x3]-12:C[3,3,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](Ti[11x3]Si2C9)(C[3,3,5]TiCH)2(H)    H(C[3,3,5]TiCC)    0.9498    0.000    10    0.9501    0.0006    30    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    Ti[9x3]-12:C[3,3,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](Ti[9x3]BBC4H4O)(C[3,3,5]TiCH)2(H)    H(C[3,3,5]TiCC)    0.9505    0.000    5    0.9505    0.0000    5    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    V[11x3,4,4,12x5,6x6]-12:C[3,3,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](V[11x3,4,4,12x5,6x6]BrB3C7)(C[3,3,5]CHV)2(H)    H(C[3,3,5]CCV)    0.9401    0.069    5    0.9401    0.0690    5    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    V[13x3]-12:C[3,3,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](V[13x3]B4C4HHV)(C[3,3,5]CHV)2(H)    H(C[3,3,5]CCV)    0.9501    0.001    5    0.9501    0.0010    5    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    W[10x3,4]-12:C[3,3,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](W[10x3,4]C9SS)(C[3,3,5]CHW)2(H)    H(C[3,3,5]CCW)    1.0004    0.002    10    1.0004    0.0020    10    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    W[10x3,5]-12:C[3,3,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](W[10x3,5]Se2C9)(C[3,3,5]CHW)2(H)    H(C[3,3,5]CCW)    0.9301    0.001    20    0.9300    0.0010    60    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    W[10x3,5]-12:C[3,3,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](W[10x3,5]C9SS)(C[3,3,5]CHW)2(H)    H(C[3,3,5]CCW)    0.9299    0.001    40    0.9300    0.0010    60    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    W[10x3]-12:C[3,3,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](W[10x3]GeC9H)(C[3,3,5]CHW)2(H)    H(C[3,3,5]CCW)    0.9592    0.055    10    0.9527    0.0297    70    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    W[10x3]-12:C[3,3,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](W[10x3]GeSnC9)(C[3,3,5]CHW)2(H)    H(C[3,3,5]CCW)    1.0001    0.000    10    0.9527    0.0297    70    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    W[10x3]-12:C[3,3,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](W[10x3]ClSnC9)(C[3,3,5]CHW)2(H)    H(C[3,3,5]CCW)    0.9399    0.010    20    0.9527    0.0297    70    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    W[10x3]-12:C[3,3,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](W[10x3]SnC9H)(C[3,3,5]CHW)2(H)    H(C[3,3,5]CCW)    0.9433    0.010    30    0.9527    0.0297    70    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    W[11x3,4]-12:C[3,3,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](W[11x3,4]C9PP)(C[3,3,5]CHW)2(H)    H(C[3,3,5]CCW)    0.9502    0.001    7    0.9502    0.0010    7    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    Y[10x3,4]-12:C[3,3,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](Y[10x3,4]C9SS)(C[3,3,5]CHY)2(H)    H(C[3,3,5]CCY)    0.9800    0.001    20    0.9658    0.0228    28    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    Y[10x3,7]-12:C[3,3,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](Y[10x3,7]C9OO)(C[3,3,5]CHY)2(H)    H(C[3,3,5]CCY)    0.9300    0.001    35    0.9300    0.0010    35    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    Zr[10x3,4,5x5,20x6]-12:C[3,3,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](Zr[10x3,4,5x5,20x6]ClB3C7)(C[3,3,5]ZrCH)2(H)    H(C[3,3,5]ZrCC)    0.9799    0.000    5    0.9799    0.0000    5    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    Zr[10x3,4]-12:C[3,3,4,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](Zr[10x3,4]ClC9O)(C[3,3,4,5]ZrCC)(C[3,3,5]ZrCH)(H)    H(C[3,3,5]ZrCC)    1.0002    0.001    8    0.9858    0.0235    14    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    Zr[10x3,4]-12:C[3,3,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](Zr[10x3,4]C9PP)(C[3,3,5]ZrCH)2(H)    H(C[3,3,5]ZrCC)    0.9500    0.001    10    0.9653    0.0291    71    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    Zr[10x3,4]-12:C[3,3,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](Zr[10x3,4]Sn2C9)(C[3,3,5]ZrCH)2(H)    H(C[3,3,5]ZrCC)    0.9497    0.000    10    0.9653    0.0291    71    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    Zr[10x3,4]-12:C[3,3,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](Zr[10x3,4]Cl2C9)(C[3,3,5]ZrCC)(C[3,3,5]ZrCH)(H)    H(C[3,3,5]ZrCC)    0.9530    0.035    12    0.9653    0.0291    71    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    Zr[10x3,4]-12:C[3,3,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](Zr[10x3,4]Cl2C9)(C[3,3,5]ZrCH)2(H)    H(C[3,3,5]ZrCC)    0.9833    0.024    24    0.9653    0.0291    71    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    Zr[10x3,5]-12:C[3,3,5,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](Zr[10x3,5]Cl2C9)(C[3,3,5,5]ZrCC)(C[3,3,5]ZrCH)(H)    H(C[3,3,5]ZrCC)    0.9400    0.001    28    0.9475    0.0202    32    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    Zr[10x3,5]-12:C[3,3,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](Zr[10x3,5]Cl2C9)(C[3,3,5]ZrCH)2(H)    H(C[3,3,5]ZrCC)    0.9400    0.001    28    0.9440    0.0152    30    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    Zr[10x3,6]-12:C[3,3,5,6]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](Zr[10x3,6]Cl2C9)(C[3,3,5,6]ZrCP)(C[3,3,5]ZrCH)(H)    H(C[3,3,5]ZrCC)    0.9501    0.001    14    0.9501    0.0010    14    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    Zr[10x3,6]-12:C[3,3,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](Zr[10x3,6]Cl2C9)(C[3,3,5]ZrCH)2(H)    H(C[3,3,5]ZrCC)    0.9501    0.001    14    0.9389    0.0333    38    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    Zr[10x3,6]-12:C[3,3,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](Zr[10x3,6]C9OO)(C[3,3,5]ZrCH)2(H)    H(C[3,3,5]ZrCC)    0.9289    0.044    20    0.9389    0.0333    38    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    Zr[10x3,7]-12:C[3,3,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](Zr[10x3,7]C9NO)(C[3,3,5]ZrCH)2(H)    H(C[3,3,5]ZrCC)    1.0002    0.000    10    1.0002    0.0000    10    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    Zr[10x3]-12:C[3,3,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](Zr[10x3]ClC9N)(C[3,3,5]ZrCH)2(H)    H(C[3,3,5]ZrCC)    0.9500    0.001    10    0.9590    0.0250    197    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    Zr[10x3]-12:C[3,3,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](Zr[10x3]Sn2C9)(C[3,3,5]ZrCH)2(H)    H(C[3,3,5]ZrCC)    0.9297    0.001    10    0.9590    0.0250    197    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    Zr[10x3]-12:C[3,3,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](Zr[10x3]Cl2C9)(C[3,3,5]ZrCH)(C[3,3,5]ZrCP)(H)    H(C[3,3,5]ZrCC)    0.9501    0.001    12    0.9590    0.0250    197    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    Zr[10x3]-12:C[3,3,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](Zr[10x3]SeC9O)(C[3,3,5]ZrCH)2(H)    H(C[3,3,5]ZrCC)    0.9999    0.000    20    0.9590    0.0250    197    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    Zr[10x3]-12:C[3,3,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](Zr[10x3]Cl2C9)(C[3,3,5]ZrCC)(C[3,3,5]ZrCH)(H)    H(C[3,3,5]ZrCC)    0.9472    0.014    25    0.9590    0.0250    197    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    Zr[10x3]-12:C[3,3,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](Zr[10x3]ClC9O)(C[3,3,5]ZrCH)2(H)    H(C[3,3,5]ZrCC)    0.9602    0.030    30    0.9590    0.0250    197    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    Zr[10x3]-12:C[3,3,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](Zr[10x3]Cl2C9)(C[3,3,5]ZrCH)2(H)    H(C[3,3,5]ZrCC)    0.9541    0.017    60    0.9590    0.0250    197    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    Zr[8x3,4]-12:C[3,3,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](Zr[8x3,4]ZrC4H4NN)(C[3,3,5]ZrCH)2(H)    H(C[3,3,5]ZrCC)    0.9499    0.001    5    0.9499    0.0010    5    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    Zr[9x3,4,6,6]-12:C[3,3,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](Zr[9x3,4,6,6]ClBBC8)(C[3,3,5]ZrCH)2(H)    H(C[3,3,5]ZrCC)    0.9805    0.001    5    0.9805    0.0010    5    0.9552    0.0262    1924
455    887    12:4:4:1:    4:    Zr[9x3,4]-12:C[3,3,5]-4:C[3,3,5]-4:H-1:    C[3,3,5]-4:    C[3,3,5](Zr[9x3,4]C9NN)(C[3,3,5]ZrCH)2(H)    H(C[3,3,5]ZrCC)    0.9300    0.001    5    0.9300    0.0010    5    0.9552    0.0262    1924
