930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	3:4:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-3:C-4:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CC3)(H)	C[6a](C[6a]C[6a]H)2(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CC3)(H)	C[6a](C[6a]C[6a]H)2(CNO){1|C<3>,2|H<1>}	116.5982	0.983	6	116.9132	0.778	13	117.0773	1.232	434	117.3386	2.222	513	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	3:4:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-3:C-4:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CC3)(H)	C[6a](C[6a]C[6a]H)2(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CC3)(H)	C[6a](C[6a]C[6a]H)2(CNO){1|C<3>,2|N<3>}	116.5560	0.000	1	116.9132	0.778	13	117.0773	1.232	434	117.3386	2.222	513	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	3:4:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-3:C-4:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CC3)(H)	C[6a](C[6a]C[6a]H)2(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CC3)(H)	C[6a](C[6a]C[6a]H)2(CNO){1|O<2>,2|C<3>}	116.9500	0.008	2	116.9132	0.778	13	117.0773	1.232	434	117.3386	2.222	513	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	3:4:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-3:C-4:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCCH)(H)	C[6a](C[6a]C[5,6a]C[6a])(C[6a]C[6a]H)(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCCH)(H)	C[6a](C[6a]C[5,6a]C[6a])(C[6a]C[6a]H)(CNO){2|O<2>,3|C<3>}	116.9210	0.000	1	116.9210	0.000	1	117.0773	1.232	434	117.3386	2.222	513	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	3:4:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-3:C-4:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCCH)(H)	C[6a](C[6a]C[6a,6a]H)(C[6a]C[6a]H)(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCCH)(H)	C[6a](C[6a]C[6a,6a]H)(C[6a]C[6a]H)(CNO){1|H<1>,2|C<3>}	115.8730	0.378	2	115.8730	0.378	2	117.0773	1.232	434	117.3386	2.222	513	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	3:4:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-3:C-4:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCCH)(H)	C[6a](C[6a]C[6a,6a]H)(C[6a]O[6a]O)(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCCH)(H)	C[6a](C[6a]C[6a,6a]H)(C[6a]O[6a]O)(CNO){2|C<3>}	117.0260	0.000	1	117.0260	0.000	1	117.0773	1.232	434	117.3386	2.222	513	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	3:4:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-3:C-4:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCCH)(H)	C[6a](C[6a]C[6a]2)(C[6a]N[6a]H)(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCCH)(H)	C[6a](C[6a]C[6a]2)(C[6a]N[6a]H)(CNO){1|H<1>,3|C<3>}	116.6967	0.476	4	116.6967	0.476	4	117.0773	1.232	434	117.3386	2.222	513	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	3:4:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-3:C-4:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCCH)(H)	C[6a](C[6a]C[6a]C)(C[6a]C[6a]H)(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCCH)(H)	C[6a](C[6a]C[6a]C)(C[6a]C[6a]H)(CNO){1|C<3>,2|H<1>}	115.4822	1.119	4	115.4822	1.119	4	117.0773	1.232	434	117.3386	2.222	513	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	3:4:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-3:C-4:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCCH)(H)	C[6a](C[6a]C[6a]C)(C[6a]C[6a]O)(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCCH)(H)	C[6a](C[6a]C[6a]C)(C[6a]C[6a]O)(CNO){1|C<3>,2|H<1>}	115.4750	0.710	4	115.4750	0.710	4	117.0773	1.232	434	117.3386	2.222	513	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	3:4:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-3:C-4:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCCH)(H)	C[6a](C[6a]C[6a]H)(C[6a]C[6a]I)(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCCH)(H)	C[6a](C[6a]C[6a]H)(C[6a]C[6a]I)(CNO){1|C<3>,2|H<1>}	114.3240	0.000	1	114.3240	0.000	1	117.0773	1.232	434	117.3386	2.222	513	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	3:4:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-3:C-4:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCCH)(H)	C[6a](C[6a]C[6a]H)(C[6a]C[6a]N)(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCCH)(H)	C[6a](C[6a]C[6a]H)(C[6a]C[6a]N)(CNO){1|C<3>,1|C<4>,1|H<1>}	116.5520	0.000	1	116.3730	0.253	2	117.0773	1.232	434	117.3386	2.222	513	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	3:4:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-3:C-4:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCCH)(H)	C[6a](C[6a]C[6a]H)(C[6a]C[6a]N)(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCCH)(H)	C[6a](C[6a]C[6a]H)(C[6a]C[6a]N)(CNO){1|C<3>,2|H<1>}	116.1940	0.000	1	116.3730	0.253	2	117.0773	1.232	434	117.3386	2.222	513	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	3:4:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-3:C-4:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCCH)(H)	C[6a](C[6a]C[6a]H)(C[6a]C[6a]O)(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCCH)(H)	C[6a](C[6a]C[6a]H)(C[6a]C[6a]O)(CNO){1|C<3>,2|H<1>}	118.0475	0.551	2	118.0475	0.551	2	117.0773	1.232	434	117.3386	2.222	513	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	3:4:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-3:C-4:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCCH)(H)	C[6a](C[6a]C[6a]H)(C[6a]C[6a]P)(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCCH)(H)	C[6a](C[6a]C[6a]H)(C[6a]C[6a]P)(CNO){1|C<3>,2|H<1>}	114.4190	0.659	2	114.4190	0.659	2	117.0773	1.232	434	117.3386	2.222	513	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	3:4:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-3:C-4:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCCH)(H)	C[6a](C[6a]C[6a]H)(C[6a]N[6a]H)(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCCH)(H)	C[6a](C[6a]C[6a]H)(C[6a]N[6a]H)(CNO){2|C<3>}	116.6450	0.154	2	116.6450	0.154	2	117.0773	1.232	434	117.3386	2.222	513	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	3:4:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-3:C-4:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCCH)(H)	C[6a](C[6a]C[6a]H)(C[6a]N[6a]S)(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCCH)(H)	C[6a](C[6a]C[6a]H)(C[6a]N[6a]S)(CNO){1|C<3>,1|H<1>}	119.6100	0.000	1	119.6100	0.000	1	117.0773	1.232	434	117.3386	2.222	513	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	3:4:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-3:C-4:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCCH)(H)	C[6a](C[6a]C[6a]H)2(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCCH)(H)	C[6a](C[6a]C[6a]H)2(CNO){1|C<3>,1|H<1>,1|N<3>}	116.7190	0.937	5	116.9330	0.958	68	117.0773	1.232	434	117.3386	2.222	513	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	3:4:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-3:C-4:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCCH)(H)	C[6a](C[6a]C[6a]H)2(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCCH)(H)	C[6a](C[6a]C[6a]H)2(CNO){1|C<3>,1|H<1>,1|O<2>}	117.2540	0.000	1	116.9330	0.958	68	117.0773	1.232	434	117.3386	2.222	513	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	3:4:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-3:C-4:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCCH)(H)	C[6a](C[6a]C[6a]H)2(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCCH)(H)	C[6a](C[6a]C[6a]H)2(CNO){1|C<3>,2|C<4>}	117.1250	1.020	5	116.9330	0.958	68	117.0773	1.232	434	117.3386	2.222	513	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	3:4:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-3:C-4:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCCH)(H)	C[6a](C[6a]C[6a]H)2(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCCH)(H)	C[6a](C[6a]C[6a]H)2(CNO){1|C<3>,2|F<1>}	117.1820	0.000	1	116.9330	0.958	68	117.0773	1.232	434	117.3386	2.222	513	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	3:4:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-3:C-4:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCCH)(H)	C[6a](C[6a]C[6a]H)2(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCCH)(H)	C[6a](C[6a]C[6a]H)2(CNO){1|C<3>,2|H<1>}	116.9322	1.024	38	116.9330	0.958	68	117.0773	1.232	434	117.3386	2.222	513	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	3:4:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-3:C-4:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCCH)(H)	C[6a](C[6a]C[6a]H)2(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCCH)(H)	C[6a](C[6a]C[6a]H)2(CNO){1|C<3>,2|N<3>}	117.0036	1.003	14	116.9330	0.958	68	117.0773	1.232	434	117.3386	2.222	513	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	3:4:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-3:C-4:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCCH)(H)	C[6a](C[6a]C[6a]H)2(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCCH)(H)	C[6a](C[6a]C[6a]H)2(CNO){1|C<3>,2|O<2>}	116.8123	0.202	3	116.9330	0.958	68	117.0773	1.232	434	117.3386	2.222	513	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	3:4:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-3:C-4:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCCH)(H)	C[6a](C[6a]C[6a]H)2(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCCH)(H)	C[6a](C[6a]C[6a]H)2(CNO){1|N<2>,2|H<1>}	115.8790	0.000	1	116.9330	0.958	68	117.0773	1.232	434	117.3386	2.222	513	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	3:4:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-3:C-4:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCCH)(H)	C[6a](C[6a]C[6a]N[6a])(C[6a]C[6a,6a]H)(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCCH)(H)	C[6a](C[6a]C[6a]N[6a])(C[6a]C[6a,6a]H)(CNO){4|C<3>}	116.4590	0.000	1	116.4590	0.000	1	117.0773	1.232	434	117.3386	2.222	513	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	3:4:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-3:C-4:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCCH)(H)	C[6a](C[6a]C[6a]O)2(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCCH)(H)	C[6a](C[6a]C[6a]O)2(CNO){1|C<3>,2|N<3>}	114.6710	0.000	1	114.6710	0.000	1	117.0773	1.232	434	117.3386	2.222	513	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	3:4:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-3:C-4:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCHH)(H)	C[6a](C[6a]C[5,6a]H)(C[6a]C[6a]H)(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCHH)(H)	C[6a](C[6a]C[5,6a]H)(C[6a]C[6a]H)(CNO){1|C<3>,1|H<1>,1|S<2>}	117.8970	0.000	1	117.8970	0.000	1	117.0773	1.232	434	117.3386	2.222	513	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	3:4:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-3:C-4:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCHH)(H)	C[6a](C[6a]C[5a,6a]H)(C[6a]C[6a]H)(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCHH)(H)	C[6a](C[6a]C[5a,6a]H)(C[6a]C[6a]H)(CNO){1|C<3>,1|C<4>,1|N<2>}	119.0250	0.000	1	118.9815	0.062	2	117.0773	1.232	434	117.3386	2.222	513	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	3:4:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-3:C-4:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCHH)(H)	C[6a](C[6a]C[5a,6a]H)(C[6a]C[6a]H)(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCHH)(H)	C[6a](C[6a]C[5a,6a]H)(C[6a]C[6a]H)(CNO){1|C<3>,1|C<4>,1|N<3>}	118.9380	0.000	1	118.9815	0.062	2	117.0773	1.232	434	117.3386	2.222	513	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	3:4:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-3:C-4:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCHH)(H)	C[6a](C[6a]C[6a,6a]H)(C[6a]C[6a]H)(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCHH)(H)	C[6a](C[6a]C[6a,6a]H)(C[6a]C[6a]H)(CNO){1|H<1>,2|C<3>}	117.3323	0.383	3	117.3323	0.383	3	117.0773	1.232	434	117.3386	2.222	513	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	3:4:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-3:C-4:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCHH)(H)	C[6a](C[6a]C[6a,6a]H)(C[6a]O[6a]O)(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCHH)(H)	C[6a](C[6a]C[6a,6a]H)(C[6a]O[6a]O)(CNO){2|C<3>}	117.4128	0.754	6	117.4128	0.754	6	117.0773	1.232	434	117.3386	2.222	513	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	3:4:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-3:C-4:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCHH)(H)	C[6a](C[6a]C[6a]2)(C[6a]C[6a]H)(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCHH)(H)	C[6a](C[6a]C[6a]2)(C[6a]C[6a]H)(CNO){2|H<1>,3|C<3>}	117.4940	0.000	1	117.4940	0.000	1	117.0773	1.232	434	117.3386	2.222	513	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	3:4:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-3:C-4:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCHH)(H)	C[6a](C[6a]C[6a]C)(C[6a]C[6a]H)(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCHH)(H)	C[6a](C[6a]C[6a]C)(C[6a]C[6a]H)(CNO){1|C<3>,2|H<1>}	115.7035	0.538	2	115.9900	0.798	6	117.0773	1.232	434	117.3386	2.222	513	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	3:4:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-3:C-4:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCHH)(H)	C[6a](C[6a]C[6a]C)(C[6a]C[6a]H)(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCHH)(H)	C[6a](C[6a]C[6a]C)(C[6a]C[6a]H)(CNO){1|H<1>,2|C<3>}	116.1333	0.940	4	115.9900	0.798	6	117.0773	1.232	434	117.3386	2.222	513	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	3:4:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-3:C-4:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCHH)(H)	C[6a](C[6a]C[6a]F)(C[6a]C[6a]H)(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCHH)(H)	C[6a](C[6a]C[6a]F)(C[6a]C[6a]H)(CNO){1|C<3>,2|F<1>}	118.1433	0.268	3	118.1433	0.268	3	117.0773	1.232	434	117.3386	2.222	513	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	3:4:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-3:C-4:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCHH)(H)	C[6a](C[6a]C[6a]F)2(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCHH)(H)	C[6a](C[6a]C[6a]F)2(CNO){1|C<3>,2|F<1>}	115.3469	1.135	12	115.3469	1.135	12	117.0773	1.232	434	117.3386	2.222	513	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	3:4:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-3:C-4:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCHH)(H)	C[6a](C[6a]C[6a]H)(C[6a]C[6a]N)(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCHH)(H)	C[6a](C[6a]C[6a]H)(C[6a]C[6a]N)(CNO){1|C<3>,2|H<1>}	117.6403	1.507	3	116.8508	2.002	4	117.0773	1.232	434	117.3386	2.222	513	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	3:4:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-3:C-4:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCHH)(H)	C[6a](C[6a]C[6a]H)(C[6a]C[6a]N)(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCHH)(H)	C[6a](C[6a]C[6a]H)(C[6a]C[6a]N)(CNO){1|C<3>,2|N<3>}	114.4820	0.000	1	116.8508	2.002	4	117.0773	1.232	434	117.3386	2.222	513	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	3:4:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-3:C-4:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCHH)(H)	C[6a](C[6a]C[6a]H)(C[6a]C[6a]O)(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCHH)(H)	C[6a](C[6a]C[6a]H)(C[6a]C[6a]O)(CNO){1|C<3>,1|H<1>,1|N<3>}	117.9745	0.107	2	118.7262	0.931	42	117.0773	1.232	434	117.3386	2.222	513	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	3:4:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-3:C-4:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCHH)(H)	C[6a](C[6a]C[6a]H)(C[6a]C[6a]O)(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCHH)(H)	C[6a](C[6a]C[6a]H)(C[6a]C[6a]O)(CNO){1|C<3>,1|H<1>,1|O<2>}	119.4795	0.495	4	118.7262	0.931	42	117.0773	1.232	434	117.3386	2.222	513	116.6665	2.263	4999	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6a]	3:3:1:	3:4:1:	3:3:3:	C[6a]-3:N-3:O-1:	C-3:C-4:H-1:	C[6a]-3:C[6a]-3:C-3:	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCHH)(H)	C[6a](C[6a]C[6a]H)(C[6a]C[6a]O)(CNO)	C(C[6a]C[6a]2)(NCH)(O)	N(CC[6a]O)(CCHH)(H)	C[6a](C[6a]C[6a]H)(C[6a]C[6a]O)(CNO){1|C<3>,2|C<4>}	118.6202	0.803	4	118.7262	0.931	42	117.0773	1.232	434	117.3386	2.222	513	116.6665	2.263	4999	116.9749	2.574	5815
