930	670	762	0:SP2_SP2_SP2	C	N	C[6]	3:3:1:	4:3:1:	3:3:3:	C[6]-3:N-3:H-1:	C-4:C-3:H-1:	C[6]-3:C[6]-3:C-3:	C(C[6]C[6]2)(NCH)(H)	N(CC[6]HH)(CC[6]H)(H)	C[6](C[6]C[6]H)(C[6]C[6]O)(CHN)	C(C[6]C[6]2)(NCH)(H)	N(CC[6]HH)(CC[6]H)(H)	C[6](C[6]C[6]H)(C[6]C[6]O)(CHN){1|C<3>,2|H<1>}	123.8130	0.134	2	123.1397	0.889	4	123.4398	0.835	8	119.5221	3.676	47	118.8646	3.425	815	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6]	3:3:1:	4:3:1:	3:3:3:	C[6]-3:N-3:H-1:	C-4:C-3:H-1:	C[6]-3:C[6]-3:C-3:	C(C[6]C[6]2)(NCH)(H)	N(CC[6a]HH)(CC[6]H)(H)	C[6](C[6]C[6]H)(C[6]C[6]O)(CHN)	C(C[6]C[6]2)(NCH)(H)	N(CC[6a]HH)(CC[6]H)(H)	C[6](C[6]C[6]H)(C[6]C[6]O)(CHN){1|C<3>,1|H<1>,1|N<3>}	124.2130	0.000	1	123.7398	0.772	4	123.4398	0.835	8	119.5221	3.676	47	118.8646	3.425	815	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6]	3:3:1:	4:3:1:	3:3:3:	C[6]-3:N-3:H-1:	C-4:C-3:H-1:	C[6]-3:C[6]-3:C-3:	C(C[6]C[6]2)(NCH)(H)	N(CC[6a]HH)(CC[6]H)(H)	C[6](C[6]C[6]H)(C[6]C[6]O)(CHN)	C(C[6]C[6]2)(NCH)(H)	N(CC[6a]HH)(CC[6]H)(H)	C[6](C[6]C[6]H)(C[6]C[6]O)(CHN){1|C<3>,2|C<4>}	123.5540	0.000	1	123.7398	0.772	4	123.4398	0.835	8	119.5221	3.676	47	118.8646	3.425	815	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6]	3:3:1:	4:3:1:	3:3:3:	C[6]-3:N-3:H-1:	C-4:C-3:H-1:	C[6]-3:C[6]-3:C-3:	C(C[6]C[6]2)(NCH)(H)	N(CC[6a]HH)(CC[6]H)(H)	C[6](C[6]C[6]H)(C[6]C[6]O)(CHN)	C(C[6]C[6]2)(NCH)(H)	N(CC[6a]HH)(CC[6]H)(H)	C[6](C[6]C[6]H)(C[6]C[6]O)(CHN){1|C<3>,2|H<1>}	122.7330	0.000	1	123.7398	0.772	4	123.4398	0.835	8	119.5221	3.676	47	118.8646	3.425	815	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6]	3:3:1:	4:3:1:	3:3:3:	C[6]-3:N-3:H-1:	C-4:C-3:H-1:	C[6]-3:C[6]-3:C-3:	C(C[6]C[6]2)(NCH)(H)	N(CC[6a]HH)(CC[6]H)(H)	C[6](C[6]C[6]H)(C[6]C[6]O)(CHN)	C(C[6]C[6]2)(NCH)(H)	N(CC[6a]HH)(CC[6]H)(H)	C[6](C[6]C[6]H)(C[6]C[6]O)(CHN){2|Cl<1>,1|C<3>}	124.4590	0.000	1	123.7398	0.772	4	123.4398	0.835	8	119.5221	3.676	47	118.8646	3.425	815	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6]	3:3:1:	4:3:1:	3:3:3:	C[6]-3:N-3:H-1:	C[3x6]-4:C-3:H-1:	C[6]-3:C[6]-3:C-3:	C(C[6]C[6]2)(NC[3x6]H)(H)	N(C[3x6]C[6,6]3)(CC[6]H)(H)	C[6](C[6]C[6]H)(C[6]C[6]O)(CHN)	C(C[6]C[6]2)(NC[3x6]H)(H)	N(C[3x6]C[6,6]3)(CC[6]H)(H)	C[6](C[6]C[6]H)(C[6]C[6]O)(CHN){1|C<3>,1|H<1>,1|N<3>}	122.2360	0.000	1	122.2360	0.000	1	122.2360	0.000	1	119.5221	3.676	47	118.8646	3.425	815	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6]	3:3:1:	4:3:1:	3:3:3:	C[6]-3:N-3:H-1:	C[5,6]-4:C-3:H-1:	C[6]-3:C[6]-3:C-3:	C(C[6]C[6]2)(NC[5,6]H)(H)	N(C[5,6]C[5,5,6]C[5,6]H)(CC[6]H)(H)	C[6](C[6]C[6]H)(C[6]C[6]O)(CHN)	C(C[6]C[6]2)(NC[5,6]H)(H)	N(C[5,6]C[5,5,6]C[5,6]H)(CC[6]H)(H)	C[6](C[6]C[6]H)(C[6]C[6]O)(CHN){1|C<3>,2|H<1>}	123.2580	0.585	2	123.2580	0.585	2	123.2580	0.585	2	119.5221	3.676	47	118.8646	3.425	815	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6]	3:3:1:	4:3:1:	3:3:3:	C[6]-3:N-3:H-1:	C[6]-4:C-3:H-1:	C[6,6a]-3:C[6]-3:C-3:	C(C[6]C[6,6a]C[6])(NC[6]H)(H)	N(C[6]C[6]2H)(CC[6]H)(H)	C[6](C[6,6a]C[6,6a]C[6a])(C[6]C[6]O)(CHN)	C(C[6]C[6,6a]C[6])(NC[6]H)(H)	N(C[6]C[6]2H)(CC[6]H)(H)	C[6](C[6,6a]C[6,6a]C[6a])(C[6]C[6]O)(CHN){2|H<1>,3|C<3>}	124.1845	0.214	2	124.1845	0.214	2	124.1845	0.214	2	119.5221	3.676	47	118.8646	3.425	815	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6]	3:3:1:	4:3:1:	3:3:3:	C[6]-3:N-3:H-1:	C[6]-4:C-3:H-1:	C[6]-3:C[6]-3:C-3:	C(C[6]C[6]2)(NC[6]H)(H)	N(C[6]C[6]2H)(CC[6]H)(H)	C[6](C[6]C[6]H)(C[6]C[6]O)(CHN)	C(C[6]C[6]2)(NC[6]H)(H)	N(C[6]C[6]2H)(CC[6]H)(H)	C[6](C[6]C[6]H)(C[6]C[6]O)(CHN){1|C<3>,3|H<1>}	122.7080	0.000	1	122.7080	0.000	1	125.4665	3.901	2	119.5221	3.676	47	118.8646	3.425	815	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6]	3:3:1:	4:3:1:	3:3:3:	C[6]-3:N-3:H-1:	C[6]-4:C-3:H-1:	C[6]-3:C[6]-3:C-3:	C(C[6]C[6]2)(NC[6]H)(H)	N(C[6]C[6]2H)(CC[6]H)(H)	C[6](C[6]O[6]O)2(CHN)	C(C[6]C[6]2)(NC[6]H)(H)	N(C[6]C[6]2H)(CC[6]H)(H)	C[6](C[6]O[6]O)2(CHN){1|C<4>}	128.2250	0.000	1	128.2250	0.000	1	125.4665	3.901	2	119.5221	3.676	47	118.8646	3.425	815	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6]	3:3:1:	4:3:1:	3:3:3:	C[6]-3:N-3:O-1:	C-4:C-3:H-1:	C[6]-3:C[6]-3:C-3:	C(C[6]C[6]2)(NCH)(O)	N(CC[6]HH)(CC[6]O)(H)	C[6](C[6]C[6]H)(C[6]N[6]H)(CNO)	C(C[6]C[6]2)(NCH)(O)	N(CC[6]HH)(CC[6]O)(H)	C[6](C[6]C[6]H)(C[6]N[6]H)(CNO){1|Co<6>,1|C<3>,1|H<1>}	117.2367	0.090	3	117.2367	0.090	3	116.7816	1.013	17	119.5221	3.676	47	118.8646	3.425	815	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6]	3:3:1:	4:3:1:	3:3:3:	C[6]-3:N-3:O-1:	C-4:C-3:H-1:	C[6]-3:C[6]-3:C-3:	C(C[6]C[6]2)(NCH)(O)	N(CC[6]HH)(CC[6]O)(H)	C[6](C[6]C[6]H)2(CNO)	C(C[6]C[6]2)(NCH)(O)	N(CC[6]HH)(CC[6]O)(H)	C[6](C[6]C[6]H)2(CNO){1|N<3>,2|H<1>}	116.8978	0.739	5	116.8978	0.739	5	116.7816	1.013	17	119.5221	3.676	47	118.8646	3.425	815	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6]	3:3:1:	4:3:1:	3:3:3:	C[6]-3:N-3:O-1:	C-4:C-3:H-1:	C[6]-3:C[6]-3:C-3:	C(C[6]C[6]2)(NCH)(O)	N(CC[6a]CH)(CC[6]O)(H)	C[6](C[6]C[6]H)2(CNO)	C(C[6]C[6]2)(NCH)(O)	N(CC[6a]CH)(CC[6]O)(H)	C[6](C[6]C[6]H)2(CNO){1|N<3>,2|H<1>}	115.4440	0.000	1	115.4440	0.000	1	116.7816	1.013	17	119.5221	3.676	47	118.8646	3.425	815	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6]	3:3:1:	4:3:1:	3:3:3:	C[6]-3:N-3:O-1:	C-4:C-3:H-1:	C[6]-3:C[6]-3:C-3:	C(C[6]C[6]2)(NCH)(O)	N(CC[6a]HH)(CC[6]O)(H)	C[6](C[6]C[6]H)(C[6]N[6]H)(CNO)	C(C[6]C[6]2)(NCH)(O)	N(CC[6a]HH)(CC[6]O)(H)	C[6](C[6]C[6]H)(C[6]N[6]H)(CNO){1|O<1>,2|C<3>}	116.3995	1.170	2	116.3995	1.170	2	116.7816	1.013	17	119.5221	3.676	47	118.8646	3.425	815	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6]	3:3:1:	4:3:1:	3:3:3:	C[6]-3:N-3:O-1:	C-4:C-3:H-1:	C[6]-3:C[6]-3:C-3:	C(C[6]C[6]2)(NCH)(O)	N(CC[6a]HH)(CC[6]O)(H)	C[6](C[6]C[6]H)2(CNO)	C(C[6]C[6]2)(NCH)(O)	N(CC[6a]HH)(CC[6]O)(H)	C[6](C[6]C[6]H)2(CNO){1|N<3>,2|H<1>}	116.8077	1.419	6	116.8077	1.419	6	116.7816	1.013	17	119.5221	3.676	47	118.8646	3.425	815	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6]	3:3:1:	4:3:1:	3:3:3:	C[6]-3:N-3:O-1:	C-4:C-3:H-1:	C[6]-3:N[6]-3:C-3:	C(C[6]C[6]N[6])(NCH)(O)	N(CC[6a]HH)(CC[6]O)(H)	C[6](C[6]C[6,6a]O)(N[6]S[6]C)(CNO)	C(C[6]C[6]N[6])(NCH)(O)	N(CC[6a]HH)(CC[6]O)(H)	C[6](C[6]C[6,6a]O)(N[6]S[6]C)(CNO){2|C<3>,2|O<1>}	118.0460	0.000	1	118.0460	0.000	1	118.0460	0.000	1	119.5221	3.676	47	118.8646	3.425	815	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6]	3:3:1:	4:3:1:	3:3:3:	C[6]-3:N-3:O-1:	C[3x6]-4:C-3:H-1:	C[6]-3:C[6]-3:C-3:	C(C[6]C[6]2)(NC[3x6]H)(O)	N(C[3x6]C[6,6]3)(CC[6]O)(H)	C[6](C[6]C[6]H)2(CNO)	C(C[6]C[6]2)(NC[3x6]H)(O)	N(C[3x6]C[6,6]3)(CC[6]O)(H)	C[6](C[6]C[6]H)2(CNO){1|N<3>,2|H<1>}	116.2327	0.538	4	116.2327	0.538	4	116.2327	0.538	4	119.5221	3.676	47	118.8646	3.425	815	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6]	3:3:1:	4:3:1:	3:3:3:	C[6]-3:N-3:O-1:	C[6]-4:C-3:H-1:	C[6]-3:C[6]-3:C-3:	C(C[6]C[6]2)(NC[6]H)(O)	N(C[6]C[6]2H)(CC[6]O)(H)	C[6](C[6]C[6]H)(C[6]N[6]H)(CNO)	C(C[6]C[6]2)(NC[6]H)(O)	N(C[6]C[6]2H)(CC[6]O)(H)	C[6](C[6]C[6]H)(C[6]N[6]H)(CNO){1|Re<5>,1|C<3>,1|H<1>}	117.9810	0.000	1	116.9270	1.491	2	117.1113	1.039	6	119.5221	3.676	47	118.8646	3.425	815	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6]	3:3:1:	4:3:1:	3:3:3:	C[6]-3:N-3:O-1:	C[6]-4:C-3:H-1:	C[6]-3:C[6]-3:C-3:	C(C[6]C[6]2)(NC[6]H)(O)	N(C[6]C[6]2H)(CC[6]O)(H)	C[6](C[6]C[6]H)(C[6]N[6]H)(CNO)	C(C[6]C[6]2)(NC[6]H)(O)	N(C[6]C[6]2H)(CC[6]O)(H)	C[6](C[6]C[6]H)(C[6]N[6]H)(CNO){1|Zn<4>,1|C<3>,1|H<1>}	115.8730	0.000	1	116.9270	1.491	2	117.1113	1.039	6	119.5221	3.676	47	118.8646	3.425	815	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6]	3:3:1:	4:3:1:	3:3:3:	C[6]-3:N-3:O-1:	C[6]-4:C-3:H-1:	C[6]-3:C[6]-3:C-3:	C(C[6]C[6]2)(NC[6]H)(O)	N(C[6]C[6]2H)(CC[6]O)(H)	C[6](C[6]C[6]H)2(CNO)	C(C[6]C[6]2)(NC[6]H)(O)	N(C[6]C[6]2H)(CC[6]O)(H)	C[6](C[6]C[6]H)2(CNO){1|N<3>,2|H<1>}	117.2035	1.012	4	117.2035	1.012	4	117.1113	1.039	6	119.5221	3.676	47	118.8646	3.425	815	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6]	3:3:1:	4:3:1:	3:3:3:	C[6]-3:N-3:S-1:	C[6]-4:C-3:H-1:	N[6]-3:C[6]-3:C-3:	C(C[6]C[6]N[6])(NC[6]H)(S)	N(C[6]C[6]2H)(CC[6]S)(H)	C[6](N[6]C[6,6a]H)(C[6]C[6]H)(CNS)	C(C[6]C[6]N[6])(NC[6]H)(S)	N(C[6]C[6]2H)(CC[6]S)(H)	C[6](N[6]C[6,6a]H)(C[6]C[6]H)(CNS){1|H<1>,2|C<3>}	116.2700	0.000	1	116.2700	0.000	1	116.2700	0.000	1	119.5221	3.676	47	118.8646	3.425	815	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6]	3:3:1:	4:3:1:	3:4:3:	C[6]-3:N-3:H-1:	C-4:C-3:H-1:	C[6]-3:C[6]-4:C-3:	C(C[6]C[6]2)(NCH)(H)	N(CC[6a]HH)(CC[6]H)(H)	C[6](C[6]C[6,6a]O)(C[6]O[6]HH)(CHN)	C(C[6]C[6]2)(NCH)(H)	N(CC[6a]HH)(CC[6]H)(H)	C[6](C[6]C[6,6a]O)(C[6]O[6]HH)(CHN){2|C<3>}	126.6980	0.335	3	126.6980	0.335	3	126.6980	0.335	3	122.8530	5.274	5	118.8646	3.425	815	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6]	3:3:1:	4:3:1:	3:4:3:	C[6]-3:N-3:O-1:	C-4:C-3:H-1:	C[6]-3:C[6]-4:C-3:	C(C[6]C[6]2)(NCH)(O)	N(CC[6a]CH)(CC[6]O)(H)	C[6](C[6]C[6,6a]C)(C[6]N[6]CH)(CNO)	C(C[6]C[6]2)(NCH)(O)	N(CC[6a]CH)(CC[6]O)(H)	C[6](C[6]C[6,6a]C)(C[6]N[6]CH)(CNO){1|C<4>,2|C<3>}	117.0855	0.398	2	117.0855	0.398	2	117.0855	0.398	2	122.8530	5.274	5	118.8646	3.425	815	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6]	3:3:1:	4:3:1:	4:3:3:	C[6]-3:N-3:H-1:	C[6]-4:C-3:H-1:	C[6]-4:C[6]-3:C-3:	C(C[6]C[6]2)(NC[6]H)(H)	N(C[6]C[6]2H)(CC[6]H)(H)	C[6](C[6]C[6]YbO)(C[6]C[6]H)(CHN)	C(C[6]C[6]2)(NC[6]H)(H)	N(C[6]C[6]2H)(CC[6]H)(H)	C[6](C[6]C[6]YbO)(C[6]C[6]H)(CHN){1|C<3>,1|H<1>,1|O<3>}	123.6150	0.000	1	123.6150	0.000	1	123.6150	0.000	1	123.6150	0.000	1	118.8646	3.425	815	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6]	3:3:1:	4:3:1:	4:4:3:	C[6]-3:N-3:H-1:	B-4:C-3:H-1:	P[6]-4:P[6]-4:C-3:	C(C[6]P[6]2)(NBH)(H)	N(BC[6a]2H)(CC[6]H)(H)	C[6](P[6]C[6a]2N[6])2(CHN)	C(C[6]P[6]2)(NBH)(H)	N(BC[6a]2H)(CC[6]H)(H)	C[6](P[6]C[6a]2N[6])2(CHN){10|C<3>,1|B<4>}	128.9470	0.000	1	128.9470	0.000	1	128.9470	0.000	1	128.9470	0.000	1	118.8646	3.425	815	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6]	3:3:1:	4:3:2:	3:3:3:	C[6]-3:N-3:H-1:	C-4:C-3:O-2:	N[6]-3:C[6]-3:C-3:	C(C[6]C[6]N[6])(NCO)(H)	N(CC[6a]HH)(CC[6]H)(OZn)	C[6](N[6]C[6]Zn)(C[6]C[6]H)(CHN)	C(C[6]C[6]N[6])(NCO)(H)	N(CC[6a]HH)(CC[6]H)(OZn)	C[6](N[6]C[6]Zn)(C[6]C[6]H)(CHN){1|C<3>,2|H<1>}	128.1510	0.000	1	128.1510	0.000	1	128.1510	0.000	1	128.1510	0.000	1	118.8646	3.425	815	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6]	3:3:1:	4:3:4:	3:3:3:	C[6]-3:N-3:O-1:	C-4:C-3:C-4:	C[6]-3:C[6]-3:C-3:	C(C[6]C[6]2)(NCC)(O)	N(CC[6a]HH)(CC[6]O)(CH3)	C[6](C[6]C[6,6a]C)(C[6]N[6]C)(CNO)	C(C[6]C[6]2)(NCC)(O)	N(CC[6a]HH)(CC[6]O)(CH3)	C[6](C[6]C[6,6a]C)(C[6]N[6]C)(CNO){1|C<4>,2|C<3>}	117.9730	0.000	1	117.9730	0.000	1	116.5440	1.243	3	116.5440	1.243	3	118.8646	3.425	815	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6]	3:3:1:	4:3:4:	3:3:3:	C[6]-3:N-3:O-1:	C-4:C-3:C-4:	C[6]-3:C[6]-3:C-3:	C(C[6]C[6]2)(NCC)(O)	N(CC[6a]HH)(CC[6]O)(CH3)	C[6](C[6]C[6a]N[6])(C[6]C[6]H)(CNO)	C(C[6]C[6]2)(NCC)(O)	N(CC[6a]HH)(CC[6]O)(CH3)	C[6](C[6]C[6a]N[6])(C[6]C[6]H)(CNO){1|C<4>,1|H<1>,3|C<3>}	115.8295	0.169	2	115.8295	0.169	2	116.5440	1.243	3	116.5440	1.243	3	118.8646	3.425	815	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6]	3:3:1:	4:4:3:	3:2:3:	C[6]-3:N-3:H-1:	S-4:S-4:C-3:	C[6,6a]-3:O[6]-2:C-3:	C(C[6]C[6,6a]O[6])(NSS)(H)	N(SC[6a]OO)2(CC[6]H)	C[6](C[6,6a]C[6,6a]C[6a])(O[6]C[6])(CHN)	C(C[6]C[6,6a]O[6])(NSS)(H)	N(SC[6a]OO)2(CC[6]H)	C[6](C[6,6a]C[6,6a]C[6a])(O[6]C[6])(CHN){1|H<1>,1|N<2>,3|C<3>}	121.3410	0.000	1	121.3410	0.000	1	121.3410	0.000	1	121.3410	0.000	1	118.8646	3.425	815	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6]	3:3:1:	4:4:3:	4:3:3:	C[6]-3:N-3:S-1:	C-4:C-4:C-3:	C[6]-4:C[6]-3:C-3:	C(C[6]C[6]2)(NCC)(S)	N(CC[6a]HH)2(CC[6]S)	C[6](C[6]C[6]HH)(C[6]C[6]H)(CNS)	C(C[6]C[6]2)(NCC)(S)	N(CC[6a]HH)2(CC[6]S)	C[6](C[6]C[6]HH)(C[6]C[6]H)(CNS){1|C<4>,4|H<1>}	118.8560	0.000	1	118.8560	0.000	1	118.8560	0.000	1	118.8560	0.000	1	118.8646	3.425	815	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6]	3:3:2:	3:1:1:	3:2:3:	C[6]-3:N-3:N-2:	C-3:H-1:H-1:	C[6]-3:N[6]-2:C-3:	C(C[6]C[6]N[6])(NHH)(NO)	N(CC[6]N)(H)2	C[6](C[6]C[6]H)(N[6]N[6])(CNN)	C(C[6]C[6]N[6])(NHH)(NO)	N(CC[6]N)(H)2	C[6](C[6]C[6]H)(N[6]N[6])(CNN){1|Ni<6>,1|C<3>,1|H<1>}	118.2980	0.851	3	118.2980	0.851	3	118.2980	0.851	3	118.2980	0.851	3	118.8646	3.425	815	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6]	3:3:2:	3:1:1:	3:3:3:	C[6]-3:N-3:N-2:	C-3:H-1:H-1:	C[6]-3:C[6]-3:C-3:	C(C[6]C[6]2)(NHH)(NO)	N(CC[6]N)(H)2	C[6](C[6]C[6]H)2(CNN)	C(C[6]C[6]2)(NHH)(NO)	N(CC[6]N)(H)2	C[6](C[6]C[6]H)2(CNN){1|N<3>,2|H<1>}	119.0100	0.640	5	119.0100	0.640	5	119.0100	0.640	5	119.7012	1.683	10	118.8646	3.425	815	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6]	3:3:2:	3:1:1:	3:3:3:	C[6]-3:N-3:N-2:	C-3:H-1:H-1:	N[6]-3:C[6]-3:C-3:	C(C[6]C[6]N[6])(NHH)(NN)	N(CC[6]N)(H)2	C[6](N[6]C[6]Mn)(C[6]C[6]H)(CNN)	C(C[6]C[6]N[6])(NHH)(NN)	N(CC[6]N)(H)2	C[6](N[6]C[6]Mn)(C[6]C[6]H)(CNN){1|H<1>,2|C<3>}	118.0140	0.458	2	118.0140	0.458	2	118.0140	0.458	2	119.7012	1.683	10	118.8646	3.425	815	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6]	3:3:2:	3:1:1:	3:3:3:	C[6]-3:N-3:O-2:	C-3:H-1:H-1:	C[6]-3:C[6]-3:C-3:	C(C[6]C[6]2)(NHH)(OH)	N(CC[6]O)(H)2	C[6](C[6]C[6,6]O)(C[6]C[6]O)(CNO)	C(C[6]C[6]2)(NHH)(OH)	N(CC[6]O)(H)2	C[6](C[6]C[6,6]O)(C[6]C[6]O)(CNO){1|C<3>,1|C<4>,1|H<1>,1|N<4>,1|O<2>}	121.9780	0.000	3	121.9780	0.000	3	121.9780	0.000	3	119.7012	1.683	10	118.8646	3.425	815	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6]	3:3:2:	3:3:1:	3:3:3:	C[6]-3:N-3:O-2:	C[6a]-3:C-3:H-1:	C[6]-3:C[6]-3:C-3:	C(C[6]C[6]2)(NC[6a]H)(OC)	N(C[6a]C[6a]2)(CC[6]O)(H)	C[6](C[6]O[6]O)2(CNO)	C(C[6]C[6]2)(NC[6a]H)(OC)	N(C[6a]C[6a]2)(CC[6]O)(H)	C[6](C[6]O[6]O)2(CNO){1|C<4>}	121.8480	0.000	1	121.8480	0.000	1	121.8480	0.000	1	121.7290	0.168	2	118.8646	3.425	815	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6]	3:3:2:	3:3:1:	3:3:3:	C[6]-3:N-3:S-2:	C[6a]-3:C-3:H-1:	C[6]-3:C[6]-3:C-3:	C(C[6]C[6]2)(NC[6a]H)(SC)	N(C[6a]C[6a]2)(CC[6]S)(H)	C[6](C[6]O[6]O)2(CNS)	C(C[6]C[6]2)(NC[6a]H)(SC)	N(C[6a]C[6a]2)(CC[6]S)(H)	C[6](C[6]O[6]O)2(CNS){1|C<4>}	121.6100	0.000	1	121.6100	0.000	1	121.6100	0.000	1	121.7290	0.168	2	118.8646	3.425	815	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6]	3:3:2:	3:4:1:	3:3:3:	C[6]-3:N-3:S-2:	C-3:C-4:H-1:	C[6]-3:C[6]-3:C-3:	C(C[6]C[6]2)(NCH)(SC)	N(CC[6]S)(CH3)(H)	C[6](C[6]O[6]O)2(CNS)	C(C[6]C[6]2)(NCH)(SC)	N(CC[6]S)(CH3)(H)	C[6](C[6]O[6]O)2(CNS){1|C<4>}	121.4850	0.000	1	121.4850	0.000	1	121.4850	0.000	1	121.4850	0.000	1	118.8646	3.425	815	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6]	3:3:3:	3:1:1:	3:3:3:	C[6]-3:N-3:N-3:	C-3:H-1:H-1:	C[6]-3:C[6]-3:C-3:	C(C[6]C[6]2)(NHH)2	N(CC[6]N)(H)2	C[6](C[6]C[6]H)2(CNN)	C(C[6]C[6]2)(NHH)2	N(CC[6]N)(H)2	C[6](C[6]C[6]H)2(CNN){1|N<3>,2|H<1>}	118.3555	0.910	2	118.3555	0.910	2	118.3555	0.910	2	119.0137	1.309	3	118.8646	3.425	815	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6]	3:3:3:	3:1:1:	3:3:3:	C[6a]-3:C[6]-3:N-3:	C-3:H-1:H-1:	C[6]-3:C[6]-3:C-3:	C(C[6a]C[6a]2)(C[6]C[6]2)(NHH)	N(CC[6a]C[6])(H)2	C[6](C[6]C[6,6a]O)(C[6]O[6]O)(CC[6a]N)	C(C[6a]C[6a]2)(C[6]C[6]2)(NHH)	N(CC[6a]C[6])(H)2	C[6](C[6]C[6,6a]O)(C[6]O[6]O)(CC[6a]N){2|C<3>}	120.3300	0.000	1	120.3300	0.000	1	120.3300	0.000	1	119.0137	1.309	3	118.8646	3.425	815	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6]	3:3:3:	3:3:1:	3:3:3:	C[6]-3:N-3:N-3:	C[6a]-3:C-3:H-1:	C[6]-3:C[6]-3:C-3:	C(C[6]C[6]2)(NC[6a]H)(NCC)	N(C[6a]C[6a]2)(CC[6]N)(H)	C[6](C[6]O[6]O)2(CNN)	C(C[6]C[6]2)(NC[6a]H)(NCC)	N(C[6a]C[6a]2)(CC[6]N)(H)	C[6](C[6]O[6]O)2(CNN){1|C<4>}	119.8335	0.957	2	119.8335	0.957	2	119.8335	0.957	2	119.8335	0.957	2	118.8646	3.425	815	116.9749	2.574	5815
930	670	762	0:SP2_SP2_SP2	C	N	C[6]	3:3:3:	3:3:1:	4:4:3:	C[6]-3:C[6a]-3:N-3:	C-3:C-3:H-1:	C[6,6]-4:C[6]-4:C-3:	C(C[6]C[6,6]C[6])(C[6a]C[6a]2)(NCH)	N(CC[6a]C[6])(CCO)(H)	C[6](C[6,6]C[6,6]C[6]H)(C[6]N[6]HH)(CC[6a]N)	C(C[6]C[6,6]C[6])(C[6a]C[6a]2)(NCH)	N(CC[6a]C[6])(CCO)(H)	C[6](C[6,6]C[6,6]C[6]H)(C[6]N[6]HH)(CC[6a]N){1|C<3>,1|S<4>,2|C<4>,2|H<1>}	123.4610	0.000	1	123.4610	0.000	1	123.4610	0.000	1	121.7818	2.165	4	118.8646	3.425	815	116.9749	2.574	5815
