818	358	930	3:2:3:	4:3:	3:3:1:	N[5]-3:O[5]-2:C-3:	C[5,5]-4:C[5]-3:	C[5]-3:C-3:H-1:	C[5](N[5]C[5,5]H)(O[5]C[5,5])(CCH)	O[5](C[5,5]C[5,5]C[5]H)(C[5]N[5]C)	C(C[5]N[5]O[5])(CC[6a]O)(H)	C[5](N[5]C[5,5]H)(O[5]C[5,5])(CCH){1|C<3>,1|C<4>,2|H<1>}	O[5](C[5,5]C[5,5]C[5]H)(C[5]N[5]C){2|C<3>,4|H<1>}	C(C[5]N[5]O[5])(CC[6a]O)(H)	121.0700	0.000	1	121.0700	0.000	1     121.0700       0.000      1      122.2727     2.993     14
818	358	930	3:2:3:	4:3:	3:3:1:	N[5]-3:O[5]-2:C-3:	C[5]-4:C[5]-3:	C[5]-3:C-3:H-1:	C[5](N[5]C[5]C)(O[5]C[5])(CCH)	O[5](C[5]C[5]HH)(C[5]N[5]C)	C(C[5]N[5]O[5])(CC[6a]O)(H)	C[5](N[5]C[5]C)(O[5]C[5])(CCH){2|C<4>,2|H<1>}	O[5](C[5]C[5]HH)(C[5]N[5]C){1|C<3>,2|C<4>}	C(C[5]N[5]O[5])(CC[6a]O)(H)	123.2540	0.199	2	123.2540	0.199	2     121.4103       1.615      6      122.2727     2.993     14
818	358	930	3:2:3:	4:3:	3:3:1:	N[5]-3:O[5]-2:C-3:	C[5]-4:C[5]-3:	C[5]-3:C-3:H-1:	C[5](N[5]C[5]H)(O[5]C[5])(CCH)	O[5](C[5]C[5]HH)(C[5]N[5]C)	C(C[5]N[5]O[5])(CCO)(H)	C[5](N[5]C[5]H)(O[5]C[5])(CCH){2|C<4>,2|H<1>}	O[5](C[5]C[5]HH)(C[5]N[5]C){1|H<1>,2|C<4>}	C(C[5]N[5]O[5])(CCO)(H)	120.0940	0.000	1	120.0940	0.000	1     121.4103       1.615      6      122.2727     2.993     14
818	358	930	3:2:3:	4:3:	3:3:1:	N[5]-3:O[5]-2:C-3:	C[5]-4:C[5]-3:	C[5]-3:C-3:H-1:	C[5](N[5]C[5]H)(O[5]C[5])(CCH)	O[5](C[5]C[5]HH)(C[5]N[5]C)	C(C[5]N[5]O[5])(CC[6a]O)(H)	C[5](N[5]C[5]H)(O[5]C[5])(CCH){2|C<4>,2|H<1>}	O[5](C[5]C[5]HH)(C[5]N[5]C){1|H<1>,2|C<4>}	C(C[5]N[5]O[5])(CC[6a]O)(H)	120.6200	1.141	3	120.6200	1.141	3     121.4103       1.615      6      122.2727     2.993     14
818	358	930	3:2:3:	4:3:	3:3:3:	C[5,6a]-3:O[5]-2:C-3:	C[5]-4:C[5]-3:	C[5]-3:C[6a]-3:C[6a]-3:	C[5](C[5,6a]C[5,6a]C[6a])(O[5]C[5])(CC[6a]2)	O[5](C[5]C[5,6a]CO)(C[5]C[5,6a]C)	C(C[5]C[5,6a]O[5])(C[6a]C[6a]2)2	C[5](C[5,6a]C[5,6a]C[6a])(O[5]C[5])(CC[6a]2){1|H<1>,1|O<2>,3|C<3>}	O[5](C[5]C[5,6a]CO)(C[5]C[5,6a]C){2|C<3>}	C(C[5]C[5,6a]O[5])(C[6a]C[6a]2)2	119.9850	0.000	1	119.9850	0.000	1     119.9850       0.000      1      119.1945     0.627     4
818	358	930	3:2:3:	4:3:	3:3:3:	C[5]-3:O[5]-2:C-3:	C[5]-4:C[5]-3:	C[5]-3:C[6a]-3:C-3:	C[5](C[5]O[5]C)(O[5]C[5])(CC[6a]C)	O[5](C[5]O[5]HH)(C[5]C[5]C)	C(C[5]C[5]O[5])(C[6a]C[6a]2)(COO)	C[5](C[5]O[5]C)(O[5]C[5])(CC[6a]C){2|H<1>}	O[5](C[5]O[5]HH)(C[5]C[5]C){1|C<3>}	C(C[5]C[5]O[5])(C[6a]C[6a]2)(COO)	118.9310	0.416	3	118.9310	0.416	3     118.9310       0.416      3      119.1945     0.627     4
818	358	930	3:2:3:	4:3:	3:4:3:	N[5]-3:O[5]-2:C-3:	C[5]-4:C[5]-3:	C[5]-3:S-4:C-3:	C[5](N[5]C[5]H)(O[5]C[5])(CCS)	O[5](C[5]C[5]HH)(C[5]N[5]C)	C(C[5]N[5]O[5])(SCOO)(CCO)	C[5](N[5]C[5]H)(O[5]C[5])(CCS){4|H<1>}	O[5](C[5]C[5]HH)(C[5]N[5]C){3|H<1>}	C(C[5]N[5]O[5])(SCOO)(CCO)	122.0800	0.000	1	122.0800	0.000	1     122.0800       0.000      1      122.0800     0.000     1
818	358	930	3:2:3:	4:3:	3:4:4:	N[5]-3:O[5]-2:C-3:	C[5]-4:C[5]-3:	C[5]-3:P-4:P-4:	C[5](N[5]C[5]H)(O[5]C[5])(CPP)	O[5](C[5]C[5]HH)(C[5]N[5]C)	C(C[5]N[5]O[5])(PC[6a]2Pt)2	C[5](N[5]C[5]H)(O[5]C[5])(CPP){4|H<1>}	O[5](C[5]C[5]HH)(C[5]N[5]C){3|H<1>}	C(C[5]N[5]O[5])(PC[6a]2Pt)2	118.6890	0.000	1	118.6890	0.000	1     118.6890       0.000      1      118.6890     0.000     1
818	358	930	3:3:2:	3:3:	3:3:3:	C-3:C[5a]-3:O[5a]-2:	C[5a]-3:C[5a]-3:	C[5a]-3:C[5a]-3:C[6a]-3:	C[5a](CC[5a]C[6a])(C[5a]C[5a]H)(O[5a]C[5a])	O[5a](C[5a]C[5a]C)2	C(C[5a]C[5a]N[5a])(C[5a]C[5a]O[5a])(C[6a]C[6a]2)	C[5a](CC[5a]C[6a])(C[5a]C[5a]H)(O[5a]C[5a]){1|C<3>,1|H<1>}	O[5a](C[5a]C[5a]C)2{2|H<1>}	C(C[5a]C[5a]N[5a])(C[5a]C[5a]O[5a])(C[6a]C[6a]2)	123.6999	0.994	9	123.6999	0.994	9     122.1000       2.509      14      121.3664     2.247     23
818	358	930	3:3:2:	3:3:	3:3:3:	C-3:C[5a]-3:O[5a]-2:	C[5a]-3:C[5a]-3:	C[5a]-3:C[5a]-3:C[6a]-3:	C[5a](CC[5a]C[6a])(C[5a]C[5a]H)(O[5a]C[5a])	O[5a](C[5a]C[5a]C)2	C(C[5a]C[5a]O[5a])2(C[6a]C[6a]2)	C[5a](CC[5a]C[6a])(C[5a]C[5a]H)(O[5a]C[5a]){1|C<3>,1|H<1>}	O[5a](C[5a]C[5a]C)2{2|H<1>}	C(C[5a]C[5a]O[5a])2(C[6a]C[6a]2)	118.6495	0.983	4	118.6495	0.983	4     122.1000       2.509      14      121.3664     2.247     23
818	358	930	3:3:2:	3:3:	3:3:3:	C-3:C[5a]-3:O[5a]-2:	C[5a]-3:C[5a]-3:	C[5a]-3:C[5a]-3:C[6a]-3:	C[5a](CC[5a]C[6a])(C[5a]C[5a]H)(O[5a]C[5a])	O[5a](C[5a]C[5a]C)2	C(C[5a]N[5a,5a]C[5a])(C[5a]C[5a]O[5a])(C[6a]C[6a]2)	C[5a](CC[5a]C[6a])(C[5a]C[5a]H)(O[5a]C[5a]){1|C<3>,1|H<1>}	O[5a](C[5a]C[5a]C)2{2|H<1>}	C(C[5a]N[5a,5a]C[5a])(C[5a]C[5a]O[5a])(C[6a]C[6a]2)	121.5030	0.000	1	121.5030	0.000	1     122.1000       2.509      14      121.3664     2.247     23
818	358	930	3:3:2:	3:3:	3:3:3:	C[5a]-3:C-3:O[5a]-2:	C[5a]-3:C[5a]-3:	C[5a]-3:C[5]-3:C[6a]-3:	C[5a](C[5a]C[5a]H)(CC[6a]C[5])(O[5a]C[5a])	O[5a](C[5a]C[5a]C)2	C(C[5a]C[5a]O[5a])(C[5]C[5]N[5])(C[6a]C[6a]2)	C[5a](C[5a]C[5a]H)(CC[6a]C[5])(O[5a]C[5a]){1|C<3>,1|H<1>}	O[5a](C[5a]C[5a]C)2{2|H<1>}	C(C[5a]C[5a]O[5a])(C[5]C[5]N[5])(C[6a]C[6a]2)	121.0640	1.557	3	121.0640	1.557	3     121.0640       1.557      3      121.3664     2.247     23
818	358	930	3:3:2:	3:3:	3:3:3:	C[5a]-3:C-3:O[5a]-2:	C[5a]-3:C[5a]-3:	C[5a]-3:C[5a]-3:C[5]-3:	C[5a](C[5a]C[5a]H)(CC[5a]C[5])(O[5a]C[5a])	O[5a](C[5a]C[5a]C)(C[5a]C[5a]H)	C(C[5a]C[5a]N[5a])(C[5a]C[5a]O[5a])(C[5]C[5]N[5])	C[5a](C[5a]C[5a]H)(CC[5a]C[5])(O[5a]C[5a]){2|H<1>}	O[5a](C[5a]C[5a]C)(C[5a]C[5a]H){2|H<1>}	C(C[5a]C[5a]N[5a])(C[5a]C[5a]O[5a])(C[5]C[5]N[5])	120.2195	1.015	2	120.2195	1.015	2     120.2195       1.015      2      121.3664     2.247     23
818	358	930	3:3:2:	3:3:	3:3:3:	C[5a]-3:C-3:O[5a]-2:	C[5a]-3:C[5a]-3:	C[5a]-3:C[6a]-3:C[5]-3:	C[5a](C[5a]C[5a]H)(CC[6a]C[5])(O[5a]C[5a])	O[5a](C[5a]C[5a]C)2	C(C[5a]C[5a]O[5a])(C[6a]C[6a]2)(C[5]C[5]2)	C[5a](C[5a]C[5a]H)(CC[6a]C[5])(O[5a]C[5a]){1|C<3>,1|H<1>}	O[5a](C[5a]C[5a]C)2{2|H<1>}	C(C[5a]C[5a]O[5a])(C[6a]C[6a]2)(C[5]C[5]2)	119.5992	0.406	4	119.5992	0.406	4     119.5992       0.406      4      121.3664     2.247     23
818	358	930	3:3:2:	3:3:	4:3:3:	C[5]-3:C-3:O[5]-2:	C[5]-3:C[5]-3:	C[5,6]-4:C[5]-3:C-3:	C[5](C[5]C[5]H)(CC[5,6]C)(O[5]C[5])	O[5](C[5]C[5]C)(C[5]C[5]O)	C(C[5,6]C[5,6]C[5]C[6])(C[5]C[5]O[5])(COO)	C[5](C[5]C[5]H)(CC[5,6]C)(O[5]C[5]){1|C<4>,1|O<1>}	O[5](C[5]C[5]C)(C[5]C[5]O){1|C<4>,1|H<1>}	C(C[5,6]C[5,6]C[5]C[6])(C[5]C[5]O[5])(COO)	122.9000	0.000	1	122.9000	0.000	1     122.9000       0.000      1      122.9000     0.000     1
818	358	930	4:2:3:	3:3:	3:1:1:	C[5]-4:O[5]-2:C-3:	C[5]-3:C[5]-3:	C[5]-3:H-1:H-1:	C[5](C[5]C[5]HH)(O[5]C[5])(CHH)	O[5](C[5]C[5]C)(C[5]C[5]O)	C(C[5]C[5]O[5])(H)2	C[5](C[5]C[5]HH)(O[5]C[5])(CHH){1|C<3>,1|C<4>,1|O<1>}	O[5](C[5]C[5]C)(C[5]C[5]O){1|C<3>,1|C<4>,2|H<1>}	C(C[5]C[5]O[5])(H)2	120.0410	0.000	1	120.0410	0.000	1     121.0575       0.706      6      121.0575     0.706     6
818	358	930	4:2:3:	3:3:	3:1:1:	C[5]-4:O[5]-2:C-3:	C[5]-3:C[5]-3:	C[5]-3:H-1:H-1:	C[5](C[5]N[5]HH)(O[5]C[5])(CHH)	O[5](C[5]C[6a]N[5])(C[5]C[5]C)	C(C[5]C[5]O[5])(H)2	C[5](C[5]N[5]HH)(O[5]C[5])(CHH){1|C<3>}	O[5](C[5]C[6a]N[5])(C[5]C[5]C){2|C<3>,2|H<1>}	C(C[5]C[5]O[5])(H)2	120.6950	0.000	1	120.6950	0.000	1     121.0575       0.706      6      121.0575     0.706     6
818	358	930	4:2:3:	3:3:	3:1:1:	C[5]-4:O[5]-2:C-3:	C[5]-3:C[5]-3:	C[5]-3:H-1:H-1:	C[5](C[5]O[5]CH)(O[5]C[5])(CHH)	O[5](C[5]C[5]C)(C[5]O[5]O)	C(C[5]C[5]O[5])(H)2	C[5](C[5]O[5]CH)(O[5]C[5])(CHH){1|O<1>}	O[5](C[5]C[5]C)(C[5]O[5]O){1|C<4>,1|H<1>}	C(C[5]C[5]O[5])(H)2	121.4022	0.534	4	121.4022	0.534	4     121.0575       0.706      6      121.0575     0.706     6
818	358	930	4:2:3:	3:3:	3:3:1:	C[5]-4:O[5]-2:C-3:	C[5]-3:C[5]-3:	C[5]-3:C-3:H-1:	C[5](C[5]C[5]2H)(O[5]C[5])(CCH)	O[5](C[5]C[5]C)2	C(C[5]C[5]O[5])(COO)(H)	C[5](C[5]C[5]2H)(O[5]C[5])(CCH){3|C<3>,3|H<1>}	O[5](C[5]C[5]C)2{1|C<4>,3|H<1>}	C(C[5]C[5]O[5])(COO)(H)	119.1870	2.621	3	119.1870	2.621	3     118.8500       1.734      6      120.5651     2.988     9
818	358	930	4:2:3:	3:3:	3:3:1:	C[5]-4:O[5]-2:C-3:	C[5]-3:C[5]-3:	C[5]-3:C-3:H-1:	C[5](C[5]C[5]HH)(O[5]C[5])(CCH)	O[5](C[5]C[5]C)2	C(C[5]C[5]O[5])(COO)(H)	C[5](C[5]C[5]HH)(O[5]C[5])(CCH){1|C<3>,1|C<4>,1|H<1>}	O[5](C[5]C[5]C)2{1|C<4>,3|H<1>}	C(C[5]C[5]O[5])(COO)(H)	118.5130	0.553	3	118.5130	0.553	3     118.8500       1.734      6      120.5651     2.988     9
818	358	930	4:2:3:	3:3:	3:3:1:	C[5]-4:O[5]-2:C-3:	C[5]-3:C[5]-3:	C[5]-3:C[6a]-3:H-1:	C[5](C[5]C[6a]N[5]H)(O[5]C[5])(CC[6a]H)	O[5](C[5]C[5]C)(C[5]N[5]O)	C(C[5]C[5]O[5])(C[6a]C[6a]2)(H)	C[5](C[5]C[6a]N[5]H)(O[5]C[5])(CC[6a]H){1|C<4>,1|O<1>,2|C<3>}	O[5](C[5]C[5]C)(C[5]N[5]O){1|C<3>,1|C<4>,1|H<1>}	C(C[5]C[5]O[5])(C[6a]C[6a]2)(H)	122.6580	0.000	1	122.6580	0.000	1     123.9953       1.316      3      120.5651     2.988     9
818	358	930	4:2:3:	3:3:	3:3:1:	C[5]-4:O[5]-2:C-3:	C[5]-3:C[5]-3:	C[5]-3:C[6a]-3:H-1:	C[5](C[5]N[5]HH)(O[5]C[5])(CC[6a]H)	O[5](C[5]C[5]C)(C[5]N[5]O)	C(C[5]C[5]O[5])(C[6a]C[6a]2)(H)	C[5](C[5]N[5]HH)(O[5]C[5])(CC[6a]H){1|C<4>,1|O<1>}	O[5](C[5]C[5]C)(C[5]N[5]O){1|C<4>,2|H<1>}	C(C[5]C[5]O[5])(C[6a]C[6a]2)(H)	124.0400	0.000	1	124.0400	0.000	1     123.9953       1.316      3      120.5651     2.988     9
818	358	930	4:2:3:	3:3:	3:3:1:	C[5]-4:O[5]-2:C-3:	C[5]-3:C[5]-3:	C[5]-3:C[6a]-3:H-1:	C[5](C[5]O[5]CC)(O[5]C[5])(CC[6a]H)	O[5](C[5]C[5]C)(C[5]O[5]O)	C(C[5]C[5]O[5])(C[6a]C[6a]2)(H)	C[5](C[5]O[5]CC)(O[5]C[5])(CC[6a]H){1|O<1>}	O[5](C[5]C[5]C)(C[5]O[5]O){2|C<4>}	C(C[5]C[5]O[5])(C[6a]C[6a]2)(H)	125.2880	0.000	1	125.2880	0.000	1     123.9953       1.316      3      120.5651     2.988     9
818	358	930	4:2:3:	3:3:	3:3:4:	C[5,5]-4:O[5]-2:C-3:	C[5]-3:C[5]-3:	C[5]-3:C[6a]-3:C-4:	C[5](C[5,5]C[5]N[5]S[5])(O[5]C[5])(CC[6a]C)	O[5](C[5]C[5,5]C)(C[5]C[5]O)	C(C[5]C[5,5]O[5])(C[6a]C[6a]2)(CCHH)	C[5](C[5,5]C[5]N[5]S[5])(O[5]C[5])(CC[6a]C){1|O<1>,2|C<3>,3|C<4>}	O[5](C[5]C[5,5]C)(C[5]C[5]O){1|C<3>,1|C<4>,1|N<3>,1|S<2>}	C(C[5]C[5,5]O[5])(C[6a]C[6a]2)(CCHH)	117.3970	0.000	1	117.3970	0.000	1     117.3970       0.000      1      117.3970     0.000     1
818	358	930	4:2:3:	3:3:	3:4:3:	C[5]-4:O[5]-2:C-3:	C[5]-3:C[5]-3:	C[5]-3:C-4:C-3:	C[5](C[5]C[5]HH)(O[5]C[5])(CCC)	O[5](C[5]C[5]C)(C[5]C[5]O)	C(C[5]C[5]O[5])(CH3)(COO)	C[5](C[5]C[5]HH)(O[5]C[5])(CCC){1|H<1>,1|N<3>,1|O<1>}	O[5](C[5]C[5]C)(C[5]C[5]O){1|N<3>,3|H<1>}	C(C[5]C[5]O[5])(CH3)(COO)	117.4050	0.000	1	117.4050	0.000	1     117.6145       0.296      2      117.6145     0.296     2
818	358	930	4:2:3:	3:3:	3:4:3:	C[5]-4:O[5]-2:C-3:	C[5]-3:C[5]-3:	C[5]-3:C-4:C-3:	C[5](C[5]C[5]HN)(O[5]C[5])(CCC)	O[5](C[5]C[5]C)(C[5]C[5]O)	C(C[5]C[5]O[5])(CH3)(COO)	C[5](C[5]C[5]HN)(O[5]C[5])(CCC){1|O<1>,2|H<1>}	O[5](C[5]C[5]C)(C[5]C[5]O){1|N<4>,3|H<1>}	C(C[5]C[5]O[5])(CH3)(COO)	117.8240	0.000	1	117.8240	0.000	1     117.6145       0.296      2      117.6145     0.296     2
818	358	930	4:2:3:	3:3:	3:4:4:	C[5]-4:O[5]-2:C-3:	C[5]-3:C[5]-3:	C[5]-3:C-4:C-4:	C[5](C[5]C[5]2C)(O[5]C[5])(CCC)	O[5](C[5]C[5]C)(C[5]C[5]O)	C(C[5]C[5]O[5])(CCHH)(CH3)	C[5](C[5]C[5]2C)(O[5]C[5])(CCC){1|O<1>,2|C<4>,3|H<1>}	O[5](C[5]C[5]C)(C[5]C[5]O){2|C<4>,2|H<1>}	C(C[5]C[5]O[5])(CCHH)(CH3)	119.7560	0.000	1	119.7560	0.000	1     119.7560       0.000      1      119.7560     0.000     1
818	358	930	4:2:3:	4:3:	3:1:1:	C[5,6]-4:O[5]-2:C-3:	C[5,6]-4:C[5]-3:	C[5]-3:H-1:H-1:	C[5](C[5,6]N[5,6]O[6]H)(O[5]C[5,6])(CHH)	O[5](C[5,6]C[6,6a]N[5,6]H)(C[5]C[5,6]C)	C(C[5]C[5,6]O[5])(H)2	C[5](C[5,6]N[5,6]O[6]H)(O[5]C[5,6])(CHH){1|H<1>,1|S<4>,2|C<3>}	O[5](C[5,6]C[6,6a]N[5,6]H)(C[5]C[5,6]C){1|H<1>,1|O<2>,1|S<4>,2|C<3>}	C(C[5]C[5,6]O[5])(H)2	121.4270	0.000	1	121.4270	0.000	1     121.4270       0.000      1      121.4270     0.000     1
818	358	930	4:2:3:	4:3:	3:3:1:	C[5,6]-4:O[5]-2:C-3:	C[5]-4:C[5]-3:	C[5]-3:C-3:H-1:	C[5](C[5,6]C[5,6]C[6,6]C)(O[5]C[5])(CCH)	O[5](C[5]C[5,6]CH)(C[5]C[5,6]C)	C(C[5]C[5,6]O[5])(COO)(H)	C[5](C[5,6]C[5,6]C[6,6]C)(O[5]C[5])(CCH){2|C<3>,2|C<4>,3|H<1>}	O[5](C[5]C[5,6]CH)(C[5]C[5,6]C){1|C<3>,1|H<1>,2|C<4>}	C(C[5]C[5,6]O[5])(COO)(H)	121.4505	0.141	2	121.4505	0.141	2     121.4505       0.141      2      120.8287     1.344     8
818	358	930	4:2:3:	4:3:	3:3:1:	C[5]-4:O[5]-2:C-3:	C[5,5]-4:C[5]-3:	C[5]-3:C-3:H-1:	C[5](C[5]C[5,5]HH)(O[5]C[5,5])(CCH)	O[5](C[5,5]C[5,5]C[5]H)(C[5]C[5]C)	C(C[5]C[5]O[5])(COO)(H)	C[5](C[5]C[5,5]HH)(O[5]C[5,5])(CCH){1|H<1>,1|O<2>,2|C<4>}	O[5](C[5,5]C[5,5]C[5]H)(C[5]C[5]C){1|O<2>,2|C<4>,4|H<1>}	C(C[5]C[5]O[5])(COO)(H)	119.0970	0.696	2	119.0970	0.696	2     119.0970       0.696      2      120.8287     1.344     8
818	358	930	4:2:3:	4:3:	3:3:1:	C[5]-4:O[5]-2:C-3:	C[5,6]-4:C[5]-3:	C[5]-3:C-3:H-1:	C[5](C[5]C[5,6]CO)(O[5]C[5,6])(CCH)	O[5](C[5,6]C[5,6]C[6]H)(C[5]C[5]C)	C(C[5]C[5]O[5])(CCH)(H)	C[5](C[5]C[5,6]CO)(O[5]C[5,6])(CCH){1|C<3>,1|C<4>,2|H<1>}	O[5](C[5,6]C[5,6]C[6]H)(C[5]C[5]C){1|C<4>,1|O<2>,2|C<3>,3|H<1>}	C(C[5]C[5]O[5])(CCH)(H)	122.2210	0.000	1	122.2210	0.000	1     122.2210       0.000      1      120.8287     1.344     8
818	358	930	4:2:3:	4:3:	3:3:1:	C[5]-4:O[5]-2:C-3:	C[5]-4:C[5]-3:	C[5]-3:C-3:Br-1:	C[5](C[5]C[5]BrH)(O[5]C[5])(CBrC)	O[5](C[5]C[5]CH)(C[5]C[5]C)	C(C[5]C[5]O[5])(COO)(Br)	C[5](C[5]C[5]BrH)(O[5]C[5])(CBrC){1|C<4>,3|H<1>}	O[5](C[5]C[5]CH)(C[5]C[5]C){1|Br<1>,3|H<1>}	C(C[5]C[5]O[5])(COO)(Br)	120.3855	0.325	2	120.3855	0.325	2     120.3855       0.325      2      120.8287     1.344     8
818	358	930	4:2:3:	4:3:	3:3:1:	C[5]-4:O[5]-2:C-3:	C[5]-4:C[5]-3:	C[5]-3:C[6a]-3:H-1:	C[5](C[5]C[6a]C[5]C)(O[5]C[5])(CC[6a]H)	O[5](C[5]C[5]HH)(C[5]C[5]C)	C(C[5]C[5]O[5])(C[6a]C[6a]2)(H)	C[5](C[5]C[6a]C[5]C)(O[5]C[5])(CC[6a]H){2|C<3>,4|H<1>}	O[5](C[5]C[5]HH)(C[5]C[5]C){1|C<3>,1|C<4>,2|H<1>}	C(C[5]C[5]O[5])(C[6a]C[6a]2)(H)	122.5430	0.000	1	122.5430	0.000	1     122.5430       0.000      1      120.8287     1.344     8
818	358	930	4:2:3:	4:3:	3:3:3:	C[5]-4:O[5]-2:C-3:	C[5]-4:C[5]-3:	C[5]-3:C[6a]-3:N-3:	C[5](C[5]C[5]HH)(O[5]C[5])(CC[6a]N)	O[5](C[5]C[5]HH)(C[5]C[5]C)	C(C[5]C[5]O[5])(C[6a]C[6a]2)(NCS)	C[5](C[5]C[5]HH)(O[5]C[5])(CC[6a]N){4|H<1>}	O[5](C[5]C[5]HH)(C[5]C[5]C){4|H<1>}	C(C[5]C[5]O[5])(C[6a]C[6a]2)(NCS)	122.3870	0.000	1	122.3870	0.000	1     122.3870       0.000      1      122.3870     0.000     1
818	358	930	4:2:3:	4:3:	3:4:1:	C[5]-4:O[5]-2:C-3:	C[5]-4:C[5]-3:	C[5]-3:C-4:I-1:	C[5](C[5]C[6a]N[5]H)(O[5]C[5])(CCI)	O[5](C[5]C[6a]N[5]2)(C[5]C[5]C)	C(C[5]C[5]O[5])(CHHO)(I)	C[5](C[5]C[6a]N[5]H)(O[5]C[5])(CCI){1|N<3>,1|S<4>,3|C<3>}	O[5](C[5]C[6a]N[5]2)(C[5]C[5]C){1|H<1>,1|S<4>,5|C<3>}	C(C[5]C[5]O[5])(CHHO)(I)	120.6850	0.000	1	120.6850	0.000	1     120.6850       0.000      1      120.6850     0.000     1
818	358	930	4:2:3:	4:3:	3:4:3:	C[5]-4:O[5]-2:C-3:	C[5,5]-4:C[5]-3:	C[5]-3:C-4:C-3:	C[5](C[5]C[5,5]CC)(O[5]C[5,5])(CCC)	O[5](C[5,5]C[5,5]C[5]H)(C[5]C[5]C)	C(C[5]C[5]O[5])(CCHH)(CCO)	C[5](C[5]C[5,5]CC)(O[5]C[5,5])(CCC){2|C<4>,2|H<1>}	O[5](C[5,5]C[5,5]C[5]H)(C[5]C[5]C){1|C<3>,3|C<4>,3|H<1>}	C(C[5]C[5]O[5])(CCHH)(CCO)	118.9750	0.000	1	118.9750	0.000	1     118.9750       0.000      1      118.9750     0.000     1
818	358	961	2:2:1:	3:3:	3:	O[5]-2:O[5]-2:O-1:	C[5]-3:C[5]-3:	C[5]-3:	C[5](O[5]C[5])2(O)	O[5](C[5]C[5]C)(C[5]O[5]O)	O(C[5]O[5]2)	C[5](O[5]C[5])2(O){1|C<3>,1|C<4>,1|H<1>}	O[5](C[5]C[5]C)(C[5]O[5]O){1|C<4>,1|H<1>}	O(C[5]O[5]2)	124.0685	0.467	4	123.7104	0.897	5     123.3937       1.116      6      123.2104     1.594     8
818	358	961	2:2:1:	3:3:	3:	O[5]-2:O[5]-2:O-1:	C[5]-3:C[5]-3:	C[5]-3:	C[5](O[5]C[5])2(O)	O[5](C[5]C[5]C)(C[5]O[5]O)	O(C[5]O[5]2)	C[5](O[5]C[5])2(O){1|C<3>,2|C<4>}	O[5](C[5]C[5]C)(C[5]O[5]O){2|C<4>}	O(C[5]O[5]2)	122.2780	0.000	1	123.7104	0.897	5     123.3937       1.116      6      123.2104     1.594     8
818	358	961	2:2:1:	3:3:	3:	O[5]-2:O[5]-2:O-1:	C[5]-3:C[5]-3:	C[5]-3:	C[5](O[5]C[5])2(O)	O[5](C[5]C[5]O)(C[5]O[5]O)	O(C[5]O[5]2)	C[5](O[5]C[5])2(O){1|C<4>,1|H<1>,1|O<1>}	O[5](C[5]C[5]O)(C[5]O[5]O){1|C<4>,1|H<1>}	O(C[5]O[5]2)	121.8100	0.000	1	121.8100	0.000	1     123.3937       1.116      6      123.2104     1.594     8
818	358	961	2:2:1:	3:3:	3:	O[5]-2:S[5]-2:O-1:	C[5,6a]-3:C[5]-3:	C[5]-3:	C[5](O[5]C[5,6a])(S[5]C[5,6a])(O)	O[5](C[5,6a]C[5,6a]C[6a])(C[5]S[5]O)	O(C[5]O[5]S[5])	C[5](O[5]C[5,6a])(S[5]C[5,6a])(O){2|C<3>}	O[5](C[5,6a]C[5,6a]C[6a])(C[5]S[5]O){1|H<1>,2|C<3>}	O(C[5]O[5]S[5])	120.3420	0.000	1	120.3420	0.000	1     120.3420       0.000      1      123.2104     1.594     8
818	358	961	2:2:1:	3:3:	3:	O[5a]-2:O[5a]-2:O-1:	C[5a,6a]-3:C[5a]-3:	C[5a]-3:	C[5a](O[5a]C[5a,6a])2(O)	O[5a](C[5a,6a]C[5a,6a]C[6a])(C[5a]O[5a]O)	O(C[5a]O[5a]2)	C[5a](O[5a]C[5a,6a])2(O){2|C<3>}	O[5a](C[5a,6a]C[5a,6a]C[6a])(C[5a]O[5a]O){1|H<1>,2|C<3>}	O(C[5a]O[5a]2)	124.9790	0.000	1	124.9790	0.000	1     124.9790       0.000      1      123.2104     1.594     8
818	358	961	2:2:1:	4:3:	3:	O[5]-2:O[5]-2:O-1:	C[5,5]-4:C[5]-3:	C[5]-3:	C[5](O[5]C[5,5])2(O)	O[5](C[5,5]C[5,5]C[5]C)(C[5]O[5]O)	O(C[5]O[5]2)	C[5](O[5]C[5,5])2(O){1|C<3>,1|H<1>,2|C<4>}	O[5](C[5,5]C[5,5]C[5]C)(C[5]O[5]O){1|N<3>,2|C<3>,2|H<1>}	O(C[5]O[5]2)	124.3680	0.000	1	124.3680	0.000	1     124.2151       0.304      8      124.3550     0.743     65
818	358	961	2:2:1:	4:3:	3:	O[5]-2:O[5]-2:O-1:	C[5,5]-4:C[5]-3:	C[5]-3:	C[5](O[5]C[5,5])2(O)	O[5](C[5,5]C[5,5]C[5]H)(C[5]O[5]O)	O(C[5]O[5]2)	C[5](O[5]C[5,5])2(O){1|C<3>,1|C<4>,2|H<1>}	O[5](C[5,5]C[5,5]C[5]H)(C[5]O[5]O){2|C<3>,3|H<1>}	O(C[5]O[5]2)	124.0035	0.234	2	124.1583	0.315	3     124.2151       0.304      8      124.3550     0.743     65
