490	474	690	4:1:1:1:	4:4:4:2:	4:	C[5]-4:H-1:H-1:H-1:	C[4,5]-4:C[5]-4:C-4:O-2:	C-4:	C(C[5]C[4,5]C[5]O)(H)3	C[5](C[4,5]C[4,5]C[4]H)(C[5]C[5]HH)(CH3)(OH)	H(CC[5]HH)	C(C[5]C[4,5]C[5]O)(H)3	C[5](C[4,5]C[4,5]C[4]H)(C[5]C[5]HH)(CH3)(OH){1|C<4>,2|O<2>,3|H<1>}	H(CC[5]HH)	109.4630	0.019	3	109.4630	0.019	3     109.3055       1.383      6      109.4923     0.746     278
490	474	690	4:1:1:1:	4:4:4:2:	4:	C[5]-4:H-1:H-1:H-1:	C[4,5]-4:C[5]-4:C-4:O-2:	C-4:	C(C[5]C[4,5]C[5]O)(H)3	C[5](C[4,5]C[4,5]C[4]S)(C[5]C[5]HO)(CH3)(OH)	H(CC[5]HH)	C(C[5]C[4,5]C[5]O)(H)3	C[5](C[4,5]C[4,5]C[4]S)(C[5]C[5]HO)(CH3)(OH){2|C<4>,4|H<1>}	H(CC[5]HH)	109.1480	2.169	3	109.1480	2.169	3     109.3055       1.383      6      109.4923     0.746     278
490	474	690	4:1:1:1:	4:4:4:2:	4:	C[5]-4:H-1:H-1:H-1:	C[5,5,6]-4:C[5]-4:C-4:O-2:	C-4:	C(C[5]C[5,5,6]C[5]O)(H)3	C[5](C[5,5,6]C[5,6]O[5,6]C[5])(C[5]C[5,5,6]HH)(CH3)(OH)	H(CC[5]HH)	C(C[5]C[5,5,6]C[5]O)(H)3	C[5](C[5,5,6]C[5,6]O[5,6]C[5])(C[5]C[5,5,6]HH)(CH3)(OH){1|C<3>,1|O<2>,3|C<4>,3|H<1>}	H(CC[5]HH)	109.4720	0.021	3	109.4720	0.021	3     109.4720       0.021      3      109.4923     0.746     278
490	474	690	4:1:1:1:	4:4:4:2:	4:	C[5]-4:H-1:H-1:H-1:	C[5,5]-4:C[5,6]-4:C-4:O-2:	C-4:	C(C[5]C[5,5]C[5,6]O)(H)3	C[5](C[5,5]C[3,5]C[5]2)(C[5,6]C[5,6]C[6]H)(CH3)(OC)	H(CC[5]HH)	C(C[5]C[5,5]C[5,6]O)(H)3	C[5](C[5,5]C[3,5]C[5]2)(C[5,6]C[5,6]C[6]H)(CH3)(OC){1|O<1>,3|C<4>,3|O<2>,5|H<1>}	H(CC[5]HH)	109.4887	0.026	3	109.4887	0.026	3     109.4766       0.025      5      109.4923     0.746     278
490	474	690	4:1:1:1:	4:4:4:2:	4:	C[5]-4:H-1:H-1:H-1:	C[5,5]-4:C[5,6]-4:C-4:O-2:	C-4:	C(C[5]C[5,5]C[5,6]O)(H)3	C[5](C[5,5]C[3,5]C[5]2)(C[5,6]C[5,6]C[6]H)(CH3)(OH)	H(CC[5]HH)	C(C[5]C[5,5]C[5,6]O)(H)3	C[5](C[5,5]C[3,5]C[5]2)(C[5,6]C[5,6]C[6]H)(CH3)(OH){1|O<1>,3|C<4>,3|O<2>,5|H<1>}	H(CC[5]HH)	109.4585	0.011	2	109.4585	0.011	2     109.4766       0.025      5      109.4923     0.746     278
490	474	690	4:1:1:1:	4:4:4:2:	4:	C[5]-4:H-1:H-1:H-1:	C[5,5]-4:C[5]-4:C-4:O-2:	C-4:	C(C[5]C[5,5]C[5]O)(H)3	C[5](C[5,5]C[5,5]C[5]H)(C[5]C[5]CH)(CH3)(OH)	H(CC[5]HH)	C(C[5]C[5,5]C[5]O)(H)3	C[5](C[5,5]C[5,5]C[5]H)(C[5]C[5]CH)(CH3)(OH){3|H<1>,4|C<4>}	H(CC[5]HH)	109.4720	0.055	5	109.4720	0.055	5     109.4612       0.036      35      109.4923     0.746     278
490	474	690	4:1:1:1:	4:4:4:2:	4:	C[5]-4:H-1:H-1:H-1:	C[5,5]-4:C[5]-4:C-4:O-2:	C-4:	C(C[5]C[5,5]C[5]O)(H)3	C[5](C[5,5]C[5,5]O[5]H)(C[5]C[5]HH)(CH3)(OC)	H(CC[5]HH)	C(C[5]C[5,5]C[5]O)(H)3	C[5](C[5,5]C[5,5]O[5]H)(C[5]C[5]HH)(CH3)(OC){1|C<3>,1|N<2>,1|O<2>,2|H<1>}	H(CC[5]HH)	109.4807	0.014	3	109.4807	0.014	3     109.4612       0.036      35      109.4923     0.746     278
490	474	690	4:1:1:1:	4:4:4:2:	4:	C[5]-4:H-1:H-1:H-1:	C[5,5]-4:C[5]-4:C-4:O-2:	C-4:	C(C[5]C[5,5]C[5]O)(H)3	C[5](C[5,5]C[5,6a]C[5]2)(C[5]C[5]HH)(CH3)(OH)	H(CC[5]HH)	C(C[5]C[5,5]C[5]O)(H)3	C[5](C[5,5]C[5,6a]C[5]2)(C[5]C[5]HH)(CH3)(OH){1|O<1>,2|H<1>,2|N<3>,3|C<3>}	H(CC[5]HH)	109.4803	0.032	3	109.4803	0.032	3     109.4612       0.036      35      109.4923     0.746     278
490	474	690	4:1:1:1:	4:4:4:2:	4:	C[5]-4:H-1:H-1:H-1:	C[5,5]-4:C[5]-4:C-4:O-2:	C-4:	C(C[5]C[5,5]C[5]O)(H)3	C[5](C[5,5]C[5]2N[5])(C[5]C[5]CO)(CH3)(OH)	H(CC[5]HH)	C(C[5]C[5,5]C[5]O)(H)3	C[5](C[5,5]C[5]2N[5])(C[5]C[5]CO)(CH3)(OH){1|C<3>,1|C<4>,1|N<2>,1|N<3>,1|O<2>,3|H<1>}	H(CC[5]HH)	109.4663	0.033	3	109.4602	0.027	5     109.4612       0.036      35      109.4923     0.746     278
490	474	690	4:1:1:1:	4:4:4:2:	4:	C[5]-4:H-1:H-1:H-1:	C[5,5]-4:C[5]-4:C-4:O-2:	C-4:	C(C[5]C[5,5]C[5]O)(H)3	C[5](C[5,5]C[5]2N[5])(C[5]C[5]CO)(CH3)(OH)	H(CC[5]HH)	C(C[5]C[5,5]C[5]O)(H)3	C[5](C[5,5]C[5]2N[5])(C[5]C[5]CO)(CH3)(OH){1|C<3>,1|C<4>,1|O<2>,2|N<3>,4|H<1>}	H(CC[5]HH)	109.4510	0.018	2	109.4602	0.027	5     109.4612       0.036      35      109.4923     0.746     278
490	474	690	4:1:1:1:	4:4:4:2:	4:	C[5]-4:H-1:H-1:H-1:	C[5,5]-4:C[5]-4:C-4:O-2:	C-4:	C(C[5]C[5,5]C[5]O)(H)3	C[5](C[5,5]C[5]3)(C[5]C[5]HH)(CH3)(OH)	H(CC[5]HH)	C(C[5]C[5,5]C[5]O)(H)3	C[5](C[5,5]C[5]3)(C[5]C[5]HH)(CH3)(OH){1|Si<4>,1|C<4>,1|O<1>,1|O<2>,5|H<1>}	H(CC[5]HH)	109.4491	0.038	14	109.4491	0.038	14     109.4612       0.036      35      109.4923     0.746     278
490	474	690	4:1:1:1:	4:4:4:2:	4:	C[5]-4:H-1:H-1:H-1:	C[5,5]-4:C[5]-4:C-4:O-2:	C-4:	C(C[5]C[5,5]C[5]O)(H)3	C[5](C[5,5]C[5]3)(C[5]C[5]HO)(CH3)(OH)	H(CC[5]HH)	C(C[5]C[5,5]C[5]O)(H)3	C[5](C[5,5]C[5]3)(C[5]C[5]HO)(CH3)(OH){1|C<4>,1|O<1>,1|O<2>,6|H<1>}	H(CC[5]HH)	109.4410	0.011	2	109.4410	0.011	2     109.4612       0.036      35      109.4923     0.746     278
490	474	690	4:1:1:1:	4:4:4:2:	4:	C[5]-4:H-1:H-1:H-1:	C[5,5]-4:C[5]-4:C-4:O-2:	C-4:	C(C[5]C[5,5]C[5]O)(H)3	C[5](C[5,5]N[5,5]C[5]H)(C[5]C[5]HH)(CH3)(OH)	H(CC[5]HH)	C(C[5]C[5,5]C[5]O)(H)3	C[5](C[5,5]N[5,5]C[5]H)(C[5]C[5]HH)(CH3)(OH){2|C<3>,5|H<1>}	H(CC[5]HH)	109.4763	0.027	3	109.4763	0.027	3     109.4612       0.036      35      109.4923     0.746     278
490	474	690	4:1:1:1:	4:4:4:2:	4:	C[5]-4:H-1:H-1:H-1:	C[5,6]-4:C[5]-4:C-4:O-2:	C-4:	C(C[5]C[5,6]C[5]O)(H)3	C[5](C[5,6]C[5,5,6]C[6]H)(C[5]C[5]HH)(CH3)(OH)	H(CC[5]HH)	C(C[5]C[5,6]C[5]O)(H)3	C[5](C[5,6]C[5,5,6]C[6]H)(C[5]C[5]HH)(CH3)(OH){1|C<3>,1|C<4>,1|O<2>,4|H<1>}	H(CC[5]HH)	109.4580	0.054	3	109.4580	0.054	3     109.4652       0.038      98      109.4923     0.746     278
490	474	690	4:1:1:1:	4:4:4:2:	4:	C[5]-4:H-1:H-1:H-1:	C[5,6]-4:C[5]-4:C-4:O-2:	C-4:	C(C[5]C[5,6]C[5]O)(H)3	C[5](C[5,6]C[5,6]C[6]C)(C[5]C[5,6]CH)(CH3)(OH)	H(CC[5]HH)	C(C[5]C[5,6]C[5]O)(H)3	C[5](C[5,6]C[5,6]C[6]C)(C[5]C[5,6]CH)(CH3)(OH){1|C<4>,1|O<2>,2|H<1>,3|C<3>}	H(CC[5]HH)	109.4357	0.035	3	109.4357	0.035	3     109.4652       0.038      98      109.4923     0.746     278
490	474	690	4:1:1:1:	4:4:4:2:	4:	C[5]-4:H-1:H-1:H-1:	C[5,6]-4:C[5]-4:C-4:O-2:	C-4:	C(C[5]C[5,6]C[5]O)(H)3	C[5](C[5,6]C[5,6]C[6]C)(C[5]C[5]HH)(CH3)(OH)	H(CC[5]HH)	C(C[5]C[5,6]C[5]O)(H)3	C[5](C[5,6]C[5,6]C[6]C)(C[5]C[5]HH)(CH3)(OH){2|C<4>,5|H<1>}	H(CC[5]HH)	109.4655	0.033	62	109.4655	0.033	62     109.4652       0.038      98      109.4923     0.746     278
490	474	690	4:1:1:1:	4:4:4:2:	4:	C[5]-4:H-1:H-1:H-1:	C[5,6]-4:C[5]-4:C-4:O-2:	C-4:	C(C[5]C[5,6]C[5]O)(H)3	C[5](C[5,6]C[5,6]C[6]H)(C[5]C[3]O[5]H)(CH3)(OH)	H(CC[5]HH)	C(C[5]C[5,6]C[5]O)(H)3	C[5](C[5,6]C[5,6]C[6]H)(C[5]C[3]O[5]H)(CH3)(OH){1|O<1>,1|O<2>,2|H<1>,3|C<4>}	H(CC[5]HH)	109.4553	0.024	3	109.4553	0.024	3     109.4652       0.038      98      109.4923     0.746     278
490	474	690	4:1:1:1:	4:4:4:2:	4:	C[5]-4:H-1:H-1:H-1:	C[5,6]-4:C[5]-4:C-4:O-2:	C-4:	C(C[5]C[5,6]C[5]O)(H)3	C[5](C[5,6]C[5,6]C[6]H)(C[5]C[5,6]HO)(CH3)(OC)	H(CC[5]HH)	C(C[5]C[5,6]C[5]O)(H)3	C[5](C[5,6]C[5,6]C[6]H)(C[5]C[5,6]HO)(CH3)(OC){1|O<2>,3|C<4>,3|H<1>}	H(CC[5]HH)	109.4530	0.043	8	109.4530	0.043	8     109.4652       0.038      98      109.4923     0.746     278
490	474	690	4:1:1:1:	4:4:4:2:	4:	C[5]-4:H-1:H-1:H-1:	C[5,6]-4:C[5]-4:C-4:O-2:	C-4:	C(C[5]C[5,6]C[5]O)(H)3	C[5](C[5,6]C[5,6]C[6]H)(C[5]C[5]HH)(CH3)(OH)	H(CC[5]HH)	C(C[5]C[5,6]C[5]O)(H)3	C[5](C[5,6]C[5,6]C[6]H)(C[5]C[5]HH)(CH3)(OH){1|C<4>,1|O<2>,2|C<3>,3|H<1>}	H(CC[5]HH)	109.4838	0.054	13	109.4838	0.054	13     109.4652       0.038      98      109.4923     0.746     278
490	474	690	4:1:1:1:	4:4:4:2:	4:	C[5]-4:H-1:H-1:H-1:	C[5,6]-4:C[5]-4:C-4:O-2:	C-4:	C(C[5]C[5,6]C[5]O)(H)3	C[5](C[5,6]C[5,6]C[6]H)(C[5]O[5]HH)(CH3)(OH)	H(CC[5]HH)	C(C[5]C[5,6]C[5]O)(H)3	C[5](C[5,6]C[5,6]C[6]H)(C[5]O[5]HH)(CH3)(OH){1|C<3>,1|C<4>,3|H<1>}	H(CC[5]HH)	109.4703	0.041	3	109.4703	0.041	3     109.4652       0.038      98      109.4923     0.746     278
490	474	690	4:1:1:1:	4:4:4:2:	4:	C[5]-4:H-1:H-1:H-1:	C[5,6]-4:C[5]-4:C-4:O-2:	C-4:	C(C[5]C[5,6]C[5]O)(H)3	C[5](C[5,6]C[5,6]C[6]O)(C[5]C[5]HH)(CH3)(OH)	H(CC[5]HH)	C(C[5]C[5,6]C[5]O)(H)3	C[5](C[5,6]C[5,6]C[6]O)(C[5]C[5]HH)(CH3)(OH){2|C<4>,5|H<1>}	H(CC[5]HH)	109.4523	0.025	3	109.4523	0.025	3     109.4652       0.038      98      109.4923     0.746     278
490	474	690	4:1:1:1:	4:4:4:2:	4:	C[5]-4:H-1:H-1:H-1:	C[5]-4:C[5]-4:C-4:O-2:	C-4:	C(C[5]C[5]2O)(H)3	C[5](C[5]C[3,5]C[5]H)(C[5]C[5]HH)(CH3)(OH)	H(CC[5]HH)	C(C[5]C[5]2O)(H)3	C[5](C[5]C[3,5]C[5]H)(C[5]C[5]HH)(CH3)(OH){2|C<4>,2|O<2>,3|H<1>}	H(CC[5]HH)	109.4835	0.005	2	109.4835	0.005	2     109.5030       1.139      92      109.4923     0.746     278
490	474	690	4:1:1:1:	4:4:4:2:	4:	C[5]-4:H-1:H-1:H-1:	C[5]-4:C[5]-4:C-4:O-2:	C-4:	C(C[5]C[5]2O)(H)3	C[5](C[5]C[5,5]HH)(C[5]C[5]HN)(CH3)(OH)	H(CC[5]HH)	C(C[5]C[5]2O)(H)3	C[5](C[5]C[5,5]HH)(C[5]C[5]HN)(CH3)(OH){1|H<1>,3|C<3>}	H(CC[5]HH)	109.4687	0.013	3	109.4687	0.013	3     109.5030       1.139      92      109.4923     0.746     278
490	474	690	4:1:1:1:	4:4:4:2:	4:	C[5]-4:H-1:H-1:H-1:	C[5]-4:C[5]-4:C-4:O-2:	C-4:	C(C[5]C[5]2O)(H)3	C[5](C[5]C[5,5]HH)(C[5]O[5]HH)(CH3)(OC)	H(CC[5]HH)	C(C[5]C[5]2O)(H)3	C[5](C[5]C[5,5]HH)(C[5]O[5]HH)(CH3)(OC){1|C<3>,1|O<2>}	H(CC[5]HH)	109.4447	1.056	3	109.4393	0.878	6     109.5030       1.139      92      109.4923     0.746     278
490	474	690	4:1:1:1:	4:4:4:2:	4:	C[5]-4:H-1:H-1:H-1:	C[5]-4:C[5]-4:C-4:O-2:	C-4:	C(C[5]C[5]2O)(H)3	C[5](C[5]C[5,5]HH)(C[5]O[5]HH)(CH3)(OC)	H(CC[5]HH)	C(C[5]C[5]2O)(H)3	C[5](C[5]C[5,5]HH)(C[5]O[5]HH)(CH3)(OC){1|C<4>,1|O<2>}	H(CC[5]HH)	109.4340	0.901	3	109.4393	0.878	6     109.5030       1.139      92      109.4923     0.746     278
490	474	690	4:1:1:1:	4:4:4:2:	4:	C[5]-4:H-1:H-1:H-1:	C[5]-4:C[5]-4:C-4:O-2:	C-4:	C(C[5]C[5]2O)(H)3	C[5](C[5]C[5,5]HO)(C[5]O[5]HH)(CH3)(OH)	H(CC[5]HH)	C(C[5]C[5]2O)(H)3	C[5](C[5]C[5,5]HO)(C[5]O[5]HH)(CH3)(OH){1|C<4>,1|O<2>}	H(CC[5]HH)	109.4816	0.045	5	109.4816	0.045	5     109.5030       1.139      92      109.4923     0.746     278
490	474	690	4:1:1:1:	4:4:4:2:	4:	C[5]-4:H-1:H-1:H-1:	C[5]-4:C[5]-4:C-4:O-2:	C-4:	C(C[5]C[5]2O)(H)3	C[5](C[5]C[5]2H)(C[5]C[5]HH)(CH3)(OH)	H(CC[5]HH)	C(C[5]C[5]2O)(H)3	C[5](C[5]C[5]2H)(C[5]C[5]HH)(CH3)(OH){1|C<3>,1|C<4>,1|O<2>,2|H<1>}	H(CC[5]HH)	109.4640	0.014	2	109.4708	0.016	5     109.5030       1.139      92      109.4923     0.746     278
490	474	690	4:1:1:1:	4:4:4:2:	4:	C[5]-4:H-1:H-1:H-1:	C[5]-4:C[5]-4:C-4:O-2:	C-4:	C(C[5]C[5]2O)(H)3	C[5](C[5]C[5]2H)(C[5]C[5]HH)(CH3)(OH)	H(CC[5]HH)	C(C[5]C[5]2O)(H)3	C[5](C[5]C[5]2H)(C[5]C[5]HH)(CH3)(OH){1|C<3>,1|C<4>,1|O<2>,4|H<1>}	H(CC[5]HH)	109.4753	0.018	3	109.4708	0.016	5     109.5030       1.139      92      109.4923     0.746     278
490	474	690	4:1:1:1:	4:4:4:2:	4:	C[5]-4:H-1:H-1:H-1:	C[5]-4:C[5]-4:C-4:O-2:	C-4:	C(C[5]C[5]2O)(H)3	C[5](C[5]C[5]CC)(C[5]N[5]HH)(CH3)(OH)	H(CC[5]HH)	C(C[5]C[5]2O)(H)3	C[5](C[5]C[5]CC)(C[5]N[5]HH)(CH3)(OH){1|C<3>,1|O<1>}	H(CC[5]HH)	109.4730	0.042	2	109.4730	0.042	2     109.5030       1.139      92      109.4923     0.746     278
490	474	690	4:1:1:1:	4:4:4:2:	4:	C[5]-4:H-1:H-1:H-1:	C[5]-4:C[5]-4:C-4:O-2:	C-4:	C(C[5]C[5]2O)(H)3	C[5](C[5]C[5]CH)(C[5]C[5]HH)(CH3)(OC)	H(CC[5]HH)	C(C[5]C[5]2O)(H)3	C[5](C[5]C[5]CH)(C[5]C[5]HH)(CH3)(OC){1|C<2>,1|C<3>,2|H<1>}	H(CC[5]HH)	109.4413	0.017	3	109.4620	0.026	6     109.5030       1.139      92      109.4923     0.746     278
490	474	690	4:1:1:1:	4:4:4:2:	4:	C[5]-4:H-1:H-1:H-1:	C[5]-4:C[5]-4:C-4:O-2:	C-4:	C(C[5]C[5]2O)(H)3	C[5](C[5]C[5]CH)(C[5]C[5]HH)(CH3)(OC)	H(CC[5]HH)	C(C[5]C[5]2O)(H)3	C[5](C[5]C[5]CH)(C[5]C[5]HH)(CH3)(OC){1|C<2>,1|C<4>,2|H<1>}	H(CC[5]HH)	109.4827	0.012	3	109.4620	0.026	6     109.5030       1.139      92      109.4923     0.746     278
490	474	690	4:1:1:1:	4:4:4:2:	4:	C[5]-4:H-1:H-1:H-1:	C[5]-4:C[5]-4:C-4:O-2:	C-4:	C(C[5]C[5]2O)(H)3	C[5](C[5]C[5]CH)(C[5]C[5]HH)(CH3)(OH)	H(CC[5]HH)	C(C[5]C[5]2O)(H)3	C[5](C[5]C[5]CH)(C[5]C[5]HH)(CH3)(OH){1|C<3>,1|H<1>,1|O<1>}	H(CC[5]HH)	109.4637	0.049	3	109.4602	0.051	11     109.5030       1.139      92      109.4923     0.746     278
490	474	690	4:1:1:1:	4:4:4:2:	4:	C[5]-4:H-1:H-1:H-1:	C[5]-4:C[5]-4:C-4:O-2:	C-4:	C(C[5]C[5]2O)(H)3	C[5](C[5]C[5]CH)(C[5]C[5]HH)(CH3)(OH)	H(CC[5]HH)	C(C[5]C[5]2O)(H)3	C[5](C[5]C[5]CH)(C[5]C[5]HH)(CH3)(OH){1|C<3>,3|H<1>}	H(CC[5]HH)	109.4543	0.063	6	109.4602	0.051	11     109.5030       1.139      92      109.4923     0.746     278
490	474	690	4:1:1:1:	4:4:4:2:	4:	C[5]-4:H-1:H-1:H-1:	C[5]-4:C[5]-4:C-4:O-2:	C-4:	C(C[5]C[5]2O)(H)3	C[5](C[5]C[5]CH)(C[5]C[5]HH)(CH3)(OH)	H(CC[5]HH)	C(C[5]C[5]2O)(H)3	C[5](C[5]C[5]CH)(C[5]C[5]HH)(CH3)(OH){4|H<1>}	H(CC[5]HH)	109.4725	0.025	2	109.4602	0.051	11     109.5030       1.139      92      109.4923     0.746     278
490	474	690	4:1:1:1:	4:4:4:2:	4:	C[5]-4:H-1:H-1:H-1:	C[5]-4:C[5]-4:C-4:O-2:	C-4:	C(C[5]C[5]2O)(H)3	C[5](C[5]C[5]CH)(C[5]N[5]CC)(CH3)(OH)	H(CC[5]HH)	C(C[5]C[5]2O)(H)3	C[5](C[5]C[5]CH)(C[5]N[5]CC)(CH3)(OH){1|C<3>,2|H<1>}	H(CC[5]HH)	111.6787	4.891	3	110.5732	3.322	6     109.5030       1.139      92      109.4923     0.746     278
490	474	690	4:1:1:1:	4:4:4:2:	4:	C[5]-4:H-1:H-1:H-1:	C[5]-4:C[5]-4:C-4:O-2:	C-4:	C(C[5]C[5]2O)(H)3	C[5](C[5]C[5]CH)(C[5]N[5]CC)(CH3)(OH)	H(CC[5]HH)	C(C[5]C[5]2O)(H)3	C[5](C[5]C[5]CH)(C[5]N[5]CC)(CH3)(OH){1|H<1>,1|O<1>}	H(CC[5]HH)	109.4677	0.021	3	110.5732	3.322	6     109.5030       1.139      92      109.4923     0.746     278
490	474	690	4:1:1:1:	4:4:4:2:	4:	C[5]-4:H-1:H-1:H-1:	C[5]-4:C[5]-4:C-4:O-2:	C-4:	C(C[5]C[5]2O)(H)3	C[5](C[5]C[5]CH)(C[5]N[5]HH)(CH3)(OH)	H(CC[5]HH)	C(C[5]C[5]2O)(H)3	C[5](C[5]C[5]CH)(C[5]N[5]HH)(CH3)(OH){1|C<3>,1|O<1>}	H(CC[5]HH)	109.4740	0.014	3	109.4753	0.028	6     109.5030       1.139      92      109.4923     0.746     278
490	474	690	4:1:1:1:	4:4:4:2:	4:	C[5]-4:H-1:H-1:H-1:	C[5]-4:C[5]-4:C-4:O-2:	C-4:	C(C[5]C[5]2O)(H)3	C[5](C[5]C[5]CH)(C[5]N[5]HH)(CH3)(OH)	H(CC[5]HH)	C(C[5]C[5]2O)(H)3	C[5](C[5]C[5]CH)(C[5]N[5]HH)(CH3)(OH){4|H<1>}	H(CC[5]HH)	109.4767	0.042	3	109.4753	0.028	6     109.5030       1.139      92      109.4923     0.746     278
490	474	690	4:1:1:1:	4:4:4:2:	4:	C[5]-4:H-1:H-1:H-1:	C[5]-4:C[5]-4:C-4:O-2:	C-4:	C(C[5]C[5]2O)(H)3	C[5](C[5]C[5]CO)(C[5]C[5]HH)(CH3)(OH)	H(CC[5]HH)	C(C[5]C[5]2O)(H)3	C[5](C[5]C[5]CO)(C[5]C[5]HH)(CH3)(OH){1|C<4>,3|H<1>}	H(CC[5]HH)	109.5045	0.039	2	109.5045	0.039	2     109.5030       1.139      92      109.4923     0.746     278
490	474	690	4:1:1:1:	4:4:4:2:	4:	C[5]-4:H-1:H-1:H-1:	C[5]-4:C[5]-4:C-4:O-2:	C-4:	C(C[5]C[5]2O)(H)3	C[5](C[5]C[5]CO)(C[5]O[5]CH)(CH3)(OH)	H(CC[5]HH)	C(C[5]C[5]2O)(H)3	C[5](C[5]C[5]CO)(C[5]O[5]CH)(CH3)(OH){1|O<1>}	H(CC[5]HH)	108.6440	1.154	3	108.6440	1.154	3     109.5030       1.139      92      109.4923     0.746     278
490	474	690	4:1:1:1:	4:4:4:2:	4:	C[5]-4:H-1:H-1:H-1:	C[5]-4:C[5]-4:C-4:O-2:	C-4:	C(C[5]C[5]2O)(H)3	C[5](C[5]C[5]HH)(C[5]C[5]HO)(CH3)(OC)	H(CC[5]HH)	C(C[5]C[5]2O)(H)3	C[5](C[5]C[5]HH)(C[5]C[5]HO)(CH3)(OC){1|H<1>,1|O<2>,2|C<4>}	H(CC[5]HH)	109.4667	0.036	3	109.4667	0.036	3     109.5030       1.139      92      109.4923     0.746     278
490	474	690	4:1:1:1:	4:4:4:2:	4:	C[5]-4:H-1:H-1:H-1:	C[5]-4:C[5]-4:C-4:O-2:	C-4:	C(C[5]C[5]2O)(H)3	C[5](C[5]C[5]HH)(C[5]N[5]CC)(CH3)(OC)	H(CC[5]HH)	C(C[5]C[5]2O)(H)3	C[5](C[5]C[5]HH)(C[5]N[5]CC)(CH3)(OC){1|C<3>,1|H<1>,1|S<4>}	H(CC[5]HH)	109.4617	0.032	3	109.4617	0.032	3     109.5030       1.139      92      109.4923     0.746     278
490	474	690	4:1:1:1:	4:4:4:2:	4:	C[5]-4:H-1:H-1:H-1:	C[5]-4:C[5]-4:C-4:O-2:	C-4:	C(C[5]C[5]2O)(H)3	C[5](C[5]C[5]HH)(C[5]O[5]CH)(CH3)(OC)	H(CC[5]HH)	C(C[5]C[5]2O)(H)3	C[5](C[5]C[5]HH)(C[5]O[5]CH)(CH3)(OC){1|C<4>,1|H<1>}	H(CC[5]HH)	109.5128	0.031	5	109.5128	0.031	5     109.5030       1.139      92      109.4923     0.746     278
490	474	690	4:1:1:1:	4:4:4:2:	4:	C[5]-4:H-1:H-1:H-1:	C[5]-4:C[5]-4:C-4:O-2:	C-4:	C(C[5]C[5]2O)(H)3	C[5](C[5]C[5]HH)(C[5]O[5]HH)(CH3)(OO)	H(CC[5]HH)	C(C[5]C[5]2O)(H)3	C[5](C[5]C[5]HH)(C[5]O[5]HH)(CH3)(OO){1|C<4>,1|O<2>}	H(CC[5]HH)	109.4645	0.005	2	109.4645	0.005	2     109.5030       1.139      92      109.4923     0.746     278
490	474	690	4:1:1:1:	4:4:4:2:	4:	C[5]-4:H-1:H-1:H-1:	C[5]-4:C[5]-4:C-4:O-2:	C-4:	C(C[5]C[5]2O)(H)3	C[5](C[5]C[5]HO)(C[5]N[5]CH)(CH3)(OH)	H(CC[5]HH)	C(C[5]C[5]2O)(H)3	C[5](C[5]C[5]HO)(C[5]N[5]CH)(CH3)(OH){1|C<3>,2|H<1>}	H(CC[5]HH)	109.4845	0.012	2	109.4845	0.012	2     109.5030       1.139      92      109.4923     0.746     278
490	474	690	4:1:1:1:	4:4:4:2:	4:	C[5]-4:H-1:H-1:H-1:	C[5]-4:C[5]-4:C-4:O-2:	C-4:	C(C[5]C[5]2O)(H)3	C[5](C[5]C[5]HO)(C[5]O[5]CH)(CH3)(OH)	H(CC[5]HH)	C(C[5]C[5]2O)(H)3	C[5](C[5]C[5]HO)(C[5]O[5]CH)(CH3)(OH){1|O<1>}	H(CC[5]HH)	110.1913	2.063	6	110.0108	1.776	8     109.5030       1.139      92      109.4923     0.746     278
490	474	690	4:1:1:1:	4:4:4:2:	4:	C[5]-4:H-1:H-1:H-1:	C[5]-4:C[5]-4:C-4:O-2:	C-4:	C(C[5]C[5]2O)(H)3	C[5](C[5]C[5]HO)(C[5]O[5]CH)(CH3)(OH)	H(CC[5]HH)	C(C[5]C[5]2O)(H)3	C[5](C[5]C[5]HO)(C[5]O[5]CH)(CH3)(OH){2|C<4>}	H(CC[5]HH)	109.4690	0.027	2	110.0108	1.776	8     109.5030       1.139      92      109.4923     0.746     278
490	474	690	4:1:1:1:	4:4:4:2:	4:	C[5]-4:H-1:H-1:H-1:	C[5]-4:C[5]-4:C-4:O-2:	C-4:	C(C[5]C[5]2O)(H)3	C[5](C[5]C[5]O[5]H)(C[5]C[5]HO)(CH3)(OH)	H(CC[5]HH)	C(C[5]C[5]2O)(H)3	C[5](C[5]C[5]O[5]H)(C[5]C[5]HO)(CH3)(OH){1|C<4>,1|H<1>,1|O<1>,1|O<2>}	H(CC[5]HH)	110.4140	1.264	3	109.0135	1.355	12     109.5030       1.139      92      109.4923     0.746     278
490	474	690	4:1:1:1:	4:4:4:2:	4:	C[5]-4:H-1:H-1:H-1:	C[5]-4:C[5]-4:C-4:O-2:	C-4:	C(C[5]C[5]2O)(H)3	C[5](C[5]C[5]O[5]H)(C[5]C[5]HO)(CH3)(OH)	H(CC[5]HH)	C(C[5]C[5]2O)(H)3	C[5](C[5]C[5]O[5]H)(C[5]C[5]HO)(CH3)(OH){1|O<1>,1|O<2>,2|C<4>}	H(CC[5]HH)	108.5467	1.070	9	109.0135	1.355	12     109.5030       1.139      92      109.4923     0.746     278
