490	690	988	3:4:1:1:	4:	4:4:4:1:	N-3:P-4:H-1:H-1:	C-4:	C-4:C-4:C-4:Se-1:	C(NC[6a]H)(PSeCC)(H)2	H(CHNP)	P(CHHN)3(Se)	C(NC[6a]H)(PSeCC)(H)2	H(CHNP)	P(CHHN)3(Se)	108.8793	0.530	6	108.8793	0.530	6     108.8793       0.530      6      108.6868     0.521     64
490	690	988	3:4:1:1:	4:	4:4:4:1:	N[6]-3:P-4:H-1:H-1:	C-4:	C-4:C-4:C-4:O-1:	C(N[6]C[6]2)(PCCO)(H)2	H(CN[6]HP)	P(CN[6]HH)3(O)	C(N[6]C[6]2)(PCCO)(H)2	H(CN[6]HP)	P(CN[6]HH)3(O)	108.8942	0.430	6	108.8942	0.430	6     108.8942       0.430      6      108.6868     0.521     64
490	690	988	3:4:1:1:	4:	4:4:4:1:	N[6]-3:P-4:H-1:H-1:	C-4:	C-4:C-4:C-4:S-1:	C(N[6]C[6]2)(PCCS)(H)2	H(CN[6]HP)	P(CN[6]HH)3(S)	C(N[6]C[6]2)(PCCS)(H)2	H(CN[6]HP)	P(CN[6]HH)3(S)	109.3804	0.166	5	109.3804	0.166	5     109.3804       0.166      5      108.6868     0.521     64
490	690	988	3:4:1:1:	4:	4:4:4:1:	N[6]-3:P-4:H-1:H-1:	C-4:	C-4:C-4:C-4:Se-1:	C(N[6]C[6]2)(PSeCC)(H)2	H(CN[6]HP)	P(CN[6]HH)3(Se)	C(N[6]C[6]2)(PSeCC)(H)2	H(CN[6]HP)	P(CN[6]HH)3(Se)	108.9117	0.303	12	108.9117	0.303	12     108.9117       0.303      12      108.6868     0.521     64
490	690	988	3:4:1:1:	4:	4:4:4:2:	C[6a]-3:P-4:H-1:H-1:	C-4:	C-4:C-4:C-4:N-2:	C(C[6a]C[6a]2)(PCCN)(H)2	H(CC[6a]HP)	P(CC[6a]HH)(CC3)2(NSi)	C(C[6a]C[6a]2)(PCCN)(H)2	H(CC[6a]HP)	P(CC[6a]HH)(CC3)2(NSi)	108.1017	0.358	3	108.1017	0.358	3     108.1017       0.358      3      108.3873     0.365     7
490	690	988	3:4:1:1:	4:	4:4:4:2:	C[6a]-3:P-4:H-1:H-1:	C-4:	C[6]-4:C[6]-4:C-4:N-2:	C(C[6a]C[6a]2)(PC[6]2N)(H)2	H(CC[6a]HP)	P(C[6]C[6]2H)2(CC[6a]HH)(NSi)	C(C[6a]C[6a]2)(PC[6]2N)(H)2	H(CC[6a]HP)	P(C[6]C[6]2H)2(CC[6a]HH)(NSi)	108.6015	0.195	4	108.6015	0.195	4     108.6015       0.195      4      108.3873     0.365     7
490	690	988	3:4:1:1:	4:	4:4:4:4:	C[6a]-3:P-4:H-1:H-1:	C-4:	C-4:C-4:C-4:C-4:	C(C[6a]C[6a]2)(PC3)(H)2	H(CC[6a]HP)	P(CC[6a]HH)(CC3)2(CH3)	C(C[6a]C[6a]2)(PC3)(H)2	H(CC[6a]HP)	P(CC[6a]HH)(CC3)2(CH3)	108.2099	0.523	7	108.2099	0.523	7     107.9564       0.596      12      108.0965     0.670     16
490	690	988	3:4:1:1:	4:	4:4:4:4:	C[6a]-3:P-4:H-1:H-1:	C-4:	C-4:C-4:C-4:C-4:	C(C[6a]C[6a]2)(PC3)(H)2	H(CC[6a]HP)	P(CC[6a]HH)(CC3)3	C(C[6a]C[6a]2)(PC3)(H)2	H(CC[6a]HP)	P(CC[6a]HH)(CC3)3	106.6550	0.000	1	106.6550	0.000	1     107.9564       0.596      12      108.0965     0.670     16
490	690	988	3:4:1:1:	4:	4:4:4:4:	C[6a]-3:P-4:H-1:H-1:	C-4:	C-4:C-4:C-4:C-4:	C(C[6a]C[6a]2)(PC3)(H)2	H(CC[6a]HP)	P(CC[6a]HH)(CCHH)3	C(C[6a]C[6a]2)(PC3)(H)2	H(CC[6a]HP)	P(CC[6a]HH)(CCHH)3	107.8380	0.152	4	107.8380	0.152	4     107.9564       0.596      12      108.0965     0.670     16
490	690	988	3:4:1:1:	4:	4:4:4:4:	C[6a]-3:P-4:H-1:H-1:	C-4:	C[6]-4:C[6]-4:C-4:C-4:	C(C[6a]C[6a,6a]C[6a])(PC[6]2C)(H)2	H(CC[6a]HP)	P(C[6]C[6]2H)2(CC[6a]HH)2	C(C[6a]C[6a,6a]C[6a])(PC[6]2C)(H)2	H(CC[6a]HP)	P(C[6]C[6]2H)2(CC[6a]HH)2	108.5168	0.792	4	108.5168	0.792	4     108.5168       0.792      4      108.0965     0.670     16
490	690	988	3:4:2:1:	4:	3:3:4:1:	C[6a]-3:P-4:O-2:H-1:	C-4:	C[6a]-3:C[6a]-3:C-4:O-1:	C(C[6a]C[6a]2)(PC[6a]2O)(OH)(H)	H(CC[6a]OP)	P(C[6a]C[6a]2)2(CC[6a]HO)(O)	C(C[6a]C[6a]2)(PC[6a]2O)(OH)(H)	H(CC[6a]OP)	P(C[6a]C[6a]2)2(CC[6a]HO)(O)	108.7897	1.389	6	108.7897	1.389	6     108.7897       1.389      6      108.3712     1.683     7
490	690	988	3:4:2:1:	4:	3:3:4:1:	C[6a]-3:P-4:Se-2:H-1:	C-4:	C[6a]-3:C[6a]-3:C-4:O-1:	C(C[6a]C[6a]2)(PC[6a]2O)(SeC)(H)	H(CC[6a]SeP)	P(C[6a]C[6a]2)2(CC[6a]SeH)(O)	C(C[6a]C[6a]2)(PC[6a]2O)(SeC)(H)	H(CC[6a]SeP)	P(C[6a]C[6a]2)2(CC[6a]SeH)(O)	105.8600	0.000	1	105.8600	0.000	1     105.8600       0.000      1      108.3712     1.683     7
490	690	988	3:4:2:1:	4:	3:3:4:4:	C[6a]-3:P-4:O-2:H-1:	C-4:	C[6a]-3:C[6a]-3:C-4:B-4:	C(C[6a]C[6a]2)(PC[6a]2B)(OH)(H)	H(CC[6a]OP)	P(C[6a]C[6a]2)2(CC[6a]HO)(BH3)	C(C[6a]C[6a]2)(PC[6a]2B)(OH)(H)	H(CC[6a]OP)	P(C[6a]C[6a]2)2(CC[6a]HO)(BH3)	108.0910	0.000	1	108.0910	0.000	1     108.0910       0.000      1      108.0910     0.000     1
490	690	988	3:4:2:1:	4:	3:4:4:1:	C[6a]-3:P-4:O-2:H-1:	C-4:	C[6a]-3:C-4:C-4:O-1:	C(C[6a]C[6a]2)(PC[6a]CO)(OH)(H)	H(CC[6a]OP)	P(C[6a]C[6a]2)(CC[6a]HO)(CC3)(O)	C(C[6a]C[6a]2)(PC[6a]CO)(OH)(H)	H(CC[6a]OP)	P(C[6a]C[6a]2)(CC[6a]HO)(CC3)(O)	108.9045	1.316	2	108.9045	1.316	2     108.9045       1.316      2      108.9045     1.316     2
490	690	988	3:4:2:1:	4:	4:1:1:1:	C[6a]-3:P-4:O-2:H-1:	C-4:	C-4:H-1:O-1:O-1:	C(C[6a]C[6a]2)(PHOO)(OH)(H)	H(CC[6a]OP)	P(CC[6a]HO)(H)(O)2	C(C[6a]C[6a]2)(PHOO)(OH)(H)	H(CC[6a]OP)	P(CC[6a]HO)(H)(O)2	107.8200	0.000	1	107.8200	0.000	1     107.8200       0.000      1      107.8200     0.000     1
490	690	988	3:4:2:1:	4:	4:2:1:1:	C[6]-3:P-4:O-2:H-1:	C-4:	C-4:O-2:O-1:O-1:	C(C[6]C[6]2)(PO3)(OH)(H)	H(CC[6]OP)	P(CC[6]HO)(OH)(O)2	C(C[6]C[6]2)(PO3)(OH)(H)	H(CC[6]OP)	P(CC[6]HO)(OH)(O)2	109.0570	0.000	1	109.0570	0.000	1     109.0570       0.000      1      109.0570     0.000     1
490	690	988	3:4:2:1:	4:	4:2:2:1:	C[5a]-3:P-4:O-2:H-1:	C-4:	C-4:O-2:O-2:O-1:	C(C[5a]C[5a]O[5a])(PO3)(OC)(H)	H(CC[5a]OP)	P(CC[5a]HO)(OC)2(O)	C(C[5a]C[5a]O[5a])(PO3)(OC)(H)	H(CC[5a]OP)	P(CC[5a]HO)(OC)2(O)	108.4780	0.000	1	108.4780	0.000	1     108.4780       0.000      1      108.6873     1.493     12
490	690	988	3:4:2:1:	4:	4:2:2:1:	C[6a]-3:P-4:O-2:H-1:	C-4:	C-4:O-2:O-2:O-1:	C(C[6a]C[6a]2)(PO3)(OC)(H)	H(CC[6a]OP)	P(CC[6a]HO)(OC)2(O)	C(C[6a]C[6a]2)(PO3)(OC)(H)	H(CC[6a]OP)	P(CC[6a]HO)(OC)2(O)	109.6273	0.477	3	109.6273	0.477	3     108.7063       1.564      11      108.6873     1.493     12
490	690	988	3:4:2:1:	4:	4:2:2:1:	C[6a]-3:P-4:O-2:H-1:	C-4:	C-4:O-2:O-2:O-1:	C(C[6a]C[6a]2)(PO3)(OH)(H)	H(CC[6a]OP)	P(CC[6a]HO)(OC)2(O)	C(C[6a]C[6a]2)(PO3)(OH)(H)	H(CC[6a]OP)	P(CC[6a]HO)(OC)2(O)	108.8663	0.721	6	108.8663	0.721	6     108.7063       1.564      11      108.6873     1.493     12
490	690	988	3:4:2:1:	4:	4:2:2:1:	C[6a]-3:P-4:O-2:H-1:	C-4:	C-4:O-2:O-2:O-1:	C(C[6a]C[6a]2)(PO3)(OH)(H)	H(CC[6a]OP)	P(CC[6a]HO)(OC[6a])2(O)	C(C[6a]C[6a]2)(PO3)(OH)(H)	H(CC[6a]OP)	P(CC[6a]HO)(OC[6a])2(O)	106.8450	3.432	2	106.8450	3.432	2     108.7063       1.564      11      108.6873     1.493     12
490	690	988	3:4:2:1:	4:	4:4:4:1:	C[6a]-3:P-4:O-2:H-1:	C-4:	C-4:C-4:C-4:H-1:	C(C[6a]C[6a]2)(PCCH)(OC)(H)	H(CC[6a]OP)	P(CC[6a]HO)(CC3)2(H)	C(C[6a]C[6a]2)(PCCH)(OC)(H)	H(CC[6a]OP)	P(CC[6a]HO)(CC3)2(H)	107.0500	0.000	1	107.0500	0.000	1     107.0500       0.000      1      107.0500     0.000     1
490	690	988	3:4:3:1:	4:	3:3:4:1:	C[6]-3:P-4:C-3:H-1:	C-4:	C[6a]-3:C[6a]-3:C-4:O-1:	C(C[6]C[6]N[6])(PC[6a]2O)(CNO)(H)	H(CC[6]CP)	P(C[6a]C[6a]2)2(CC[6]CH)(O)	C(C[6]C[6]N[6])(PC[6a]2O)(CNO)(H)	H(CC[6]CP)	P(C[6a]C[6a]2)2(CC[6]CH)(O)	108.3865	0.071	2	108.3865	0.071	2     108.3865       0.071      2      107.6869     0.761     7
490	690	988	3:4:3:1:	4:	3:3:4:1:	C[6a]-3:P-4:C-3:H-1:	C-4:	C[6a]-3:C[6a]-3:C-4:O-1:	C(C[6a]C[6a]2)(PC[6a]2O)(CCC)(H)	H(CC[6a]CP)	P(C[6a]C[6a]2)2(CC[6a]CH)(O)	C(C[6a]C[6a]2)(PC[6a]2O)(CCC)(H)	H(CC[6a]CP)	P(C[6a]C[6a]2)2(CC[6a]CH)(O)	106.7940	0.000	1	106.7940	0.000	1     106.8540       0.085      2      107.6869     0.761     7
490	690	988	3:4:3:1:	4:	3:3:4:1:	C[6a]-3:P-4:C-3:H-1:	C-4:	C[6a]-3:C[6a]-3:C-4:O-1:	C(C[6a]C[6a]2)(PC[6a]2O)(CCP)(H)	H(CC[6a]CP)	P(C[6a]C[6a]2)2(CC[6a]CH)(O)	C(C[6a]C[6a]2)(PC[6a]2O)(CCP)(H)	H(CC[6a]CP)	P(C[6a]C[6a]2)2(CC[6a]CH)(O)	106.9140	0.000	1	106.9140	0.000	1     106.8540       0.085      2      107.6869     0.761     7
490	690	988	3:4:3:1:	4:	3:3:4:1:	C[6a]-3:P-4:N-3:H-1:	C-4:	C[6a]-3:C[6a]-3:C-4:O-1:	C(C[6a]C[6a]2)(PC[6a]2O)(NCH)(H)	H(CC[6a]NP)	P(C[6a]C[6a]2)2(CC[6a]HN)(O)	C(C[6a]C[6a]2)(PC[6a]2O)(NCH)(H)	H(CC[6a]NP)	P(C[6a]C[6a]2)2(CC[6a]HN)(O)	108.1785	0.310	2	108.1785	0.310	2     108.1785       0.310      2      107.6869     0.761     7
490	690	988	3:4:3:1:	4:	3:3:4:1:	C[6a]-3:P-4:N-3:H-1:	C-4:	C[6a]-3:C[6a]-3:C-4:S-1:	C(C[6a]C[6a]2)(PC[6a]2S)(NCH)(H)	H(CC[6a]NP)	P(C[6a]C[6a]2)2(CC[6a]HN)(S)	C(C[6a]C[6a]2)(PC[6a]2S)(NCH)(H)	H(CC[6a]NP)	P(C[6a]C[6a]2)2(CC[6a]HN)(S)	106.9700	0.000	1	106.9700	0.000	1     106.9700       0.000      1      107.6869     0.761     7
490	690	988	3:4:3:1:	4:	3:3:4:2:	C[6]-3:P-4:C-3:H-1:	C-4:	C[6a]-3:C[6a]-3:C-4:O-2:	C(C[6]C[6]N[6])(PC[6a]2O)(CNO)(H)	H(CC[6]CP)	P(C[6a]C[6a]2)2(CC[6]CH)(ODy)	C(C[6]C[6]N[6])(PC[6a]2O)(CNO)(H)	H(CC[6]CP)	P(C[6a]C[6a]2)2(CC[6]CH)(ODy)	107.5290	0.000	1	107.5290	0.000	1     107.8603       0.903      7      107.8603     0.903     7
490	690	988	3:4:3:1:	4:	3:3:4:2:	C[6]-3:P-4:C-3:H-1:	C-4:	C[6a]-3:C[6a]-3:C-4:O-2:	C(C[6]C[6]N[6])(PC[6a]2O)(CNO)(H)	H(CC[6]CP)	P(C[6a]C[6a]2)2(CC[6]CH)(OEr)	C(C[6]C[6]N[6])(PC[6a]2O)(CNO)(H)	H(CC[6]CP)	P(C[6a]C[6a]2)2(CC[6]CH)(OEr)	107.5640	1.181	3	107.5640	1.181	3     107.8603       0.903      7      107.8603     0.903     7
490	690	988	3:4:3:1:	4:	3:3:4:2:	C[6]-3:P-4:C-3:H-1:	C-4:	C[6a]-3:C[6a]-3:C-4:O-2:	C(C[6]C[6]N[6])(PC[6a]2O)(CNO)(H)	H(CC[6]CP)	P(C[6a]C[6a]2)2(CC[6]CH)(OPr)	C(C[6]C[6]N[6])(PC[6a]2O)(CNO)(H)	H(CC[6]CP)	P(C[6a]C[6a]2)2(CC[6]CH)(OPr)	108.6260	0.000	1	108.6260	0.000	1     107.8603       0.903      7      107.8603     0.903     7
490	690	988	3:4:3:1:	4:	3:3:4:2:	C[6]-3:P-4:C-3:H-1:	C-4:	C[6a]-3:C[6a]-3:C-4:O-2:	C(C[6]C[6]N[6])(PC[6a]2O)(CNO)(H)	H(CC[6]CP)	P(C[6a]C[6a]2)2(CC[6]CH)(OYb)	C(C[6]C[6]N[6])(PC[6a]2O)(CNO)(H)	H(CC[6]CP)	P(C[6a]C[6a]2)2(CC[6]CH)(OYb)	108.0875	1.019	2	108.0875	1.019	2     107.8603       0.903      7      107.8603     0.903     7
490	690	988	3:4:3:1:	4:	3:3:4:4:	C[6a]-3:P-4:C-3:H-1:	C-4:	C[6a]-3:C[6a]-3:C-4:C-4:	C(C[6a]C[6a]2)(PC[6a]2C)(CCH)(H)	H(CC[6a]CP)	P(C[6a]C[6a]2)2(CC[6a]CH)(CCHH)	C(C[6a]C[6a]2)(PC[6a]2C)(CCH)(H)	H(CC[6a]CP)	P(C[6a]C[6a]2)2(CC[6a]CH)(CCHH)	108.0890	0.000	1	108.0890	0.000	1     108.0890       0.000      1      108.0890     0.000     1
490	690	988	3:4:3:1:	4:	3:4:2:1:	C[6a]-3:P-4:N-3:H-1:	C-4:	C[6a]-3:C-4:O-2:O-1:	C(C[6a]C[6a]2)(PC[6a]OO)(NCH)(H)	H(CC[6a]NP)	P(C[6a]C[6a]2)(CC[6a]HN)(OC[6])(O)	C(C[6a]C[6a]2)(PC[6a]OO)(NCH)(H)	H(CC[6a]NP)	P(C[6a]C[6a]2)(CC[6a]HN)(OC[6])(O)	108.2820	0.000	1	108.2820	0.000	1     108.2820       0.000      1      108.2820     0.000     1
490	690	988	3:4:3:1:	4:	3:4:4:4:	C[6a]-3:P-4:C-3:H-1:	C-4:	C[6a]-3:C-4:C-4:C-4:	C(C[6a]C[6a]2)(PC[6a]CC)(CCC)(H)	H(CC[6a]CP)	P(C[6a]C[6a]2)(CC[6a]CH)(CH3)2	C(C[6a]C[6a]2)(PC[6a]CC)(CCC)(H)	H(CC[6a]CP)	P(C[6a]C[6a]2)(CC[6a]CH)(CH3)2	106.2785	0.235	2	106.2785	0.235	2     106.2785       0.235      2      106.2785     0.235     2
490	690	988	3:4:3:1:	4:	4:2:2:1:	C[5a]-3:P-4:N-3:H-1:	C-4:	C-4:O-2:O-2:O-1:	C(C[5a]C[5a]2)(PO3)(NCH)(H)	H(CC[5a]NP)	P(CC[5a]HN)(OC)2(O)	C(C[5a]C[5a]2)(PO3)(NCH)(H)	H(CC[5a]NP)	P(CC[5a]HN)(OC)2(O)	104.0260	0.000	1	104.0260	0.000	1     104.0260       0.000      1      106.1436     1.403     5
490	690	988	3:4:3:1:	4:	4:2:2:1:	C[6a]-3:P-4:N-3:H-1:	C-4:	C-4:O-2:O-2:O-1:	C(C[6a]C[6a]2)(PO3)(NCC)(H)	H(CC[6a]NP)	P(CC[6a]HN)(OC)2(O)	C(C[6a]C[6a]2)(PO3)(NCC)(H)	H(CC[6a]NP)	P(CC[6a]HN)(OC)2(O)	105.4430	0.000	1	105.4430	0.000	1     106.6730       0.870      4      106.1436     1.403     5
490	690	988	3:4:3:1:	4:	4:2:2:1:	C[6a]-3:P-4:N-3:H-1:	C-4:	C-4:O-2:O-2:O-1:	C(C[6a]C[6a]2)(PO3)(NCH)(H)	H(CC[6a]NP)	P(CC[6a]HN)(OC)2(O)	C(C[6a]C[6a]2)(PO3)(NCH)(H)	H(CC[6a]NP)	P(CC[6a]HN)(OC)2(O)	107.2845	0.087	2	107.2845	0.087	2     106.6730       0.870      4      106.1436     1.403     5
490	690	988	3:4:3:1:	4:	4:2:2:1:	C[6a]-3:P-4:N-3:H-1:	C-4:	C-4:O-2:O-2:O-1:	C(C[6a]C[6a]2)(PO3)(NCH)(H)	H(CC[6a]NP)	P(CC[6a]HN)(OC[6a])2(O)	C(C[6a]C[6a]2)(PO3)(NCH)(H)	H(CC[6a]NP)	P(CC[6a]HN)(OC[6a])2(O)	106.6800	0.000	1	106.6800	0.000	1     106.6730       0.870      4      106.1436     1.403     5
490	690	988	3:4:3:1:	4:	4:4:4:4:	C[6a]-3:P-4:C-3:H-1:	C-4:	C-4:C-4:C-4:C-4:	C(C[6a]C[6a]2)(PC3)(CCC)(H)	H(CC[6a]CP)	P(CC[6a]CH)(CCHH)3	C(C[6a]C[6a]2)(PC3)(CCC)(H)	H(CC[6a]CP)	P(CC[6a]CH)(CCHH)3	104.5840	0.000	1	104.5840	0.000	1     104.3870       0.804      3      104.3870     0.804     3
490	690	988	3:4:3:1:	4:	4:4:4:4:	C[6a]-3:P-4:C-3:H-1:	C-4:	C-4:C-4:C-4:C-4:	C(C[6a]C[6a]2)(PC3)(CCC)(H)	H(CC[6a]CP)	P(CC[6a]CH)(CH3)3	C(C[6a]C[6a]2)(PC3)(CCC)(H)	H(CC[6a]CP)	P(CC[6a]CH)(CH3)3	105.0740	0.000	1	105.0740	0.000	1     104.3870       0.804      3      104.3870     0.804     3
490	690	988	3:4:3:1:	4:	4:4:4:4:	C[6a]-3:P-4:C-3:H-1:	C-4:	C-4:C-4:C-4:C-4:	C(C[6a]C[6a]2)(PC3)(CCN)(H)	H(CC[6a]CP)	P(CC[6a]CH)(CCHH)3	C(C[6a]C[6a]2)(PC3)(CCN)(H)	H(CC[6a]CP)	P(CC[6a]CH)(CCHH)3	103.5030	0.000	1	103.5030	0.000	1     104.3870       0.804      3      104.3870     0.804     3
490	690	988	3:4:4:1:	4:	3:3:4:1:	C[6a]-3:P-4:C-4:H-1:	C-4:	C[6a]-3:C[6a]-3:C-4:O-1:	C(C[6a]C[6a]2)(PC[6a]2O)(CCHH)(H)	H(CC[6a]CP)	P(C[6a]C[6a]2)2(CC[6a]CH)(O)	C(C[6a]C[6a]2)(PC[6a]2O)(CCHH)(H)	H(CC[6a]CP)	P(C[6a]C[6a]2)2(CC[6a]CH)(O)	107.8330	0.151	2	107.8330	0.151	2     107.7790       0.142      3      107.7790     0.142     3
490	690	988	3:4:4:1:	4:	3:3:4:1:	C[6a]-3:P-4:C-4:H-1:	C-4:	C[6a]-3:C[6a]-3:C-4:O-1:	C(C[6a]C[6a]2)(PC[6a]2O)(CHHN)(H)	H(CC[6a]CP)	P(C[6a]C[6a,6a]C[6a])2(CC[6a]CH)(O)	C(C[6a]C[6a]2)(PC[6a]2O)(CHHN)(H)	H(CC[6a]CP)	P(C[6a]C[6a,6a]C[6a])2(CC[6a]CH)(O)	107.6710	0.000	1	107.6710	0.000	1     107.7790       0.142      3      107.7790     0.142     3
490	690	988	3:4:4:1:	4:	3:3:4:4:	C[6a]-3:P-4:C-4:H-1:	C-4:	C[6a]-3:C[6a]-3:C-4:B-4:	C(C[6a]C[6a]2)(PC[6a]2B)(CCHO)(H)	H(CC[6a]CP)	P(C[6a]C[6a]2)2(CC[6a]CH)(BH3)	C(C[6a]C[6a]2)(PC[6a]2B)(CCHO)(H)	H(CC[6a]CP)	P(C[6a]C[6a]2)2(CC[6a]CH)(BH3)	105.2880	0.000	1	105.2880	0.000	1     106.0895       1.133      2      106.0895     1.133     2
490	690	988	3:4:4:1:	4:	3:3:4:4:	C[6a]-3:P-4:C-4:H-1:	C-4:	C[6a]-3:C[6a]-3:C-4:B-4:	C(C[6a]C[6a]2)(PC[6a]2B)(CHHN)(H)	H(CC[6a]CP)	P(C[6a]C[6a]2)2(CC[6a]CH)(BH3)	C(C[6a]C[6a]2)(PC[6a]2B)(CHHN)(H)	H(CC[6a]CP)	P(C[6a]C[6a]2)2(CC[6a]CH)(BH3)	106.8910	0.000	1	106.8910	0.000	1     106.0895       1.133      2      106.0895     1.133     2
490	690	988	3:4:4:1:	4:	3:4:4:1:	C[6a]-3:C-4:P-4:H-1:	C-4:	C[6a]-3:C-4:C-4:S-1:	C(C[6a]C[6a]2)(CC[6a]HH)(PC[6a]CS)(H)	H(CC[6a]CP)	P(C[6a]C[6a]2)(CC[6a]CH)(CC[6a]HH)(S)	C(C[6a]C[6a]2)(CC[6a]HH)(PC[6a]CS)(H)	H(CC[6a]CP)	P(C[6a]C[6a]2)(CC[6a]CH)(CC[6a]HH)(S)	106.8850	0.000	1	106.8850	0.000	1     106.8850       0.000      1      106.8850     0.000     1
490	690	988	3:4:4:1:	4:	4:2:1:1:	C[6a]-3:C-4:P-4:H-1:	C-4:	C-4:O-2:O-1:O-1:	C(C[6a]C[6a]2)(CCHH)(PO3)(H)	H(CC[6a]CP)	P(CC[6a]CH)(OH)(O)2	C(C[6a]C[6a]2)(CCHH)(PO3)(H)	H(CC[6a]CP)	P(CC[6a]CH)(OH)(O)2	108.0490	0.000	1	108.0490	0.000	1     108.0490       0.000      1      106.7590     1.063     8
490	690	988	3:4:4:1:	4:	4:2:1:1:	C[6a]-3:N-4:P-4:H-1:	C-4:	C-4:O-2:O-1:O-1:	C(C[6a]C[6a]2)(NCHH)(PO3)(H)	H(CC[6a]NP)	P(CC[6a]HN)(OC)(O)2	C(C[6a]C[6a]2)(NCHH)(PO3)(H)	H(CC[6a]NP)	P(CC[6a]HN)(OC)(O)2	106.7310	0.068	2	106.7310	0.068	2     106.7310       0.068      2      106.7590     1.063     8
490	690	988	3:4:4:1:	4:	4:2:1:1:	N-3:P-4:P-4:H-1:	C-4:	C-4:O-2:O-1:O-1:	C(NC[5]H)(PO3)2(H)	H(CNPP)	P(CHNP)(OH)(O)2	C(NC[5]H)(PO3)2(H)	H(CNPP)	P(CHNP)(OH)(O)2	105.0910	0.000	1	105.0910	0.000	1     106.5122       1.218      5      106.7590     1.063     8
490	690	988	3:4:4:1:	4:	4:2:1:1:	N-3:P-4:P-4:H-1:	C-4:	C-4:O-2:O-1:O-1:	C(NC[6]H)(PO3)2(H)	H(CNPP)	P(CHNP)(OH)(O)2	C(NC[6]H)(PO3)2(H)	H(CNPP)	P(CHNP)(OH)(O)2	107.2240	0.062	2	107.2240	0.062	2     106.5122       1.218      5      106.7590     1.063     8
490	690	988	3:4:4:1:	4:	4:2:1:1:	N-3:P-4:P-4:H-1:	C-4:	C-4:O-2:O-1:O-1:	C(NC[6a]H)(PO3)2(H)	H(CNPP)	P(CHNP)(OH)(O)2	C(NC[6a]H)(PO3)2(H)	H(CNPP)	P(CHNP)(OH)(O)2	106.5110	1.703	2	106.5110	1.703	2     106.5122       1.218      5      106.7590     1.063     8
490	690	988	3:4:4:1:	4:	4:2:2:1:	C[5a]-3:C-4:P-4:H-1:	C-4:	C-4:O-2:O-2:O-1:	C(C[5a]C[5a,6a]C[5a])(CCHH)(PO3)(H)	H(CC[5a]CP)	P(CC[5a]CH)(OC)2(O)	C(C[5a]C[5a,6a]C[5a])(CCHH)(PO3)(H)	H(CC[5a]CP)	P(CC[5a]CH)(OC)2(O)	107.8410	0.000	1	107.8410	0.000	1     107.8410       0.000      1      107.7760     0.807     4
490	690	988	3:4:4:1:	4:	4:2:2:1:	N-3:P-4:P-4:H-1:	C-4:	C-4:O-2:O-2:O-1:	C(NC[5]H)(PO3)2(H)	H(CNPP)	P(CHNP)(OH)2(O)	C(NC[5]H)(PO3)2(H)	H(CNPP)	P(CHNP)(OH)2(O)	108.8910	0.000	1	108.8910	0.000	1     107.7543       0.987      3      107.7760     0.807     4
490	690	988	3:4:4:1:	4:	4:2:2:1:	N-3:P-4:P-4:H-1:	C-4:	C-4:O-2:O-2:O-1:	C(NC[6]H)(PO3)2(H)	H(CNPP)	P(CHNP)(OH)2(O)	C(NC[6]H)(PO3)2(H)	H(CNPP)	P(CHNP)(OH)2(O)	107.1860	0.098	2	107.1860	0.098	2     107.7543       0.987      3      107.7760     0.807     4
490	690	988	3:4:4:1:	4:	4:2:2:2:	C[6a]-3:N-4:P-4:H-1:	C-4:	C-4:O-2:O-2:O-2:	C(C[6a]C[6a]2)(NH3)(PO3)(H)	H(CC[6a]NP)	P(CC[6a]HN)(OZn)3	C(C[6a]C[6a]2)(NH3)(PO3)(H)	H(CC[6a]NP)	P(CC[6a]HN)(OZn)3	102.4090	0.000	1	102.4090	0.000	1     102.4090       0.000      1      102.4090     0.000     1
490	690	988	3:4:4:1:	4:	4:4:4:1:	C[6a]-3:C-4:P-4:H-1:	C-4:	C-4:C-4:C-4:O-1:	C(C[6a]C[6a]2)(CCHH)(PCCO)(H)	H(CC[6a]CP)	P(CC[6a]CH)(CCHH)2(O)	C(C[6a]C[6a]2)(CCHH)(PCCO)(H)	H(CC[6a]CP)	P(CC[6a]CH)(CCHH)2(O)	107.5730	0.000	1	107.5730	0.000	1     107.5730       0.000      1      107.5730     0.000     1
490	690	988	3:4:4:1:	4:	4:4:4:4:	C[6a]-3:C-4:P-4:H-1:	C-4:	C-4:C-4:C-4:C-4:	C(C[6a]C[6a]2)(CCCH)(PC3)(H)	H(CC[6a]CP)	P(CC[6a]CH)(CCHH)3	C(C[6a]C[6a]2)(CCCH)(PC3)(H)	H(CC[6a]CP)	P(CC[6a]CH)(CCHH)3	105.9340	0.000	1	105.9340	0.000	1     105.9340       0.000      1      105.5757     0.773     3
490	690	988	3:4:4:1:	4:	4:4:4:4:	C[6a]-3:P-4:C-4:H-1:	C-4:	C[6]-4:C[6]-4:C-4:B-4:	C(C[6a]C[6a]2)(PC[6]2B)(CCHO)(H)	H(CC[6a]CP)	P(C[6]C[6]2H)2(CC[6a]CH)(BH3)	C(C[6a]C[6a]2)(PC[6]2B)(CCHO)(H)	H(CC[6a]CP)	P(C[6]C[6]2H)2(CC[6a]CH)(BH3)	105.3965	1.001	2	105.3965	1.001	2     105.3965       1.001      2      105.5757     0.773     3
