490	690	980	3:2:1:1:	4:	3:4:	C[6a]-3:S-2:H-1:H-1:	C-4:	C[6a]-3:C-4:	C(C[6a]C[6a]2)(SC[6a])(H)2	H(CC[6a]HS)	S(C[6a]C[6a]2)(CC[6a]HH)	C(C[6a]C[6a]2)(SC[6a])(H)2	H(CC[6a]HS)	S(C[6a]C[6a]2)(CC[6a]HH)	109.8238	0.508	101	109.8238	0.508	101     109.6184       0.694      209      109.3157     0.970     625
490	690	980	3:2:1:1:	4:	3:4:	C[6a]-3:S-2:H-1:H-1:	C-4:	C[6a]-3:C-4:	C(C[6a]C[6a]2)(SC[6a])(H)2	H(CC[6a]HS)	S(C[6a]C[6a]N[6a])(CC[6a]HH)	C(C[6a]C[6a]2)(SC[6a])(H)2	H(CC[6a]HS)	S(C[6a]C[6a]N[6a])(CC[6a]HH)	109.4875	0.714	30	109.4875	0.714	30     109.6184       0.694      209      109.3157     0.970     625
490	690	980	3:2:1:1:	4:	3:4:	C[6a]-3:S-2:H-1:H-1:	C-4:	C[6a]-3:C-4:	C(C[6a]C[6a]2)(SC[6a])(H)2	H(CC[6a]HS)	S(C[6a]N[6a]2)(CC[6a]HH)	C(C[6a]C[6a]2)(SC[6a])(H)2	H(CC[6a]HS)	S(C[6a]N[6a]2)(CC[6a]HH)	109.2248	0.778	19	109.2248	0.778	19     109.6184       0.694      209      109.3157     0.970     625
490	690	980	3:2:1:1:	4:	3:4:	C[6a]-3:S-2:H-1:H-1:	C-4:	C[6a]-3:C-4:	C(C[6a]C[6a]N[6a])(SC[6a])(H)2	H(CC[6a]HS)	S(C[6a]C[6a]2)(CC[6a]HH)	C(C[6a]C[6a]N[6a])(SC[6a])(H)2	H(CC[6a]HS)	S(C[6a]C[6a]2)(CC[6a]HH)	109.1656	0.751	22	109.1656	0.751	22     109.6184       0.694      209      109.3157     0.970     625
490	690	980	3:2:1:1:	4:	3:4:	C[6a]-3:S-2:H-1:H-1:	C-4:	C[6a]-3:C-4:	C(C[6a]C[6a]N[6a])(SC[6a])(H)2	H(CC[6a]HS)	S(C[6a]C[6a]N[6a])(CC[6a]HH)	C(C[6a]C[6a]N[6a])(SC[6a])(H)2	H(CC[6a]HS)	S(C[6a]C[6a]N[6a])(CC[6a]HH)	109.0222	0.033	4	109.0222	0.033	4     109.6184       0.694      209      109.3157     0.970     625
490	690	980	3:2:1:1:	4:	3:4:	C[6a]-3:S-2:H-1:H-1:	C-4:	C[6a]-3:C-4:	C(C[6a]C[6a]N[6a])(SC[6a])(H)2	H(CC[6a]HS)	S(C[6a]N[6a]2)(CC[6a]HH)	C(C[6a]C[6a]N[6a])(SC[6a])(H)2	H(CC[6a]HS)	S(C[6a]N[6a]2)(CC[6a]HH)	109.4965	0.473	14	109.4965	0.473	14     109.6184       0.694      209      109.3157     0.970     625
490	690	980	3:2:1:1:	4:	3:4:	N[5]-3:S-2:H-1:H-1:	C-4:	C[6a]-3:C-4:	C(N[5]C[5]2)(SC[6a])(H)2	H(CN[5]HS)	S(C[6a]C[6a]2)(CN[5]HH)	C(N[5]C[5]2)(SC[6a])(H)2	H(CN[5]HS)	S(C[6a]C[6a]2)(CN[5]HH)	108.9085	0.013	2	108.9085	0.013	2     108.9089       0.220      8      109.3157     0.970     625
490	690	980	3:2:1:1:	4:	3:4:	N[5]-3:S-2:H-1:H-1:	C-4:	C[6a]-3:C-4:	C(N[5]C[5]N[5])(SC[6a])(H)2	H(CN[5]HS)	S(C[6a]C[6a]2)(CN[5]HH)	C(N[5]C[5]N[5])(SC[6a])(H)2	H(CN[5]HS)	S(C[6a]C[6a]2)(CN[5]HH)	108.9090	0.260	6	108.9090	0.260	6     108.9089       0.220      8      109.3157     0.970     625
490	690	980	3:2:1:1:	4:	3:4:	N[5a]-3:S-2:H-1:H-1:	C-4:	C[6a]-3:C-4:	C(N[5a]C[5a]N[5a])(SC[6a])(H)2	H(CN[5a]HS)	S(C[6a]C[6a]2)(CN[5a]HH)	C(N[5a]C[5a]N[5a])(SC[6a])(H)2	H(CN[5a]HS)	S(C[6a]C[6a]2)(CN[5a]HH)	108.6915	4.396	4	108.6915	4.396	4     108.6915       4.396      4      109.3157     0.970     625
490	690	980	3:2:1:1:	4:	4:2:	C-3:S-2:H-1:H-1:	C-4:	C-4:S-2:	C(CCH)(SS)(H)2	H(CCHS)	S(CCHH)(SC)	C(CCH)(SS)(H)2	H(CCHS)	S(CCHH)(SC)	106.1685	4.226	4	106.1685	4.226	4     107.1165       3.301      8      108.1699     2.095     48
490	690	980	3:2:1:1:	4:	4:2:	C-3:S-2:H-1:H-1:	C-4:	C-4:S-2:	C(CC[6a]N)(SS)(H)2	H(CCHS)	S(CCHH)(SC)	C(CC[6a]N)(SS)(H)2	H(CCHS)	S(CCHH)(SC)	108.0645	2.274	4	108.0645	2.274	4     107.1165       3.301      8      108.1699     2.095     48
490	690	980	3:2:1:1:	4:	4:2:	C[6a]-3:S-2:H-1:H-1:	C-4:	C-4:C-2:	C(C[6a]C[6a]2)(SC)(H)2	H(CC[6a]HS)	S(CC[6a]HH)(CN)	C(C[6a]C[6a]2)(SC)(H)2	H(CC[6a]HS)	S(CC[6a]HH)(CN)	108.3205	0.090	2	108.3205	0.090	2     108.3205       0.090      2      108.1699     2.095     48
490	690	980	3:2:1:1:	4:	4:2:	C[6a]-3:S-2:H-1:H-1:	C-4:	C-4:S-2:	C(C[6a]C[6a,6a]C[6a])(SS)(H)2	H(CC[6a]HS)	S(CC[6a]HH)(SC)	C(C[6a]C[6a,6a]C[6a])(SS)(H)2	H(CC[6a]HS)	S(CC[6a]HH)(SC)	108.9812	0.599	9	108.9812	0.599	9     108.3838       1.796      38      108.1699     2.095     48
490	690	980	3:2:1:1:	4:	4:2:	C[6a]-3:S-2:H-1:H-1:	C-4:	C-4:S-2:	C(C[6a]C[6a]2)(SS)(H)2	H(CC[6a]HS)	S(CC[6a]HH)(SC)	C(C[6a]C[6a]2)(SS)(H)2	H(CC[6a]HS)	S(CC[6a]HH)(SC)	108.0639	2.070	26	108.0639	2.070	26     108.3838       1.796      38      108.1699     2.095     48
490	690	980	3:2:1:1:	4:	4:2:	C[6a]-3:S-2:H-1:H-1:	C-4:	C-4:S-2:	C(C[6a]C[6a]2)(SS)(H)2	H(CC[6a]HS)	S(CC[6a]HH)(SRu)	C(C[6a]C[6a]2)(SS)(H)2	H(CC[6a]HS)	S(CC[6a]HH)(SRu)	109.6685	0.029	2	109.6685	0.029	2     108.3838       1.796      38      108.1699     2.095     48
490	690	980	3:2:1:1:	4:	4:2:	C[6a]-3:S-2:H-1:H-1:	C-4:	C-4:S-2:	C(C[6a]C[6a]2)(SS)(H)2	H(CC[6a]HS)	S(CC[6a]HH)(SS)	C(C[6a]C[6a]2)(SS)(H)2	H(CC[6a]HS)	S(CC[6a]HH)(SS)	108.7550	0.000	1	108.7550	0.000	1     108.3838       1.796      38      108.1699     2.095     48
490	690	980	3:2:1:1:	4:	4:3:	C-3:S-2:H-1:H-1:	C-4:	C-4:C-3:	C(CC[6a]O)(SC)(H)2	H(CCHS)	S(CCHH)(CNS)	C(CC[6a]O)(SC)(H)2	H(CCHS)	S(CCHH)(CNS)	108.6330	0.000	1	108.6330	0.000	1     108.5138       0.625      21      109.2378     1.094     263
490	690	980	3:2:1:1:	4:	4:3:	C-3:S-2:H-1:H-1:	C-4:	C-4:C-3:	C(CNN)(SC)(H)2	H(CCHS)	S(CCHH)(CCS)	C(CNN)(SC)(H)2	H(CCHS)	S(CCHH)(CCS)	107.5440	0.000	1	107.5440	0.000	1     108.5138       0.625      21      109.2378     1.094     263
490	690	980	3:2:1:1:	4:	4:3:	C-3:S-2:H-1:H-1:	C-4:	C-4:C-3:	C(COO)(SC)(H)2	H(CCHS)	S(CCHH)(CCN)	C(COO)(SC)(H)2	H(CCHS)	S(CCHH)(CCN)	107.2445	0.013	2	107.2445	0.013	2     108.5138       0.625      21      109.2378     1.094     263
490	690	980	3:2:1:1:	4:	4:3:	C-3:S-2:H-1:H-1:	C-4:	C-4:C-3:	C(COO)(SC)(H)2	H(CCHS)	S(CCHH)(CNS)	C(COO)(SC)(H)2	H(CCHS)	S(CCHH)(CNS)	109.2264	0.458	5	109.2264	0.458	5     108.5138       0.625      21      109.2378     1.094     263
490	690	980	3:2:1:1:	4:	4:3:	C-3:S-2:H-1:H-1:	C-4:	C-4:C-3:	C(COO)(SC)(H)2	H(CCHS)	S(CCHH)(COS)	C(COO)(SC)(H)2	H(CCHS)	S(CCHH)(COS)	108.4850	0.103	6	108.4850	0.103	6     108.5138       0.625      21      109.2378     1.094     263
490	690	980	3:2:1:1:	4:	4:3:	C-3:S-2:H-1:H-1:	C-4:	C-4:C-3:	C(COO)(SC)(H)2	H(CCHS)	S(CCHH)(CSS)	C(COO)(SC)(H)2	H(CCHS)	S(CCHH)(CSS)	108.5138	0.194	6	108.5138	0.194	6     108.5138       0.625      21      109.2378     1.094     263
490	690	980	3:2:1:1:	4:	4:3:	C[6]-3:S-2:H-1:H-1:	C-4:	C-4:C-3:	C(C[6]C[6]N[6])(SC)(H)2	H(CC[6]HS)	S(CC[6]HH)(CNS)	C(C[6]C[6]N[6])(SC)(H)2	H(CC[6]HS)	S(CC[6]HH)(CNS)	108.8098	0.059	4	108.8098	0.059	4     108.8098       0.059      4      109.2378     1.094     263
490	690	980	3:2:1:1:	4:	4:3:	C[6a]-3:S-2:H-1:H-1:	C-4:	C-4:C-3:	C(C[6a]C[6a,6a]C[6a])(SC)(H)2	H(CC[6a]HS)	S(CC[6a]HH)(CNS)	C(C[6a]C[6a,6a]C[6a])(SC)(H)2	H(CC[6a]HS)	S(CC[6a]HH)(CNS)	108.8587	1.118	10	108.8587	1.118	10     109.3266       1.126      230      109.2378     1.094     263
490	690	980	3:2:1:1:	4:	4:3:	C[6a]-3:S-2:H-1:H-1:	C-4:	C-4:C-3:	C(C[6a]C[6a,6a]C[6a])(SC)(H)2	H(CC[6a]HS)	S(CC[6a]HH)(CN[5]S)	C(C[6a]C[6a,6a]C[6a])(SC)(H)2	H(CC[6a]HS)	S(CC[6a]HH)(CN[5]S)	109.4370	0.027	4	109.4370	0.027	4     109.3266       1.126      230      109.2378     1.094     263
490	690	980	3:2:1:1:	4:	4:3:	C[6a]-3:S-2:H-1:H-1:	C-4:	C-4:C-3:	C(C[6a]C[6a,6a]C[6a])(SC)(H)2	H(CC[6a]HS)	S(CC[6a]HH)(CN[6]S)	C(C[6a]C[6a,6a]C[6a])(SC)(H)2	H(CC[6a]HS)	S(CC[6a]HH)(CN[6]S)	108.4934	0.604	8	108.4934	0.604	8     109.3266       1.126      230      109.2378     1.094     263
490	690	980	3:2:1:1:	4:	4:3:	C[6a]-3:S-2:H-1:H-1:	C-4:	C-4:C-3:	C(C[6a]C[6a]2)(SC)(H)2	H(CC[6a]HS)	S(CC[6a]HH)(CCC)	C(C[6a]C[6a]2)(SC)(H)2	H(CC[6a]HS)	S(CC[6a]HH)(CCC)	109.5100	0.620	8	109.5100	0.620	8     109.3266       1.126      230      109.2378     1.094     263
490	690	980	3:2:1:1:	4:	4:3:	C[6a]-3:S-2:H-1:H-1:	C-4:	C-4:C-3:	C(C[6a]C[6a]2)(SC)(H)2	H(CC[6a]HS)	S(CC[6a]HH)(CCH)	C(C[6a]C[6a]2)(SC)(H)2	H(CC[6a]HS)	S(CC[6a]HH)(CCH)	109.4830	0.075	2	109.4830	0.075	2     109.3266       1.126      230      109.2378     1.094     263
490	690	980	3:2:1:1:	4:	4:3:	C[6a]-3:S-2:H-1:H-1:	C-4:	C-4:C-3:	C(C[6a]C[6a]2)(SC)(H)2	H(CC[6a]HS)	S(CC[6a]HH)(CCN)	C(C[6a]C[6a]2)(SC)(H)2	H(CC[6a]HS)	S(CC[6a]HH)(CCN)	108.6345	0.060	2	108.6345	0.060	2     109.3266       1.126      230      109.2378     1.094     263
490	690	980	3:2:1:1:	4:	4:3:	C[6a]-3:S-2:H-1:H-1:	C-4:	C-4:C-3:	C(C[6a]C[6a]2)(SC)(H)2	H(CC[6a]HS)	S(CC[6a]HH)(CCO)	C(C[6a]C[6a]2)(SC)(H)2	H(CC[6a]HS)	S(CC[6a]HH)(CCO)	109.1390	0.240	8	109.1390	0.240	8     109.3266       1.126      230      109.2378     1.094     263
490	690	980	3:2:1:1:	4:	4:3:	C[6a]-3:S-2:H-1:H-1:	C-4:	C-4:C-3:	C(C[6a]C[6a]2)(SC)(H)2	H(CC[6a]HS)	S(CC[6a]HH)(CCS)	C(C[6a]C[6a]2)(SC)(H)2	H(CC[6a]HS)	S(CC[6a]HH)(CCS)	109.3723	0.798	11	109.3723	0.798	11     109.3266       1.126      230      109.2378     1.094     263
490	690	980	3:2:1:1:	4:	4:3:	C[6a]-3:S-2:H-1:H-1:	C-4:	C-4:C-3:	C(C[6a]C[6a]2)(SC)(H)2	H(CC[6a]HS)	S(CC[6a]HH)(CCW)	C(C[6a]C[6a]2)(SC)(H)2	H(CC[6a]HS)	S(CC[6a]HH)(CCW)	109.5145	0.743	4	109.5145	0.743	4     109.3266       1.126      230      109.2378     1.094     263
490	690	980	3:2:1:1:	4:	4:3:	C[6a]-3:S-2:H-1:H-1:	C-4:	C-4:C-3:	C(C[6a]C[6a]2)(SC)(H)2	H(CC[6a]HS)	S(CC[6a]HH)(CC[6]S)	C(C[6a]C[6a]2)(SC)(H)2	H(CC[6a]HS)	S(CC[6a]HH)(CC[6]S)	110.7287	0.110	6	110.7287	0.110	6     109.3266       1.126      230      109.2378     1.094     263
490	690	980	3:2:1:1:	4:	4:3:	C[6a]-3:S-2:H-1:H-1:	C-4:	C-4:C-3:	C(C[6a]C[6a]2)(SC)(H)2	H(CC[6a]HS)	S(CC[6a]HH)(CCoC)	C(C[6a]C[6a]2)(SC)(H)2	H(CC[6a]HS)	S(CC[6a]HH)(CCoC)	110.0550	0.034	2	110.0550	0.034	2     109.3266       1.126      230      109.2378     1.094     263
490	690	980	3:2:1:1:	4:	4:3:	C[6a]-3:S-2:H-1:H-1:	C-4:	C-4:C-3:	C(C[6a]C[6a]2)(SC)(H)2	H(CC[6a]HS)	S(CC[6a]HH)(CNN)	C(C[6a]C[6a]2)(SC)(H)2	H(CC[6a]HS)	S(CC[6a]HH)(CNN)	109.5300	1.149	8	109.5300	1.149	8     109.3266       1.126      230      109.2378     1.094     263
490	690	980	3:2:1:1:	4:	4:3:	C[6a]-3:S-2:H-1:H-1:	C-4:	C-4:C-3:	C(C[6a]C[6a]2)(SC)(H)2	H(CC[6a]HS)	S(CC[6a]HH)(CNS)	C(C[6a]C[6a]2)(SC)(H)2	H(CC[6a]HS)	S(CC[6a]HH)(CNS)	109.3685	1.195	145	109.3685	1.195	145     109.3266       1.126      230      109.2378     1.094     263
490	690	980	3:2:1:1:	4:	4:3:	C[6a]-3:S-2:H-1:H-1:	C-4:	C-4:C-3:	C(C[6a]C[6a]2)(SC)(H)2	H(CC[6a]HS)	S(CC[6a]HH)(CN[5]S)	C(C[6a]C[6a]2)(SC)(H)2	H(CC[6a]HS)	S(CC[6a]HH)(CN[5]S)	110.2180	0.010	2	110.2180	0.010	2     109.3266       1.126      230      109.2378     1.094     263
490	690	980	3:2:1:1:	4:	4:3:	C[6a]-3:S-2:H-1:H-1:	C-4:	C-4:C-3:	C(C[6a]C[6a]2)(SC)(H)2	H(CC[6a]HS)	S(CC[6a]HH)(CN[5a]S)	C(C[6a]C[6a]2)(SC)(H)2	H(CC[6a]HS)	S(CC[6a]HH)(CN[5a]S)	110.3365	0.033	2	110.3365	0.033	2     109.3266       1.126      230      109.2378     1.094     263
490	690	980	3:2:1:1:	4:	4:3:	C[6a]-3:S-2:H-1:H-1:	C-4:	C-4:C-3:	C(C[6a]C[6a]N[6a])(SC)(H)2	H(CC[6a]HS)	S(CC[6a]HH)(CCN)	C(C[6a]C[6a]N[6a])(SC)(H)2	H(CC[6a]HS)	S(CC[6a]HH)(CCN)	108.7945	0.011	2	108.7945	0.011	2     109.3266       1.126      230      109.2378     1.094     263
490	690	980	3:2:1:1:	4:	4:3:	C[6a]-3:S-2:H-1:H-1:	C-4:	C-4:C-3:	C(C[6a]C[6a]N[6a])(SC)(H)2	H(CC[6a]HS)	S(CC[6a]HH)(CNS)	C(C[6a]C[6a]N[6a])(SC)(H)2	H(CC[6a]HS)	S(CC[6a]HH)(CNS)	107.7323	1.287	6	107.7323	1.287	6     109.3266       1.126      230      109.2378     1.094     263
490	690	980	3:2:1:1:	4:	4:3:	N[5]-3:S-2:H-1:H-1:	C-4:	C-4:C-3:	C(N[5]C[5]S[5])(SC)(H)2	H(CN[5]HS)	S(CN[5]HH)(CN[6]S)	C(N[5]C[5]S[5])(SC)(H)2	H(CN[5]HS)	S(CN[5]HH)(CN[6]S)	108.4930	0.014	2	108.4930	0.014	2     108.4930       0.014      2      109.2378     1.094     263
490	690	980	3:2:1:1:	4:	4:3:	N[6a]-3:S-2:H-1:H-1:	C-4:	C-4:C-3:	C(N[6a]C[6a]2)(SC)(H)2	H(CN[6a]HS)	S(CN[6a]HH)(CNS)	C(N[6a]C[6a]2)(SC)(H)2	H(CN[6a]HS)	S(CN[6a]HH)(CNS)	109.0845	0.046	2	109.0845	0.046	2     108.9047       0.163      6      109.2378     1.094     263
490	690	980	3:2:1:1:	4:	4:3:	N[6a]-3:S-2:H-1:H-1:	C-4:	C-4:C-3:	C(N[6a]C[6a]2)(SC)(H)2	H(CN[6a]HS)	S(CN[6a]HH)(CN[5]S)	C(N[6a]C[6a]2)(SC)(H)2	H(CN[6a]HS)	S(CN[6a]HH)(CN[5]S)	108.9045	0.028	2	108.9045	0.028	2     108.9047       0.163      6      109.2378     1.094     263
490	690	980	3:2:1:1:	4:	4:3:	N[6a]-3:S-2:H-1:H-1:	C-4:	C-4:C-3:	C(N[6a]C[6a]2)(SC)(H)2	H(CN[6a]HS)	S(CN[6a]HH)(CN[6]S)	C(N[6a]C[6a]2)(SC)(H)2	H(CN[6a]HS)	S(CN[6a]HH)(CN[6]S)	108.7250	0.011	2	108.7250	0.011	2     108.9047       0.163      6      109.2378     1.094     263
490	690	980	3:2:1:1:	4:	4:4:	C-3:S-2:H-1:H-1:	C-4:	C-4:C-4:	C(CCH)(SC)(H)2	H(CCHS)	S(CCHH)2	C(CCH)(SC)(H)2	H(CCHS)	S(CCHH)2	108.4569	1.343	8	108.4569	1.343	8     108.7054       1.523      68      108.9039     0.951     594
490	690	980	3:2:1:1:	4:	4:4:	C-3:S-2:H-1:H-1:	C-4:	C-4:C-4:	C(CCO)(SC)(H)2	H(CCHS)	S(CCHH)2	C(CCO)(SC)(H)2	H(CCHS)	S(CCHH)2	108.3567	0.085	3	108.3567	0.085	3     108.7054       1.523      68      108.9039     0.951     594
490	690	980	3:2:1:1:	4:	4:4:	C-3:S-2:H-1:H-1:	C-4:	C-4:C-4:	C(CC[5]O)(SC)(H)2	H(CCHS)	S(CCHH)2	C(CC[5]O)(SC)(H)2	H(CCHS)	S(CCHH)2	105.6285	4.492	4	105.6285	4.492	4     108.7054       1.523      68      108.9039     0.951     594
490	690	980	3:2:1:1:	4:	4:4:	C-3:S-2:H-1:H-1:	C-4:	C-4:C-4:	C(CC[6a]C)(SC)(H)2	H(CCHS)	S(CCHH)(CH3)	C(CC[6a]C)(SC)(H)2	H(CCHS)	S(CCHH)(CH3)	109.0405	0.009	2	109.0405	0.009	2     108.7054       1.523      68      108.9039     0.951     594
490	690	980	3:2:1:1:	4:	4:4:	C-3:S-2:H-1:H-1:	C-4:	C-4:C-4:	C(CNO)(SC)(H)2	H(CCHS)	S(CCHH)2	C(CNO)(SC)(H)2	H(CCHS)	S(CCHH)2	108.7620	0.000	1	108.7620	0.000	1     108.7054       1.523      68      108.9039     0.951     594
490	690	980	3:2:1:1:	4:	4:4:	C-3:S-2:H-1:H-1:	C-4:	C-4:C-4:	C(CNO)(SC)(H)2	H(CCHS)	S(CC[6a]2H)(CCHH)	C(CNO)(SC)(H)2	H(CCHS)	S(CC[6a]2H)(CCHH)	108.9760	0.018	2	108.9760	0.018	2     108.7054       1.523      68      108.9039     0.951     594
490	690	980	3:2:1:1:	4:	4:4:	C-3:S-2:H-1:H-1:	C-4:	C-4:C-4:	C(CNO)(SC)(H)2	H(CCHS)	S(CC[6a]HH)(CCHH)	C(CNO)(SC)(H)2	H(CCHS)	S(CC[6a]HH)(CCHH)	109.6273	0.233	6	109.6273	0.233	6     108.7054       1.523      68      108.9039     0.951     594
490	690	980	3:2:1:1:	4:	4:4:	C-3:S-2:H-1:H-1:	C-4:	C-4:C-4:	C(CN[6]O)(SC)(H)2	H(CCHS)	S(CC[6a]HH)(CCHH)	C(CN[6]O)(SC)(H)2	H(CCHS)	S(CC[6a]HH)(CCHH)	109.0655	0.080	2	109.0655	0.080	2     108.7054       1.523      68      108.9039     0.951     594
490	690	980	3:2:1:1:	4:	4:4:	C-3:S-2:H-1:H-1:	C-4:	C-4:C-4:	C(COO)(SC)(H)2	H(CCHS)	S(CCHH)2	C(COO)(SC)(H)2	H(CCHS)	S(CCHH)2	109.0846	0.525	27	109.0846	0.525	27     108.7054       1.523      68      108.9039     0.951     594
490	690	980	3:2:1:1:	4:	4:4:	C-3:S-2:H-1:H-1:	C-4:	C-4:C-4:	C(COO)(SC)(H)2	H(CCHS)	S(CC[5]HH)(CCHH)	C(COO)(SC)(H)2	H(CCHS)	S(CC[5]HH)(CCHH)	108.0430	0.030	2	108.0430	0.030	2     108.7054       1.523      68      108.9039     0.951     594
490	690	980	3:2:1:1:	4:	4:4:	C-3:S-2:H-1:H-1:	C-4:	C-4:C-4:	C(COO)(SC)(H)2	H(CCHS)	S(CC[6a]HH)(CCHH)	C(COO)(SC)(H)2	H(CCHS)	S(CC[6a]HH)(CCHH)	108.6812	1.899	8	108.6812	1.899	8     108.7054       1.523      68      108.9039     0.951     594
490	690	980	3:2:1:1:	4:	4:4:	C-3:S-2:H-1:H-1:	C-4:	C-4:C-4:	C(COO)(SC)(H)2	H(CCHS)	S(CC[6a]HS)(CCHH)	C(COO)(SC)(H)2	H(CCHS)	S(CC[6a]HS)(CCHH)	108.4053	0.048	3	108.4053	0.048	3     108.7054       1.523      68      108.9039     0.951     594
490	690	980	3:2:1:1:	4:	4:4:	C[5]-3:S-2:H-1:H-1:	C-4:	C-4:C-4:	C(C[5]C[5]N[5])(SC)(H)2	H(CC[5]HS)	S(CC[5]HH)(CCHH)	C(C[5]C[5]N[5])(SC)(H)2	H(CC[5]HS)	S(CC[5]HH)(CCHH)	109.0753	0.388	7	109.0753	0.388	7     108.9860       0.450      36      108.9039     0.951     594
490	690	980	3:2:1:1:	4:	4:4:	C[5]-3:S-2:H-1:H-1:	C-4:	C-4:C-4:	C(C[5]C[5]S[5])(SC)(H)2	H(CC[5]HS)	S(CC[5]HH)(CCHH)	C(C[5]C[5]S[5])(SC)(H)2	H(CC[5]HS)	S(CC[5]HH)(CCHH)	108.9314	0.348	16	108.9314	0.348	16     108.9860       0.450      36      108.9039     0.951     594
490	690	980	3:2:1:1:	4:	4:4:	C[5]-3:S-2:H-1:H-1:	C-4:	C-4:C-4:	C(C[5]C[5]S[5])(SC)(H)2	H(CC[5]HS)	S(CC[6a]HH)(CC[5]HH)	C(C[5]C[5]S[5])(SC)(H)2	H(CC[5]HS)	S(CC[6a]HH)(CC[5]HH)	108.4825	0.141	4	108.4825	0.141	4     108.9860       0.450      36      108.9039     0.951     594
490	690	980	3:2:1:1:	4:	4:4:	C[5]-3:S-2:H-1:H-1:	C-4:	C-4:C-4:	C(C[5]N[5]2)(SC)(H)2	H(CC[5]HS)	S(CC[5]HH)(CCHH)	C(C[5]N[5]2)(SC)(H)2	H(CC[5]HS)	S(CC[5]HH)(CCHH)	108.7635	0.036	2	108.7635	0.036	2     108.9860       0.450      36      108.9039     0.951     594
490	690	980	3:2:1:1:	4:	4:4:	C[5]-3:S-2:H-1:H-1:	C-4:	C-4:C-4:	C(C[5]N[5]2)(SC)(H)2	H(CC[5]HS)	S(CC[5]HH)2	C(C[5]N[5]2)(SC)(H)2	H(CC[5]HS)	S(CC[5]HH)2	109.2177	0.250	3	109.2177	0.250	3     108.9860       0.450      36      108.9039     0.951     594
490	690	980	3:2:1:1:	4:	4:4:	C[5]-3:S-2:H-1:H-1:	C-4:	C-4:C-4:	C(C[5]N[5]S[5])(SC)(H)2	H(CC[5]HS)	S(CC[5]HH)2	C(C[5]N[5]S[5])(SC)(H)2	H(CC[5]HS)	S(CC[5]HH)2	109.4895	0.774	4	109.4895	0.774	4     108.9860       0.450      36      108.9039     0.951     594
490	690	980	3:2:1:1:	4:	4:4:	C[5a]-3:S-2:H-1:H-1:	C-4:	C-4:C-4:	C(C[5a]C[5a]O[5a])(SC)(H)2	H(CC[5a]HS)	S(CC[5a]HH)(CCHH)	C(C[5a]C[5a]O[5a])(SC)(H)2	H(CC[5a]HS)	S(CC[5a]HH)(CCHH)	108.6515	0.019	2	108.6515	0.019	2     108.6515       0.019      2      108.9039     0.951     594
490	690	980	3:2:1:1:	4:	4:4:	C[6]-3:S-2:H-1:H-1:	C-4:	C-4:C-4:	C(C[6]C[6]2)(SC)(H)2	H(CC[6]HS)	S(CC[6]HH)(CC3)	C(C[6]C[6]2)(SC)(H)2	H(CC[6]HS)	S(CC[6]HH)(CC3)	110.0744	0.279	12	110.0744	0.279	12     109.5057       1.201      66      108.9039     0.951     594
490	690	980	3:2:1:1:	4:	4:4:	C[6]-3:S-2:H-1:H-1:	C-4:	C-4:C-4:	C(C[6]C[6]2)(SC)(H)2	H(CC[6]HS)	S(CC[6]HH)2	C(C[6]C[6]2)(SC)(H)2	H(CC[6]HS)	S(CC[6]HH)2	109.5365	0.915	19	109.5365	0.915	19     109.5057       1.201      66      108.9039     0.951     594
490	690	980	3:2:1:1:	4:	4:4:	C[6]-3:S-2:H-1:H-1:	C-4:	C-4:C-4:	C(C[6]C[6]2)(SC)(H)2	H(CC[6]HS)	S(CC[6a]HH)(CC[6]HH)	C(C[6]C[6]2)(SC)(H)2	H(CC[6]HS)	S(CC[6a]HH)(CC[6]HH)	110.3132	0.070	11	110.3132	0.070	11     109.5057       1.201      66      108.9039     0.951     594
490	690	980	3:2:1:1:	4:	4:4:	C[6]-3:S-2:H-1:H-1:	C-4:	C-4:C-4:	C(C[6]C[6]N[6])(SC)(H)2	H(CC[6]HS)	S(CC[6]HH)(CCHH)	C(C[6]C[6]N[6])(SC)(H)2	H(CC[6]HS)	S(CC[6]HH)(CCHH)	109.2318	0.100	6	109.2318	0.100	6     109.5057       1.201      66      108.9039     0.951     594
490	690	980	3:2:1:1:	4:	4:4:	C[6]-3:S-2:H-1:H-1:	C-4:	C-4:C-4:	C(C[6]C[6]N[6])(SC)(H)2	H(CC[6]HS)	S(CC[6]HH)2	C(C[6]C[6]N[6])(SC)(H)2	H(CC[6]HS)	S(CC[6]HH)2	109.1699	0.177	14	109.1699	0.177	14     109.5057       1.201      66      108.9039     0.951     594
490	690	980	3:2:1:1:	4:	4:4:	C[6]-3:S-2:H-1:H-1:	C-4:	C-4:C-4:	C(C[6]C[6]N[6])(SC)(H)2	H(CC[6]HS)	S(CC[6a]HH)(CC[6]HH)	C(C[6]C[6]N[6])(SC)(H)2	H(CC[6]HS)	S(CC[6a]HH)(CC[6]HH)	108.4860	0.006	2	108.4860	0.006	2     109.5057       1.201      66      108.9039     0.951     594
