930	953	987	0:SP2_SP2_SP3	C	N[6]	S	3:4:4:	3:3:3:	3:3:1:1:	N[6]-3:S-4:S-4:	C[6]-3:C[6]-3:C-3:	C[6a]-3:C-3:O-1:O-1:	C(N[6]C[6]2)(SC[6a]OO)2	N[6](C[6]C[6]H)2(CSS)	S(C[6a]C[6a]2)(CN[6]S)(O)2	C(N[6]C[6]2)(SC[6a]OO)2	N[6](C[6]C[6]H)2(CSS){1|C<3>,2|H<1>}	S(C[6a]C[6a]2)(CN[6]S)(O)2	117.4915	0.500	2	117.4915	0.500	2	117.4915	0.500	2	117.4915	0.500	2	117.4915	0.500	2	117.4915	0.500	2
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	4:3:	C-4:O-2:O-1:	C-3:	C-4:C-3:	C(CCHN)(OC)(O)	O(CCO)	O(CC3)(CCO)	C(CCHN)(OC)(O)	O(CCO)	O(CC3)(CCO)	126.2008	0.944	25	126.2008	0.944	25	123.8213	1.723	3200	123.8395	1.732	3441	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	4:3:	C-4:O-2:O-1:	C-3:	C-4:C-3:	C(CCHN)(OC)(O)	O(CCO)	O(CCCH)(CCO)	C(CCHN)(OC)(O)	O(CCO)	O(CCCH)(CCO)	124.6931	0.719	15	124.6931	0.719	15	123.8213	1.723	3200	123.8395	1.732	3441	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	4:3:	C-4:O-2:O-1:	C-3:	C-4:C-3:	C(CCHN)(OC)(O)	O(CCO)	O(CCHH)(CCO)	C(CCHN)(OC)(O)	O(CCO)	O(CCHH)(CCO)	124.3745	0.923	50	124.3745	0.923	50	123.8213	1.723	3200	123.8395	1.732	3441	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	4:3:	C-4:O-2:O-1:	C-3:	C-4:C-3:	C(CCHN)(OC)(O)	O(CCO)	O(CC[3x6]HH)(CCO)	C(CCHN)(OC)(O)	O(CCO)	O(CC[3x6]HH)(CCO)	123.1040	0.000	1	123.1040	0.000	1	123.8213	1.723	3200	123.8395	1.732	3441	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	4:3:	C-4:O-2:O-1:	C-3:	C-4:C-3:	C(CCHN)(OC)(O)	O(CCO)	O(CC[6a]HH)(CCO)	C(CCHN)(OC)(O)	O(CCO)	O(CC[6a]HH)(CCO)	124.4568	0.825	11	124.4568	0.825	11	123.8213	1.723	3200	123.8395	1.732	3441	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	4:3:	C-4:O-2:O-1:	C-3:	C-4:C-3:	C(CCHN)(OC)(O)	O(CCO)	O(CH3)(CCO)	C(CCHN)(OC)(O)	O(CCO)	O(CH3)(CCO)	124.1168	0.857	228	124.1168	0.857	228	123.8213	1.723	3200	123.8395	1.732	3441	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	4:3:	C-4:O-2:O-1:	C-3:	C-4:C-3:	C(CCHO)(OC)(O)	O(CCO)	O(CC3)(CCO)	C(CCHO)(OC)(O)	O(CCO)	O(CC3)(CCO)	126.7016	0.668	8	126.7016	0.668	8	123.8213	1.723	3200	123.8395	1.732	3441	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	4:3:	C-4:O-2:O-1:	C-3:	C-4:C-3:	C(CCHO)(OC)(O)	O(CCO)	O(CCCH)(CCO)	C(CCHO)(OC)(O)	O(CCO)	O(CCCH)(CCO)	123.9829	1.851	25	123.9829	1.851	25	123.8213	1.723	3200	123.8395	1.732	3441	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	4:3:	C-4:O-2:O-1:	C-3:	C-4:C-3:	C(CCHO)(OC)(O)	O(CCO)	O(CCHH)(CCO)	C(CCHO)(OC)(O)	O(CCO)	O(CCHH)(CCO)	125.2582	1.254	18	125.2582	1.254	18	123.8213	1.723	3200	123.8395	1.732	3441	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	4:3:	C-4:O-2:O-1:	C-3:	C-4:C-3:	C(CCHO)(OC)(O)	O(CCO)	O(CC[5]CH)(CCO)	C(CCHO)(OC)(O)	O(CCO)	O(CC[5]CH)(CCO)	125.5990	0.000	1	125.5990	0.000	1	123.8213	1.723	3200	123.8395	1.732	3441	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	4:3:	C-4:O-2:O-1:	C-3:	C-4:C-3:	C(CCHO)(OC)(O)	O(CCO)	O(CC[6,6]HH)(CCO)	C(CCHO)(OC)(O)	O(CCO)	O(CC[6,6]HH)(CCO)	124.5360	0.000	1	124.5360	0.000	1	123.8213	1.723	3200	123.8395	1.732	3441	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	4:3:	C-4:O-2:O-1:	C-3:	C-4:C-3:	C(CCHO)(OC)(O)	O(CCO)	O(CC[6a]HH)(CCO)	C(CCHO)(OC)(O)	O(CCO)	O(CC[6a]HH)(CCO)	124.5640	0.000	1	124.5640	0.000	1	123.8213	1.723	3200	123.8395	1.732	3441	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	4:3:	C-4:O-2:O-1:	C-3:	C-4:C-3:	C(CCHO)(OC)(O)	O(CCO)	O(CH3)(CCO)	C(CCHO)(OC)(O)	O(CCO)	O(CH3)(CCO)	124.6964	1.047	28	124.6964	1.047	28	123.8213	1.723	3200	123.8395	1.732	3441	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	4:3:	C-4:O-2:O-1:	C-3:	C-4:C-3:	C(CCHP)(OC)(O)	O(CCO)	O(CH3)(CCO)	C(CCHP)(OC)(O)	O(CCO)	O(CH3)(CCO)	125.1375	0.766	2	125.1375	0.766	2	123.8213	1.723	3200	123.8395	1.732	3441	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	4:3:	C-4:O-2:O-1:	C-3:	C-4:C-3:	C(CCHS)(OC)(O)	O(CCO)	O(CCHH)(CCO)	C(CCHS)(OC)(O)	O(CCO)	O(CCHH)(CCO)	124.9077	0.795	6	124.9077	0.795	6	123.8213	1.723	3200	123.8395	1.732	3441	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	4:3:	C-4:O-2:O-1:	C-3:	C-4:C-3:	C(CCHS)(OC)(O)	O(CCO)	O(CH3)(CCO)	C(CCHS)(OC)(O)	O(CCO)	O(CH3)(CCO)	125.0653	0.370	3	125.0653	0.370	3	123.8213	1.723	3200	123.8395	1.732	3441	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	4:3:	C-4:O-2:O-1:	C-3:	C-4:C-3:	C(CCNS)(OC)(O)	O(CCO)	O(CH3)(CCO)	C(CCNS)(OC)(O)	O(CCO)	O(CH3)(CCO)	124.9670	0.000	2	124.9670	0.000	2	123.8213	1.723	3200	123.8395	1.732	3441	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	4:3:	C-4:O-2:O-1:	C-3:	C-4:C-3:	C(CC[3,6]HO)(OC)(O)	O(CCO)	O(CCHH)(CCO)	C(CC[3,6]HO)(OC)(O)	O(CCO)	O(CCHH)(CCO)	123.8830	0.000	1	123.8830	0.000	1	123.8213	1.723	3200	123.8395	1.732	3441	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	4:3:	C-4:O-2:O-1:	C-3:	C-4:C-3:	C(CC[3]HH)(OC)(O)	O(CCO)	O(CCHH)(CCO)	C(CC[3]HH)(OC)(O)	O(CCO)	O(CCHH)(CCO)	122.9610	0.000	2	122.9610	0.000	2	123.8213	1.723	3200	123.8395	1.732	3441	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	4:3:	C-4:O-2:O-1:	C-3:	C-4:C-3:	C(CC[3]HH)(OC)(O)	O(CCO)	O(CC[6a]HH)(CCO)	C(CC[3]HH)(OC)(O)	O(CCO)	O(CC[6a]HH)(CCO)	123.5360	0.000	1	123.5360	0.000	1	123.8213	1.723	3200	123.8395	1.732	3441	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	4:3:	C-4:O-2:O-1:	C-3:	C-4:C-3:	C(CC[3]HN)(OC)(O)	O(CCO)	O(CC3)(CCO)	C(CC[3]HN)(OC)(O)	O(CCO)	O(CC3)(CCO)	126.5390	0.000	1	126.5390	0.000	1	123.8213	1.723	3200	123.8395	1.732	3441	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	4:3:	C-4:O-2:O-1:	C-3:	C-4:C-3:	C(CC[3]HN)(OC)(O)	O(CCO)	O(CCHH)(CCO)	C(CC[3]HN)(OC)(O)	O(CCO)	O(CCHH)(CCO)	124.7027	0.616	3	124.7027	0.616	3	123.8213	1.723	3200	123.8395	1.732	3441	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	4:3:	C-4:O-2:O-1:	C-3:	C-4:C-3:	C(CC[3]HN)(OC)(O)	O(CCO)	O(CH3)(CCO)	C(CC[3]HN)(OC)(O)	O(CCO)	O(CH3)(CCO)	124.1838	0.366	6	124.1838	0.366	6	123.8213	1.723	3200	123.8395	1.732	3441	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	4:3:	C-4:O-2:O-1:	C-3:	C-4:C-3:	C(CC[3]HO)(OC)(O)	O(CCO)	O(CH3)(CCO)	C(CC[3]HO)(OC)(O)	O(CCO)	O(CH3)(CCO)	124.9310	0.000	1	124.9310	0.000	1	123.8213	1.723	3200	123.8395	1.732	3441	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	4:3:	C-4:O-2:O-1:	C-3:	C-4:C-3:	C(CC[4,6]CC)(OC)(O)	O(CCO)	O(CH3)(CCO)	C(CC[4,6]CC)(OC)(O)	O(CCO)	O(CH3)(CCO)	123.5850	0.000	1	123.5850	0.000	1	123.8213	1.723	3200	123.8395	1.732	3441	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	4:3:	C-4:O-2:O-1:	C-3:	C-4:C-3:	C(CC[4]HH)(OC)(O)	O(CCO)	O(CH3)(CCO)	C(CC[4]HH)(OC)(O)	O(CCO)	O(CH3)(CCO)	123.4150	0.000	2	123.4150	0.000	2	123.8213	1.723	3200	123.8395	1.732	3441	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	4:3:	C-4:O-2:O-1:	C-3:	C-4:C-3:	C(CC[4]HO)(OC)(O)	O(CCO)	O(CCHH)(CCO)	C(CC[4]HO)(OC)(O)	O(CCO)	O(CCHH)(CCO)	123.9780	0.000	1	123.9780	0.000	1	123.8213	1.723	3200	123.8395	1.732	3441	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	4:3:	C-4:O-2:O-1:	C-3:	C-4:C-3:	C(CC[5,6,6]HH)(OC)(O)	O(CCO)	O(CCHH)(CCO)	C(CC[5,6,6]HH)(OC)(O)	O(CCO)	O(CCHH)(CCO)	123.0784	0.904	11	123.0784	0.904	11	123.8213	1.723	3200	123.8395	1.732	3441	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	4:3:	C-4:O-2:O-1:	C-3:	C-4:C-3:	C(CC[5,6]HH)(OC)(O)	O(CCO)	O(CC3)(CCO)	C(CC[5,6]HH)(OC)(O)	O(CCO)	O(CC3)(CCO)	125.6900	0.000	1	125.6900	0.000	1	123.8213	1.723	3200	123.8395	1.732	3441	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	4:3:	C-4:O-2:O-1:	C-3:	C-4:C-3:	C(CC[5,6]HH)(OC)(O)	O(CCO)	O(CH3)(CCO)	C(CC[5,6]HH)(OC)(O)	O(CCO)	O(CH3)(CCO)	123.8792	0.625	5	123.8792	0.625	5	123.8213	1.723	3200	123.8395	1.732	3441	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	4:3:	C-4:O-2:O-1:	C-3:	C-4:C-3:	C(CC[5]CC)(OC)(O)	O(CCO)	O(CCHH)(CCO)	C(CC[5]CC)(OC)(O)	O(CCO)	O(CCHH)(CCO)	124.9010	0.526	2	124.9010	0.526	2	123.8213	1.723	3200	123.8395	1.732	3441	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	4:3:	C-4:O-2:O-1:	C-3:	C-4:C-3:	C(CC[5]CH)(OC)(O)	O(CCO)	O(CCCH)(CCO)	C(CC[5]CH)(OC)(O)	O(CCO)	O(CCCH)(CCO)	124.4245	0.139	4	124.4245	0.139	4	123.8213	1.723	3200	123.8395	1.732	3441	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	4:3:	C-4:O-2:O-1:	C-3:	C-4:C-3:	C(CC[5]CH)(OC)(O)	O(CCO)	O(CCHH)(CCO)	C(CC[5]CH)(OC)(O)	O(CCO)	O(CCHH)(CCO)	124.1244	0.742	12	124.1244	0.742	12	123.8213	1.723	3200	123.8395	1.732	3441	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	4:3:	C-4:O-2:O-1:	C-3:	C-4:C-3:	C(CC[5]CH)(OC)(O)	O(CCO)	O(CH3)(CCO)	C(CC[5]CH)(OC)(O)	O(CCO)	O(CH3)(CCO)	123.6978	0.989	51	123.6978	0.989	51	123.8213	1.723	3200	123.8395	1.732	3441	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	4:3:	C-4:O-2:O-1:	C-3:	C-4:C-3:	C(CC[5]CN)(OC)(O)	O(CCO)	O(CCHH)(CCO)	C(CC[5]CN)(OC)(O)	O(CCO)	O(CCHH)(CCO)	126.3990	0.000	1	126.3990	0.000	1	123.8213	1.723	3200	123.8395	1.732	3441	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	4:3:	C-4:O-2:O-1:	C-3:	C-4:C-3:	C(CC[5]CN)(OC)(O)	O(CCO)	O(CH3)(CCO)	C(CC[5]CN)(OC)(O)	O(CCO)	O(CH3)(CCO)	124.7930	0.000	1	124.7930	0.000	1	123.8213	1.723	3200	123.8395	1.732	3441	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	4:3:	C-4:O-2:O-1:	C-3:	C-4:C-3:	C(CC[5]CO)(OC)(O)	O(CCO)	O(CCHH)(CCO)	C(CC[5]CO)(OC)(O)	O(CCO)	O(CCHH)(CCO)	123.6690	0.000	1	123.6690	0.000	1	123.8213	1.723	3200	123.8395	1.732	3441	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	4:3:	C-4:O-2:O-1:	C-3:	C-4:C-3:	C(CC[5]FF)(OC)(O)	O(CCO)	O(CCHH)(CCO)	C(CC[5]FF)(OC)(O)	O(CCO)	O(CCHH)(CCO)	125.3315	0.039	2	125.3315	0.039	2	123.8213	1.723	3200	123.8395	1.732	3441	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	4:3:	C-4:O-2:O-1:	C-3:	C-4:C-3:	C(CC[5]HH)(OC)(O)	O(CCO)	O(CC3)(CCO)	C(CC[5]HH)(OC)(O)	O(CCO)	O(CC3)(CCO)	125.2985	0.840	11	125.2985	0.840	11	123.8213	1.723	3200	123.8395	1.732	3441	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	4:3:	C-4:O-2:O-1:	C-3:	C-4:C-3:	C(CC[5]HH)(OC)(O)	O(CCO)	O(CCCH)(CCO)	C(CC[5]HH)(OC)(O)	O(CCO)	O(CCCH)(CCO)	123.9595	0.101	2	123.9595	0.101	2	123.8213	1.723	3200	123.8395	1.732	3441	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	4:3:	C-4:O-2:O-1:	C-3:	C-4:C-3:	C(CC[5]HH)(OC)(O)	O(CCO)	O(CCHH)(CCO)	C(CC[5]HH)(OC)(O)	O(CCO)	O(CCHH)(CCO)	123.7127	0.663	46	123.7127	0.663	46	123.8213	1.723	3200	123.8395	1.732	3441	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	4:3:	C-4:O-2:O-1:	C-3:	C-4:C-3:	C(CC[5]HH)(OC)(O)	O(CCO)	O(CC[5]HH)(CCO)	C(CC[5]HH)(OC)(O)	O(CCO)	O(CC[5]HH)(CCO)	117.0070	0.000	1	117.0070	0.000	1	123.8213	1.723	3200	123.8395	1.732	3441	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	4:3:	C-4:O-2:O-1:	C-3:	C-4:C-3:	C(CC[5]HH)(OC)(O)	O(CCO)	O(CH3)(CCO)	C(CC[5]HH)(OC)(O)	O(CCO)	O(CH3)(CCO)	123.4591	0.666	32	123.4591	0.666	32	123.8213	1.723	3200	123.8395	1.732	3441	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	4:3:	C-4:O-2:O-1:	C-3:	C-4:C-3:	C(CC[5]HN)(OC)(O)	O(CCO)	O(CH3)(CCO)	C(CC[5]HN)(OC)(O)	O(CCO)	O(CH3)(CCO)	125.8970	0.975	3	125.8970	0.975	3	123.8213	1.723	3200	123.8395	1.732	3441	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	4:3:	C-4:O-2:O-1:	C-3:	C-4:C-3:	C(CC[5]HO)(OC)(O)	O(CCO)	O(CC3)(CCO)	C(CC[5]HO)(OC)(O)	O(CCO)	O(CC3)(CCO)	127.3290	1.181	4	127.3290	1.181	4	123.8213	1.723	3200	123.8395	1.732	3441	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	4:3:	C-4:O-2:O-1:	C-3:	C-4:C-3:	C(CC[5]HO)(OC)(O)	O(CCO)	O(CCHH)(CCO)	C(CC[5]HO)(OC)(O)	O(CCO)	O(CCHH)(CCO)	124.2269	0.375	7	124.2269	0.375	7	123.8213	1.723	3200	123.8395	1.732	3441	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	4:3:	C-4:O-2:O-1:	C-3:	C-4:C-3:	C(CC[5]HO)(OC)(O)	O(CCO)	O(CH3)(CCO)	C(CC[5]HO)(OC)(O)	O(CCO)	O(CH3)(CCO)	123.9100	0.648	2	123.9100	0.648	2	123.8213	1.723	3200	123.8395	1.732	3441	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	4:3:	C-4:O-2:O-1:	C-3:	C-4:C-3:	C(CC[5]OO)(OC)(O)	O(CCO)	O(CH3)(CCO)	C(CC[5]OO)(OC)(O)	O(CCO)	O(CH3)(CCO)	125.0220	0.000	1	125.0220	0.000	1	123.8213	1.723	3200	123.8395	1.732	3441	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	4:3:	C-4:O-2:O-1:	C-3:	C-4:C-3:	C(CC[5a]CH)(OC)(O)	O(CCO)	O(CC3)(CCO)	C(CC[5a]CH)(OC)(O)	O(CCO)	O(CC3)(CCO)	126.1030	0.184	2	126.1030	0.184	2	123.8213	1.723	3200	123.8395	1.732	3441	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	4:3:	C-4:O-2:O-1:	C-3:	C-4:C-3:	C(CC[5a]CH)(OC)(O)	O(CCO)	O(CH3)(CCO)	C(CC[5a]CH)(OC)(O)	O(CCO)	O(CH3)(CCO)	124.4398	1.320	8	124.4398	1.320	8	123.8213	1.723	3200	123.8395	1.732	3441	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	4:3:	C-4:O-2:O-1:	C-3:	C-4:C-3:	C(CC[5a]CO)(OC)(O)	O(CCO)	O(CCHH)(CCO)	C(CC[5a]CO)(OC)(O)	O(CCO)	O(CCHH)(CCO)	126.0050	0.000	1	126.0050	0.000	1	123.8213	1.723	3200	123.8395	1.732	3441	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	4:3:	C-4:O-2:O-1:	C-3:	C-4:C-3:	C(CC[5a]C[6a]C)(OC)(O)	O(CCO)	O(CH3)(CCO)	C(CC[5a]C[6a]C)(OC)(O)	O(CCO)	O(CH3)(CCO)	122.9920	0.802	2	122.9920	0.802	2	123.8213	1.723	3200	123.8395	1.732	3441	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	4:3:	C-4:O-2:O-1:	C-3:	C-4:C-3:	C(CC[5a]FF)(OC)(O)	O(CCO)	O(CCHH)(CCO)	C(CC[5a]FF)(OC)(O)	O(CCO)	O(CCHH)(CCO)	127.2350	0.000	1	127.2350	0.000	1	123.8213	1.723	3200	123.8395	1.732	3441	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	4:3:	C-4:O-2:O-1:	C-3:	C-4:C-3:	C(CC[5a]HH)(OC)(O)	O(CCO)	O(CCCH)(CCO)	C(CC[5a]HH)(OC)(O)	O(CCO)	O(CCCH)(CCO)	124.6879	0.643	7	124.6879	0.643	7	123.8213	1.723	3200	123.8395	1.732	3441	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	4:3:	C-4:O-2:O-1:	C-3:	C-4:C-3:	C(CC[5a]HH)(OC)(O)	O(CCO)	O(CCHH)(CCO)	C(CC[5a]HH)(OC)(O)	O(CCO)	O(CCHH)(CCO)	123.9082	0.661	17	123.9082	0.661	17	123.8213	1.723	3200	123.8395	1.732	3441	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	4:3:	C-4:O-2:O-1:	C-3:	C-4:C-3:	C(CC[5a]HH)(OC)(O)	O(CCO)	O(CH3)(CCO)	C(CC[5a]HH)(OC)(O)	O(CCO)	O(CH3)(CCO)	123.9420	0.638	16	123.9420	0.638	16	123.8213	1.723	3200	123.8395	1.732	3441	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	4:3:	C-4:O-2:O-1:	C-3:	C-4:C-3:	C(CC[5a]HN)(OC)(O)	O(CCO)	O(CCHH)(CCO)	C(CC[5a]HN)(OC)(O)	O(CCO)	O(CCHH)(CCO)	124.3710	0.000	1	124.3710	0.000	1	123.8213	1.723	3200	123.8395	1.732	3441	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	4:3:	C-4:O-2:O-1:	C-3:	C-4:C-3:	C(CC[5a]HO)(OC)(O)	O(CCO)	O(CH3)(CCO)	C(CC[5a]HO)(OC)(O)	O(CCO)	O(CH3)(CCO)	124.7070	0.000	1	124.7070	0.000	1	123.8213	1.723	3200	123.8395	1.732	3441	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	4:3:	C-4:O-2:O-1:	C-3:	C-4:C-3:	C(CC[5a]NO)(OC)(O)	O(CCO)	O(CH3)(CCO)	C(CC[5a]NO)(OC)(O)	O(CCO)	O(CH3)(CCO)	125.5560	0.000	1	125.5560	0.000	1	123.8213	1.723	3200	123.8395	1.732	3441	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	4:3:	C-4:O-2:O-1:	C-3:	C-4:C-3:	C(CC[6,6]C[6a]N)(OC)(O)	O(CCO)	O(CH3)(CCO)	C(CC[6,6]C[6a]N)(OC)(O)	O(CCO)	O(CH3)(CCO)	123.0280	0.000	1	123.0280	0.000	1	123.8213	1.723	3200	123.8395	1.732	3441	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	4:3:	C-4:O-2:O-1:	C-3:	C-4:C-3:	C(CC[6,6]HH)(OC)(O)	O(CCO)	O(CH3)(CCO)	C(CC[6,6]HH)(OC)(O)	O(CCO)	O(CH3)(CCO)	123.8307	0.204	3	123.8307	0.204	3	123.8213	1.723	3200	123.8395	1.732	3441	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	4:3:	C-4:O-2:O-1:	C-3:	C-4:C-3:	C(CC[6,6]HO)(OC)(O)	O(CCO)	O(CCHH)(CCO)	C(CC[6,6]HO)(OC)(O)	O(CCO)	O(CCHH)(CCO)	123.5710	0.000	1	123.5710	0.000	1	123.8213	1.723	3200	123.8395	1.732	3441	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	4:3:	C-4:O-2:O-1:	C-3:	C-4:C-3:	C(CC[6]2O)(OC)(O)	O(CCO)	O(CCHH)(CCO)	C(CC[6]2O)(OC)(O)	O(CCO)	O(CCHH)(CCO)	124.6160	0.000	1	124.6160	0.000	1	123.8213	1.723	3200	123.8395	1.732	3441	123.7624	1.636	24949	123.7624	1.636	24949
930	954	958	0:SP2_SP2_SP2	C	O	O	4:2:1:	3:	4:3:	C-4:O-2:O-1:	C-3:	C-4:C-3:	C(CC[6]CC)(OC)(O)	O(CCO)	O(CH3)(CCO)	C(CC[6]CC)(OC)(O)	O(CCO)	O(CH3)(CCO)	121.9435	0.474	2	121.9435	0.474	2	123.8213	1.723	3200	123.8395	1.732	3441	123.7624	1.636	24949	123.7624	1.636	24949
