490	690	742	0:SP3_SP-NON_SP3	C	H	B[4]	4:4:1:1:	4:	4:4:4:2:	B[4]-4:C-4:H-1:H-1:	C-4:	P[4]-4:P[4]-4:C-4:O-2:	C(B[4]P[4]2O)(CCCH)(H)2	H(CB[4]CH)	B[4](P[4]B[4]CC)2(CCHH)(OS)	C(B[4]P[4]2O)(CCCH)(H)2	H(CB[4]CH)	B[4](P[4]B[4]CC)2(CCHH)(OS){1|C<4>,1|H<1>}	107.0165	0.019	2	107.0165	0.019	2	107.0165	0.019	2	107.0165	0.019	2	107.0165	0.019	2	107.0165	0.019	2
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	C[6]-3:C[6]-3:C-4:	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]H)2(CH3)	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]H)2(CH3){2|Os<7>,1|C<3>}	109.4780	0.025	2	109.5277	0.542	3427	109.5935	0.754	7285	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	C[6]-3:C[6]-3:C-4:	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]H)2(CH3)	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]H)2(CH3){3|C<3>}	110.1939	2.356	17	109.5277	0.542	3427	109.5935	0.754	7285	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	C[6]-3:C[6]-3:C-4:	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]H)2(CH3)	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]H)2(CH3){3|C<4>}	109.4743	0.291	122	109.5277	0.542	3427	109.5935	0.754	7285	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	C[6]-3:C[6]-3:C-4:	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]H)2(CH3)	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]H)2(CH3){3|N<3>}	109.4803	0.069	9	109.5277	0.542	3427	109.5935	0.754	7285	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	C[6]-3:C[6]-3:C-4:	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]Hf)(C[6]C[6]H)(CH3)	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]Hf)(C[6]C[6]H)(CH3){1|C<4>,2|C<3>}	109.5173	0.020	3	109.5173	0.020	3	109.5935	0.754	7285	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	C[6]-3:C[6]-3:C-4:	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]Hg)(C[6]C[6]H)(CH3)	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]Hg)(C[6]C[6]H)(CH3){1|C<3>,1|C<4>,1|N<4>}	109.4874	0.041	5	109.4874	0.041	5	109.5935	0.754	7285	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	C[6]-3:C[6]-3:C-4:	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]In)(C[6]C[6]H)(CH3)	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]In)(C[6]C[6]H)(CH3){1|C<3>,2|C<4>}	109.4690	0.068	7	109.4690	0.068	7	109.5935	0.754	7285	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	C[6]-3:C[6]-3:C-4:	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]Ir)(C[6]C[6]H)(CH3)	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]Ir)(C[6]C[6]H)(CH3){1|C<3>,1|C<4>,1|H<1>}	109.4670	0.040	5	109.4763	0.038	17	109.5935	0.754	7285	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	C[6]-3:C[6]-3:C-4:	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]Ir)(C[6]C[6]H)(CH3)	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]Ir)(C[6]C[6]H)(CH3){1|C<3>,1|C<4>,1|N<3>}	109.4915	0.034	6	109.4763	0.038	17	109.5935	0.754	7285	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	C[6]-3:C[6]-3:C-4:	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]Ir)(C[6]C[6]H)(CH3)	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]Ir)(C[6]C[6]H)(CH3){1|C<3>,2|C<4>}	109.4688	0.041	6	109.4763	0.038	17	109.5935	0.754	7285	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	C[6]-3:C[6]-3:C-4:	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]Mg)(C[6]C[6]H)(CH3)	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]Mg)(C[6]C[6]H)(CH3){1|C<3>,2|C<4>}	109.4665	0.241	43	109.4665	0.241	43	109.5935	0.754	7285	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	C[6]-3:C[6]-3:C-4:	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]Mn)(C[6]C[6]H)(CH3)	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]Mn)(C[6]C[6]H)(CH3){1|C<3>,2|C<4>}	109.4953	0.836	3	109.4953	0.836	3	109.5935	0.754	7285	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	C[6]-3:C[6]-3:C-4:	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]N)(C[6]N[6]H)(CH3)	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]N)(C[6]N[6]H)(CH3){1|C<3>,1|H<1>,1|O<1>}	109.4672	0.038	11	109.4711	0.045	20	109.5935	0.754	7285	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	C[6]-3:C[6]-3:C-4:	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]N)(C[6]N[6]H)(CH3)	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]N)(C[6]N[6]H)(CH3){1|Cd<6>,1|C<3>,1|H<1>}	109.4633	0.025	3	109.4711	0.045	20	109.5935	0.754	7285	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	C[6]-3:C[6]-3:C-4:	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]N)(C[6]N[6]H)(CH3)	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]N)(C[6]N[6]H)(CH3){1|Pt<4>,1|C<3>,1|C<4>}	109.4823	0.065	6	109.4711	0.045	20	109.5935	0.754	7285	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	C[6]-3:C[6]-3:C-4:	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]N[5])(C[6]C[6]H)(CH3)	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]N[5])(C[6]C[6]H)(CH3){1|C<4>,2|C<3>,2|H<1>}	109.4643	0.178	3	109.4707	0.087	11	109.5935	0.754	7285	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	C[6]-3:C[6]-3:C-4:	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]N[5])(C[6]C[6]H)(CH3)	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]N[5])(C[6]C[6]H)(CH3){1|Ir<6>,1|C<4>,3|C<3>}	109.4465	0.035	4	109.4707	0.087	11	109.5935	0.754	7285	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	C[6]-3:C[6]-3:C-4:	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]N[5])(C[6]C[6]H)(CH3)	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]N[5])(C[6]C[6]H)(CH3){1|Ru<6>,2|C<4>,3|C<3>}	109.5225	0.016	2	109.4707	0.087	11	109.5935	0.754	7285	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	C[6]-3:C[6]-3:C-4:	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]N[5])(C[6]C[6]H)(CH3)	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]N[5])(C[6]C[6]H)(CH3){1|Y<7>,2|C<4>,3|C<3>}	109.4770	0.023	2	109.4707	0.087	11	109.5935	0.754	7285	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	C[6]-3:C[6]-3:C-4:	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]N[6])(C[6]C[6,6]H)(CH3)	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]N[6])(C[6]C[6,6]H)(CH3){1|C<4>,1|N<2>,1|O<1>,2|C<3>}	109.4817	0.012	3	109.4905	0.027	6	109.5935	0.754	7285	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	C[6]-3:C[6]-3:C-4:	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]N[6])(C[6]C[6,6]H)(CH3)	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]N[6])(C[6]C[6,6]H)(CH3){1|C<4>,1|N<3>,1|O<1>,2|C<3>}	109.4993	0.038	3	109.4905	0.027	6	109.5935	0.754	7285	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	C[6]-3:C[6]-3:C-4:	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]N[6])(C[6]C[6]H)(CH3)	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]N[6])(C[6]C[6]H)(CH3){1|Cr<10>,1|Mn<7>,1|C<3>,1|C<4>,1|C<5>,1|H<1>}	109.4708	0.024	6	109.4719	0.036	25	109.5935	0.754	7285	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	C[6]-3:C[6]-3:C-4:	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]N[6])(C[6]C[6]H)(CH3)	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]N[6])(C[6]C[6]H)(CH3){1|Cr<10>,1|Re<7>,1|C<3>,1|C<4>,1|C<5>,1|H<1>}	109.4227	0.044	3	109.4719	0.036	25	109.5935	0.754	7285	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	C[6]-3:C[6]-3:C-4:	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]N[6])(C[6]C[6]H)(CH3)	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]N[6])(C[6]C[6]H)(CH3){1|Ir<6>,1|H<1>,3|C<3>}	109.4700	0.033	5	109.4719	0.036	25	109.5935	0.754	7285	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	C[6]-3:C[6]-3:C-4:	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]N[6])(C[6]C[6]H)(CH3)	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]N[6])(C[6]C[6]H)(CH3){1|N<3>,3|C<3>}	109.4725	0.015	2	109.4719	0.036	25	109.5935	0.754	7285	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	C[6]-3:C[6]-3:C-4:	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]N[6])(C[6]C[6]H)(CH3)	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]N[6])(C[6]C[6]H)(CH3){1|Re<6>,1|H<1>,3|C<3>}	109.5030	0.035	3	109.4719	0.036	25	109.5935	0.754	7285	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	C[6]-3:C[6]-3:C-4:	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]N[6])(C[6]C[6]H)(CH3)	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]N[6])(C[6]C[6]H)(CH3){1|Ru<6>,1|H<1>,1|N<3>,2|C<3>}	109.4835	0.038	6	109.4719	0.036	25	109.5935	0.754	7285	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	C[6]-3:C[6]-3:C-4:	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]N[6])(C[6]N[6]H)(CH3)	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]N[6])(C[6]N[6]H)(CH3){2|H<1>,3|C<3>}	109.4783	0.010	3	109.4783	0.010	3	109.5935	0.754	7285	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	C[6]-3:C[6]-3:C-4:	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]O)(C[6]N[6]C)(CH3)	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]O)(C[6]N[6]C)(CH3){1|Ag<2>,1|C<3>,1|C<4>}	109.4824	0.053	5	109.4777	0.031	43	109.5935	0.754	7285	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	C[6]-3:C[6]-3:C-4:	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]O)(C[6]N[6]C)(CH3)	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]O)(C[6]N[6]C)(CH3){1|Cu<4>,1|C<3>,1|C<4>}	109.4708	0.026	13	109.4777	0.031	43	109.5935	0.754	7285	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	C[6]-3:C[6]-3:C-4:	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]O)(C[6]N[6]C)(CH3)	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]O)(C[6]N[6]C)(CH3){1|Cu<5>,1|C<3>,1|C<4>}	109.4841	0.019	7	109.4777	0.031	43	109.5935	0.754	7285	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	C[6]-3:C[6]-3:C-4:	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]O)(C[6]N[6]C)(CH3)	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]O)(C[6]N[6]C)(CH3){1|Cu<6>,1|C<3>,1|C<4>}	109.4926	0.043	5	109.4777	0.031	43	109.5935	0.754	7285	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	C[6]-3:C[6]-3:C-4:	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]O)(C[6]N[6]C)(CH3)	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]O)(C[6]N[6]C)(CH3){1|Mn<6>,1|C<3>,1|C<4>}	109.4742	0.024	4	109.4777	0.031	43	109.5935	0.754	7285	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	C[6]-3:C[6]-3:C-4:	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]O)(C[6]N[6]C)(CH3)	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]O)(C[6]N[6]C)(CH3){1|Ni<6>,1|C<3>,1|C<4>}	109.4737	0.018	3	109.4777	0.031	43	109.5935	0.754	7285	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	C[6]-3:C[6]-3:C-4:	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]O)(C[6]N[6]C)(CH3)	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]O)(C[6]N[6]C)(CH3){1|Zn<4>,1|C<3>,1|C<4>}	109.4557	0.034	3	109.4777	0.031	43	109.5935	0.754	7285	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	C[6]-3:C[6]-3:C-4:	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]O)(C[6]N[6]C)(CH3)	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]O)(C[6]N[6]C)(CH3){1|Zn<6>,1|C<3>,1|C<4>}	109.4900	0.044	3	109.4777	0.031	43	109.5935	0.754	7285	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	C[6]-3:C[6]-3:C-4:	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]O)(C[6]N[6]H)(CH3)	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]O)(C[6]N[6]H)(CH3){1|Ag<2>,1|C<3>,1|C<4>}	109.4545	0.056	6	109.4717	0.038	46	109.5935	0.754	7285	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	C[6]-3:C[6]-3:C-4:	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]O)(C[6]N[6]H)(CH3)	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]O)(C[6]N[6]H)(CH3){1|C<3>,1|C<4>,2|H<1>}	109.4910	0.055	3	109.4717	0.038	46	109.5935	0.754	7285	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	C[6]-3:C[6]-3:C-4:	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]O)(C[6]N[6]H)(CH3)	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]O)(C[6]N[6]H)(CH3){1|Cu<4>,1|C<3>,1|C<4>}	109.4744	0.034	12	109.4717	0.038	46	109.5935	0.754	7285	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	C[6]-3:C[6]-3:C-4:	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]O)(C[6]N[6]H)(CH3)	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]O)(C[6]N[6]H)(CH3){1|Cu<5>,1|C<3>,1|C<4>}	109.4630	0.037	5	109.4717	0.038	46	109.5935	0.754	7285	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	C[6]-3:C[6]-3:C-4:	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]O)(C[6]N[6]H)(CH3)	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]O)(C[6]N[6]H)(CH3){1|Cu<6>,1|C<3>,1|C<4>}	109.4812	0.026	6	109.4717	0.038	46	109.5935	0.754	7285	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	C[6]-3:C[6]-3:C-4:	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]O)(C[6]N[6]H)(CH3)	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]O)(C[6]N[6]H)(CH3){1|Mn<6>,1|C<3>,1|C<4>}	109.4746	0.038	5	109.4717	0.038	46	109.5935	0.754	7285	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	C[6]-3:C[6]-3:C-4:	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]O)(C[6]N[6]H)(CH3)	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]O)(C[6]N[6]H)(CH3){1|Ni<6>,1|C<3>,1|C<4>}	109.4520	0.054	3	109.4717	0.038	46	109.5935	0.754	7285	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	C[6]-3:C[6]-3:C-4:	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]O)(C[6]N[6]H)(CH3)	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]O)(C[6]N[6]H)(CH3){1|Zn<4>,1|C<3>,1|C<4>}	109.4627	0.038	3	109.4717	0.038	46	109.5935	0.754	7285	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:1:1:1:	4:	3:3:4:	C[6]-3:H-1:H-1:H-1:	C-4:	C[6]-3:C[6]-3:C-4:	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]O)(C[6]N[6]H)(CH3)	C(C[6]C[6]2)(H)3	H(CC[6]HH)	C[6](C[6]C[6]O)(C[6]N[6]H)(CH3){1|Zn<6>,1|C<3>,1|C<4>}	109.4960	0.026	3	109.4717	0.038	46	109.5935	0.754	7285	109.5808	0.735	12113	109.3711	0.934	20908	109.3697	0.937	21039
