490	690	742	0:SP3_SP-NON_SP3	C	H	B[4]	4:4:1:1:	4:	4:4:4:2:	B[4]-4:C-4:H-1:H-1:	C-4:	P[4]-4:P[4]-4:C-4:O-2:	C(B[4]P[4]2O)(CCCH)(H)2	H(CB[4]CH)	B[4](P[4]B[4]CC)2(CCHH)(OS)	C(B[4]P[4]2O)(CCCH)(H)2	H(CB[4]CH)	B[4](P[4]B[4]CC)2(CCHH)(OS){1|C<4>,1|H<1>}	107.0165	0.019	2	107.0165	0.019	2	107.0165	0.019	2	107.0165	0.019	2	107.0165	0.019	2	107.0165	0.019	2
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:3:1:1:	4:	3:3:4:	N[5a]-3:C[6]-3:H-1:H-1:	C-4:	C[6]-3:C[6]-3:C-4:	C(N[5a]N[5a]2)(C[6]C[6]2)(H)2	H(CN[5a]C[6]H)	C[6](C[6]C[6]H)(C[6]N[6]H)(CN[5a]HH)	C(N[5a]N[5a]2)(C[6]C[6]2)(H)2	H(CN[5a]C[6]H)	C[6](C[6]C[6]H)(C[6]N[6]H)(CN[5a]HH){1|Co<6>,1|C<3>,1|H<1>}	109.2685	0.009	2	109.2685	0.009	2	109.0181	0.331	53	109.0263	0.649	1938	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:3:1:1:	4:	3:3:4:	N[5a]-3:C[6]-3:H-1:H-1:	C-4:	C[6]-3:N[6]-3:C-4:	C(N[5a]C[5a]N[5a])(C[6]C[6]N[6])(H)2	H(CN[5a]C[6]H)	C[6](C[6]C[6]H)(N[6]C[6]H)(CN[5a]HH)	C(N[5a]C[5a]N[5a])(C[6]C[6]N[6])(H)2	H(CN[5a]C[6]H)	C[6](C[6]C[6]H)(N[6]C[6]H)(CN[5a]HH){1|C<3>,2|H<1>}	109.2065	0.011	2	109.2065	0.011	2	109.2065	0.011	2	109.0263	0.649	1938	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:3:1:1:	4:	3:3:4:	N[5a]-3:C[6]-3:H-1:H-1:	C-4:	N[6]-3:C[6]-3:C-4:	C(N[5a]C[5a]N[5a])(C[6]C[6]N[6])(H)2	H(CN[5a]C[6]H)	C[6](N[6]C[6]Cu)(C[6]C[6]H)(CN[5a]HH)	C(N[5a]C[5a]N[5a])(C[6]C[6]N[6])(H)2	H(CN[5a]C[6]H)	C[6](N[6]C[6]Cu)(C[6]C[6]H)(CN[5a]HH){1|C<3>,2|H<1>}	109.2335	0.184	6	109.2335	0.184	6	109.1870	0.178	8	109.0263	0.649	1938	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:3:1:1:	4:	3:3:4:	N[5a]-3:C[6]-3:H-1:H-1:	C-4:	N[6]-3:C[6]-3:C-4:	C(N[5a]C[5a]N[5a])(C[6]C[6]N[6])(H)2	H(CN[5a]C[6]H)	C[6](N[6]C[6]Rh)(C[6]C[6]H)(CN[5a]HH)	C(N[5a]C[5a]N[5a])(C[6]C[6]N[6])(H)2	H(CN[5a]C[6]H)	C[6](N[6]C[6]Rh)(C[6]C[6]H)(CN[5a]HH){1|C<3>,2|H<1>}	109.0475	0.006	2	109.0475	0.006	2	109.1870	0.178	8	109.0263	0.649	1938	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:3:1:1:	4:	3:3:4:	N[6]-3:C[6]-3:H-1:H-1:	C-4:	N[6]-3:C[6]-3:C-4:	C(N[6]C[5,6]C[6])(C[6]C[6]N[6])(H)2	H(CC[6]N[6]H)	C[6](N[6]C[6]Ni)(C[6]C[6]H)(CN[6]HH)	C(N[6]C[5,6]C[6])(C[6]C[6]N[6])(H)2	H(CC[6]N[6]H)	C[6](N[6]C[6]Ni)(C[6]C[6]H)(CN[6]HH){1|C<3>,2|H<1>}	109.4565	0.460	4	109.4565	0.460	4	109.4565	0.460	4	109.0263	0.649	1938	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:3:1:1:	4:	3:3:4:	N[6a]-3:C[6]-3:H-1:H-1:	C-4:	C[6]-3:C[6]-3:C-4:	C(N[6a]C[6a]2)(C[6]C[6]2)(H)2	H(CN[6a]C[6]H)	C[6](C[6]C[6]H)(C[6]N[6]H)(CN[6a]HH)	C(N[6a]C[6a]2)(C[6]C[6]2)(H)2	H(CN[6a]C[6]H)	C[6](C[6]C[6]H)(C[6]N[6]H)(CN[6a]HH){1|Cd<6>,1|C<3>,1|H<1>}	109.0175	0.035	4	109.0175	0.035	4	109.1170	0.175	8	109.0263	0.649	1938	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:3:1:1:	4:	3:3:4:	N[6a]-3:C[6]-3:H-1:H-1:	C-4:	C[6]-3:C[6]-3:C-4:	C(N[6a]C[6a]2)(C[6]C[6]2)(H)2	H(CN[6a]C[6]H)	C[6](C[6]C[6]H)2(CN[6a]HH)	C(N[6a]C[6a]2)(C[6]C[6]2)(H)2	H(CN[6a]C[6]H)	C[6](C[6]C[6]H)2(CN[6a]HH){1|N<3>,2|H<1>}	109.2165	0.209	4	109.2165	0.209	4	109.1170	0.175	8	109.0263	0.649	1938	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:3:1:1:	4:	3:4:2:	C[6]-3:C[6a]-3:H-1:H-1:	C-4:	C[6]-3:C-4:N[6]-2:	C(C[6]C[6]N[6])(C[6a]C[6a]2)(H)2	H(CC[6a]C[6]H)	C[6](C[6]N[6]O)(CC[6a]HH)(N[6]N[6])	C(C[6]C[6]N[6])(C[6a]C[6a]2)(H)2	H(CC[6a]C[6]H)	C[6](C[6]N[6]O)(CC[6a]HH)(N[6]N[6]){1|C<3>,1|H<1>,1|N<3>}	108.6830	0.031	2	108.6830	0.031	2	108.6830	0.031	2	108.9351	0.249	7	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:3:1:1:	4:	3:4:2:	C[6]-3:C[6a]-3:H-1:H-1:	C-4:	C[6]-3:C-4:O[6]-2:	C(C[6]C[6]O[6])(C[6a]C[6a]2)(H)2	H(CC[6a]C[6]H)	C[6](C[6]C[6,6a]H)(CC[6a]HH)(O[6]C[6])	C(C[6]C[6]O[6])(C[6a]C[6a]2)(H)2	H(CC[6a]C[6]H)	C[6](C[6]C[6,6a]H)(CC[6a]HH)(O[6]C[6]){1|S<1>,2|C<3>}	108.6860	0.000	1	108.6860	0.000	1	109.0360	0.220	5	108.9351	0.249	7	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:3:1:1:	4:	3:4:2:	C[6]-3:C[6a]-3:H-1:H-1:	C-4:	C[6]-3:C-4:O[6]-2:	C(C[6]C[6]O[6])(C[6a]C[6a]2)(H)2	H(CC[6a]C[6]H)	C[6](C[6]C[6]H)(CC[6a]HH)(O[6]H[6])	C(C[6]C[6]O[6])(C[6a]C[6a]2)(H)2	H(CC[6a]C[6]H)	C[6](C[6]C[6]H)(CC[6a]HH)(O[6]H[6]){1|C<4>,1|O<2>}	109.1235	0.117	4	109.1235	0.117	4	109.0360	0.220	5	108.9351	0.249	7	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:3:1:1:	4:	3:4:4:	C[6]-3:N[6]-3:H-1:H-1:	C-4:	C[6]-3:C[6]-4:C-4:	C(C[6]C[6]2)(N[6]C[6]2)(H)2	H(CC[6]N[6]H)	C[6](C[6]N[4,6]C)(C[6]S[6]HH)(CN[6]HH)	C(C[6]C[6]2)(N[6]C[6]2)(H)2	H(CC[6]N[6]H)	C[6](C[6]N[4,6]C)(C[6]S[6]HH)(CN[6]HH){1|C<3>,1|C<4>}	109.3445	0.177	2	109.3445	0.177	2	109.3445	0.177	2	109.3445	0.177	2	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:3:1:1:	4:	4:3:4:	C[5]-3:C[6]-3:H-1:H-1:	C-4:	C[6]-4:C[6]-3:C-4:	C(C[5]N[5]O[5])(C[6]C[6]2)(H)2	H(CC[5]C[6]H)	C[6](C[6]C[6]RhH)(C[6]C[6]C)(CC[5]HH)	C(C[5]N[5]O[5])(C[6]C[6]2)(H)2	H(CC[5]C[6]H)	C[6](C[6]C[6]RhH)(C[6]C[6]C)(CC[5]HH){1|C<3>,1|C<4>,1|H<1>}	108.8221	0.514	8	108.8221	0.514	8	108.8221	0.514	8	109.1008	1.308	73	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:3:1:1:	4:	4:3:4:	C[5a]-3:C[6]-3:H-1:H-1:	C-4:	C[6]-4:C[6]-3:C-4:	C(C[5a]C[5a]O[5a])(C[6]C[6]2)(H)2	H(CC[5a]C[6]H)	C[6](C[6]C[6a]O[6]H)(C[6]C[6,6a]O)(CC[5a]HH)	C(C[5a]C[5a]O[5a])(C[6]C[6]2)(H)2	H(CC[5a]C[6]H)	C[6](C[6]C[6a]O[6]H)(C[6]C[6,6a]O)(CC[5a]HH){4|C<3>}	108.8655	0.022	2	108.8655	0.022	2	108.8655	0.022	2	109.1008	1.308	73	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:3:1:1:	4:	4:3:4:	C[6]-3:C-3:H-1:H-1:	C-4:	C[3,6]-4:C[6]-3:C-4:	C(C[6]C[3,6]C[6])(CCH)(H)2	H(CC[6]CH)	C[6](C[3,6]C[3]2O[6])(C[6]C[6,6a]C)(CCHH)	C(C[6]C[3,6]C[6])(CCH)(H)2	H(CC[6]CH)	C[6](C[3,6]C[3]2O[6])(C[6]C[6,6a]C)(CCHH){2|C<3>,4|H<1>}	108.6860	0.006	2	108.6860	0.006	2	108.6860	0.006	2	109.1008	1.308	73	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:3:1:1:	4:	4:3:4:	C[6]-3:C-3:H-1:H-1:	C-4:	C[6]-4:B[6]-3:C-4:	C(C[6]B[6]C[6])(CHH)(H)2	H(CC[6]CH)	C[6](C[6]C[6]HH)(B[6]C[6]O)(CCHH)	C(C[6]B[6]C[6])(CHH)(H)2	H(CC[6]CH)	C[6](C[6]C[6]HH)(B[6]C[6]O)(CCHH){1|C<4>,2|H<1>}	108.2045	0.059	2	108.2045	0.059	2	108.2045	0.059	2	109.1008	1.308	73	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:3:1:1:	4:	4:3:4:	C[6]-3:C-3:H-1:H-1:	C-4:	C[6]-4:C[6]-3:C-4:	C(C[6]C[6]2)(CCH)(H)2	H(CC[6]CH)	C[6](C[6]C[6,6]CC)(C[6]C[6]H)(CCHH)	C(C[6]C[6]2)(CCH)(H)2	H(CC[6]CH)	C[6](C[6]C[6,6]CC)(C[6]C[6]H)(CCHH){2|C<4>,3|H<1>}	108.9220	0.018	2	108.9220	0.018	2	110.0796	1.415	8	109.1008	1.308	73	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:3:1:1:	4:	4:3:4:	C[6]-3:C-3:H-1:H-1:	C-4:	C[6]-4:C[6]-3:C-4:	C(C[6]C[6]2)(CCH)(H)2	H(CC[6]CH)	C[6](C[6]N[6]HH)(C[6]C[6]C)(CCHH)	C(C[6]C[6]2)(CCH)(H)2	H(CC[6]CH)	C[6](C[6]N[6]HH)(C[6]C[6]C)(CCHH){1|H<1>,1|S<4>,2|C<4>}	110.3700	0.134	2	110.3700	0.134	2	110.0796	1.415	8	109.1008	1.308	73	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:3:1:1:	4:	4:3:4:	C[6]-3:C-3:H-1:H-1:	C-4:	C[6]-4:C[6]-3:C-4:	C(C[6]C[6]2)(CHH)(H)2	H(CC[6]CH)	C[6](C[6]O[6]CC)(C[6]C[6]C)(CCHH)	C(C[6]C[6]2)(CHH)(H)2	H(CC[6]CH)	C[6](C[6]O[6]CC)(C[6]C[6]C)(CCHH){2|C<3>}	108.9035	0.011	2	108.9035	0.011	2	110.0796	1.415	8	109.1008	1.308	73	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:3:1:1:	4:	4:3:4:	C[6]-3:C-3:H-1:H-1:	C-4:	C[6]-4:C[6]-3:C-4:	C(C[6]C[6]2)(COO)(H)2	H(CC[6]CH)	C[6](C[6]C[6]HH)(C[6]C[6]H)(CCHH)	C(C[6]C[6]2)(COO)(H)2	H(CC[6]CH)	C[6](C[6]C[6]HH)(C[6]C[6]H)(CCHH){1|C<3>,3|H<1>}	112.1230	0.148	2	112.1230	0.148	2	110.0796	1.415	8	109.1008	1.308	73	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:3:1:1:	4:	4:3:4:	C[6]-3:C[6]-3:H-1:H-1:	C-4:	C[6]-4:C[6]-3:C-4:	C(C[6]C[6]2)2(H)2	H(CC[6]2H)	C[6](C[6]C[6]AgH)(C[6]C[6]H)(CC[6]HH)	C(C[6]C[6]2)2(H)2	H(CC[6]2H)	C[6](C[6]C[6]AgH)(C[6]C[6]H)(CC[6]HH){1|C<3>,2|H<1>}	111.2065	0.063	4	111.2065	0.063	4	109.0495	1.741	11	109.1008	1.308	73	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:3:1:1:	4:	4:3:4:	C[6]-3:C[6]-3:H-1:H-1:	C-4:	C[6]-4:C[6]-3:C-4:	C(C[6]C[6]2)2(H)2	H(CC[6]2H)	C[6](C[6]C[6]KO)(C[6]C[6]H)(CC[6]HH)	C(C[6]C[6]2)2(H)2	H(CC[6]2H)	C[6](C[6]C[6]KO)(C[6]C[6]H)(CC[6]HH){1|C<3>,2|C<4>}	107.7680	0.468	4	107.7680	0.468	4	109.0495	1.741	11	109.1008	1.308	73	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:3:1:1:	4:	4:3:4:	C[6]-3:C[6]-3:H-1:H-1:	C-4:	C[6]-4:C[6]-3:C-4:	C(C[6]C[6]2)2(H)2	H(CC[6]2H)	C[6](C[6]C[6]TiO)(C[6]C[6]H)(CC[6]HH)	C(C[6]C[6]2)2(H)2	H(CC[6]2H)	C[6](C[6]C[6]TiO)(C[6]C[6]H)(CC[6]HH){1|C<3>,1|K<7>,2|C<4>}	108.1295	0.005	2	107.8823	0.428	3	109.0495	1.741	11	109.1008	1.308	73	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:3:1:1:	4:	4:3:4:	C[6]-3:C[6]-3:H-1:H-1:	C-4:	C[6]-4:C[6]-3:C-4:	C(C[6]C[6]2)2(H)2	H(CC[6]2H)	C[6](C[6]C[6]TiO)(C[6]C[6]H)(CC[6]HH)	C(C[6]C[6]2)2(H)2	H(CC[6]2H)	C[6](C[6]C[6]TiO)(C[6]C[6]H)(CC[6]HH){1|C<3>,2|C<4>}	107.3880	0.000	1	107.8823	0.428	3	109.0495	1.741	11	109.1008	1.308	73	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:3:1:1:	4:	4:3:4:	C[6]-3:N-3:H-1:H-1:	C-4:	C[6]-4:C[6]-3:C-4:	C(C[6]C[6]2)(NCC)(H)2	H(CC[6]HN)	C[6](C[6]C[6]ErO)(C[6]C[6]H)(CHHN)	C(C[6]C[6]2)(NCC)(H)2	H(CC[6]HN)	C[6](C[6]C[6]ErO)(C[6]C[6]H)(CHHN){1|Cl<1>,2|C<3>}	108.7660	0.089	2	108.7660	0.089	2	108.6350	0.161	4	109.1008	1.308	73	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:3:1:1:	4:	4:3:4:	C[6]-3:N-3:H-1:H-1:	C-4:	C[6]-4:C[6]-3:C-4:	C(C[6]C[6]2)(NCH)(H)2	H(CC[6]HN)	C[6](C[6]C[6]HH)(C[6]C[6]H)(CHHN)	C(C[6]C[6]2)(NCH)(H)2	H(CC[6]HN)	C[6](C[6]C[6]HH)(C[6]C[6]H)(CHHN){1|C<3>,3|H<1>}	108.5040	0.031	2	108.5040	0.031	2	108.6350	0.161	4	109.1008	1.308	73	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:3:1:1:	4:	4:3:4:	C[6]-3:S-3:H-1:H-1:	C-4:	C[6]-4:C[6]-3:C-4:	C(C[6]C[6]2)(SCO)(H)2	H(CC[6]HS)	C[6](C[6]C[6]HO)(C[6]C[6]H)(CHHS)	C(C[6]C[6]2)(SCO)(H)2	H(CC[6]HS)	C[6](C[6]C[6]HO)(C[6]C[6]H)(CHHS){1|C<3>,1|O<2>,2|H<1>}	113.7770	2.695	2	113.7770	2.695	2	113.7770	2.695	2	109.1008	1.308	73	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:3:1:1:	4:	4:3:4:	C[6a]-3:C[6]-3:H-1:H-1:	C-4:	C[6]-4:C[6]-3:C-4:	C(C[6a]C[6a]2)(C[6]C[6]2)(H)2	H(CC[6a]C[6]H)	C[6](C[6]C[6]LaO)(C[6]C[6]H)(CC[6a]HH)	C(C[6a]C[6a]2)(C[6]C[6]2)(H)2	H(CC[6a]C[6]H)	C[6](C[6]C[6]LaO)(C[6]C[6]H)(CC[6a]HH){1|C<3>,2|C<4>}	108.2855	0.077	2	108.2855	0.077	2	108.7852	0.601	32	109.1008	1.308	73	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:3:1:1:	4:	4:3:4:	C[6a]-3:C[6]-3:H-1:H-1:	C-4:	C[6]-4:C[6]-3:C-4:	C(C[6a]C[6a]2)(C[6]C[6]2)(H)2	H(CC[6a]C[6]H)	C[6](C[6]C[6]NV)(C[6]C[6]H)(CC[6a]HH)	C(C[6a]C[6a]2)(C[6]C[6]2)(H)2	H(CC[6a]C[6]H)	C[6](C[6]C[6]NV)(C[6]C[6]H)(CC[6a]HH){1|C<3>,2|C<4>}	108.9250	0.079	4	108.9250	0.079	4	108.7852	0.601	32	109.1008	1.308	73	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:3:1:1:	4:	4:3:4:	C[6a]-3:C[6]-3:H-1:H-1:	C-4:	C[6]-4:C[6]-3:C-4:	C(C[6a]C[6a]2)(C[6]C[6]2)(H)2	H(CC[6a]C[6]H)	C[6](C[6]C[6]OU)(C[6]C[6]H)(CC[6a]HH)	C(C[6a]C[6a]2)(C[6]C[6]2)(H)2	H(CC[6a]C[6]H)	C[6](C[6]C[6]OU)(C[6]C[6]H)(CC[6a]HH){1|C<3>,1|C<4>,1|H<1>}	109.2796	0.118	7	109.2382	0.161	11	108.7852	0.601	32	109.1008	1.308	73	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:3:1:1:	4:	4:3:4:	C[6a]-3:C[6]-3:H-1:H-1:	C-4:	C[6]-4:C[6]-3:C-4:	C(C[6a]C[6a]2)(C[6]C[6]2)(H)2	H(CC[6a]C[6]H)	C[6](C[6]C[6]OU)(C[6]C[6]H)(CC[6a]HH)	C(C[6a]C[6a]2)(C[6]C[6]2)(H)2	H(CC[6a]C[6]H)	C[6](C[6]C[6]OU)(C[6]C[6]H)(CC[6a]HH){1|C<3>,2|C<4>}	109.1658	0.218	4	109.2382	0.161	11	108.7852	0.601	32	109.1008	1.308	73	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:3:1:1:	4:	4:3:4:	C[6a]-3:C[6]-3:H-1:H-1:	C-4:	C[6]-4:C[6]-3:C-4:	C(C[6a]C[6a]2)(C[6]C[6]2)(H)2	H(CC[6a]C[6]H)	C[6](C[6]C[6]OV)(C[6]C[6]H)(CC[6a]HH)	C(C[6a]C[6a]2)(C[6]C[6]2)(H)2	H(CC[6a]C[6]H)	C[6](C[6]C[6]OV)(C[6]C[6]H)(CC[6a]HH){1|C<3>,2|C<4>}	109.0010	0.682	4	109.0010	0.682	4	108.7852	0.601	32	109.1008	1.308	73	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:3:1:1:	4:	4:3:4:	C[6a]-3:C[6]-3:H-1:H-1:	C-4:	C[6]-4:C[6]-3:C-4:	C(C[6a]C[6a]2)(C[6]C[6]2)(H)2	H(CC[6a]C[6]H)	C[6](C[6]C[6]SmO)(C[6]C[6]H)(CC[6a]HH)	C(C[6a]C[6a]2)(C[6]C[6]2)(H)2	H(CC[6a]C[6]H)	C[6](C[6]C[6]SmO)(C[6]C[6]H)(CC[6a]HH){1|C<3>,2|C<4>}	108.2120	0.045	2	108.2120	0.045	2	108.7852	0.601	32	109.1008	1.308	73	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:3:1:1:	4:	4:3:4:	C[6a]-3:C[6]-3:H-1:H-1:	C-4:	C[6]-4:C[6]-3:C-4:	C(C[6a]C[6a]2)(C[6]C[6]2)(H)2	H(CC[6a]C[6]H)	C[6](C[6]C[6]TiO)(C[6]C[6]H)(CC[6a]HH)	C(C[6a]C[6a]2)(C[6]C[6]2)(H)2	H(CC[6a]C[6]H)	C[6](C[6]C[6]TiO)(C[6]C[6]H)(CC[6a]HH){1|C<3>,2|C<4>}	108.0808	0.895	5	108.0808	0.895	5	108.7852	0.601	32	109.1008	1.308	73	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:3:1:1:	4:	4:3:4:	C[6a]-3:C[6]-3:H-1:H-1:	C-4:	C[6]-4:C[6]-3:C-4:	C(C[6a]C[6a]2)(C[6]C[6]2)(H)2	H(CC[6a]C[6]H)	C[6](C[6]C[6]YbO)(C[6]C[6]H)(CC[6a]HH)	C(C[6a]C[6a]2)(C[6]C[6]2)(H)2	H(CC[6a]C[6]H)	C[6](C[6]C[6]YbO)(C[6]C[6]H)(CC[6a]HH){1|C<3>,2|C<4>}	108.5280	0.006	2	108.5280	0.006	2	108.7852	0.601	32	109.1008	1.308	73	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:3:1:1:	4:	4:3:4:	C[6a]-3:C[6]-3:H-1:H-1:	C-4:	C[6]-4:C[6]-3:C-4:	C(C[6a]C[6a]2)(C[6]C[6]2)(H)2	H(CC[6a]C[6]H)	C[6](C[6]C[6a]C[6]H)(C[6]N[5,6]H)(CC[6a]HH)	C(C[6a]C[6a]2)(C[6]C[6]2)(H)2	H(CC[6a]C[6]H)	C[6](C[6]C[6a]C[6]H)(C[6]N[5,6]H)(CC[6a]HH){1|H<1>,1|N<3>,2|C<3>,2|C<4>}	108.6740	0.013	2	108.6740	0.013	2	108.7852	0.601	32	109.1008	1.308	73	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:3:1:1:	4:	4:3:4:	N[5a]-3:C[6]-3:H-1:H-1:	C-4:	C[3,6]-4:C[6]-3:C-4:	C(N[5a]C[5a]N[5a])(C[6]C[3,6]C[6])(H)2	H(CN[5a]C[6]H)	C[6](C[3,6]C[3,3,6]C[3,3]H)(C[6]C[6]H)(CN[5a]HH)	C(N[5a]C[5a]N[5a])(C[6]C[3,6]C[6])(H)2	H(CN[5a]C[6]H)	C[6](C[3,6]C[3,3,6]C[3,3]H)(C[6]C[6]H)(CN[5a]HH){1|C<1>,1|C<3>,1|H<2>,2|H<1>}	109.4330	0.018	2	109.4330	0.018	2	109.4330	0.018	2	109.1008	1.308	73	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:3:1:1:	4:	5:3:4:	C[6a]-3:C[6]-3:H-1:H-1:	C-4:	C[6]-5:C[6]-3:C-4:	C(C[6a]C[6a]2)(C[6]C[6]2)(H)2	H(CC[6a]C[6]H)	C[6](C[6]C[6]KNV)(C[6]C[6]H)(CC[6a]HH)	C(C[6a]C[6a]2)(C[6]C[6]2)(H)2	H(CC[6a]C[6]H)	C[6](C[6]C[6]KNV)(C[6]C[6]H)(CC[6a]HH){3|C<4>}	108.2925	0.011	2	108.2925	0.011	2	108.2925	0.011	2	108.2925	0.011	2	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:3:2:1:	4:	3:3:4:	C[6]-3:C-3:O-2:H-1:	C-4:	C[6]-3:C[6]-3:C-4:	C(C[6]C[6]2)(CCH)(OH)(H)	H(CC[6]CO)	C[6](C[6]C[6]H)(C[6]C[6]O)(CCHO)	C(C[6]C[6]2)(CCH)(OH)(H)	H(CC[6]CO)	C[6](C[6]C[6]H)(C[6]C[6]O)(CCHO){1|C<3>,1|O<2>,2|C<4>}	110.2590	0.170	2	110.2590	0.170	2	109.5787	0.875	4	108.7851	1.199	10	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:3:2:1:	4:	3:3:4:	C[6]-3:C-3:O-2:H-1:	C-4:	C[6]-3:C[6]-3:C-4:	C(C[6]C[6]2)(COO)(OH)(H)	H(CC[6]CO)	C[6](C[6]C[6]H)2(CCHO)	C(C[6]C[6]2)(COO)(OH)(H)	H(CC[6]CO)	C[6](C[6]C[6]H)2(CCHO){1|C<2>,2|H<1>}	108.4420	0.000	1	108.8985	0.646	2	109.5787	0.875	4	108.7851	1.199	10	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:3:2:1:	4:	3:3:4:	C[6]-3:C-3:O-2:H-1:	C-4:	C[6]-3:C[6]-3:C-4:	C(C[6]C[6]2)(COO)(OH)(H)	H(CC[6]CO)	C[6](C[6]C[6]H)2(CCHO)	C(C[6]C[6]2)(COO)(OH)(H)	H(CC[6]CO)	C[6](C[6]C[6]H)2(CCHO){1|C<3>,1|H<1>}	109.3550	0.000	1	108.8985	0.646	2	109.5787	0.875	4	108.7851	1.199	10	109.3711	0.934	20908	109.3697	0.937	21039
490	690	762	0:SP3_SP-NON_SP2	C	H	C[6]	3:3:2:1:	4:	3:3:4:	C[6]-3:C-3:O-2:H-1:	C-4:	C[6]-3:N[6]-3:C-4:	C(C[6]C[6]N[6])(CNO)(OH)(H)	H(CC[6]CO)	C[6](C[6]C[6]H)(N[6]C[6]O)(CCHO)	C(C[6]C[6]N[6])(CNO)(OH)(H)	H(CC[6]CO)	C[6](C[6]C[6]H)(N[6]C[6]O)(CCHO){1|C<3>,1|C<4>,1|H<1>}	108.2640	0.175	2	108.2640	0.175	2	108.2640	0.175	2	108.7851	1.199	10	109.3711	0.934	20908	109.3697	0.937	21039
