358    474     4:4:    4:4:2:1:    C[5,6]-4:C[5]-4:     C[5,6]-4:C[6]-4:O[5]-2:H-1:     Y    O[5](C[5,6]C[5,6]C[6]H)(C[5]O[5]CC)    C[5,6](C[5,6]C[6]O[5]H)(C[6]N[6a]S[6]H)(O[5]C[5])(H)     O[5](C[5,6]C[5,6]C[6]H)(C[5]O[5]CC){1|C<4>,1|N<3>,1|S<2>,2|H<1>}    C[5,6](C[5,6]C[6]O[5]H)(C[6]N[6a]S[6]H)(O[5]C[5])(H){1|S<2>,2|C<3>,2|C<4>,2|H<1>}   1.4298    0.0000    1     1.4298     0.0000    1
358    474     4:4:    4:4:2:1:    C[5,6]-4:C[5]-4:     C[5,6]-4:C[6]-4:O[5]-2:H-1:     Y    O[5](C[5,6]C[5,6]C[6]H)(C[5]O[5]CC)    C[5,6](C[5,6]C[6]O[5]H)(C[6]O[6]CH)(O[5]C[5])(H)     O[5](C[5,6]C[5,6]C[6]H)(C[5]O[5]CC){1|O<2>,2|C<4>,2|H<1>}    C[5,6](C[5,6]C[6]O[5]H)(C[6]O[6]CH)(O[5]C[5])(H){1|C<3>,1|O<2>,3|C<4>}   1.4324    0.0000    1     1.4312     0.0057    3
358    474     4:4:    4:4:2:1:    C[5,6]-4:C[5]-4:     C[5,6]-4:C[6]-4:O[5]-2:H-1:     Y    O[5](C[5,6]C[5,6]C[6]H)(C[5]O[5]CC)    C[5,6](C[5,6]C[6]O[5]H)(C[6]O[6]CH)(O[5]C[5])(H)     O[5](C[5,6]C[5,6]C[6]H)(C[5]O[5]CC){1|O<2>,2|C<4>,2|H<1>}    C[5,6](C[5,6]C[6]O[5]H)(C[6]O[6]CH)(O[5]C[5])(H){1|H<1>,1|N<3>,3|C<4>}   1.4250    0.0000    1     1.4312     0.0057    3
358    474     4:4:    4:4:2:1:    C[5,6]-4:C[5]-4:     C[5,6]-4:C[6]-4:O[5]-2:H-1:     Y    O[5](C[5,6]C[5,6]C[6]H)(C[5]O[5]CC)    C[5,6](C[5,6]C[6]O[5]H)(C[6]O[6]CH)(O[5]C[5])(H)     O[5](C[5,6]C[5,6]C[6]H)(C[5]O[5]CC){1|O<2>,2|C<4>,2|H<1>}    C[5,6](C[5,6]C[6]O[5]H)(C[6]O[6]CH)(O[5]C[5])(H){1|H<1>,1|O<2>,3|C<4>}   1.4363    0.0000    1     1.4312     0.0057    3
358    474     4:4:    4:4:2:1:    C[5,6]-4:C[5]-4:     C[5,6]-4:C[6]-4:O[5]-2:H-1:     Y    O[5](C[5,6]C[5,6]C[6]H)(C[5]O[5]CC)    C[5,6](C[5,6]C[6]O[5]H)(C[6]O[6]HH)(O[5]C[5])(H)     O[5](C[5,6]C[5,6]C[6]H)(C[5]O[5]CC){1|C<3>,1|O<2>,3|H<1>}    C[5,6](C[5,6]C[6]O[5]H)(C[6]O[6]HH)(O[5]C[5])(H){1|O<1>,3|C<4>}   1.4301    0.0054    5     1.4301     0.0054    5
358    474     4:4:    4:4:2:1:    C[5,6]-4:C[5]-4:     C[5,6]-4:C[6]-4:O[5]-2:H-1:     Y    O[5](C[5,6]C[5,6]C[6]H)(C[5]O[5]CC)    C[5,6](C[5,6]C[6]O[5]H)(C[6]O[6]HN)(O[5]C[5])(H)     O[5](C[5,6]C[5,6]C[6]H)(C[5]O[5]CC){1|C<4>,1|N<3>,1|O<2>,2|H<1>}    C[5,6](C[5,6]C[6]O[5]H)(C[6]O[6]HN)(O[5]C[5])(H){1|H<1>,1|N<3>,3|C<4>}   1.4308    0.0000    1     1.4308     0.0000    1
358    474     4:4:    4:4:2:1:    C[5,6]-4:C[5]-4:     C[5,6]-4:C[6]-4:O[5]-2:H-1:     Y    O[5](C[5,6]C[5,6]C[6]H)(C[5]O[5]CC)    C[5,6](C[5,6]C[6]O[5]H)(C[6]S[6]HH)(O[5]C[5])(H)     O[5](C[5,6]C[5,6]C[6]H)(C[5]O[5]CC){1|C<4>,1|S<2>,3|H<1>}    C[5,6](C[5,6]C[6]O[5]H)(C[6]S[6]HH)(O[5]C[5])(H){1|H<1>,1|N<3>,1|S<2>,2|C<4>}   1.4336    0.0000    1     1.4336     0.0000    1
358    474     4:4:    4:4:2:1:    C[5,6]-4:C[5]-4:     C[5,6]-4:C[6]-4:O[5]-2:H-1:     Y    O[5](C[5,6]C[5,6]C[6]H)(C[5]O[5]CO)    C[5,6](C[5,6]O[5]O[6]H)(C[6]C[6]HO)(O[5]C[5])(H)     O[5](C[5,6]C[5,6]C[6]H)(C[5]O[5]CO){1|C<4>,2|H<1>,2|O<2>}    C[5,6](C[5,6]O[5]O[6]H)(C[6]C[6]HO)(O[5]C[5])(H){1|H<1>,2|C<4>,2|O<2>}   1.4327    0.0028    2     1.4327     0.0028    2
358    474     4:4:    4:4:2:1:    C[5,6]-4:C[5]-4:     C[5,6]-4:C[6]-4:O[5]-2:H-1:     Y    O[5](C[5,6]C[5,6]C[6]H)(C[5]O[5]HH)    C[5,6](C[5,6]C[6]O[5]H)(C[6]O[6]HH)(O[5]C[5])(H)     O[5](C[5,6]C[5,6]C[6]H)(C[5]O[5]HH){1|C<4>,1|O<2>,3|H<1>}    C[5,6](C[5,6]C[6]O[5]H)(C[6]O[6]HH)(O[5]C[5])(H){1|C<3>,1|C<4>,1|O<2>,2|H<1>}   1.4253    0.0000    1     1.4253     0.0000    1
358    474     4:4:    4:4:2:1:    C[5,6]-4:C[5]-4:     C[5]-4:C[5]-4:O[5]-2:H-1:     Y    O[5](C[5,6]C[6]2O[5])(C[5]C[5]2H)    C[5](C[5]C[5,5,6]C[5]H)(C[5]O[5]HH)(O[5]C[5,6])(H)     O[5](C[5,6]C[6]2O[5])(C[5]C[5]2H){4|C<4>,7|H<1>}    C[5](C[5]C[5,5,6]C[5]H)(C[5]O[5]HH)(O[5]C[5,6])(H){1|C<3>,1|O<2>,2|H<1>,4|C<4>}   1.4384    0.0000    1     1.4384     0.0000    1
358    474     4:4:    4:4:2:1:    C[5,6]-4:C[5]-4:     C[5]-4:C[5]-4:O[5]-2:H-1:     Y    O[5](C[5,6]C[6]2O[5])(C[5]C[5]2H)    C[5](C[5]C[5,6]O[5]H)(C[5]O[5]HH)(O[5]C[5,6])(H)     O[5](C[5,6]C[6]2O[5])(C[5]C[5]2H){1|O<2>,3|C<4>,7|H<1>}    C[5](C[5]C[5,6]O[5]H)(C[5]O[5]HH)(O[5]C[5,6])(H){1|C<3>,1|O<2>,4|C<4>}   1.4332    0.0000    1     1.4332     0.0000    1
358    474     4:4:    4:4:2:1:    C[5,6]-4:C[5]-4:     C[5]-4:C[5]-4:O[5]-2:H-1:     Y    O[5](C[5,6]C[6]2O[5])(C[5]C[5]2H)    C[5](C[5]C[5]N[5]C)(C[5]O[5]HH)(O[5]C[5,6])(H)     O[5](C[5,6]C[6]2O[5])(C[5]C[5]2H){1|N<3>,4|C<4>,6|H<1>}    C[5](C[5]C[5]N[5]C)(C[5]O[5]HH)(O[5]C[5,6])(H){1|O<2>,2|H<1>,4|C<4>}   1.4318    0.0000    1     1.4318     0.0000    1
358    474     4:4:    4:4:2:1:    C[5,6]-4:C[5]-4:     C[6,6]-4:C[5,6]-4:O[5]-2:H-1:     Y    O[5](C[5,6]C[5,6]C[6,6]H)(C[5]C[5,6]HO)    C[5,6](C[6,6]C[6,6]C[6]C)(C[5,6]C[5,6]HH)(O[5]C[5])(H)     O[5](C[5,6]C[5,6]C[6,6]H)(C[5]C[5,6]HO){2|H<1>,5|C<4>}    C[5,6](C[6,6]C[6,6]C[6]C)(C[5,6]C[5,6]HH)(O[5]C[5])(H){1|C<3>,1|O<2>,3|C<4>,4|H<1>}   1.4444    0.0000    1     1.4444     0.0000    1
358    474     4:4:    4:4:2:1:    C[5,6]-4:C[5]-4:     C[6,6]-4:C[5,6]-4:O[5]-2:H-1:     Y    O[5](C[5,6]C[5,6]C[6,6]H)(C[5]C[5]HO)    C[5,6](C[6,6]C[5,6]C[6,6]H)(C[5,6]C[5]C[6]H)(O[5]C[5])(H)     O[5](C[5,6]C[5,6]C[6,6]H)(C[5]C[5]HO){1|C<3>,2|C<4>,4|H<1>}    C[5,6](C[6,6]C[5,6]C[6,6]H)(C[5,6]C[5]C[6]H)(O[5]C[5])(H){1|C<4>,1|O<2>,3|C<3>,6|H<1>}   1.4319    0.0000    1     1.4319     0.0000    1
358    474     4:4:    4:4:2:1:    C[5,6]-4:C[5]-4:     C[6,6]-4:C[5,6]-4:O[5]-2:H-1:     Y    O[5](C[5,6]C[5,6]C[6,6]H)(C[5]O[5]CC)    C[5,6](C[6,6]C[5,6,6]C[6,6a]H)(C[5,6]C[6]O[5]H)(O[5]C[5])(H)     O[5](C[5,6]C[5,6]C[6,6]H)(C[5]O[5]CC){1|C<3>,2|C<4>,2|H<1>}    C[5,6](C[6,6]C[5,6,6]C[6,6a]H)(C[5,6]C[6]O[5]H)(O[5]C[5])(H){1|N<3>,2|C<3>,3|C<4>,3|H<1>}   1.4348    0.0000    1     1.4348     0.0000    1
358    474     4:4:    4:4:2:1:    C[5,6]-4:C[5]-4:     C[6,6]-4:C[5,6]-4:O[5]-2:H-1:     Y    O[5](C[5,6]C[5,6]C[6,6]H)(C[5]O[5]CC)    C[5,6](C[6,6]C[6,6]C[6]H)(C[5,6]C[6]O[5]H)(O[5]C[5])(H)     O[5](C[5,6]C[5,6]C[6,6]H)(C[5]O[5]CC){1|C<3>,2|C<4>,2|H<1>}    C[5,6](C[6,6]C[6,6]C[6]H)(C[5,6]C[6]O[5]H)(O[5]C[5])(H){2|C<3>,2|H<1>,5|C<4>}   1.4335    0.0000    1     1.4309     0.0036    2
358    474     4:4:    4:4:2:1:    C[5,6]-4:C[5]-4:     C[6,6]-4:C[5,6]-4:O[5]-2:H-1:     Y    O[5](C[5,6]C[5,6]C[6,6]H)(C[5]O[5]CC)    C[5,6](C[6,6]C[6,6]C[6]H)(C[5,6]C[6]O[5]H)(O[5]C[5])(H)     O[5](C[5,6]C[5,6]C[6,6]H)(C[5]O[5]CC){2|H<1>,3|C<4>}    C[5,6](C[6,6]C[6,6]C[6]H)(C[5,6]C[6]O[5]H)(O[5]C[5])(H){2|C<3>,2|H<1>,6|C<4>}   1.4284    0.0000    1     1.4309     0.0036    2
358    474     4:4:    4:4:2:1:    C[5,6]-4:C[5]-4:     C[6,6]-4:C[5,6]-4:O[5]-2:H-1:     Y    O[5](C[5,6]C[5,6]C[6,6]H)(C[5]O[5]CC)    C[5,6](C[6,6]C[6,6]N[6]H)(C[5,6]C[6]O[5]H)(O[5]C[5])(H)     O[5](C[5,6]C[5,6]C[6,6]H)(C[5]O[5]CC){1|N<3>,2|C<4>,2|H<1>}    C[5,6](C[6,6]C[6,6]N[6]H)(C[5,6]C[6]O[5]H)(O[5]C[5])(H){1|H<1>,1|O<2>,3|C<3>,4|C<4>}   1.4351    0.0000    1     1.4351     0.0000    1
358    474     4:4:    4:4:2:1:    C[5]-4:C[5]-4:     C[3,5]-4:C[5]-4:O[5]-2:H-1:     Y    O[5](C[5]C[3,5]C[5]H)(C[5]C[3,5]HS)    C[5](C[3,5]C[3,5]O[3]H)(C[5]C[5]O[5]H)(O[5]C[5])(H)     O[5](C[5]C[3,5]C[5]H)(C[5]C[3,5]HS){1|C<4>,2|O<2>,3|H<1>}    C[5](C[3,5]C[3,5]O[3]H)(C[5]C[5]O[5]H)(O[5]C[5])(H){1|C<4>,1|O<2>,1|S<2>,4|H<1>}   1.4400    0.0000    1     1.4400     0.0000    1
358    474     4:4:    4:4:2:1:    C[5]-4:C[5]-4:     C[3]-4:C[5]-4:O[5]-2:H-1:     Y    O[5](C[5]C[3]C[5]H)(C[5]C[5]CH)    C[5](C[3]C[3]O[3]H)(C[5]C[5]HH)(O[5]C[5])(H)     O[5](C[5]C[3]C[5]H)(C[5]C[5]CH){1|C<4>,1|O<2>,5|H<1>}    C[5](C[3]C[3]O[3]H)(C[5]C[5]HH)(O[5]C[5])(H){1|C<4>,5|H<1>}   1.4305    0.0000    1     1.4305     0.0000    1
358    474     4:4:    4:4:2:1:    C[5]-4:C[5]-4:     C[3]-4:C[5]-4:O[5]-2:H-1:     Y    O[5](C[5]C[3]C[5]H)(C[5]O[5]CC)    C[5](C[3]C[3]O[3]H)(C[5]C[5]O[5]H)(O[5]C[5])(H)     O[5](C[5]C[3]C[5]H)(C[5]O[5]CC){1|O<2>,2|C<4>,2|H<1>}    C[5](C[3]C[3]O[3]H)(C[5]C[5]O[5]H)(O[5]C[5])(H){1|N<3>,2|H<1>,4|C<4>}   1.4317    0.0000    1     1.4317     0.0000    1
358    474     4:4:    4:4:2:1:    C[5]-4:C[5]-4:     C[4,5]-4:C[6]-4:O[5]-2:H-1:     Y    O[5](C[5]C[4,5]C[6]H)(C[5]C[4,5]HH)    C[5](C[4,5]C[4,5]C[4]C)(C[6]C[6]2H)(O[5]C[5])(H)     O[5](C[5]C[4,5]C[6]H)(C[5]C[4,5]HH){1|C<3>,2|H<1>,4|C<4>}    C[5](C[4,5]C[4,5]C[4]C)(C[6]C[6]2H)(O[5]C[5])(H){1|N<2>,3|C<4>,7|H<1>}   1.4326    0.0000    1     1.4326     0.0000    1
358    474     4:4:    4:4:2:1:    C[5]-4:C[5]-4:     C[4]-4:C[5]-4:O[5]-2:H-1:     Y    O[5](C[5]C[4]C[5]H)(C[5]O[5]CC)    C[5](C[4]C[4]2H)(C[5]O[5]HH)(O[5]C[5])(H)     O[5](C[5]C[4]C[5]H)(C[5]O[5]CC){1|C<3>,1|C<4>,3|H<1>}    C[5](C[4]C[4]2H)(C[5]O[5]HH)(O[5]C[5])(H){1|C<3>,1|H<1>,1|N<3>,1|O<1>,2|C<4>}   1.4313    0.0035    2     1.4313     0.0035    2
358    474     4:4:    4:4:2:1:    C[5]-4:C[5]-4:     C[5,5]-4:C-4:O[5]-2:H-1:     Y    O[5](C[5]C[5,5]CH)(C[5]C[5,5]HO)    C[5](C[5,5]C[5,5]O[5]H)(CC[6a]2O)(O[5]C[5])(H)     O[5](C[5]C[5,5]CH)(C[5]C[5,5]HO){2|H<1>,2|O<2>}    C[5](C[5,5]C[5,5]O[5]H)(CC[6a]2O)(O[5]C[5])(H){1|C<4>,2|H<1>,2|O<2>}   1.4364    0.0000    1     1.4364     0.0000    1
358    474     4:4:    4:4:2:1:    C[5]-4:C[5]-4:     C[5,5]-4:C[5]-4:O[5]-2:H-1:     Y    O[5](C[5]C[5,5]C[5]H)(C[5]C[5,5]HH)    C[5](C[5,5]C[5,5]O[5]H)(C[5]C[5]N[5]H)(O[5]C[5])(H)     O[5](C[5]C[5,5]C[5]H)(C[5]C[5,5]HH){1|C<4>,1|N<3>,2|O<2>,3|H<1>}    C[5](C[5,5]C[5,5]O[5]H)(C[5]C[5]N[5]H)(O[5]C[5])(H){1|C<3>,1|C<4>,2|O<2>,6|H<1>}   1.4388    0.0000    1     1.4388     0.0000    1
358    474     4:4:    4:4:2:1:    C[5]-4:C[5]-4:     C[5,5]-4:C[5]-4:O[5]-2:H-1:     Y    O[5](C[5]C[5,5]C[5]H)(C[5]C[5,5]HN)    C[5](C[5,5]C[5,5]O[5]H)(C[5]C[5]O[5]H)(O[5]C[5])(H)     O[5](C[5]C[5,5]C[5]H)(C[5]C[5,5]HN){1|C<4>,3|H<1>,3|O<2>}    C[5](C[5,5]C[5,5]O[5]H)(C[5]C[5]O[5]H)(O[5]C[5])(H){1|N<3>,2|C<4>,2|O<2>,4|H<1>}   1.4357    0.0000    1     1.4357     0.0000    1
358    474     4:4:    4:4:2:1:    C[5]-4:C[5]-4:     C[5,5]-4:C[5]-4:O[5]-2:H-1:     Y    O[5](C[5]C[5,5]C[5]H)(C[5]C[5,5]HO)    C[5](C[5,5]C[5,5]O[5]H)(C[5]C[5]O[5]H)(O[5]C[5])(H)     O[5](C[5]C[5,5]C[5]H)(C[5]C[5,5]HO){1|C<4>,3|H<1>,3|O<2>}    C[5](C[5,5]C[5,5]O[5]H)(C[5]C[5]O[5]H)(O[5]C[5])(H){2|C<4>,3|O<2>,4|H<1>}   1.4457    0.0017    2     1.4457     0.0017    2
358    474     4:4:    4:4:2:1:    C[5]-4:C[5]-4:     C[5,5]-4:C[5]-4:O[5]-2:H-1:     Y    O[5](C[5]C[5,5]C[5]H)(C[5]C[5,5]N[5]H)    C[5](C[5,5]C[5,5]O[5]H)(C[5]C[5]O[5]H)(O[5]C[5])(H)     O[5](C[5]C[5,5]C[5]H)(C[5]C[5,5]N[5]H){2|C<4>,3|H<1>,4|O<2>}    C[5](C[5,5]C[5,5]O[5]H)(C[5]C[5]O[5]H)(O[5]C[5])(H){1|N<3>,2|C<4>,2|O<2>,4|H<1>}   1.4400    0.0000    1     1.4400     0.0000    1
358    474     4:4:    4:4:2:1:    C[5]-4:C[5]-4:     C[5,5]-4:C[5]-4:O[5]-2:H-1:     Y    O[5](C[5]C[5,5]C[5]H)(C[5]C[5,5]N[6]H)    C[5](C[5,5]C[5,5]O[5]H)(C[5]N[5]S[5]H)(O[5]C[5])(H)     O[5](C[5]C[5,5]C[5]H)(C[5]C[5,5]N[6]H){1|N<3>,1|S<2>,2|C<3>,2|O<2>,3|H<1>}    C[5](C[5,5]C[5,5]O[5]H)(C[5]N[5]S[5]H)(O[5]C[5])(H){1|C<3>,1|N<3>,1|O<2>,2|H<1>,3|C<4>}   1.4406    0.0000    1     1.4406     0.0000    1
358    474     4:4:    4:4:2:1:    C[5]-4:C[5]-4:     C[5,6]-4:C[5]-4:O[5]-2:H-1:     Y    O[5](C[5]C[5,6]C[5]H)(C[5]C[5,6]CH)    C[5](C[5,6]C[5,6]C[6]H)(C[5]C[5]O[5]O)(O[5]C[5])(H)     O[5](C[5]C[5,6]C[5]H)(C[5]C[5,6]CH){1|C<3>,2|C<4>,2|H<1>,2|O<2>}    C[5](C[5,6]C[5,6]C[6]H)(C[5]C[5]O[5]O)(O[5]C[5])(H){1|C<3>,5|C<4>,5|H<1>}   1.4394    0.0000    1     1.4394     0.0000    1
358    474     4:4:    4:4:2:1:    C[5]-4:C[5]-4:     C[5]-4:C-4:O[5]-2:H-1:     Y    O[5](C[5]C[5]CH)(C[5]C[5]HH)    C[5](C[5]C[6a]C[5]H)(CC[6a]HO)(O[5]C[5])(H)     O[5](C[5]C[5]CH)(C[5]C[5]HH){1|C<3>,1|O<2>,2|H<1>}    C[5](C[5]C[6a]C[5]H)(CC[6a]HO)(O[5]C[5])(H){1|O<2>,2|C<3>,3|H<1>}   1.4284    0.0000    1     1.4284     0.0000    1
358    474     4:4:    4:4:2:1:    C[5]-4:C[5]-4:     C[5]-4:C-4:O[5]-2:H-1:     Y    O[5](C[5]C[5]CH)(C[5]O[5]CC)    C[5](C[5]O[5]CH)(CC[6a]2O)(O[5]C[5])(H)     O[5](C[5]C[5]CH)(C[5]O[5]CC){1|C<4>,1|H<1>}    C[5](C[5]O[5]CH)(CC[6a]2O)(O[5]C[5])(H){2|C<4>}   1.4281    0.0031    11     1.4281     0.0031    11
358    474     4:4:    4:4:2:1:    C[5]-4:C[5]-4:     C[5]-4:C-4:O[5]-2:H-1:     Y    O[5](C[5]C[5]CH)(C[5]O[5]CC)    C[5](C[5]O[5]CH)(CC[6a]CO)(O[5]C[5])(H)     O[5](C[5]C[5]CH)(C[5]O[5]CC){1|C<4>,1|H<1>}    C[5](C[5]O[5]CH)(CC[6a]CO)(O[5]C[5])(H){2|C<4>}   1.4289    0.0000    1     1.4289     0.0000    1
358    474     4:4:    4:4:2:1:    C[5]-4:C[5]-4:     C[5]-4:C-4:O[5]-2:H-1:     Y    O[5](C[5]C[5]CH)2    C[5](C[5]C[5]HH)(CC[6a]2O)(O[5]C[5])(H)     O[5](C[5]C[5]CH)2{4|H<1>}    C[5](C[5]C[5]HH)(CC[6a]2O)(O[5]C[5])(H){1|C<4>,3|H<1>}   1.4389    0.0051    7     1.4389     0.0051    7
358    474     4:4:    4:4:2:1:    C[5]-4:C[5]-4:     C[5]-4:C-4:O[5]-2:H-1:     Y    O[5](C[5]C[6a]C[5]H)(C[5]C[5]CH)    C[5](C[5]C[5]HH)(CC[6a]HO)(O[5]C[5])(H)     O[5](C[5]C[6a]C[5]H)(C[5]C[5]CH){1|P<4>,2|C<3>,3|H<1>}    C[5](C[5]C[5]HH)(CC[6a]HO)(O[5]C[5])(H){1|C<3>,1|P<4>,2|H<1>}   1.4439    0.0000    1     1.4439     0.0000    1
358    474     4:4:    4:4:2:1:    C[5]-4:C[5]-4:     C[5]-4:C-4:O[5]-2:H-1:     Y    O[5](C[5]C[6a]O[5]C)(C[5]C[5]CH)    C[5](C[5]O[5]HH)(CN[5a]HH)(O[5]C[5])(H)     O[5](C[5]C[6a]O[5]C)(C[5]C[5]CH){2|C<3>,2|H<1>}    C[5](C[5]O[5]HH)(CN[5a]HH)(O[5]C[5])(H){1|C<3>,1|C<4>}   1.4320    0.0067    2     1.4320     0.0067    2
358    474     4:4:    4:4:2:1:    C[5]-4:C[5]-4:     C[5]-4:C-4:O[5]-2:H-1:     Y    O[5](C[5]N[5a]C[5]H)(C[5]C[5]CH)    C[5](C[5]C[5]HO)(CN[6a]HH)(O[5]C[5])(H)     O[5](C[5]N[5a]C[5]H)(C[5]C[5]CH){2|C<3>,2|H<1>,2|O<2>}    C[5](C[5]C[5]HO)(CN[6a]HH)(O[5]C[5])(H){1|N<3>,1|O<2>,2|H<1>}   1.4465    0.0000    1     1.4465     0.0000    1
358    474     4:4:    4:4:2:1:    C[5]-4:C[5]-4:     C[5]-4:C[5]-4:O[5]-2:H-1:     Y    O[5](C[5]C[5]2H)(C[5]C[5]CC)    C[5](C[5]C[5]O[5]C)(C[5]C[5]HH)(O[5]C[5])(H)     O[5](C[5]C[5]2H)(C[5]C[5]CC){1|O<2>,2|C<4>,4|H<1>}    C[5](C[5]C[5]O[5]C)(C[5]C[5]HH)(O[5]C[5])(H){4|C<4>,4|H<1>}   1.4343    0.0000    1     1.4343     0.0000    1
358    474     4:4:    4:4:2:1:    C[5]-4:C[5]-4:     C[5]-4:C[5]-4:O[5]-2:H-1:     Y    O[5](C[5]C[5]2H)(C[5]C[5]CH)    C[5](C[5]C[5]O[5]H)(C[5]C[5]HH)(O[5]C[5])(H)     O[5](C[5]C[5]2H)(C[5]C[5]CH){1|C<4>,1|O<2>,5|H<1>}    C[5](C[5]C[5]O[5]H)(C[5]C[5]HH)(O[5]C[5])(H){1|C<3>,2|C<4>,5|H<1>}   1.4392    0.0000    1     1.4433     0.0036    3
358    474     4:4:    4:4:2:1:    C[5]-4:C[5]-4:     C[5]-4:C[5]-4:O[5]-2:H-1:     Y    O[5](C[5]C[5]2H)(C[5]C[5]CH)    C[5](C[5]C[5]O[5]H)(C[5]C[5]HH)(O[5]C[5])(H)     O[5](C[5]C[5]2H)(C[5]C[5]CH){1|C<4>,1|O<2>,5|H<1>}    C[5](C[5]C[5]O[5]H)(C[5]C[5]HH)(O[5]C[5])(H){3|C<4>,5|H<1>}   1.4454    0.0010    2     1.4433     0.0036    3
358    474     4:4:    4:4:2:1:    C[5]-4:C[5]-4:     C[5]-4:C[5]-4:O[5]-2:H-1:     Y    O[5](C[5]C[5]2H)(C[5]C[5]HH)    C[5](C[5]C[5]2H)(C[5]C[5]2O)(O[5]C[5])(H)     O[5](C[5]C[5]2H)(C[5]C[5]HH){1|H<1>,1|O<2>,2|C<3>,2|C<4>}    C[5](C[5]C[5]2H)(C[5]C[5]2O)(O[5]C[5])(H){1|C<3>,1|O<1>,2|H<1>,7|C<4>}   1.4322    0.0000    1     1.4322     0.0000    1
358    474     4:4:    4:4:2:1:    C[5]-4:C[5]-4:     C[5]-4:C[5]-4:O[5]-2:H-1:     Y    O[5](C[5]C[5]2H)(C[5]C[5]HH)    C[5](C[5]C[5]2O[5])(C[5]C[5]HH)(O[5]C[5])(H)     O[5](C[5]C[5]2H)(C[5]C[5]HH){1|O<2>,2|C<4>,4|H<1>}    C[5](C[5]C[5]2O[5])(C[5]C[5]HH)(O[5]C[5])(H){1|O<2>,4|C<4>,6|H<1>}   1.4457    0.0012    2     1.4457     0.0012    2
358    474     4:4:    4:4:2:1:    C[5]-4:C[5]-4:     C[5]-4:C[5]-4:O[5]-2:H-1:     Y    O[5](C[5]C[5]2H)(C[5]O[5]CC)    C[5](C[5]C[5,5]N[5]H)(C[5]O[5]HH)(O[5]C[5])(H)     O[5](C[5]C[5]2H)(C[5]O[5]CC){1|C<4>,1|N<3>,3|H<1>}    C[5](C[5]C[5,5]N[5]H)(C[5]O[5]HH)(O[5]C[5])(H){1|C<3>,1|H<1>,1|O<2>,4|C<4>}   1.4263    0.0020    2     1.4263     0.0020    2
358    474     4:4:    4:4:2:1:    C[5]-4:C[5]-4:     C[5]-4:C[5]-4:O[5]-2:H-1:     Y    O[5](C[5]C[5]2H)(C[5]O[5]CC)    C[5](C[5]C[5,5]O[5]H)(C[5]O[5]HH)(O[5]C[5])(H)     O[5](C[5]C[5]2H)(C[5]O[5]CC){1|C<4>,1|O<2>,3|H<1>}    C[5](C[5]C[5,5]O[5]H)(C[5]O[5]HH)(O[5]C[5])(H){1|C<3>,1|H<1>,1|O<2>,3|C<4>}   1.4281    0.0000    2     1.4299     0.0045    7
358    474     4:4:    4:4:2:1:    C[5]-4:C[5]-4:     C[5]-4:C[5]-4:O[5]-2:H-1:     Y    O[5](C[5]C[5]2H)(C[5]O[5]CC)    C[5](C[5]C[5,5]O[5]H)(C[5]O[5]HH)(O[5]C[5])(H)     O[5](C[5]C[5]2H)(C[5]O[5]CC){1|C<4>,1|O<2>,3|H<1>}    C[5](C[5]C[5,5]O[5]H)(C[5]O[5]HH)(O[5]C[5])(H){1|C<3>,1|O<2>,4|C<4>}   1.4300    0.0000    1     1.4299     0.0045    7
358    474     4:4:    4:4:2:1:    C[5]-4:C[5]-4:     C[5]-4:C[5]-4:O[5]-2:H-1:     Y    O[5](C[5]C[5]2H)(C[5]O[5]CC)    C[5](C[5]C[5,5]O[5]H)(C[5]O[5]HH)(O[5]C[5])(H)     O[5](C[5]C[5]2H)(C[5]O[5]CC){1|C<4>,1|O<2>,3|H<1>}    C[5](C[5]C[5,5]O[5]H)(C[5]O[5]HH)(O[5]C[5])(H){1|H<1>,1|O<2>,4|C<4>}   1.4310    0.0102    2     1.4299     0.0045    7
358    474     4:4:    4:4:2:1:    C[5]-4:C[5]-4:     C[5]-4:C[5]-4:O[5]-2:H-1:     Y    O[5](C[5]C[5]2H)(C[5]O[5]CC)    C[5](C[5]C[5,5]O[5]H)(C[5]O[5]HH)(O[5]C[5])(H)     O[5](C[5]C[5]2H)(C[5]O[5]CC){1|C<4>,1|O<2>,3|H<1>}    C[5](C[5]C[5,5]O[5]H)(C[5]O[5]HH)(O[5]C[5])(H){1|O<2>,5|C<4>}   1.4304    0.0024    2     1.4299     0.0045    7
358    474     4:4:    4:4:2:1:    C[5]-4:C[5]-4:     C[5]-4:C[5]-4:O[5]-2:H-1:     Y    O[5](C[5]C[5]2H)(C[5]O[5]CC)    C[5](C[5]C[5,6]O[5]H)(C[5]O[5]HH)(O[5]C[5])(H)     O[5](C[5]C[5]2H)(C[5]O[5]CC){1|C<4>,1|O<2>,3|H<1>}    C[5](C[5]C[5,6]O[5]H)(C[5]O[5]HH)(O[5]C[5])(H){1|H<1>,2|C<4>,3|C<3>}   1.4338    0.0000    1     1.4338     0.0000    1
