358    474     4:4:    3:2:1:1:    C[5,6]-4:C[5]-4:     C[5,6a]-3:O[5]-2:H-1:H-1:     Y    O[5](C[5,6]C[5,6a]C[6,6a]2)(C[5]C[5,6a]HH)    C[5](C[5,6a]C[5,6a]C[6a])(O[5]C[5,6])(H)2     O[5](C[5,6]C[5,6a]C[6,6a]2)(C[5]C[5,6a]HH){6|C<3>}    C[5](C[5,6a]C[5,6a]C[6a])(O[5]C[5,6])(H)2{1|H<1>,4|C<3>}   1.4304    0.0000    1     1.4304     0.0000    1
358    474     4:4:    3:2:1:1:    C[5,6]-4:C[5]-4:     C[5]-3:O[5]-2:H-1:H-1:     Y    O[5](C[5,6]C[5,5,6]O[6]C)(C[5]C[5]HH)    C[5](C[5]C[5,5,6]O)(O[5]C[5,6])(H)2     O[5](C[5,6]C[5,5,6]O[6]C)(C[5]C[5]HH){1|O<1>,3|C<4>}    C[5](C[5]C[5,5,6]O)(O[5]C[5,6])(H)2{1|O<2>,3|C<4>}   1.4278    0.0000    1     1.4278     0.0000    1
358    474     4:4:    3:2:1:1:    C[5,6]-4:C[5]-4:     C[5]-3:O[5]-2:H-1:H-1:     Y    O[5](C[5,6]C[5,6]C[6]H)(C[5]C[5]HH)    C[5](C[5]C[5,6]H)(O[5]C[5,6])(H)2     O[5](C[5,6]C[5,6]C[6]H)(C[5]C[5]HH){1|C<4>,1|N<3>,3|H<1>}    C[5](C[5]C[5,6]H)(O[5]C[5,6])(H)2{1|H<1>,2|C<4>}   1.4380    0.0000    1     1.4380     0.0000    1
358    474     4:4:    3:2:1:1:    C[5,6]-4:C[5]-4:     C[5]-3:O[5]-2:H-1:H-1:     Y    O[5](C[5,6]C[5,6]C[6]O)(C[5]C[5]HH)    C[5](C[5]C[5,6]O)(O[5]C[5,6])(H)2     O[5](C[5,6]C[5,6]C[6]O)(C[5]C[5]HH){1|O<1>,2|H<1>,3|C<4>}    C[5](C[5]C[5,6]O)(O[5]C[5,6])(H)2{1|O<2>,3|C<4>}   1.4275    0.0000    1     1.4275     0.0000    1
358    474     4:4:    3:2:1:1:    C[5]-4:C[5]-4:     C[5,5a]-3:O[5]-2:H-1:H-1:     Y    O[5](C[5]C[5,5a]HH)2    C[5](C[5,5a]C[5,5a]C[5a])(O[5]C[5])(H)2     O[5](C[5]C[5,5a]HH)2{1|C<3>,1|N<3>}    C[5](C[5,5a]C[5,5a]C[5a])(O[5]C[5])(H)2{1|C<3>,1|N<3>,3|H<1>}   1.4333    0.0000    1     1.4333     0.0000    1
358    474     4:4:    3:2:1:1:    C[5]-4:C[5]-4:     C[5,6]-3:O[5]-2:H-1:H-1:     Y    O[5](C[5]C[5,6]CH)(C[5]C[5,6]HH)    C[5](C[5,6]C[5,6]C[6])(O[5]C[5])(H)2     O[5](C[5]C[5,6]CH)(C[5]C[5,6]HH){1|C<3>,1|C<4>}    C[5](C[5,6]C[5,6]C[6])(O[5]C[5])(H)2{1|H<1>,1|O<1>,3|C<4>}   1.4314    0.0000    1     1.4314     0.0000    1
358    474     4:4:    3:2:1:1:    C[5]-4:C[5]-4:     C[5,6]-3:O[5]-2:H-1:H-1:     Y    O[5](C[5]C[5,6]C[5]H)(C[5]C[5,6]HH)    C[5](C[5,6]C[5,6]C[6])(O[5]C[5])(H)2     O[5](C[5]C[5,6]C[5]H)(C[5]C[5,6]HH){1|C<3>,1|H<1>,3|C<4>}    C[5](C[5,6]C[5,6]C[6])(O[5]C[5])(H)2{1|O<2>,2|H<1>,3|C<4>}   1.4306    0.0000    1     1.4306     0.0000    1
358    474     4:4:    3:2:1:1:    C[5]-4:C[5]-4:     C[5,6]-3:O[5]-2:H-1:H-1:     Y    O[5](C[5]C[5,6]HH)2    C[5](C[5,6]C[5,6]C[6])(O[5]C[5])(H)2     O[5](C[5]C[5,6]HH)2{2|C<4>}    C[5](C[5,6]C[5,6]C[6])(O[5]C[5])(H)2{1|C<3>,2|C<4>,3|H<1>}   1.4368    0.0000    1     1.4368     0.0000    1
358    474     4:4:    3:2:1:1:    C[5]-4:C[5]-4:     C[5,6a]-3:O[5]-2:H-1:H-1:     Y    O[5](C[5]C[5,6a]HH)2    C[5](C[5,6a]C[5,6a]2)(O[5]C[5])(H)2     O[5](C[5]C[5,6a]HH)2{2|C<3>}    C[5](C[5,6a]C[5,6a]2)(O[5]C[5])(H)2{1|C<4>,2|C<3>,2|H<1>}   1.4282    0.0000    1     1.4282     0.0000    1
358    474     4:4:    3:2:1:1:    C[5]-4:C[5]-4:     C[5,6a]-3:O[5]-2:H-1:H-1:     Y    O[5](C[5]C[5,6a]HH)2    C[5](C[5,6a]C[5,6a]C[6a])(O[5]C[5])(H)2     O[5](C[5]C[5,6a]HH)2{2|C<3>}    C[5](C[5,6a]C[5,6a]C[6a])(O[5]C[5])(H)2{1|O<2>,2|C<3>,2|H<1>}   1.4286    0.0000    1     1.4323     0.0042    6
358    474     4:4:    3:2:1:1:    C[5]-4:C[5]-4:     C[5,6a]-3:O[5]-2:H-1:H-1:     Y    O[5](C[5]C[5,6a]HH)2    C[5](C[5,6a]C[5,6a]C[6a])(O[5]C[5])(H)2     O[5](C[5]C[5,6a]HH)2{2|C<3>}    C[5](C[5,6a]C[5,6a]C[6a])(O[5]C[5])(H)2{2|C<3>,3|H<1>}   1.4312    0.0019    4     1.4323     0.0042    6
358    474     4:4:    3:2:1:1:    C[5]-4:C[5]-4:     C[5,6a]-3:O[5]-2:H-1:H-1:     Y    O[5](C[5]C[5,6a]HH)2    C[5](C[5,6a]C[5,6a]C[6a])(O[5]C[5])(H)2     O[5](C[5]C[5,6a]HH)2{2|C<3>}    C[5](C[5,6a]C[5,6a]C[6a])(O[5]C[5])(H)2{2|H<1>,3|C<3>}   1.4401    0.0000    1     1.4323     0.0042    6
358    474     4:4:    3:2:1:1:    C[5]-4:C[5]-4:     C[5]-3:O[5]-2:H-1:H-1:     Y    O[5](C[5]C[5,6]HH)(C[5]C[5]HH)    C[5](C[5]C[5,6]C[4])(O[5]C[5])(H)2     O[5](C[5]C[5,6]HH)(C[5]C[5]HH){3|C<3>}    C[5](C[5]C[5,6]C[4])(O[5]C[5])(H)2{1|C<4>,2|H<1>,3|C<3>}   1.4335    0.0000    1     1.4335     0.0000    1
358    474     4:4:    3:2:1:1:    C[5]-4:C[5]-4:     C[5]-3:O[5]-2:H-1:H-1:     Y    O[5](C[5]C[5]2H)(C[5]C[5]HH)    C[5](C[5]C[5]C)(O[5]C[5])(H)2     O[5](C[5]C[5]2H)(C[5]C[5]HH){1|H<1>,1|O<2>,2|C<3>,2|C<4>}    C[5](C[5]C[5]C)(O[5]C[5])(H)2{1|H<1>,1|O<2>,2|C<4>}   1.4321    0.0000    1     1.4321     0.0000    1
358    474     4:4:    3:2:1:1:    C[5]-4:C[5]-4:     C[5]-3:O[5]-2:H-1:H-1:     Y    O[5](C[5]C[5]2H)(C[5]C[5]HH)    C[5](C[5]C[5]H)(O[5]C[5])(H)2     O[5](C[5]C[5]2H)(C[5]C[5]HH){1|C<3>,1|C<4>,1|N<3>,2|H<1>}    C[5](C[5]C[5]H)(O[5]C[5])(H)2{1|C<3>,1|C<4>,1|H<1>}   1.4235    0.0000    1     1.4235     0.0000    1
358    474     4:4:    3:2:1:1:    C[5]-4:C[5]-4:     C[5]-3:O[5]-2:H-1:H-1:     Y    O[5](C[5]C[5]CC)(C[5]C[5]HH)    C[5](C[5]C[5]H)(O[5]C[5])(H)2     O[5](C[5]C[5]CC)(C[5]C[5]HH){1|Si<4>,1|H<1>}    C[5](C[5]C[5]H)(O[5]C[5])(H)2{1|Si<4>,1|C<3>,1|C<4>}   1.4332    0.0000    1     1.4332     0.0000    1
358    474     4:4:    3:2:1:1:    C[5]-4:C[5]-4:     C[5]-3:O[5]-2:H-1:H-1:     Y    O[5](C[5]C[5]HH)(C[5]C[5]HO)    C[5](C[5]C[5]C)(O[5]C[5])(H)2     O[5](C[5]C[5]HH)(C[5]C[5]HO){1|C<3>,2|H<1>}    C[5](C[5]C[5]C)(O[5]C[5])(H)2{1|O<2>,3|H<1>}   1.4314    0.0000    1     1.4314     0.0000    1
358    474     4:4:    3:2:1:1:    C[5]-4:C[5]-4:     C[5]-3:O[5]-2:H-1:H-1:     Y    O[5](C[5]C[5]HH)2    C[5](C[5]C[5]C)(O[5]C[5])(H)2     O[5](C[5]C[5]HH)2{1|C<3>,1|C<4>,1|H<1>}    C[5](C[5]C[5]C)(O[5]C[5])(H)2{1|C<4>,3|H<1>}   1.4314    0.0000    1     1.4332     0.0019    4
358    474     4:4:    3:2:1:1:    C[5]-4:C[5]-4:     C[5]-3:O[5]-2:H-1:H-1:     Y    O[5](C[5]C[5]HH)2    C[5](C[5]C[5]C)(O[5]C[5])(H)2     O[5](C[5]C[5]HH)2{1|O<2>,2|C<3>}    C[5](C[5]C[5]C)(O[5]C[5])(H)2{1|C<3>,1|O<2>,2|H<1>}   1.4344    0.0000    1     1.4332     0.0019    4
358    474     4:4:    3:2:1:1:    C[5]-4:C[5]-4:     C[5]-3:O[5]-2:H-1:H-1:     Y    O[5](C[5]C[5]HH)2    C[5](C[5]C[5]C)(O[5]C[5])(H)2     O[5](C[5]C[5]HH)2{2|C<3>}    C[5](C[5]C[5]C)(O[5]C[5])(H)2{1|C<3>,2|H<1>}   1.4335    0.0025    2     1.4332     0.0019    4
358    474     4:4:    3:2:2:1:    C[5,5]-4:C[5]-4:     C[5,6a]-3:O[5]-2:O-2:H-1:     Y    O[5](C[5,5]C[5,6a]C[5]2)(C[5]C[5,6a]HO)    C[5](C[5,6a]C[5,6a]C[6a])(O[5]C[5,5])(OH)(H)     O[5](C[5,5]C[5,6a]C[5]2)(C[5]C[5,6a]HO){1|H<1>,1|O<1>,1|O<2>,4|C<3>}    C[5](C[5,6a]C[5,6a]C[6a])(O[5]C[5,5])(OH)(H){1|C<4>,1|H<1>,3|C<3>}   1.4417    0.0003    3     1.4417     0.0003    3
358    474     4:4:    3:2:2:1:    C[5,5]-4:C[5]-4:     C[6a]-3:O[5]-2:O[5]-2:H-1:     Y    O[5](C[5,5]C[5,5]O[5]H)(C[5]C[6a]O[5]H)    C[5](C[6a]C[6a]2)(O[5]C[5,5])2(H)     O[5](C[5,5]C[5,5]O[5]H)(C[5]C[6a]O[5]H){1|H<1>,2|C<3>,2|C<4>}    C[5](C[6a]C[6a]2)(O[5]C[5,5])2(H){1|C<4>,1|O<2>,2|C<3>,4|H<1>}   1.4345    0.0000    1     1.4345     0.0000    1
358    474     4:4:    3:2:2:1:    C[5,6]-4:C[5]-4:     C[5]-3:O[5]-2:O-2:H-1:     Y    O[5](C[5,6]C[5,6]C[6]O)(C[5]C[5]HO)    C[5](C[5]C[5,6]H)(O[5]C[5,6])(OC)(H)     O[5](C[5,6]C[5,6]C[6]O)(C[5]C[5]HO){2|C<4>,3|H<1>}    C[5](C[5]C[5,6]H)(O[5]C[5,6])(OC)(H){1|O<2>,2|C<4>}   1.4420    0.0000    1     1.4420     0.0000    1
358    474     4:4:    3:2:2:1:    C[5,6]-4:C[5]-4:     C[6,6a]-3:O[5,6]-2:O[5]-2:H-1:     Y    O[5](C[5,6]C[6,6a]O[5,6]H)(C[5]C[5,6]C[6a]H)    C[5,6](C[6,6a]C[6,6a]C[6a])(O[5,6]C[5,6])(O[5]C[5])(H)     O[5](C[5,6]C[6,6a]O[5,6]H)(C[5]C[5,6]C[6a]H){1|H<1>,5|C<3>}    C[5,6](C[6,6a]C[6,6a]C[6a])(O[5,6]C[5,6])(O[5]C[5])(H){3|H<1>,4|C<3>}   1.4312    0.0011    4     1.4312     0.0011    4
358    474     4:4:    3:2:2:1:    C[5,6]-4:C[5]-4:     C[6,6a]-3:O[5,6]-2:O[5]-2:H-1:     Y    O[5](C[5,6]C[6,6a]O[5,6]H)(C[5]C[5,6]HH)    C[5,6](C[6,6a]C[6,6a]C[6a])(O[5,6]C[5,6])(O[5]C[5])(H)     O[5](C[5,6]C[6,6a]O[5,6]H)(C[5]C[5,6]HH){1|H<1>,3|C<3>}    C[5,6](C[6,6a]C[6,6a]C[6a])(O[5,6]C[5,6])(O[5]C[5])(H){3|C<3>,4|H<1>}   1.4273    0.0000    1     1.4273     0.0000    1
358    474     4:4:    3:2:2:1:    C[5,6]-4:C[5]-4:     C[6a]-3:O[5]-2:O[5]-2:H-1:     Y    O[5](C[5,6]C[5,6]2H)(C[5]C[6a]O[5]H)    C[5](C[6a]C[6a]2)(O[5]C[5,6])2(H)     O[5](C[5,6]C[5,6]2H)(C[5]C[6a]O[5]H){1|C<4>,2|C<3>,2|H<1>,2|O<2>}    C[5](C[6a]C[6a]2)(O[5]C[5,6])2(H){2|C<3>,2|C<4>,4|H<1>}   1.4377    0.0029    2     1.4384     0.0024    3
358    474     4:4:    3:2:2:1:    C[5,6]-4:C[5]-4:     C[6a]-3:O[5]-2:O[5]-2:H-1:     Y    O[5](C[5,6]C[5,6]2H)(C[5]C[6a]O[5]H)    C[5](C[6a]C[6a]2)(O[5]C[5,6])2(H)     O[5](C[5,6]C[5,6]2H)(C[5]C[6a]O[5]H){1|O<2>,2|C<3>,2|C<4>,2|H<1>}    C[5](C[6a]C[6a]2)(O[5]C[5,6])2(H){2|C<3>,2|C<4>,4|H<1>}   1.4399    0.0000    1     1.4384     0.0024    3
358    474     4:4:    3:2:2:1:    C[5]-4:C[5]-4:     C[5,6a]-3:O[5]-2:O-2:H-1:     Y    O[5](C[5]C[5,6a]C[5]H)(C[5]C[5,6a]HO)    C[5](C[5,6a]C[5,6a]C[6a])(O[5]C[5])(OH)(H)     O[5](C[5]C[5,6a]C[5]H)(C[5]C[5,6a]HO){1|H<1>,1|N<3>,3|C<3>}    C[5](C[5,6a]C[5,6a]C[6a])(O[5]C[5])(OH)(H){1|C<4>,2|C<3>,2|H<1>}   1.4290    0.0000    1     1.4290     0.0000    1
358    474     4:4:    3:2:2:1:    C[5]-4:C[5]-4:     C[5]-3:O[5]-2:O-2:H-1:     Y    O[5](C[5]C[3]C[5]H)(C[5]C[5]HO)    C[5](C[5]C[5]H)(O[5]C[5])(OH)(H)     O[5](C[5]C[3]C[5]H)(C[5]C[5]HO){1|C<3>,1|C<4>,1|N<3>,2|H<1>}    C[5](C[5]C[5]H)(O[5]C[5])(OH)(H){1|C<4>,2|H<1>}   1.4330    0.0000    1     1.4330     0.0000    1
358    474     4:4:    3:2:2:1:    C[5]-4:C[5]-4:     C[5]-3:O[5]-2:O-2:H-1:     Y    O[5](C[5]C[5]2O)(C[5]C[5]HO)    C[5](C[5]C[5]H)(O[5]C[5])(OC)(H)     O[5](C[5]C[5]2O)(C[5]C[5]HO){1|C<4>,1|O<2>,3|H<1>}    C[5](C[5]C[5]H)(O[5]C[5])(OC)(H){1|C<4>,1|H<1>,1|O<2>}   1.4394    0.0000    1     1.4394     0.0000    1
358    474     4:4:    3:2:2:1:    C[5]-4:C[5]-4:     C[5]-3:O[5]-2:O[5]-2:H-1:     Y    O[5](C[5]C[5]O[5]H)(C[5]C[5]CH)    C[5](C[5]C[5]S[5])(O[5]C[5])2(H)     O[5](C[5]C[5]O[5]H)(C[5]C[5]CH){1|H<1>,1|S<2>,2|C<3>}    C[5](C[5]C[5]S[5])(O[5]C[5])2(H){3|H<1>,4|C<3>}   1.4305    0.0077    2     1.4305     0.0077    2
358    474     4:4:    3:2:2:1:    C[5]-4:C[5]-4:     C[6a]-3:O[5]-2:O[5]-2:H-1:     Y    O[5](C[5]C[6a]O[5]H)(C[5]C[5]CC)    C[5](C[6a]C[6a,6a]C[6a])(O[5]C[5])2(H)     O[5](C[5]C[6a]O[5]H)(C[5]C[5]CC){1|H<1>,3|C<3>}    C[5](C[6a]C[6a,6a]C[6a])(O[5]C[5])2(H){2|H<1>,6|C<3>}   1.4376    0.0000    1     1.4376     0.0000    1
358    474     4:4:    3:2:2:1:    C[5]-4:C[5]-4:     C[6a]-3:O[5]-2:O[5]-2:H-1:     Y    O[5](C[5]C[6a]O[5]H)(C[5]C[5]CC)    C[5](C[6a]C[6a]2)(O[5]C[5])2(H)     O[5](C[5]C[6a]O[5]H)(C[5]C[5]CC){1|H<1>,3|C<3>}    C[5](C[6a]C[6a]2)(O[5]C[5])2(H){3|H<1>,5|C<3>}   1.4415    0.0000    1     1.4415     0.0000    1
358    474     4:4:    3:2:2:1:    C[5]-4:C[5]-4:     C[6a]-3:O[5]-2:O[5]-2:H-1:     Y    O[5](C[5]C[6a]O[5]H)(C[5]C[5]CH)    C[5](C[6a]C[6a]2)(O[5]C[5])2(H)     O[5](C[5]C[6a]O[5]H)(C[5]C[5]CH){1|H<1>,3|C<3>}    C[5](C[6a]C[6a]2)(O[5]C[5])2(H){1|C<4>,1|O<2>,2|H<1>,4|C<3>}   1.4326    0.0000    1     1.4351     0.0067    5
358    474     4:4:    3:2:2:1:    C[5]-4:C[5]-4:     C[6a]-3:O[5]-2:O[5]-2:H-1:     Y    O[5](C[5]C[6a]O[5]H)(C[5]C[5]CH)    C[5](C[6a]C[6a]2)(O[5]C[5])2(H)     O[5](C[5]C[6a]O[5]H)(C[5]C[5]CH){1|H<1>,3|C<3>}    C[5](C[6a]C[6a]2)(O[5]C[5])2(H){4|C<3>,4|H<1>}   1.4357    0.0076    4     1.4351     0.0067    5
358    474     4:4:    3:2:2:1:    C[5]-4:C[5]-4:     C[6a]-3:O[5]-2:O[5]-2:H-1:     Y    O[5](C[5]C[6a]O[5]H)(C[5]C[5]HH)    C[5](C[6a]C[6a]2)(O[5]C[5])2(H)     O[5](C[5]C[6a]O[5]H)(C[5]C[5]HH){2|C<3>,2|H<1>}    C[5](C[6a]C[6a]2)(O[5]C[5])2(H){1|O<2>,2|C<3>,5|H<1>}   1.4502    0.0000    1     1.4502     0.0000    1
358    474     4:4:    3:2:2:4:    C[5]-4:C[5]-4:     C[5]-3:O[5]-2:O[5]-2:C-4:     Y    O[5](C[5]C[5]O[5]C)(C[5]C[5]HH)    C[5](C[5]C[5]S[5])(O[5]C[5])2(CCHH)     O[5](C[5]C[5]O[5]C)(C[5]C[5]HH){1|C<3>,1|S<2>,2|H<1>}    C[5](C[5]C[5]S[5])(O[5]C[5])2(CCHH){2|C<3>,5|H<1>}   1.4282    0.0000    1     1.4282     0.0000    1
358    474     4:4:    3:2:2:4:    C[5]-4:C[5]-4:     C[5]-3:O[5]-2:S-2:C-4:     Y    O[5](C[5]C[5]CS)(C[5]O[5]CH)    C[5](C[5]O[5]O)(O[5]C[5])(SC[6a])(CH3)     O[5](C[5]C[5]CS)(C[5]O[5]CH){1|O<1>}    C[5](C[5]O[5]O)(O[5]C[5])(SC[6a])(CH3){1|C<4>,1|H<1>}   1.4318    0.0000    1     1.4318     0.0000    1
358    474     4:4:    3:2:2:4:    C[5]-4:C[5]-4:     C[6a]-3:O[5]-2:O[5]-2:C-4:     Y    O[5](C[5]C[6a]O[5]C)(C[5]C[5]CH)    C[5](C[6a]C[6a]2)(O[5]C[5])2(CBrHH)     O[5](C[5]C[6a]O[5]C)(C[5]C[5]CH){2|C<3>,2|H<1>}    C[5](C[6a]C[6a]2)(O[5]C[5])2(CBrHH){1|C<4>,2|C<3>,5|H<1>}   1.4215    0.0000    1     1.4215     0.0000    1
358    474     4:4:    3:2:3:1:    C[5,6]-4:C[5]-4:     C[6a]-3:O[5]-2:C[5]-3:H-1:     Y    O[5](C[5,6]C[6]2N[5])(C[5]C[6a]C[5]H)    C[5](C[6a]C[6a]2)(O[5]C[5,6])(C[5]N[5]O)(H)     O[5](C[5,6]C[6]2N[5])(C[5]C[6a]C[5]H){1|O<1>,2|C<4>,3|C<3>,4|H<1>}    C[5](C[6a]C[6a]2)(O[5]C[5,6])(C[5]N[5]O)(H){2|C<4>,2|H<1>,3|C<3>}   1.4243    0.0000    1     1.4243     0.0000    1
358    474     4:4:    3:2:3:2:    C[5,6]-4:C[5]-4:     C[5,6a]-3:O[6]-2:C[6]-3:O[5]-2:     Y    O[5](C[5,6]C[5,6a]C[6]O[6])(C[5]C[5,6a]CC)    C[5,6](C[5,6a]C[5,6a]C[6a])(O[6]C[6,6a])(C[6]C[6]H)(O[5]C[5])     O[5](C[5,6]C[5,6a]C[6]O[6])(C[5]C[5,6a]CC){1|H<1>,4|C<3>}    C[5,6](C[5,6a]C[5,6a]C[6a])(O[6]C[6,6a])(C[6]C[6]H)(O[5]C[5]){2|C<4>,2|H<1>,4|C<3>}   1.4270    0.0000    1     1.4270     0.0000    1
358    474     4:4:    3:2:3:4:    C[5,6]-4:C[5,6]-4:     C[5,6a]-3:O[5,6]-2:C[6a]-3:C[6]-4:     Y    O[5,6](C[5,6]C[5,6a]C[6a]C[6])(C[5,6]C[5,6a]C[6a]O[6])    C[5,6](C[5,6a]C[5,6a]C[6a])(O[5,6]C[5,6])(C[6a]C[6a]2)(C[6]C[6]CH)     O[5,6](C[5,6]C[5,6a]C[6a]C[6])(C[5,6]C[5,6a]C[6a]O[6]){1|H<1>,8|C<3>}    C[5,6](C[5,6a]C[5,6a]C[6a])(O[5,6]C[5,6])(C[6a]C[6a]2)(C[6]C[6]CH){1|O<2>,3|H<1>,6|C<3>}   1.4481    0.0000    1     1.4481     0.0000    1
358    474     4:4:    3:2:4:1:    C[3,5]-4:C[5]-4:     C[5]-3:O[5]-2:C-4:H-1:     Y    O[5](C[3,5]C[3,5]C[3]H)(C[5]C[5]CH)    C[5](C[5]C[3,5]O)(O[5]C[3,5])(CC[6a]HH)(H)     O[5](C[3,5]C[3,5]C[3]H)(C[5]C[5]CH){1|C<3>,1|O<1>,2|H<1>}    C[5](C[5]C[3,5]O)(O[5]C[3,5])(CC[6a]HH)(H){1|C<4>,2|H<1>}   1.4426    0.0000    1     1.4426     0.0000    1
358    474     4:4:    3:2:4:1:    C[5,6]-4:C[5,6]-4:     C[6,6a]-3:O[5,6]-2:C[5]-4:H-1:     Y    O[5,6](C[5,6]C[6,6a]C[5]H)(C[5,6]C[3,6]C[5]C)    C[5,6](C[6,6a]C[6,6a]C[6a])(O[5,6]C[5,6])(C[5]C[5]HH)(H)     O[5,6](C[5,6]C[6,6a]C[5]H)(C[5,6]C[3,6]C[5]C){2|C<4>,3|C<3>,3|H<1>}    C[5,6](C[6,6a]C[6,6a]C[6a])(O[5,6]C[5,6])(C[5]C[5]HH)(H){1|C<4>,2|H<1>,4|C<3>}   1.4312    0.0000    1     1.4312     0.0000    1
358    474     4:4:    3:2:4:1:    C[5,6]-4:C[5,6]-4:     C[6]-3:O[5,6]-2:C[5]-4:H-1:     Y    O[5,6](C[5,6]C[6,6a]O[5]O)(C[5,6]C[5]C[6]H)    C[5,6](C[6]C[6,6a]O)(O[5,6]C[5,6])(C[5]O[5]CC)(H)     O[5,6](C[5,6]C[6,6a]O[5]O)(C[5,6]C[5]C[6]H){1|C<4>,1|O<1>,3|C<3>}    C[5,6](C[6]C[6,6a]O)(O[5,6]C[5,6])(C[5]O[5]CC)(H){1|O<2>,2|C<3>}   1.4366    0.0000    1     1.4366     0.0000    1
358    474     4:4:    3:2:4:1:    C[5]-4:C[5]-4:     C[5]-3:O[5]-2:C-4:H-1:     Y    O[5](C[5]C[5]CH)(C[5]C[5]HH)    C[5](C[5]C[5]H)(O[5]C[5])(CHHO)(H)     O[5](C[5]C[5]CH)(C[5]C[5]HH){1|H<1>,1|N<3>}    C[5](C[5]C[5]H)(O[5]C[5])(CHHO)(H){1|N<3>,2|H<1>}   1.4351    0.0107    2     1.4351     0.0107    2
358    474     4:4:    3:2:4:1:    C[5]-4:C[5]-4:     C[5]-3:O[5]-2:C-4:H-1:     Y    O[5](C[5]C[5]CH)(C[5]O[5]CC)    C[5](C[5]O[5]O)(O[5]C[5])(CCHH)(H)     O[5](C[5]C[5]CH)(C[5]O[5]CC){1|O<1>}    C[5](C[5]O[5]O)(O[5]C[5])(CCHH)(H){2|C<4>}   1.4281    0.0000    1     1.4281     0.0000    1
358    474     4:4:    3:2:4:1:    C[5]-4:C[5]-4:     N[5]-3:O[5]-2:C-4:H-1:     Y    O[5](C[5]C[5]HH)(C[5]N[5]CH)    C[5](N[5]C[5]C)(O[5]C[5])(CC3)(H)     O[5](C[5]C[5]HH)(C[5]N[5]CH){1|C<3>,1|C<4>,1|H<1>}    C[5](N[5]C[5]C)(O[5]C[5])(CC3)(H){1|C<4>,3|H<1>}   1.4278    0.0000    1     1.4278     0.0000    1
358    474     4:4:    3:2:4:1:    C[5]-4:C[5]-4:     N[5]-3:O[5]-2:C-4:H-1:     Y    O[5](C[5]C[5]HH)(C[5]N[5]CH)    C[5](N[5]C[5]S)(O[5]C[5])(CC3)(H)     O[5](C[5]C[5]HH)(C[5]N[5]CH){1|C<3>,1|C<4>,1|S<4>}    C[5](N[5]C[5]S)(O[5]C[5])(CC3)(H){1|C<3>,1|C<4>,2|H<1>}   1.4277    0.0000    1     1.4277     0.0000    1
358    474     4:4:    3:2:4:3:    C[5]-4:C[5]-4:     N[5,5]-3:O[5]-2:C-4:C-3:     Y    O[5](C[5]C[5,5]HH)(C[5]N[5,5]CC)    C[5](N[5,5]C[5,5]C[5])(O[5]C[5])(CH3)(CCO)     O[5](C[5]C[5,5]HH)(C[5]N[5,5]CC){1|C<4>,2|C<3>}    C[5](N[5,5]C[5,5]C[5])(O[5]C[5])(CH3)(CCO){1|C<3>,1|O<1>,2|C<4>,2|H<1>}   1.4472    0.0000    1     1.4472     0.0000    1
358    474     4:4:    3:2:4:4:    C[5]-4:C[5]-4:     C[5]-3:O[5]-2:C-4:C-4:     Y    O[5](C[5]C[5]CC)(C[5]C[5]CH)    C[5](C[5]C[5]O)(O[5]C[5])(CCHH)(CH3)     O[5](C[5]C[5]CC)(C[5]C[5]CH){1|O<1>,2|H<1>}    C[5](C[5]C[5]O)(O[5]C[5])(CCHH)(CH3){1|C<4>,3|H<1>}   1.4332    0.0000    1     1.4332     0.0000    1
358    474     4:4:    3:2:4:4:    C[5]-4:C[5]-4:     C[5]-3:O[5]-2:C-4:C-4:     Y    O[5](C[5]C[5]CC)(C[5]C[5]CO)    C[5](C[5]C[5]O)(O[5]C[5])(CCHH)(CH3)     O[5](C[5]C[5]CC)(C[5]C[5]CO){1|C<4>,1|H<1>,1|O<1>}    C[5](C[5]C[5]O)(O[5]C[5])(CCHH)(CH3){1|H<1>,1|O<2>,2|C<4>}   1.4500    0.0000    1     1.4500     0.0000    1
358    474     4:4:    3:2:4:4:    C[5]-4:C[5]-4:     N[5,6]-3:O[5]-2:C-4:C-4:     Y    O[5](C[5]C[5,6]C[6a]H)(C[5]N[5,6]CC)    C[5](N[5,6]C[5,6]C[6])(O[5]C[5])(CH3)2     O[5](C[5]C[5,6]C[6a]H)(C[5]N[5,6]CC){1|H<1>,2|C<3>,2|C<4>}    C[5](N[5,6]C[5,6]C[6])(O[5]C[5])(CH3)2{1|C<3>,2|C<4>,4|H<1>}   1.4490    0.0000    1     1.4490     0.0000    1
358    474     4:4:    3:2:4:4:    C[5]-4:C[5]-4:     N[5,6]-3:O[5]-2:C-4:C-4:     Y    O[5](C[5]C[5,6]HH)(C[5]N[5,6]CC)    C[5](N[5,6]C[5,6]C[6])(O[5]C[5])(CH3)2     O[5](C[5]C[5,6]HH)(C[5]N[5,6]CC){1|H<1>,2|C<3>}    C[5](N[5,6]C[5,6]C[6])(O[5]C[5])(CH3)2{1|C<3>,1|C<4>,1|O<1>,3|H<1>}   1.4338    0.0000    1     1.4338     0.0000    1
