960    998     SP2_SP3    N:S    3:4:    3:2:2:1:    C[6a]-2_2_2:P-2_2_2_2     N-3_2_0:O-3_2:O-3_2:O-3     O(C[6a]C[6a]2)(PNOO)    P(NC[6]H)(OC[6a])2(O)     O(C[6a]C[6a]2)(PNOO)    P(NC[6]H)(OC[6a])2(O)   1.5903    0.0153    4     1.5903     0.0153    4
960    998     SP2_SP3    N:S    3:4:    3:2:2:1:    C[6a]-2_2_2:P-2_2_2_2     N-3_2_0:O-3_2:O-3_2:O-3     O(C[6a]C[6a]2)(PNOO)    P(NC[6a]H)(OC[6a])2(O)     O(C[6a]C[6a]2)(PNOO)    P(NC[6a]H)(OC[6a])2(O)   1.5831    0.0082    3     1.5831     0.0082    3
960    998     SP2_SP3    N:S    3:4:    3:2:2:1:    C[6a]-2_2_2:P-3_2_2_2     N[6]-3_3_3:O-3_2:O-3_2:O-3     O(C[6a]C[6a]2)(PN[6]OO)    P(N[6]C[6]2)(OC[6a])2(O)     O(C[6a]C[6a]2)(PN[6]OO)    P(N[6]C[6]2)(OC[6a])2(O)   1.5905    0.0040    4     1.5905     0.0040    4
960    998     SP2_SP3    N:S    3:4:    3:2:2:2:    C[6a]-2_2_2:P-2_2_2_2     N-3_2_0:N-3_2:O-3_2:O-3_2     O(C[6a]C[6a]2)(PNNO)    P(NC[6a]H)(NC[6a])(OC[6a])2     O(C[6a]C[6a]2)(PNNO)    P(NC[6a]H)(NC[6a])(OC[6a])2   1.6086    0.0088    2     1.6086     0.0088    2
960    998     SP2_SP3    N:S    3:4:    3:2:3:1:    C[6a]-2_2_2:P-3_2_2_2     N-3_2_0:N-3_3_0:O-3_2:O-3     O(C[6a]C[6a]2)(PNNO)    P(NC[6a]H)(OC[6a])(NCH)(O)     O(C[6a]C[6a]2)(PNNO)    P(NC[6a]H)(OC[6a])(NCH)(O)   1.6249    0.0000    1     1.6249     0.0000    1
960    998     SP2_SP3    N:S    3:4:    3:2:4:1:    C[6a]-2_2_2:P-3_2_2_0     B-3_0_0_0:C[6a]-3_2_2:H-3:O-3_2     O(C[6a]C[6a]2)(PC[6a]BH)    P(C[6a]C[6a]2)(OC[6a])(BH3)(H)     O(C[6a]C[6a]2)(PC[6a]BH)    P(C[6a]C[6a]2)(OC[6a])(BH3)(H)   1.6118    0.0000    1     1.6118     0.0000    1
960    998     SP2_SP3    N:S    3:4:    3:3:2:1:    C[6a]-2_2_2:P-2_2_2_0     C[6a]-3_2_2:C[6a]-3_2_2:O-3_2:S-3     O(C[6a]C[6a]2)(PC[6a]2S)    P(C[6a]C[6a]2)2(OC[6a])(S)     O(C[6a]C[6a]2)(PC[6a]2S)    P(C[6a]C[6a]2)2(OC[6a])(S)   1.6178    0.0004    3     1.6178     0.0004    3
960    998     SP2_SP3    N:S    3:4:    3:3:2:1:    C[6a]-2_2_2:P-2_2_2_0     C[6a]-3_2_2:C[6a]-3_2_2:O-3_2:Se-3     O(C[6a]C[6a]2)(PC[6a]2Se)    P(C[6a]C[6a]2)2(OC[6a])(Se)     O(C[6a]C[6a]2)(PC[6a]2Se)    P(C[6a]C[6a]2)2(OC[6a])(Se)   1.6188    0.0064    3     1.6188     0.0064    3
960    998     SP2_SP3    N:S    3:4:    3:3:2:1:    C[6a]-2_2_2:P-2_2_2_2     C[6a]-3_2_2:C[6a]-3_2_2:O-3_2:O-3     O(C[6a]C[5a,6a]C[6a])(PC[6a]2O)    P(C[6a]C[6a]2)2(OC[6a])(O)     O(C[6a]C[5a,6a]C[6a])(PC[6a]2O)    P(C[6a]C[6a]2)2(OC[6a])(O)   1.6076    0.0000    1     1.6076     0.0000    1
960    998     SP2_SP3    N:S    3:4:    3:3:2:1:    C[6a]-2_2_2:P-2_2_2_2     C[6a]-3_2_2:C[6a]-3_2_2:O-3_2:O-3     O(C[6a]C[6,6a]C[6a])(PC[6a]2O)    P(C[6a]C[6a]2)2(OC[6a])(O)     O(C[6a]C[6,6a]C[6a])(PC[6a]2O)    P(C[6a]C[6a]2)2(OC[6a])(O)   1.6127    0.0000    1     1.6127     0.0000    1
960    998     SP2_SP3    N:S    3:4:    3:3:2:1:    C[6a]-2_2_2:P-2_2_2_2     C[6a]-3_2_2:C[6a]-3_2_2:O-3_2:O-3     O(C[6a]C[6a]2)(PC[6a]2O)    P(C[6a]C[6a]2)2(OC[6a])(O)     O(C[6a]C[6a]2)(PC[6a]2O)    P(C[6a]C[6a]2)2(OC[6a])(O)   1.6109    0.0075    8     1.6109     0.0075    8
960    998     SP2_SP3    N:S    3:4:    3:3:2:1:    C[6a]-2_2_2:P-2_2_2_2     N-3_2_0:N-3_2_0:O-3_2:O-3     O(C[6a]C[6a]2)(PNNO)    P(NC[6a]H)2(OC[6a])(O)     O(C[6a]C[6a]2)(PNNO)    P(NC[6a]H)2(OC[6a])(O)   1.6007    0.0093    2     1.6007     0.0093    2
960    998     SP2_SP3    N:S    3:4:    3:3:2:4:    C[6a]-2_2_2:P-3_2_2_2     B-3_0_0_0:C[6a]-3_2_2:C[6a]-3_2_2:O-3_2     O(C[6a]C[6a]2)(PC[6a]2B)    P(C[6a]C[6a]2)2(OC[6a])(BH3)     O(C[6a]C[6a]2)(PC[6a]2B)    P(C[6a]C[6a]2)2(OC[6a])(BH3)   1.6292    0.0000    1     1.6292     0.0000    1
960    998     SP2_SP3    N:S    3:4:    4:2:2:1:    C-3_2_2:P-3_3_2_2     C-3_3_0_0:O-3_2:O-3_3:O-3     O(CC[5]C)(PCOO)    P(CCHH)(OC)2(O)     O(CC[5]C)(PCOO)    P(CCHH)(OC)2(O)   1.6010    0.0000    1     1.6010     0.0000    1
960    998     SP2_SP3    N:S    3:4:    4:2:2:1:    C[6a]-2_2_2:P-3_2_2_0     C[6]-3_3_3_0:O-3_2:O-3_2:Se-3     O(C[6a]C[6a]2)(PC[6]SeO)    P(C[6]C[6]2H)(OC[6a])2(Se)     O(C[6a]C[6a]2)(PC[6]SeO)    P(C[6]C[6]2H)(OC[6a])2(Se)   1.6067    0.0023    2     1.6067     0.0023    2
960    998     SP2_SP3    N:S    3:4:    4:2:2:1:    C[6a]-2_2_2:P-3_2_2_2     C-3_2_2_0:O-3_2:O-3_2:O-3     O(C[6a]C[6a]2)(PCOO)    P(CC[6a]HN)(OC[6a])2(O)     O(C[6a]C[6a]2)(PCOO)    P(CC[6a]HN)(OC[6a])2(O)   1.5756    0.0000    1     1.5756     0.0000    1
960    998     SP2_SP3    N:S    3:4:    4:2:2:1:    C[6a]-2_2_2:P-3_2_2_2     C-3_3_2_0:O-3_2:O-3_2:O-3     O(C[6a]C[6a]2)(PCOO)    P(CC[6a]HO)(OC[6a])2(O)     O(C[6a]C[6a]2)(PCOO)    P(CC[6a]HO)(OC[6a])2(O)   1.5848    0.0072    2     1.5848     0.0072    2
960    998     SP2_SP3    N:S    3:4:    4:2:2:1:    C[6a]-2_2_2:P-3_2_2_2     C[5]-3_2_2_0:O-3_2:O-3_2:O-3     O(C[6a]C[6a]2)(PC[5]OO)    P(C[5]C[5,6a]C[5,6]H)(OC[6a])2(O)     O(C[6a]C[6a]2)(PC[5]OO)    P(C[5]C[5,6a]C[5,6]H)(OC[6a])2(O)   1.5956    0.0078    2     1.5956     0.0078    2
960    998     SP2_SP3    N:S    3:4:    4:2:2:1:    C[6a]-2_2_2:P-3_2_2_2     C[5]-3_3_2_0:O-3_2:O-3_2:O-3     O(C[6a]C[6a]2)(PC[5]OO)    P(C[5]C[5]N[5]H)(OC[6a])2(O)     O(C[6a]C[6a]2)(PC[5]OO)    P(C[5]C[5]N[5]H)(OC[6a])2(O)   1.5785    0.0043    2     1.5785     0.0043    2
960    998     SP2_SP3    N:S    3:4:    4:2:2:1:    C[6a]-2_2_2:P-3_2_2_2     C[6]-3_3_3_0:O-3_2:O-3_2:O-3     O(C[6a]C[6a]2)(PC[6]OO)    P(C[6]C[6]2H)(OC[6a])2(O)     O(C[6a]C[6a]2)(PC[6]OO)    P(C[6]C[6]2H)(OC[6a])2(O)   1.5940    0.0055    4     1.5940     0.0055    4
960    998     SP2_SP3    N:S    3:4:    4:2:2:4:    C[6a]-2_2_2:P-3_3_2_2     B-3_2_2_2:C-3_3_3_3:O-3_2:O-3_2     O(C[6a]C[6a]2)(PBCO)    P(BC[6a]3)(OC[6a])2(CC3)     O(C[6a]C[6a]2)(PBCO)    P(BC[6a]3)(OC[6a])2(CC3)   1.5979    0.0115    4     1.5979     0.0115    4
960    998     SP2_SP3    N:S    3:4:    4:4:4:2:    C-2_2_2:P-3_3_3_2     B-3_0_0_0:C-3_0_0_0:C-3_3_3_3:O-3_2     O(CC[6a]O)(PBCC)    P(BH3)(CC3)(CH3)(OC)     O(CC[6a]O)(PBCC)    P(BH3)(CC3)(CH3)(OC)   1.6574    0.0000    1     1.6574     0.0000    1
960    998     SP2_SP3    N:S    4:2:    2:2:2:1:    N-2_2:P-3_2_2_0     O-3_2:O-3_2:O-3_3:S-3     O(POOS)(NC)    P(OC[6a])(OC)(ON)(S)     O(POOS)(NC)    P(OC[6a])(OC)(ON)(S)   1.5881    0.0000    1     1.5881     0.0000    1
960    998     SP2_SP3    N:S    4:3:    3:3:2:1:    C-2_2_2:P-2_2_2_0     C[6a]-3_2_2:C[6a]-3_2_2:O-3_2:Se-3     O(PC[6a]2Se)(CC[6a]O)    P(C[6a]C[6a]2)2(OC)(Se)     O(PC[6a]2Se)(CC[6a]O)    P(C[6a]C[6a]2)2(OC)(Se)   1.6522    0.0000    1     1.6522     0.0000    1
960    998     SP2_SP3    N:S    4:3:    3:3:2:1:    C-3_2_2:P-2_2_2_0     C[6a]-3_2_2:C[6a]-3_2_2:O-3_2:Se-3     O(PC[6a]2Se)(CCO)    P(C[6a]C[6a]2)2(OC)(Se)     O(PC[6a]2Se)(CCO)    P(C[6a]C[6a]2)2(OC)(Se)   1.6504    0.0000    1     1.6504     0.0000    1
960    998     SP2_SP3    N:S    4:3:    3:4:3:2:    C-2_2_2:P-3_3_2_2     B-3_0_0_0:C[6a]-3_2_2:N-3_3_0:O-3_2     O(PC[6a]BN)(CC[6a]C)    P(C[6a]C[6a]2)(BH3)(NCH)(OC)     O(PC[6a]BN)(CC[6a]C)    P(C[6a]C[6a]2)(BH3)(NCH)(OC)   1.6209    0.0000    1     1.6209     0.0000    1
960    998     SP3_SP3    N:D    3:4:    3:3:3:2:    B[6a]-3_2_2:P-3_2_2_2     C[6a]-3_2_2:C[6a]-3_2_2:C[6a]-3_2_2:O-3_2     O(B[6a]C[6a]N[6a])(PC[6a]3)    P(C[6a]C[6a]2)3(OB[6a])     O(B[6a]C[6a]N[6a])(PC[6a]3)    P(C[6a]C[6a]2)3(OB[6a])   1.5564    0.0000    1     1.5564     0.0000    1
960    998     SP3_SP3    N:D    4:1:    2:1:1:1:    H-3:P-3_0_0_0     Br-3:Br-3:Br-3:O-3_0     O(PBr3)(H)    P(OH)(Br)3     O(PBr3)(H)    P(OH)(Br)3   1.5321    0.0000    1     1.5321     0.0000    1
960    998     SP3_SP3    N:D    4:1:    2:1:1:1:    H-3:P-3_2_2_0     F-3:O-3_0:O-3:O-3     O(PFOO)(H)    P(OH)(F)(O)2     O(PFOO)(H)    P(OH)(F)(O)2   1.5476    0.0000    1     1.5476     0.0000    1
960    998     SP3_SP3    N:D    4:1:    2:1:1:1:    H-3:P-3_2_2_0     H-3:O-3_0:O-3:O-3     O(PHOO)(H)    P(OH)(H)(O)2     O(PHOO)(H)    P(OH)(H)(O)2   1.5555    0.0071    12     1.5555     0.0071    12
960    998     SP3_SP3    N:D    4:1:    2:2:1:1:    H-3:P-3_2_2_2     O-3_0:O-3_2:O-3:O-3     O(PO3)(H)    P(OC[6a])(OH)(O)2     O(PO3)(H)    P(OC[6a])(OH)(O)2   1.5450    0.0196    5     1.5450     0.0196    5
960    998     SP3_SP3    N:D    4:1:    2:2:1:1:    H-3:P-3_3_2_2     O-3_0:O-3_0:O-3:O-3     O(PO3)(H)    P(OH)2(O)2     O(PO3)(H)    P(OH)2(O)2   1.5511    0.0102    116     1.5511     0.0102    116
960    998     SP3_SP3    N:D    4:1:    2:2:1:1:    H-3:P-3_3_2_2     O-3_0:O-3_3:O-3:O-3     O(PO3)(H)    P(OC)(OH)(O)2     O(PO3)(H)    P(OC)(OH)(O)2   1.5554    0.0027    9     1.5554     0.0027    9
960    998     SP3_SP3    N:D    4:1:    2:2:1:1:    H-3:P-3_3_2_2     O-3_0:O-3_3:O-3:O-3     O(PO3)(H)    P(OH)(OP)(O)2     O(PO3)(H)    P(OH)(OP)(O)2   1.5514    0.0072    16     1.5514     0.0072    16
960    998     SP3_SP3    N:D    4:1:    2:2:2:1:    H-3:P-3_2_2_2     O-3_0:O-3_2:O-3_2:O-3     O(PO3)(H)    P(OC[6a])2(OH)(O)     O(PO3)(H)    P(OC[6a])2(OH)(O)   1.5157    0.0123    9     1.5157     0.0123    9
960    998     SP3_SP3    N:D    4:1:    2:2:2:1:    H-3:P-3_3_2_2     O-3_0:O-3_0:O-3_2:O-3     O(PO3)(H)    P(OC[6a])(OH)2(O)     O(PO3)(H)    P(OC[6a])(OH)2(O)   1.5405    0.0093    16     1.5405     0.0093    16
960    998     SP3_SP3    N:D    4:1:    2:2:2:1:    H-3:P-3_3_3_2     O-3_0:O-3_0:O-3_0:O-3     O(PO3)(H)    P(OH)3(O)     O(PO3)(H)    P(OH)3(O)   1.5450    0.0116    76     1.5450     0.0116    76
960    998     SP3_SP3    N:D    4:1:    2:2:2:1:    H-3:P-3_3_3_2     O-3_0:O-3_3:O-3_3:O-3     O(PO3)(H)    P(OB)2(OH)(O)     O(PO3)(H)    P(OB)2(OH)(O)   1.5446    0.0098    4     1.5446     0.0098    4
960    998     SP3_SP3    N:D    4:1:    2:2:2:1:    H-3:P-3_3_3_2     O-3_0:O-3_3:O-3_3:O-3     O(PO3)(H)    P(OB[6])2(OH)(O)     O(PO3)(H)    P(OB[6])2(OH)(O)   1.5457    0.0146    2     1.5457     0.0146    2
960    998     SP3_SP3    N:D    4:1:    2:2:2:1:    H-3:P-3_3_3_2     O-3_0:O-3_3:O-3_3:O-3     O(PO3)(H)    P(OC)2(OH)(O)     O(PO3)(H)    P(OC)2(OH)(O)   1.5290    0.0000    1     1.5290     0.0000    1
960    998     SP3_SP3    N:D    4:1:    2:2:2:1:    H-3:P-3_3_3_2     O-3_0:O-3_3:O-3_3:O-3     O(PO3)(H)    P(OH)(OP)2(O)     O(PO3)(H)    P(OH)(OP)2(O)   1.4997    0.0025    2     1.4997     0.0025    2
960    998     SP3_SP3    N:D    4:1:    2:2:2:2:    H-3:P-3_3_3_3     O-3_0:O-3_0:O-3_0:O-3_0     O(PO3)(H)    P(OH)4     O(PO3)(H)    P(OH)4   1.5044    0.0000    1     1.5044     0.0000    1
960    998     SP3_SP3    N:D    4:1:    3:2:1:1:    H-3:P-3_2_2_0     C[6a]-3_2_2:H-3:O-3_0:O-3     O(PC[6a]HO)(H)    P(C[6a]C[6a]2)(OH)(H)(O)     O(PC[6a]HO)(H)    P(C[6a]C[6a]2)(OH)(H)(O)   1.5485    0.0101    2     1.5485     0.0101    2
960    998     SP3_SP3    N:D    4:1:    3:2:1:1:    H-3:P-3_2_2_2     C[6]-3_2_2:O-3_0:O-3:O-3     O(PC[6]OO)(H)    P(C[6]C[6]N[6])(OH)(O)2     O(PC[6]OO)(H)    P(C[6]C[6]N[6])(OH)(O)2   1.5564    0.0000    1     1.5564     0.0000    1
960    998     SP3_SP3    N:D    4:1:    3:2:1:1:    H-3:P-3_2_2_2     C[6a]-3_2_2:O-3_0:O-3:O-3     O(PC[6a]OO)(H)    P(C[6a]C[6a,6a]C[6a])(OH)(O)2     O(PC[6a]OO)(H)    P(C[6a]C[6a,6a]C[6a])(OH)(O)2   1.5316    0.0014    2     1.5316     0.0014    2
960    998     SP3_SP3    N:D    4:1:    3:2:1:1:    H-3:P-3_2_2_2     C[6a]-3_2_2:O-3_0:O-3:O-3     O(PC[6a]OO)(H)    P(C[6a]C[6a]2)(OH)(O)2     O(PC[6a]OO)(H)    P(C[6a]C[6a]2)(OH)(O)2   1.5479    0.0124    9     1.5479     0.0124    9
960    998     SP3_SP3    N:D    4:1:    3:2:2:1:    H-3:P-3_3_2_2     C-3_3_2:O-3_0:O-3_0:O-3     O(PCOO)(H)    P(CNO)(OH)2(O)     O(PCOO)(H)    P(CNO)(OH)2(O)   1.5454    0.0000    1     1.5454     0.0000    1
960    998     SP3_SP3    N:D    4:1:    3:2:2:1:    H-3:P-3_3_2_2     C[6]-3_2_2:O-3_0:O-3_0:O-3     O(PC[6]OO)(H)    P(C[6]C[6]2)(OH)2(O)     O(PC[6]OO)(H)    P(C[6]C[6]2)(OH)2(O)   1.5363    0.0132    8     1.5363     0.0132    8
960    998     SP3_SP3    N:D    4:1:    3:2:2:1:    H-3:P-3_3_2_2     C[6a]-3_2_2:O-3_0:O-3_0:O-3     O(PC[6a]OO)(H)    P(C[6a]C[6a,6a]C[6a])(OH)2(O)     O(PC[6a]OO)(H)    P(C[6a]C[6a,6a]C[6a])(OH)2(O)   1.5387    0.0091    13     1.5387     0.0091    13
960    998     SP3_SP3    N:D    4:1:    3:2:2:1:    H-3:P-3_3_2_2     C[6a]-3_2_2:O-3_0:O-3_0:O-3     O(PC[6a]OO)(H)    P(C[6a]C[6a]2)(OH)2(O)     O(PC[6a]OO)(H)    P(C[6a]C[6a]2)(OH)2(O)   1.5413    0.0123    37     1.5413     0.0123    37
960    998     SP3_SP3    N:D    4:1:    3:2:2:1:    H-3:P-3_3_2_2     C[6a]-3_2_2:O-3_0:O-3_0:O-3     O(PC[6a]OO)(H)    P(C[6a]C[6a]N[6a])(OH)2(O)     O(PC[6a]OO)(H)    P(C[6a]C[6a]N[6a])(OH)2(O)   1.5384    0.0166    2     1.5384     0.0166    2
960    998     SP3_SP3    N:D    4:1:    3:2:2:1:    H-3:P-3_3_2_2     C[6a]-3_2_2:O-3_0:O-3_3:O-3     O(PC[6a]OO)(H)    P(C[6a]C[6a]2)(OH)(OP)(O)     O(PC[6a]OO)(H)    P(C[6a]C[6a]2)(OH)(OP)(O)   1.5329    0.0093    8     1.5329     0.0093    8
960    998     SP3_SP3    N:D    4:1:    3:3:2:1:    H-3:P-3_2_2_2     C[6a]-3_2_2:C[6a]-3_2_2:O-3_0:O-3     O(PC[6a]2O)(H)    P(C[6a]C[6a]2)2(OH)(O)     O(PC[6a]2O)(H)    P(C[6a]C[6a]2)2(OH)(O)   1.5425    0.0000    1     1.5425     0.0000    1
960    998     SP3_SP3    N:D    4:1:    3:3:3:2:    H-3:P-3_2_2_2     C[6a]-3_2_2:C[6a]-3_2_2:C[6a]-3_2_2:O-3_0     O(PC[6a]3)(H)    P(C[6a]C[6a]2)3(OH)     O(PC[6a]3)(H)    P(C[6a]C[6a]2)3(OH)   1.5474    0.0000    1     1.5474     0.0000    1
960    998     SP3_SP3    N:D    4:1:    3:3:4:2:    H-3:P-3_3_2_2     C-3_3_0_0:C[6a]-3_2_2:C[6a]-3_2_2:O-3_0     O(PC[6a]2C)(H)    P(C[6a]C[6a]2)2(CCHH)(OH)     O(PC[6a]2C)(H)    P(C[6a]C[6a]2)2(CCHH)(OH)   1.5347    0.0000    1     1.5347     0.0000    1
960    998     SP3_SP3    N:D    4:1:    3:4:2:1:    H-3:P-3_3_2_2     C-3_2_0_0:C[6a]-3_2_2:O-3_0:O-3     O(PC[6a]CO)(H)    P(C[6a]C[6a]2)(CC[6a]HH)(OH)(O)     O(PC[6a]CO)(H)    P(C[6a]C[6a]2)(CC[6a]HH)(OH)(O)   1.5419    0.0000    1     1.5419     0.0000    1
960    998     SP3_SP3    N:D    4:1:    3:4:2:1:    H-3:P-3_3_2_2     C-3_3_0_0:C[6a]-3_2_2:O-3_0:O-3     O(PC[6a]CO)(H)    P(C[6a]C[6a]2)(CCHH)(OH)(O)     O(PC[6a]CO)(H)    P(C[6a]C[6a]2)(CCHH)(OH)(O)   1.5528    0.0002    2     1.5528     0.0002    2
960    998     SP3_SP3    N:D    4:1:    3:4:2:1:    H-3:P-3_3_2_2     C-3_3_0_0:C[6a]-3_2_2:O-3_0:O-3     O(PC[6a]CO)(H)    P(C[6a]C[6a]2)(CN[6]HH)(OH)(O)     O(PC[6a]CO)(H)    P(C[6a]C[6a]2)(CN[6]HH)(OH)(O)   1.5495    0.0040    4     1.5495     0.0040    4
960    998     SP3_SP3    N:D    4:1:    3:4:2:1:    H-3:P-3_3_2_2     C-3_3_3_3:C[5a]-3_2_2:O-3_0:O-3     O(PC[5a]CO)(H)    P(C[5a]C[5a]N[5a])(CC3)(OH)(O)     O(PC[5a]CO)(H)    P(C[5a]C[5a]N[5a])(CC3)(OH)(O)   1.5596    0.0000    1     1.5596     0.0000    1
960    998     SP3_SP3    N:D    4:1:    3:4:4:2:    H-3:P-3_3_3_2     B-3_0_0_0:C-3_3_3_3:C[6a]-3_2_2:O-3_0     O(PC[6a]BC)(H)    P(C[6a]C[6a]2)(BH3)(CC3)(OH)     O(PC[6a]BC)(H)    P(C[6a]C[6a]2)(BH3)(CC3)(OH)   1.5348    0.0000    1     1.5348     0.0000    1
960    998     SP3_SP3    N:D    4:1:    3:4:4:2:    H-3:P-3_3_3_2     C-3_0_0_0:C-3_0_0_0:C[5]-3_3_2:O-3_0     O(PC[5]CC)(H)    P(C[5]C[5]2)(CH3)2(OH)     O(PC[5]CC)(H)    P(C[5]C[5]2)(CH3)2(OH)   1.5439    0.0000    1     1.5439     0.0000    1
960    998     SP3_SP3    N:D    4:1:    4:2:1:1:    H-3:P-3_3_2_0     C-3_3_0_0:H-3:O-3_0:O-3     O(PCHO)(H)    P(CCHH)(OH)(H)(O)     O(PCHO)(H)    P(CCHH)(OH)(H)(O)   1.5500    0.0000    1     1.5500     0.0000    1
960    998     SP3_SP3    N:D    4:1:    4:2:1:1:    H-3:P-3_3_2_2     C-3_2_0_0:O-3_0:O-3:O-3     O(PCOO)(H)    P(CCHH)(OH)(O)2     O(PCOO)(H)    P(CCHH)(OH)(O)2   1.5581    0.0007    4     1.5581     0.0007    4
960    998     SP3_SP3    N:D    4:1:    4:2:1:1:    H-3:P-3_3_2_2     C-3_2_0_0:O-3_0:O-3:O-3     O(PCOO)(H)    P(CC[6a]HH)(OH)(O)2     O(PCOO)(H)    P(CC[6a]HH)(OH)(O)2   1.5551    0.0000    1     1.5551     0.0000    1
960    998     SP3_SP3    N:D    4:1:    4:2:1:1:    H-3:P-3_3_2_2     C-3_2_0_0:O-3_0:O-3:O-3     O(PCOO)(H)    P(CHHN)(OH)(O)2     O(PCOO)(H)    P(CHHN)(OH)(O)2   1.5556    0.0029    5     1.5556     0.0029    5
960    998     SP3_SP3    N:D    4:1:    4:2:1:1:    H-3:P-3_3_2_2     C-3_3_0_0:O-3_0:O-3:O-3     O(PCOO)(H)    P(CCFF)(OH)(O)2     O(PCOO)(H)    P(CCFF)(OH)(O)2   1.5532    0.0000    1     1.5532     0.0000    1
960    998     SP3_SP3    N:D    4:1:    4:2:1:1:    H-3:P-3_3_2_2     C-3_3_2_0:O-3_0:O-3:O-3     O(PCOO)(H)    P(CHNP)(OH)(O)2     O(PCOO)(H)    P(CHNP)(OH)(O)2   1.5515    0.0061    5     1.5515     0.0061    5
960    998     SP3_SP3    N:D    4:1:    4:2:1:1:    H-3:P-3_3_2_2     C-3_3_3_0:O-3_0:O-3:O-3     O(PCOO)(H)    P(CCHN)(OH)(O)2     O(PCOO)(H)    P(CCHN)(OH)(O)2   1.5590    0.0000    1     1.5590     0.0000    1
960    998     SP3_SP3    N:D    4:1:    4:2:1:1:    H-3:P-3_3_2_2     C-3_3_3_3:O-3_0:O-3:O-3     O(PCOO)(H)    P(CC3)(OH)(O)2     O(PCOO)(H)    P(CC3)(OH)(O)2   1.5533    0.0038    8     1.5533     0.0038    8
960    998     SP3_SP3    N:D    4:1:    4:2:1:1:    H-3:P-3_3_2_2     C-3_3_3_3:O-3_0:O-3:O-3     O(PCOO)(H)    P(CCNP)(OH)(O)2     O(PCOO)(H)    P(CCNP)(OH)(O)2   1.5490    0.0122    8     1.5490     0.0122    8
960    998     SP3_SP3    N:D    4:1:    4:2:1:1:    H-3:P-3_3_2_2     C-3_3_3_3:O-3_0:O-3:O-3     O(PCOO)(H)    P(CCOP)(OH)(O)2     O(PCOO)(H)    P(CCOP)(OH)(O)2   1.5529    0.0039    5     1.5529     0.0039    5
960    998     SP3_SP3    N:D    4:1:    4:2:1:1:    H-3:P-3_3_2_2     C-3_3_3_3:O-3_0:O-3:O-3     O(PCOO)(H)    P(CC[3]NP)(OH)(O)2     O(PCOO)(H)    P(CC[3]NP)(OH)(O)2   1.5554    0.0000    1     1.5554     0.0000    1
960    998     SP3_SP3    N:D    4:1:    4:2:1:1:    H-3:P-3_3_2_2     C[5]-3_3_3_3:O-3_0:O-3:O-3     O(PC[5]OO)(H)    P(C[5]C[5]N[5]P)(OH)(O)2     O(PC[5]OO)(H)    P(C[5]C[5]N[5]P)(OH)(O)2   1.5572    0.0025    2     1.5572     0.0025    2
960    998     SP3_SP3    N:D    4:1:    4:2:2:1:    H-3:P-3_3_3_2     C-3_0_0_0:O-3_0:O-3_0:O-3     O(PCOO)(H)    P(CH3)(OH)2(O)     O(PCOO)(H)    P(CH3)(OH)2(O)   1.5466    0.0030    4     1.5466     0.0030    4
960    998     SP3_SP3    N:D    4:1:    4:2:2:1:    H-3:P-3_3_3_2     C-3_2_0_0:O-3_0:O-3_0:O-3     O(PCOO)(H)    P(CCHH)(OH)2(O)     O(PCOO)(H)    P(CCHH)(OH)2(O)   1.5456    0.0111    20     1.5456     0.0111    20
960    998     SP3_SP3    N:D    4:1:    4:2:2:1:    H-3:P-3_3_3_2     C-3_2_0_0:O-3_0:O-3_0:O-3     O(PCOO)(H)    P(CC[5]HH)(OH)2(O)     O(PCOO)(H)    P(CC[5]HH)(OH)2(O)   1.5440    0.0030    2     1.5440     0.0030    2
960    998     SP3_SP3    N:D    4:1:    4:2:2:1:    H-3:P-3_3_3_2     C-3_2_0_0:O-3_0:O-3_0:O-3     O(PCOO)(H)    P(CC[5a]HH)(OH)2(O)     O(PCOO)(H)    P(CC[5a]HH)(OH)2(O)   1.5379    0.0012    2     1.5379     0.0012    2
960    998     SP3_SP3    N:D    4:1:    4:2:2:1:    H-3:P-3_3_3_2     C-3_2_0_0:O-3_0:O-3_0:O-3     O(PCOO)(H)    P(CC[6]HH)(OH)2(O)     O(PCOO)(H)    P(CC[6]HH)(OH)2(O)   1.5385    0.0222    2     1.5385     0.0222    2
960    998     SP3_SP3    N:D    4:1:    4:2:2:1:    H-3:P-3_3_3_2     C-3_2_0_0:O-3_0:O-3_0:O-3     O(PCOO)(H)    P(CC[6a]HH)(OH)2(O)     O(PCOO)(H)    P(CC[6a]HH)(OH)2(O)   1.5451    0.0086    34     1.5451     0.0086    34
960    998     SP3_SP3    N:D    4:1:    4:2:2:1:    H-3:P-3_3_3_2     C-3_2_0_0:O-3_0:O-3_0:O-3     O(PCOO)(H)    P(CN[5]HH)(OH)2(O)     O(PCOO)(H)    P(CN[5]HH)(OH)2(O)   1.5481    0.0065    2     1.5481     0.0065    2
960    998     SP3_SP3    N:D    4:1:    4:2:2:1:    H-3:P-3_3_3_2     C-3_2_0_0:O-3_0:O-3_3:O-3     O(PCOO)(H)    P(CC[6a]HH)(OC)(OH)(O)     O(PCOO)(H)    P(CC[6a]HH)(OC)(OH)(O)   1.5305    0.0000    1     1.5305     0.0000    1
