818    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6a]-3:N[5a]-3:N[6a]-2:     C[5a,6a]-3:C[6a]-3:     C[5a,6a](C[5a,6a]C[6a,6a]C[5a])(N[5a]N[5a]C)(N[6a]C[6a])    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]C[6a,6a]C)     C[5a,6a](C[5a,6a]C[6a,6a]C[5a])(N[5a]N[5a]C)(N[6a]C[6a]){1|C<4>,3|C<3>}    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]C[6a,6a]C){1|C<4>,1|N<2>,3|C<3>}   1.3420    0.0000    1     1.3420     0.0000    1
818    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6a]-3:N[5a]-3:N[6a]-2:     C[5a,6a]-3:C[6a]-3:     C[5a,6a](C[5a,6a]C[6a,6a]C[5a])(N[5a]N[5a]C)(N[6a]C[6a])    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]C[6a,6a]C[6a])     C[5a,6a](C[5a,6a]C[6a,6a]C[5a])(N[5a]N[5a]C)(N[6a]C[6a]){1|C<4>,3|C<3>}    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]C[6a,6a]C[6a]){1|C<4>,1|N<2>,5|C<3>}   1.3679    0.0000    1     1.3604     0.0106    2
818    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6a]-3:N[5a]-3:N[6a]-2:     C[5a,6a]-3:C[6a]-3:     C[5a,6a](C[5a,6a]C[6a,6a]C[5a])(N[5a]N[5a]C)(N[6a]C[6a])    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]C[6a,6a]C[6a])     C[5a,6a](C[5a,6a]C[6a,6a]C[5a])(N[5a]N[5a]C)(N[6a]C[6a]){1|C<4>,3|C<3>}    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]C[6a,6a]C[6a]){1|C<4>,2|N<2>,4|C<3>}   1.3529    0.0000    1     1.3604     0.0106    2
818    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6a]-3:N[5a]-3:N[6a]-2:     C[5a,6a]-3:C[6a]-3:     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[4,5]C[5a])(N[6a]C[6a])    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]H)     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[4,5]C[5a])(N[6a]C[6a]){1|N<2>,1|N<3>,1|O<2>,2|C<4>,2|H<1>}    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]H){1|C<4>,1|N<2>,2|C<3>}   1.3434    0.0000    1     1.3434     0.0000    1
818    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6a]-3:N[5a]-3:N[6a]-2:     C[5a,6a]-3:C[6a]-3:     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C)(N[6a]C[6a])    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]C[6a]H)     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C)(N[6a]C[6a]){1|C<3>,1|C<4>,1|O<1>,2|H<1>}    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]C[6a]H){1|Br<1>,1|C<4>,1|N<3>,2|C<3>}   1.3178    0.0072    5     1.3200     0.0065    13
818    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6a]-3:N[5a]-3:N[6a]-2:     C[5a,6a]-3:C[6a]-3:     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C)(N[6a]C[6a])    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]C[6a]H)     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C)(N[6a]C[6a]){1|C<3>,1|O<1>,3|H<1>}    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]C[6a]H){1|Br<1>,1|C<4>,1|N<3>,2|C<3>}   1.3159    0.0035    3     1.3200     0.0065    13
818    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6a]-3:N[5a]-3:N[6a]-2:     C[5a,6a]-3:C[6a]-3:     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C)(N[6a]C[6a])    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]C[6a]H)     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C)(N[6a]C[6a]){2|C<3>,2|H<1>}    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]C[6a]H){1|Br<1>,1|C<4>,1|N<2>,2|C<3>}   1.3245    0.0049    5     1.3200     0.0065    13
818    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6a]-3:N[5a]-3:N[6a]-2:     C[5a,6a]-3:C[6a]-3:     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C)(N[6a]C[6a])    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]C[6a]N[6a])     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C)(N[6a]C[6a]){1|N<2>,3|C<3>}    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]C[6a]N[6a]){1|C<4>,1|N<2>,4|C<3>}   1.3289    0.0000    1     1.3289     0.0000    1
818    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6a]-3:N[5a]-3:N[6a]-2:     C[5a,6a]-3:C[6a]-3:     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C)(N[6a]C[6a])    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]C[6a]O)     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C)(N[6a]C[6a]){1|H<1>,1|O<2>,2|C<3>}    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]C[6a]O){1|C<4>,1|H<1>,1|N<2>,2|C<3>}   1.3328    0.0000    1     1.3328     0.0000    1
818    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6a]-3:N[5a]-3:N[6a]-2:     C[5a,6a]-3:C[6a]-3:     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C)(N[6a]C[6a])    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]Cl)     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C)(N[6a]C[6a]){1|Cl<1>,1|C<3>,1|H<1>,1|N<2>}    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]Cl){1|C<4>,1|N<2>,2|C<3>}   1.3401    0.0018    3     1.3486     0.0092    15
818    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6a]-3:N[5a]-3:N[6a]-2:     C[5a,6a]-3:C[6a]-3:     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C)(N[6a]C[6a])    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]Cl)     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C)(N[6a]C[6a]){1|Cl<1>,1|H<1>,1|N<2>,1|N<3>}    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]Cl){1|C<4>,1|N<2>,2|C<3>}   1.3538    0.0061    10     1.3486     0.0092    15
818    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6a]-3:N[5a]-3:N[6a]-2:     C[5a,6a]-3:C[6a]-3:     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C)(N[6a]C[6a])    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]Cl)     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C)(N[6a]C[6a]){2|Cl<1>,1|H<1>,1|N<2>}    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]Cl){1|C<4>,1|N<2>,2|C<3>}   1.3352    0.0013    2     1.3486     0.0092    15
818    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6a]-3:N[5a]-3:N[6a]-2:     C[5a,6a]-3:C[6a]-3:     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C)(N[6a]C[6a])    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]H)     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C)(N[6a]C[6a]){1|C<3>,1|H<1>,1|N<2>,1|N<3>}    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]H){1|C<4>,1|N<2>,2|C<3>}   1.3324    0.0000    1     1.3416     0.0097    57
818    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6a]-3:N[5a]-3:N[6a]-2:     C[5a,6a]-3:C[6a]-3:     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C)(N[6a]C[6a])    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]H)     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C)(N[6a]C[6a]){1|C<3>,1|N<2>,2|H<1>}    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]H){1|C<4>,1|N<2>,2|C<3>}   1.3339    0.0051    6     1.3416     0.0097    57
818    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6a]-3:N[5a]-3:N[6a]-2:     C[5a,6a]-3:C[6a]-3:     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C)(N[6a]C[6a])    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]H)     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C)(N[6a]C[6a]){1|C<4>,1|N<2>,2|H<1>}    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]H){1|C<4>,1|N<2>,2|C<3>}   1.3317    0.0000    1     1.3416     0.0097    57
818    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6a]-3:N[5a]-3:N[6a]-2:     C[5a,6a]-3:C[6a]-3:     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C)(N[6a]C[6a])    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]H)     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C)(N[6a]C[6a]){1|Cl<1>,1|N<2>,2|H<1>}    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]H){1|C<4>,1|N<2>,2|C<3>}   1.3324    0.0076    4     1.3416     0.0097    57
818    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6a]-3:N[5a]-3:N[6a]-2:     C[5a,6a]-3:C[6a]-3:     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C)(N[6a]C[6a])    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]H)     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C)(N[6a]C[6a]){1|H<1>,1|N<2>,2|C<3>}    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]H){1|C<4>,1|N<2>,2|C<3>}   1.3301    0.0016    4     1.3416     0.0097    57
818    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6a]-3:N[5a]-3:N[6a]-2:     C[5a,6a]-3:C[6a]-3:     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C)(N[6a]C[6a])    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]H)     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C)(N[6a]C[6a]){1|N<2>,1|N<3>,2|H<1>}    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]H){1|C<4>,1|N<2>,2|C<3>}   1.3454    0.0081    37     1.3416     0.0097    57
818    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6a]-3:N[5a]-3:N[6a]-2:     C[5a,6a]-3:C[6a]-3:     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C)(N[6a]C[6a])    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]H)     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C)(N[6a]C[6a]){1|N<2>,1|P<4>,2|H<1>}    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]H){1|C<4>,1|N<2>,2|C<3>}   1.3263    0.0000    1     1.3416     0.0097    57
818    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6a]-3:N[5a]-3:N[6a]-2:     C[5a,6a]-3:C[6a]-3:     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C)(N[6a]C[6a])    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]H)     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C)(N[6a]C[6a]){1|N<3>,1|O<1>,2|H<1>}    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]H){1|Pt<4>,1|C<4>,1|N<2>,2|C<3>}   1.3602    0.0000    1     1.3416     0.0097    57
818    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6a]-3:N[5a]-3:N[6a]-2:     C[5a,6a]-3:C[6a]-3:     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C)(N[6a]C[6a])    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]H)     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C)(N[6a]C[6a]){2|H<1>,2|N<2>}    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]H){1|C<4>,1|N<2>,2|C<3>}   1.3424    0.0071    2     1.3416     0.0097    57
818    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6a]-3:N[5a]-3:N[6a]-2:     C[5a,6a]-3:C[6a]-3:     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C)(N[6a]C[6a])    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]N)     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C)(N[6a]C[6a]){1|C<2>,1|N<2>,2|N<3>}    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]N){1|C<4>,1|N<2>,2|C<3>}   1.3324    0.0000    1     1.3441     0.0122    32
818    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6a]-3:N[5a]-3:N[6a]-2:     C[5a,6a]-3:C[6a]-3:     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C)(N[6a]C[6a])    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]N)     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C)(N[6a]C[6a]){1|C<3>,1|N<2>,2|N<3>}    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]N){1|C<4>,1|N<2>,2|C<3>}   1.3374    0.0040    2     1.3441     0.0122    32
818    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6a]-3:N[5a]-3:N[6a]-2:     C[5a,6a]-3:C[6a]-3:     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C)(N[6a]C[6a])    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]N)     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C)(N[6a]C[6a]){1|Cl<1>,1|H<1>,1|N<2>,1|N<3>}    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]N){1|C<4>,1|N<2>,2|C<3>}   1.3331    0.0031    3     1.3441     0.0122    32
818    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6a]-3:N[5a]-3:N[6a]-2:     C[5a,6a]-3:C[6a]-3:     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C)(N[6a]C[6a])    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]N)     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C)(N[6a]C[6a]){1|Cl<1>,1|H<1>,1|N<2>,1|N<3>}    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]N){1|N<2>,3|C<3>}   1.3267    0.0037    2     1.3441     0.0122    32
818    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6a]-3:N[5a]-3:N[6a]-2:     C[5a,6a]-3:C[6a]-3:     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C)(N[6a]C[6a])    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]N)     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C)(N[6a]C[6a]){1|H<1>,1|N<2>,1|N<3>,1|O<2>}    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]N){1|C<4>,1|N<2>,2|C<3>}   1.3391    0.0000    1     1.3441     0.0122    32
818    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6a]-3:N[5a]-3:N[6a]-2:     C[5a,6a]-3:C[6a]-3:     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C)(N[6a]C[6a])    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]N)     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C)(N[6a]C[6a]){1|H<1>,1|N<2>,1|N<3>,1|S<2>}    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]N){1|C<4>,1|N<2>,2|C<3>}   1.3399    0.0000    1     1.3441     0.0122    32
818    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6a]-3:N[5a]-3:N[6a]-2:     C[5a,6a]-3:C[6a]-3:     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C)(N[6a]C[6a])    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]N)     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C)(N[6a]C[6a]){1|H<1>,1|N<2>,2|N<3>}    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]N){1|C<4>,1|N<2>,2|C<3>}   1.3406    0.0074    6     1.3441     0.0122    32
818    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6a]-3:N[5a]-3:N[6a]-2:     C[5a,6a]-3:C[6a]-3:     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C)(N[6a]C[6a])    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]N)     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C)(N[6a]C[6a]){1|H<1>,1|O<1>,2|N<3>}    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]N){1|C<4>,1|H<1>,1|N<2>,2|C<3>}   1.3555    0.0074    12     1.3441     0.0122    32
818    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6a]-3:N[5a]-3:N[6a]-2:     C[5a,6a]-3:C[6a]-3:     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C)(N[6a]C[6a])    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]N)     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C)(N[6a]C[6a]){1|H<1>,3|N<2>}    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]N){1|C<4>,1|N<2>,2|C<3>}   1.3317    0.0000    1     1.3441     0.0122    32
818    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6a]-3:N[5a]-3:N[6a]-2:     C[5a,6a]-3:C[6a]-3:     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C)(N[6a]C[6a])    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]N)     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C)(N[6a]C[6a]){1|N<2>,1|N<3>,2|H<1>}    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]N){1|C<4>,1|N<2>,2|C<3>}   1.3333    0.0040    2     1.3441     0.0122    32
818    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6a]-3:N[5a]-3:N[6a]-2:     C[5a,6a]-3:C[6a]-3:     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C)(N[6a]C[6a])    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]N)     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C)(N[6a]C[6a]){1|Pt<4>,1|H<1>,1|N<2>,1|N<3>,1|O<1>}    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]N){1|C<4>,1|N<3>,2|C<3>}   1.3642    0.0000    1     1.3441     0.0122    32
818    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6a]-3:N[5a]-3:N[6a]-2:     C[5a,6a]-3:C[6a]-3:     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C)(N[6a]C[6a])    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]O)     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C)(N[6a]C[6a]){1|H<1>,1|N<2>,1|N<3>,1|O<2>}    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]O){1|C<4>,1|N<2>,2|C<3>}   1.3430    0.0000    1     1.3430     0.0000    1
818    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6a]-3:N[5a]-3:N[6a]-2:     C[5a,6a]-3:C[6a]-3:     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C)(N[6a]C[6a])    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]S)     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C)(N[6a]C[6a]){1|H<1>,1|N<2>,2|S<2>}    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]S){1|C<4>,1|N<2>,2|C<3>}   1.3346    0.0000    1     1.3346     0.0000    1
818    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6a]-3:N[5a]-3:N[6a]-2:     C[5a,6a]-3:C[6a]-3:     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C[5])(N[6a]C[6a])    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]Cl)     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C[5])(N[6a]C[6a]){1|Cl<1>,1|C<4>,1|N<2>,1|N<3>,1|O<2>,2|H<1>}    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]Cl){1|C<4>,1|N<2>,2|C<3>}   1.3409    0.0000    1     1.3413     0.0151    4
818    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6a]-3:N[5a]-3:N[6a]-2:     C[5a,6a]-3:C[6a]-3:     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C[5])(N[6a]C[6a])    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]Cl)     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C[5])(N[6a]C[6a]){2|Cl<1>,1|C<4>,1|N<2>,1|O<2>,2|H<1>}    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]Cl){1|C<4>,1|N<2>,2|C<3>}   1.3455    0.0242    2     1.3413     0.0151    4
818    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6a]-3:N[5a]-3:N[6a]-2:     C[5a,6a]-3:C[6a]-3:     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C[5])(N[6a]C[6a])    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]Cl)     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C[5])(N[6a]C[6a]){2|Cl<1>,1|N<2>,2|C<4>,2|H<1>}    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]Cl){1|C<4>,1|N<2>,2|C<3>}   1.3334    0.0000    1     1.3413     0.0151    4
818    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6a]-3:N[5a]-3:N[6a]-2:     C[5a,6a]-3:C[6a]-3:     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C[5])(N[6a]C[6a])    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]H)     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C[5])(N[6a]C[6a]){1|C<3>,1|C<4>,1|N<2>,1|N<3>,1|O<2>,2|H<1>}    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]H){1|C<4>,1|N<2>,2|C<3>}   1.3443    0.0026    7     1.3460     0.0122    47
818    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6a]-3:N[5a]-3:N[6a]-2:     C[5a,6a]-3:C[6a]-3:     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C[5])(N[6a]C[6a])    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]H)     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C[5])(N[6a]C[6a]){1|C<3>,1|C<4>,1|N<2>,1|N<3>,3|H<1>}    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]H){1|C<4>,1|N<2>,2|C<3>}   1.3491    0.0000    1     1.3460     0.0122    47
818    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6a]-3:N[5a]-3:N[6a]-2:     C[5a,6a]-3:C[6a]-3:     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C[5])(N[6a]C[6a])    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]H)     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C[5])(N[6a]C[6a]){1|C<4>,1|N<2>,1|N<3>,1|O<2>,3|H<1>}    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]H){1|C<4>,1|N<2>,2|C<3>}   1.3438    0.0094    24     1.3460     0.0122    47
818    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6a]-3:N[5a]-3:N[6a]-2:     C[5a,6a]-3:C[6a]-3:     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C[5])(N[6a]C[6a])    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]H)     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C[5])(N[6a]C[6a]){1|C<4>,1|N<3>,1|O<1>,1|O<2>,3|H<1>}    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]H){1|C<4>,1|H<1>,1|N<2>,2|C<3>}   1.3633    0.0078    6     1.3460     0.0122    47
818    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6a]-3:N[5a]-3:N[6a]-2:     C[5a,6a]-3:C[6a]-3:     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C[5])(N[6a]C[6a])    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]H)     C[5a,6a](C[5a,6a]C[6a]N[5a])(N[5a]C[5a]C[5])(N[6a]C[6a]){1|C<4>,1|N<3>,1|O<1>,1|O<2>,3|H<1>}    N[6a](C[5a,6a]C[5a,6a]N[5a])(C[6a]N[6a]H){1|N<2>,2|C<3>,2|C<4>}   1.3687    0.0012    2     1.3460     0.0122    47
