818    930     SP2_SP2    N    4:3:3:    3:3:1:    C[5]-4:C[5]-3:C-3:     C[6a]-3:C[5]-3:H-1:     C[5](C[5]O[5]HH)(C[5]N[5]C)(CC[6a]H)    C(C[6a]C[6a]2)(C[5]C[5]2)(H)     C[5](C[5]O[5]HH)(C[5]N[5]C)(CC[6a]H){}    C(C[6a]C[6a]2)(C[5]C[5]2)(H)   1.3442    0.0000    1     1.3454     0.0017    2
818    930     SP2_SP2    N    4:3:3:    3:3:1:    C[5]-4:C[5]-3:C-3:     C[6a]-3:C[5]-3:O-1:     C[5](C[5]C[5,5]C[6a]H)(C[5]C[6a]O[5])(CC[6a]O)    C(C[6a]C[6a]2)(C[5]C[5]2)(O)     C[5](C[5]C[5,5]C[6a]H)(C[5]C[6a]O[5])(CC[6a]O){6|C<3>}    C(C[6a]C[6a]2)(C[5]C[5]2)(O)   1.4666    0.0000    1     1.4666     0.0000    1
818    930     SP2_SP2    N    4:3:3:    3:3:1:    C[5]-4:C[5]-3:C-3:     C[6a]-3:C[5]-3:O-1:     C[5](C[5]C[5]CH)(C[5]C[5]H)(CC[6a]O)    C(C[6a]C[6a]2)(C[5]C[5]2)(O)     C[5](C[5]C[5]CH)(C[5]C[5]H)(CC[6a]O){1|C<3>,3|H<1>}    C(C[6a]C[6a]2)(C[5]C[5]2)(O)   1.4758    0.0030    4     1.4754     0.0024    6
818    930     SP2_SP2    N    4:3:3:    3:3:1:    C[5]-4:C[5]-3:C-3:     C[6a]-3:C[5]-3:O-1:     C[5](C[5]C[5]CH)(C[5]C[5]H)(CC[6a]O)    C(C[6a]C[6a]2)(C[5]C[5]2)(O)     C[5](C[5]C[5]CH)(C[5]C[5]H)(CC[6a]O){4|H<1>}    C(C[6a]C[6a]2)(C[5]C[5]2)(O)   1.4746    0.0000    2     1.4754     0.0024    6
818    930     SP2_SP2    N    4:3:3:    3:3:1:    C[5]-4:C[5]-3:C-3:     C[6a]-3:C[5]-3:O-1:     C[5](C[5]C[6a]C[5]H)(C[5]C[6a]O[5])(CC[6a]O)    C(C[6a]C[6a]2)(C[5]C[5]2)(O)     C[5](C[5]C[6a]C[5]H)(C[5]C[6a]O[5])(CC[6a]O){2|H<1>,4|C<3>}    C(C[6a]C[6a]2)(C[5]C[5]2)(O)   1.4718    0.0000    1     1.4718     0.0000    1
818    930     SP2_SP2    N    4:3:3:    3:3:1:    C[5]-4:C[5]-3:C-3:     C[6a]-3:C[5]-3:O-1:     C[5](C[5]C[6a]N[5]H)(C[5]C[5]H)(CC[6a]O)    C(C[6a]C[6a]2)(C[5]C[5]2)(O)     C[5](C[5]C[6a]N[5]H)(C[5]C[5]H)(CC[6a]O){1|C<4>,1|H<1>,1|S<4>,2|C<3>}    C(C[6a]C[6a]2)(C[5]C[5]2)(O)   1.4848    0.0033    4     1.4852     0.0026    6
818    930     SP2_SP2    N    4:3:3:    3:3:1:    C[5]-4:C[5]-3:C-3:     C[6a]-3:C[5]-3:O-1:     C[5](C[5]C[6a]N[5]H)(C[5]C[5]H)(CC[6a]O)    C(C[6a]C[6a]2)(C[5]C[5]2)(O)     C[5](C[5]C[6a]N[5]H)(C[5]C[5]H)(CC[6a]O){5|C<3>}    C(C[6a]C[6a]2)(C[5]C[5]2)(O)   1.4860    0.0000    2     1.4852     0.0026    6
818    930     SP2_SP2    N    4:3:3:    3:3:1:    C[5]-4:C[5]-3:C-3:     C[6a]-3:C[5]-3:O-1:     C[5](C[5]C[6a]N[5]H)(C[5]O[5]C)(CC[6a]O)    C(C[6a]C[6a]2)(C[5]C[5]2)(O)     C[5](C[5]C[6a]N[5]H)(C[5]O[5]C)(CC[6a]O){1|C<4>,2|C<3>}    C(C[6a]C[6a]2)(C[5]C[5]2)(O)   1.4567    0.0048    4     1.4567     0.0048    4
818    930     SP2_SP2    N    4:3:3:    3:3:1:    C[5]-4:C[5]-3:C-3:     C[6a]-3:C[5]-3:O-1:     C[5](C[5]N[5]CC)(C[5]C[5]H)(CC[6a]O)    C(C[6a]C[6a]2)(C[5]C[5]2)(O)     C[5](C[5]N[5]CC)(C[5]C[5]H)(CC[6a]O){2|C<3>}    C(C[6a]C[6a]2)(C[5]C[5]2)(O)   1.4807    0.0000    1     1.4807     0.0000    1
818    930     SP2_SP2    N    4:3:3:    3:3:1:    C[5]-4:N[5]-3:C-3:     C[5]-3:C-3:H-1:     C[5](C[5]C[5,6]CC)(N[5]C[5,6]C)(CCH)    C(C[5]C[5]N[5])(CC[5]H)(H)     C[5](C[5]C[5,6]CC)(N[5]C[5,6]C)(CCH){2|C<3>}    C(C[5]C[5]N[5])(CC[5]H)(H)   1.3854    0.0000    1     1.3854     0.0000    1
818    930     SP2_SP2    N    4:3:3:    3:3:1:    C[5]-4:N[5]-3:C-3:     C[5]-3:C-3:H-1:     C[5](C[5]C[5,6a]CC)(N[5]C[5,6a]C)(CCH)    C(C[5]C[5]N[5])(CCH)(H)     C[5](C[5]C[5,6a]CC)(N[5]C[5,6a]C)(CCH){2|C<3>}    C(C[5]C[5]N[5])(CCH)(H)   1.3960    0.0081    4     1.3960     0.0081    4
818    930     SP2_SP2    N    4:3:3:    3:3:1:    C[5]-4:N[5]-3:C-3:     C[5]-3:C-3:H-1:     C[5](C[5]C[5,6a]CC)(N[5]C[5,6a]C)(CCH)    C(C[5]C[5]N[5])(CC[5]H)(H)     C[5](C[5]C[5,6a]CC)(N[5]C[5,6a]C)(CCH){2|C<3>}    C(C[5]C[5]N[5])(CC[5]H)(H)   1.3854    0.0000    1     1.3854     0.0000    1
818    930     SP2_SP2    N    4:3:3:    3:3:1:    C[5]-4:N[5]-3:C-3:     C[5]-3:C-3:H-1:     C[5](C[5]C[5,6a]CC)(N[5]C[5,6a]C)(CCH)    C(C[5]C[5]N[5])(CC[5]O)(H)     C[5](C[5]C[5,6a]CC)(N[5]C[5,6a]C)(CCH){2|C<3>}    C(C[5]C[5]N[5])(CC[5]O)(H)   1.3567    0.0059    2     1.3567     0.0059    2
818    930     SP2_SP2    N    4:3:3:    3:3:1:    C[5]-4:N[5]-3:C-3:     C[5]-3:C-3:H-1:     C[5](C[5]C[5,6a]CC)(N[5]C[5,6a]C)(CCH)    C(C[5]C[5]N[5])(CC[5a]H)(H)     C[5](C[5]C[5,6a]CC)(N[5]C[5,6a]C)(CCH){2|C<3>}    C(C[5]C[5]N[5])(CC[5a]H)(H)   1.4090    0.0000    1     1.4090     0.0000    1
818    930     SP2_SP2    N    4:3:3:    3:3:1:    C[5]-4:N[5]-3:C-3:     C[5]-3:C-3:H-1:     C[5](C[5]C[5,6a]CC)(N[5]C[5,6a]C)(CCH)    C(C[5]C[5]N[5])(CC[6]H)(H)     C[5](C[5]C[5,6a]CC)(N[5]C[5,6a]C)(CCH){2|C<3>}    C(C[5]C[5]N[5])(CC[6]H)(H)   1.4053    0.0202    6     1.4053     0.0202    6
818    930     SP2_SP2    N    4:3:3:    3:3:1:    C[5]-4:N[5]-3:C-3:     C[5]-3:C-3:H-1:     C[5](C[5]C[5,6a]CC)(N[5]C[5,6a]C)(CCH)    C(C[5]C[5]N[5])(CC[6a]H)(H)     C[5](C[5]C[5,6a]CC)(N[5]C[5,6a]C)(CCH){2|C<3>}    C(C[5]C[5]N[5])(CC[6a]H)(H)   1.3791    0.0000    1     1.3791     0.0000    1
818    930     SP2_SP2    N    4:3:3:    3:3:1:    C[5]-4:N[5]-3:C-3:     C[5]-3:C-3:H-1:     C[5](C[5]C[5,6a]CC)(N[5]C[5,6a]C)(CCH)    C(C[5]C[5]N[5])(CC[6a]O)(H)     C[5](C[5]C[5,6a]CC)(N[5]C[5,6a]C)(CCH){2|C<3>}    C(C[5]C[5]N[5])(CC[6a]O)(H)   1.3628    0.0000    1     1.3628     0.0000    1
818    930     SP2_SP2    N    4:3:3:    3:3:1:    C[5]-4:N[5]-3:C-3:     C[5]-3:C-3:H-1:     C[5](C[5]C[5,6a]FF)(N[5]C[5,6a]H)(CCH)    C(C[5]C[5]N[5])(CCO)(H)     C[5](C[5]C[5,6a]FF)(N[5]C[5,6a]H)(CCH){2|C<3>}    C(C[5]C[5]N[5])(CCO)(H)   1.3433    0.0000    1     1.3433     0.0000    1
818    930     SP2_SP2    N    4:3:3:    3:3:1:    C[5]-4:N[5]-3:C-3:     C[5]-3:C-3:H-1:     C[5](C[5]C[5]HH)(N[5]C[5]C)(CCH)    C(C[5]C[5]N[5])(CCO)(H)     C[5](C[5]C[5]HH)(N[5]C[5]C)(CCH){1|O<1>,2|H<1>}    C(C[5]C[5]N[5])(CCO)(H)   1.3529    0.0000    1     1.3529     0.0000    1
818    930     SP2_SP2    N    4:3:3:    3:3:1:    C[5]-4:N[5]-3:C-3:     C[5]-3:C-3:H-1:     C[5](C[5]C[5]HH)(N[5]C[5]C)(CCH)    C(C[5]C[5]N[5])(CC[6a]O)(H)     C[5](C[5]C[5]HH)(N[5]C[5]C)(CCH){4|H<1>}    C(C[5]C[5]N[5])(CC[6a]O)(H)   1.3581    0.0000    1     1.3581     0.0000    1
818    930     SP2_SP2    N    4:3:3:    3:3:1:    C[5]-4:N[5]-3:C-3:     C[5]-3:C-3:H-1:     C[5](C[5]C[5]HH)(N[5]C[5]H)(CCH)    C(C[5]C[5]N[5])(CCN)(H)     C[5](C[5]C[5]HH)(N[5]C[5]H)(CCH){4|H<1>}    C(C[5]C[5]N[5])(CCN)(H)   1.3801    0.0000    1     1.3801     0.0000    1
818    930     SP2_SP2    N    4:3:3:    3:3:1:    C[5]-4:N[5]-3:C-3:     C[5]-3:C-3:H-1:     C[5](C[5]C[5]HH)(N[5]C[5]H)(CCH)    C(C[5]C[5]N[5])(COO)(H)     C[5](C[5]C[5]HH)(N[5]C[5]H)(CCH){1|C<3>,2|H<1>}    C(C[5]C[5]N[5])(COO)(H)   1.3450    0.0002    2     1.3450     0.0002    2
818    930     SP2_SP2    N    4:3:3:    3:3:1:    C[5]-4:N[5]-3:C-3:     C[5]-3:C[4a]-3:H-1:     C[5](C[5]C[5,6a]CC)(N[5]C[5,6a]C)(CC[4a]H)    C(C[5]C[5]N[5])(C[4a]C[4a]2)(H)     C[5](C[5]C[5,6a]CC)(N[5]C[5,6a]C)(CC[4a]H){2|C<3>}    C(C[5]C[5]N[5])(C[4a]C[4a]2)(H)   1.3905    0.0184    4     1.3905     0.0184    4
818    930     SP2_SP2    N    4:3:3:    3:3:1:    C[5]-4:N[5]-3:C-3:     C[5]-3:C[4a]-3:H-1:     C[5](C[5]C[5,6a]CC)(N[5]C[5,6a]H)(CC[4a]H)    C(C[5]C[5]N[5])(C[4a]C[4a]2)(H)     C[5](C[5]C[5,6a]CC)(N[5]C[5,6a]H)(CC[4a]H){2|C<3>}    C(C[5]C[5]N[5])(C[4a]C[4a]2)(H)   1.3800    0.0000    1     1.3800     0.0000    1
818    930     SP2_SP2    N    4:3:3:    3:3:1:    C[5]-4:N[5]-3:C-3:     C[5]-3:C[5]-3:I-1:     C[5](C[5]C[5,6a]CC)(N[5]C[5,6a]C)(CC[5]I)    C(C[5]C[5]N[5])2(I)     C[5](C[5]C[5,6a]CC)(N[5]C[5,6a]C)(CC[5]I){2|C<3>}    C(C[5]C[5]N[5])2(I)   1.3951    0.0056    2     1.3951     0.0056    2
818    930     SP2_SP2    N    4:3:3:    3:3:1:    C[5]-4:N[5]-3:C-3:     C[5]-3:C[6a]-3:H-1:     C[5](C[5]C[5,6a]HO)(N[5]C[5,6a]S)(CC[6a]H)    C(C[5]C[5]N[5])(C[6a]C[6a]2)(H)     C[5](C[5]C[5,6a]HO)(N[5]C[5,6a]S)(CC[6a]H){2|C<3>}    C(C[5]C[5]N[5])(C[6a]C[6a]2)(H)   1.3250    0.0000    1     1.3250     0.0000    1
818    930     SP2_SP2    N    4:3:3:    3:3:1:    C[5]-4:N[5]-3:C-3:     C[5]-3:C[6a]-3:H-1:     C[5](C[5]C[5]HH)(N[5]C[5]C)(CC[6a]H)    C(C[5]C[5]N[5])(C[6a]C[6a]2)(H)     C[5](C[5]C[5]HH)(N[5]C[5]C)(CC[6a]H){1|O<1>,2|H<1>}    C(C[5]C[5]N[5])(C[6a]C[6a]2)(H)   1.3388    0.0000    1     1.3388     0.0000    1
818    930     SP2_SP2    N    4:3:3:    3:3:1:    C[5]-4:N[5]-3:C-3:     C[5]-3:C[6a]-3:H-1:     C[5](C[5]C[6a]C[5]H)(N[5]C[5]C)(CC[6a]H)    C(C[5]C[5]N[5])(C[6a]C[6a]2)(H)     C[5](C[5]C[6a]C[5]H)(N[5]C[5]C)(CC[6a]H){1|H<1>,1|O<1>,1|O<2>,2|C<3>}    C(C[5]C[5]N[5])(C[6a]C[6a]2)(H)   1.3335    0.0000    2     1.3335     0.0000    2
818    930     SP2_SP2    N    4:3:3:    3:3:1:    C[5]-4:N[5]-3:C-3:     C[5]-3:C[6a]-3:H-1:     C[5](C[5]O[5]CC)(N[5]C[5]C)(CC[6a]H)    C(C[5]C[5]N[5])(C[6a]C[6a]2)(H)     C[5](C[5]O[5]CC)(N[5]C[5]C)(CC[6a]H){1|O<1>}    C(C[5]C[5]N[5])(C[6a]C[6a]2)(H)   1.3317    0.0000    1     1.3317     0.0000    1
818    930     SP2_SP2    N    4:3:3:    3:3:1:    P[5]-4:C[5]-3:C-3:     C[5]-3:C-3:H-1:     C[5](P[5]C[5,6a]C[6a]O)(C[5]C[5,6a]H)(CCH)    C(C[5]C[5]P[5])(CC[6a]H)(H)     C[5](P[5]C[5,6a]C[6a]O)(C[5]C[5,6a]H)(CCH){4|C<3>}    C(C[5]C[5]P[5])(CC[6a]H)(H)   1.4431    0.0020    3     1.4431     0.0020    3
818    930     SP2_SP2    N    4:3:3:    3:3:2:    C[5,5,6]-4:C[5,6]-3:C-3:     C[5,6]-3:C[6a]-3:O-2:     C[5,6](C[5,5,6]C[5,5]C[5,6]H)(C[5,6]C[5,5,6]O)(CC[6a]O)    C(C[5,6]C[5,5,6]C[5,6])(C[6a]C[6a]2)(OH)     C[5,6](C[5,5,6]C[5,5]C[5,6]H)(C[5,6]C[5,5,6]O)(CC[6a]O){2|H<1>,4|C<4>}    C(C[5,6]C[5,5,6]C[5,6])(C[6a]C[6a]2)(OH)   1.3531    0.0000    1     1.3531     0.0000    1
818    930     SP2_SP2    N    4:3:3:    3:3:2:    C[5]-4:C[5]-3:C-3:     C[5]-3:C-3:O-2:     C[5](C[5]C[5]HH)(C[5]C[5]C)(CCO)    C(C[5]C[5]2)(CCH)(OC)     C[5](C[5]C[5]HH)(C[5]C[5]C)(CCO){4|H<1>}    C(C[5]C[5]2)(CCH)(OC)   1.4419    0.0000    2     1.4419     0.0000    2
818    930     SP2_SP2    N    4:3:3:    3:3:2:    C[5]-4:C[5]-3:C-3:     C[5]-3:C-3:O-2:     C[5](C[5]C[5]HH)(C[5]C[5]C)(CCO)    C(C[5]C[5]2)(CC[6]H)(OH)     C[5](C[5]C[5]HH)(C[5]C[5]C)(CCO){4|H<1>}    C(C[5]C[5]2)(CC[6]H)(OH)   1.4856    0.0000    2     1.4856     0.0000    2
818    930     SP2_SP2    N    4:3:3:    3:3:2:    C[5]-4:C[5]-3:C-3:     C[5]-3:C-3:O-2:     C[5](C[5]C[6a]C[5]H)(C[5]C[5]O)(CCO)    C(C[5]C[5]2)(CCH)(OH)     C[5](C[5]C[6a]C[5]H)(C[5]C[5]O)(CCO){3|C<3>,3|H<1>}    C(C[5]C[5]2)(CCH)(OH)   1.3762    0.0000    2     1.3762     0.0000    2
818    930     SP2_SP2    N    4:3:3:    3:3:2:    C[5]-4:C[5]-3:C-3:     C[6a]-3:C[5]-3:O-2:     C[5](C[5]C[6a]C[5]H)(C[5]C[5]O)(CC[6a]O)    C(C[6a]C[6a]2)(C[5]C[5]2)(OH)     C[5](C[5]C[6a]C[5]H)(C[5]C[5]O)(CC[6a]O){4|C<3>}    C(C[6a]C[6a]2)(C[5]C[5]2)(OH)   1.3446    0.0000    1     1.3446     0.0000    1
818    930     SP2_SP2    N    4:3:3:    3:3:2:    C[5]-4:N[5]-3:C-3:     C[5]-3:C-3:C-2:     C[5](C[5]C[5,6a]CC)(N[5]C[5,6a]H)(CCC)    C(C[5]C[5]N[5])(CHO)(CN)     C[5](C[5]C[5,6a]CC)(N[5]C[5,6a]H)(CCC){2|C<3>}    C(C[5]C[5]N[5])(CHO)(CN)   1.3923    0.0000    1     1.3923     0.0000    1
818    930     SP2_SP2    N    4:3:3:    3:3:2:    C[5]-4:N[5]-3:C-3:     C[5]-3:C[6a]-3:N-2:     C[5](C[5]C[5]HH)(N[5]C[5]C)(CC[6a]N)    C(C[5]C[5]N[5])(C[6a]C[6a]2)(NO)     C[5](C[5]C[5]HH)(N[5]C[5]C)(CC[6a]N){4|H<1>}    C(C[5]C[5]N[5])(C[6a]C[6a]2)(NO)   1.4700    0.0000    1     1.4700     0.0000    1
818    930     SP2_SP2    N    4:3:3:    3:3:3:    C[5,6]-4:C[5]-3:C-3:     C[5]-3:C-3:C-3:     C[5](C[5,6]C[6]2O[5])(C[5]C[5]C)(CCC)    C(C[5]C[5,6]C[5])(CC[6]H)(CHH)     C[5](C[5,6]C[6]2O[5])(C[5]C[5]C)(CCC){1|O<1>,2|C<4>,4|H<1>}    C(C[5]C[5,6]C[5])(CC[6]H)(CHH)   1.4835    0.0000    1     1.4835     0.0000    1
818    930     SP2_SP2    N    4:3:3:    3:3:3:    C[5,6]-4:C[5]-3:C-3:     C[5]-3:C[6a]-3:C[6a]-3:     C[5](C[5,6]C[5,6]C[6]H)(C[5]C[5]H)(CC[6a]2)    C(C[5]C[5,6]C[5])(C[6a]C[6a]2)2     C[5](C[5,6]C[5,6]C[6]H)(C[5]C[5]H)(CC[6a]2){1|N<3>,2|C<3>,3|H<1>}    C(C[5]C[5,6]C[5])(C[6a]C[6a]2)2   1.3491    0.0000    2     1.3491     0.0000    2
818    930     SP2_SP2    N    4:3:3:    3:3:3:    C[5]-4:C[5]-3:C-3:     C[6a]-3:C[4]-3:C[5]-3:     C[5](C[5]C[5,6a]C[6a]C)(C[5]C[5,6a]C[4])(CC[6a]C[4])    C(C[6a]C[6a]2)(C[4]C[4]2)(C[5]C[5]2)     C[5](C[5]C[5,6a]C[6a]C)(C[5]C[5,6a]C[4])(CC[6a]C[4]){1|H<1>,2|C<4>,4|C<3>}    C(C[6a]C[6a]2)(C[4]C[4]2)(C[5]C[5]2)   1.4815    0.0000    1     1.4815     0.0000    1
818    930     SP2_SP2    N    4:3:3:    3:3:3:    C[5]-4:C[5]-3:C-3:     C[6a]-3:C[5]-3:C-3:     C[5](C[5]C[5,6a]C[6a]C)(C[5]C[5,6a]C)(CC[6a]C)    C(C[6a]C[6a]2)(C[5]C[5]2)(CC[6a]H)     C[5](C[5]C[5,6a]C[6a]C)(C[5]C[5,6a]C)(CC[6a]C){4|C<3>}    C(C[6a]C[6a]2)(C[5]C[5]2)(CC[6a]H)   1.4596    0.0000    1     1.4596     0.0000    1
818    930     SP2_SP2    N    4:3:3:    3:3:3:    C[5]-4:C[5]-3:C-3:     C[6a]-3:C[5]-3:C-3:     C[5](C[5]C[5]HH)(C[5]C[5]C)(CC[6a]C)    C(C[6a]C[6a]2)(C[5]C[5]2)(CCO)     C[5](C[5]C[5]HH)(C[5]C[5]C)(CC[6a]C){1|C<3>,2|H<1>}    C(C[6a]C[6a]2)(C[5]C[5]2)(CCO)   1.3542    0.0000    1     1.3542     0.0000    1
818    930     SP2_SP2    N    4:3:3:    3:3:3:    C[5]-4:C[5]-3:C-3:     C[6a]-3:C[5]-3:C-3:     C[5](C[5]N[5]CH)(C[5]C[5]H)(CC[6a]C)    C(C[6a]C[6a]2)(C[5]C[5]2)(CBH)     C[5](C[5]N[5]CH)(C[5]C[5]H)(CC[6a]C){2|C<4>}    C(C[6a]C[6a]2)(C[5]C[5]2)(CBH)   1.4575    0.0000    1     1.4575     0.0000    1
818    930     SP2_SP2    N    4:3:3:    3:3:3:    C[5]-4:C[5]-3:C-3:     C[6a]-3:C[5]-3:C-3:     C[5](C[5]N[5]HH)(C[5]C[5]H)(CC[6a]C)    C(C[6a]C[6a]2)(C[5]C[5]2)(CBH)     C[5](C[5]N[5]HH)(C[5]C[5]H)(CC[6a]C){1|C<4>,1|H<1>}    C(C[6a]C[6a]2)(C[5]C[5]2)(CBH)   1.4544    0.0000    1     1.4544     0.0000    1
818    930     SP2_SP2    N    4:3:3:    3:3:3:    C[5]-4:C[5]-3:C-3:     C[6a]-3:C[6a]-3:C[5]-3:     C[5](C[5]C[5,6a]HH)(C[5]C[5,6a]O)(CC[6a]2)    C(C[6a]C[6a]2)2(C[5]C[5]2)     C[5](C[5]C[5,6a]HH)(C[5]C[5,6a]O)(CC[6a]2){2|C<3>}    C(C[6a]C[6a]2)2(C[5]C[5]2)   1.3616    0.0000    1     1.3616     0.0000    1
818    930     SP2_SP2    N    4:3:3:    3:3:3:    C[5]-4:C[5]-3:C-3:     C[6a]-3:C[6a]-3:C[5]-3:     C[5](C[5]C[5]HH)(C[5]C[5]C)(CC[6a]2)    C(C[6a]C[6a]2)2(C[5]C[5]2)     C[5](C[5]C[5]HH)(C[5]C[5]C)(CC[6a]2){1|C<3>,1|H<1>,2|C<4>}    C(C[6a]C[6a]2)2(C[5]C[5]2)   1.3451    0.0000    1     1.3451     0.0000    1
818    930     SP2_SP2    N    4:3:3:    3:3:3:    C[5]-4:C[5]-3:C-3:     C[6a]-3:C[6a]-3:C[5]-3:     C[5](C[5]C[5a]C[5]H)(C[5]C[5]H)(CC[6a]2)    C(C[6a]C[6a]2)2(C[5]C[5]2)     C[5](C[5]C[5a]C[5]H)(C[5]C[5]H)(CC[6a]2){2|H<1>,3|C<3>}    C(C[6a]C[6a]2)2(C[5]C[5]2)   1.3494    0.0000    1     1.3494     0.0000    1
818    930     SP2_SP2    N    4:3:3:    3:3:3:    C[5]-4:C[5]-3:C-3:     C[6a]-3:C[6a]-3:C[5]-3:     C[5](C[5]C[6a]N[5]H)(C[5]C[6a]N[5])(CC[6a]2)    C(C[6a]C[6a]2)2(C[5]C[5]2)     C[5](C[5]C[6a]N[5]H)(C[5]C[6a]N[5])(CC[6a]2){1|S<4>,4|C<3>}    C(C[6a]C[6a]2)2(C[5]C[5]2)   1.3551    0.0000    2     1.3551     0.0000    2
818    930     SP2_SP2    N    4:3:3:    3:3:3:    C[5]-4:C[5]-3:C-3:     C[6a]-3:C[6a]-3:C[5]-3:     C[5](C[5]C[6a]N[5]H)(C[5]N[5]H)(CC[6a]2)    C(C[6a]C[6a]2)2(C[5]C[5]2)     C[5](C[5]C[6a]N[5]H)(C[5]N[5]H)(CC[6a]2){1|S<4>,2|C<3>}    C(C[6a]C[6a]2)2(C[5]C[5]2)   1.3468    0.0007    4     1.3468     0.0007    4
818    930     SP2_SP2    N    4:3:3:    3:3:3:    C[5]-4:N[5]-3:C-3:     C[5]-3:C-3:C-3:     C[5](C[5]C[5,6a]CC)(N[5]C[5,6a]H)(CCC)    C(C[5]C[5]N[5])(CHN)2     C[5](C[5]C[5,6a]CC)(N[5]C[5,6a]H)(CCC){2|C<3>}    C(C[5]C[5]N[5])(CHN)2   1.4237    0.0000    1     1.4237     0.0000    1
818    930     SP2_SP2    N    4:3:3:    3:3:3:    C[5]-4:N[5]-3:C-3:     C[5]-3:C-3:C-3:     C[5](C[5]C[5,6a]CC)(N[5]C[5,6a]H)(CCC)    C(C[5]C[5]N[5])(CHO)2     C[5](C[5]C[5,6a]CC)(N[5]C[5,6a]H)(CCC){2|C<3>}    C(C[5]C[5]N[5])(CHO)2   1.3996    0.0048    2     1.3996     0.0048    2
818    930     SP2_SP2    N    4:3:3:    3:3:3:    C[5]-4:N[5]-3:C-3:     C[5]-3:C-3:C-3:     C[5](C[5]C[5]HH)(N[5]C[5]C)(CCC)    C(C[5]C[5]N[5])(CCC)(COO)     C[5](C[5]C[5]HH)(N[5]C[5]C)(CCC){2|C<4>,2|H<1>}    C(C[5]C[5]N[5])(CCC)(COO)   1.3714    0.0000    1     1.3714     0.0000    1
818    930     SP2_SP2    N    4:3:3:    3:3:3:    C[5]-4:N[5]-3:C-3:     C[5]-3:C-3:C-3:     C[5](C[5]C[5]HH)(N[5]C[5]C)(CCC)    C(C[5]C[5]N[5])(COO)2     C[5](C[5]C[5]HH)(N[5]C[5]C)(CCC){1|C<3>,3|H<1>}    C(C[5]C[5]N[5])(COO)2   1.3506    0.0000    1     1.3506     0.0000    1
818    930     SP2_SP2    N    4:3:3:    3:3:3:    C[5]-4:N[5]-3:C-3:     C[5]-3:C-3:C-3:     C[5](C[5]C[5]HH)(N[5]C[5]H)(CCC)    C(C[5]C[5]N[5])(CC[6a]N)(COO)     C[5](C[5]C[5]HH)(N[5]C[5]H)(CCC){4|H<1>}    C(C[5]C[5]N[5])(CC[6a]N)(COO)   1.3786    0.0000    1     1.3786     0.0000    1
818    930     SP2_SP2    N    4:3:3:    3:3:3:    C[5]-4:N[5]-3:C-3:     C[5]-3:C[6a]-3:C-3:     C[5](C[5]C[5]CH)(N[5]O[5]O)(CC[6a]C)    C(C[5]C[5]N[5])(C[6a]C[6a]2)(CCH)     C[5](C[5]C[5]CH)(N[5]O[5]O)(CC[6a]C){1|C<3>,1|H<1>}    C(C[5]C[5]N[5])(C[6a]C[6a]2)(CCH)   1.4657    0.0000    2     1.4657     0.0000    2
818    930     SP2_SP2    N    4:3:3:    3:3:3:    C[5]-4:N[5]-3:C-3:     C[5]-3:C[6a]-3:C[6a]-3:     C[5](C[5]C[5]HH)(N[5]C[5]H)(CC[6a]2)    C(C[5]C[5]N[5])(C[6a]C[6a]2)2     C[5](C[5]C[5]HH)(N[5]C[5]H)(CC[6a]2){1|O<1>,2|H<1>}    C(C[5]C[5]N[5])(C[6a]C[6a]2)2   1.3413    0.0000    1     1.3413     0.0000    1
818    930     SP2_SP2    N    4:3:3:    3:3:4:    C[5]-4:C[5]-3:C-3:     C[5]-3:N-3:C-4:     C[5](C[5]C[5,6]C[6a]H)(C[5]C[5,6]O)(CCN)    C(C[5]C[5]2)(NC[6a]H)(CH3)     C[5](C[5]C[5,6]C[6a]H)(C[5]C[5,6]O)(CCN){4|C<3>}    C(C[5]C[5]2)(NC[6a]H)(CH3)   1.4002    0.0000    1     1.4002     0.0000    1
818    930     SP2_SP2    N    4:3:3:    3:3:4:    C[5]-4:C[5]-3:C-3:     C[5]-3:N-3:C-4:     C[5](C[5]C[5,6a]C[6a]H)(C[5]C[5,6a]O)(CCN)    C(C[5]C[5]2)(NC[6a]H)(CH3)     C[5](C[5]C[5,6a]C[6a]H)(C[5]C[5,6a]O)(CCN){4|C<3>}    C(C[5]C[5]2)(NC[6a]H)(CH3)   1.4002    0.0000    1     1.4002     0.0000    1
818    930     SP2_SP2    N    4:3:3:    3:3:4:    C[5]-4:C[5]-3:C-3:     C[5]-3:N-3:C-4:     C[5](C[5]C[5]HH)(C[5]O[5]O)(CCN)    C(C[5]C[5]2)(NC[5a]H)(CH3)     C[5](C[5]C[5]HH)(C[5]O[5]O)(CCN){2|H<1>}    C(C[5]C[5]2)(NC[5a]H)(CH3)   1.3627    0.0085    2     1.3627     0.0085    2
818    930     SP2_SP2    N    4:3:3:    3:3:4:    C[5]-4:C[5]-3:C-3:     C[5]-3:N-3:C-4:     C[5](C[5]C[5]HH)(C[5]O[5]O)(CCN)    C(C[5]C[5]2)(NC[6a]H)(CH3)     C[5](C[5]C[5]HH)(C[5]O[5]O)(CCN){2|H<1>}    C(C[5]C[5]2)(NC[6a]H)(CH3)   1.3569    0.0000    1     1.3569     0.0000    1
