727    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6]-2_2_2:N[5a]-3_2_2:N[6]-2_2     C[5a,6]-2_2_2:C[6]-2_2_0     C[5a,6](C[5a,6]N[5a]C[6])(N[5a]C[5a]C)(N[6]C[6])    N[6](C[5a,6]C[5a,6]N[5a])(C[6]N[6]H)     C[5a,6](C[5a,6]N[5a]C[6])(N[5a]C[5a]C)(N[6]C[6]){1|C<4>,1|N<2>,1|N<3>,2|H<1>}    N[6](C[5a,6]C[5a,6]N[5a])(C[6]N[6]H){1|C<4>,1|H<1>,1|N<3>,2|C<3>}   1.3602    0.0000    1     1.3563     0.0101    33
727    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6]-2_2_2:N[5a]-3_2_2:N[6]-2_2     C[5a,6]-2_2_2:C[6]-2_2_0     C[5a,6](C[5a,6]N[5a]C[6])(N[5a]C[5a]C)(N[6]C[6])    N[6](C[5a,6]C[5a,6]N[5a])(C[6]N[6]H)     C[5a,6](C[5a,6]N[5a]C[6])(N[5a]C[5a]C)(N[6]C[6]){1|Pt<6>,2|H<1>,2|N<3>}    N[6](C[5a,6]C[5a,6]N[5a])(C[6]N[6]H){1|Pt<6>,1|C<4>,1|N<3>,2|C<3>}   1.3653    0.0113    5     1.3563     0.0101    33
727    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6]-2_2_2:N[5a]-3_2_2:N[6]-2_2     C[5a,6]-2_2_2:C[6]-2_2_0     C[5a,6](C[5a,6]N[5a]C[6])(N[5a]C[5a]C)(N[6]C[6])    N[6](C[5a,6]C[5a,6]N[5a])(C[6]N[6]H)     C[5a,6](C[5a,6]N[5a]C[6])(N[5a]C[5a]C)(N[6]C[6]){2|H<1>,2|N<3>}    N[6](C[5a,6]C[5a,6]N[5a])(C[6]N[6]H){1|C<4>,1|H<1>,1|N<2>,2|C<3>}   1.3588    0.0082    16     1.3563     0.0101    33
727    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6]-2_2_2:N[5a]-3_2_2:N[6]-2_2     C[5a,6]-2_2_2:C[6]-2_2_0     C[5a,6](C[5a,6]N[5a]C[6])(N[5a]C[5a]C)(N[6]C[6])    N[6](C[5a,6]C[5a,6]N[5a])(C[6]N[6]H)     C[5a,6](C[5a,6]N[5a]C[6])(N[5a]C[5a]C)(N[6]C[6]){2|H<1>,2|N<3>}    N[6](C[5a,6]C[5a,6]N[5a])(C[6]N[6]H){1|N<2>,2|C<3>,2|C<4>}   1.3485    0.0030    3     1.3563     0.0101    33
727    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6]-2_2_2:N[5a]-3_2_2:N[6]-2_2     C[5a,6]-2_2_2:C[6]-2_2_0     C[5a,6](C[5a,6]N[5a]C[6])(N[5a]C[5a]C)(N[6]C[6])    N[6](C[5a,6]C[5a,6]N[5a])(C[6]N[6]H)     C[5a,6](C[5a,6]N[5a]C[6])(N[5a]C[5a]C)(N[6]C[6]){2|H<1>,2|N<3>}    N[6](C[5a,6]C[5a,6]N[5a])(C[6]N[6]H){1|Pt<4>,1|C<4>,1|N<2>,2|C<3>}   1.3407    0.0000    1     1.3563     0.0101    33
727    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6]-2_2_2:N[5a]-3_2_2:N[6]-2_2     C[5a,6]-2_2_2:C[6]-2_2_0     C[5a,6](C[5a,6]N[5a]C[6])(N[5a]C[5a]C[5])(N[6]C[6])    N[6](C[5a,6]C[5a,6]N[5a])(C[6]N[6]H)     C[5a,6](C[5a,6]N[5a]C[6])(N[5a]C[5a]C[5])(N[6]C[6]){1|C<4>,1|O<2>,2|N<3>,3|H<1>}    N[6](C[5a,6]C[5a,6]N[5a])(C[6]N[6]H){1|C<4>,1|H<1>,1|N<2>,2|C<3>}   1.3553    0.0028    4     1.3553     0.0028    4
727    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6]-2_2_2:N[5a]-3_2_2:N[6]-2_2     C[5a,6]-2_2_2:C[6]-2_2_0     C[5a,6](C[5a,6]N[5a]C[6])(N[5a]N[5a]C)(N[6]C[6])    N[6](C[5a,6]C[5a,6]N[5a])(C[6]N[6]H)     C[5a,6](C[5a,6]N[5a]C[6])(N[5a]N[5a]C)(N[6]C[6]){1|H<1>,1|N<2>,1|N<3>}    N[6](C[5a,6]C[5a,6]N[5a])(C[6]N[6]H){1|C<3>,2|C<4>,2|N<2>}   1.3681    0.0021    6     1.3681     0.0021    6
727    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6]-2_2_2:N[5a]-3_2_2:N[6]-2_2     C[5a,6]-2_2_2:C[6]-2_2_2     C[5a,6](C[5a,6]N[5a]C[6])(N[5a]C[5a]C)(N[6]C[6])    N[6](C[5a,6]C[5a,6]N[5a])(C[6]N[6]N)     C[5a,6](C[5a,6]N[5a]C[6])(N[5a]C[5a]C)(N[6]C[6]){2|H<1>,3|N<3>}    N[6](C[5a,6]C[5a,6]N[5a])(C[6]N[6]N){1|C<4>,1|H<1>,1|N<3>,2|C<3>}   1.3361    0.0000    1     1.3361     0.0000    1
727    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6]-2_2_2:N[5a]-3_2_2:N[6]-2_2     C[5a,6]-3_2_2:C[6]-3_2_0     C[5a,6](C[5a,6]N[5a]C[6])(N[5a]C[5a]C)(N[6]C[6])    N[6](C[5a,6]C[5a,6]N[5a])(C[6]N[6]H)     C[5a,6](C[5a,6]N[5a]C[6])(N[5a]C[5a]C)(N[6]C[6]){2|H<1>,2|N<3>}    N[6](C[5a,6]C[5a,6]N[5a])(C[6]N[6]H){1|Ag<3>,1|C<4>,1|N<2>,2|C<3>}   1.3572    0.0000    1     1.3572     0.0000    1
727    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6]-2_2_2:N[5a]-3_2_2:N[6]-2_2     C[5a,6]-3_2_2:C[6]-3_2_2     C[5a,6](C[5a,6]N[5a]C[6])(N[5a]C[5a]C)(N[6]C[6])    N[6](C[5a,6]C[5a,6]N[5a])(C[6]N[6]N)     C[5a,6](C[5a,6]N[5a]C[6])(N[5a]C[5a]C)(N[6]C[6]){1|H<1>,1|O<2>,2|N<3>}    N[6](C[5a,6]C[5a,6]N[5a])(C[6]N[6]N){1|C<4>,1|H<1>,1|N<2>,2|C<3>}   1.3520    0.0028    2     1.3520     0.0028    2
727    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6]-3_2_2:N[5a]-2_2_0:N[6]-2_2     C[5a,6]-2_2_2:C[6,6a]-2_2_2     C[5a,6](C[5a,6]C[5a,6]S[6])(N[5a]C[5a,6]H)(N[6]C[6,6a])    N[6](C[5a,6]C[5a,6]N[5a])(C[6,6a]C[6,6a]C[6a])     C[5a,6](C[5a,6]C[5a,6]S[6])(N[5a]C[5a,6]H)(N[6]C[6,6a]){1|N<2>,1|S<2>,2|C<3>}    N[6](C[5a,6]C[5a,6]N[5a])(C[6,6a]C[6,6a]C[6a]){1|S<2>,2|H<1>,4|C<3>}   1.2915    0.0008    2     1.2915     0.0008    2
727    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6]-3_2_2:N[5a]-2_2_0:N[6]-2_2     C[5a,6]-3_2_2:C[6]-3_3_2     C[5a,6](C[5a,6]N[5a]C[6])(N[5a]C[5a]H)(N[6]C[6])    N[6](C[5a,6]C[5a,6]N[5a])(C[6]N[6]O)     C[5a,6](C[5a,6]N[5a]C[6])(N[5a]C[5a]H)(N[6]C[6]){1|H<1>,1|N<3>,1|O<1>,1|O<2>,1|O<3>}    N[6](C[5a,6]C[5a,6]N[5a])(C[6]N[6]O){1|N<3>,2|C<3>,2|H<1>}   1.3548    0.0000    1     1.3548     0.0000    1
727    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6]-3_2_2:N[5a]-2_2_2:N[6]-2_2     C[5a,6]-2_2_2:C[6]-3_2_2     C[5a,6](C[5a,6]C[5a]C[6])(N[5a]C[6a]N[5a])(N[6]C[6])    N[6](C[5a,6]C[5a,6]N[5a])(C[6]C[6a]C[6])     C[5a,6](C[5a,6]C[5a]C[6])(N[5a]C[6a]N[5a])(N[6]C[6]){2|C<4>,2|H<1>,3|C<3>}    N[6](C[5a,6]C[5a,6]N[5a])(C[6]C[6a]C[6]){1|C<4>,1|N<2>,2|H<1>,4|C<3>}   1.3884    0.0000    1     1.3884     0.0000    1
727    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6]-3_2_2:N[5a]-3_2_2:N[6]-2_2     C[5,6]-3_2_2:C[5a,6]-2_2_2     C[5a,6](C[5a,6]C[5a]S[6])(N[5a]N[5a]C)(N[6]C[5,6])    N[6](C[5a,6]C[5a,6]N[5a])(C[5,6]C[5,6]S[5])     C[5a,6](C[5a,6]C[5a]S[6])(N[5a]N[5a]C)(N[6]C[5,6]){1|C<3>,1|C<4>,1|S<2>}    N[6](C[5a,6]C[5a,6]N[5a])(C[5,6]C[5,6]S[5]){1|C<3>,1|C<4>,2|N<2>,2|S<2>}   1.3731    0.0000    1     1.3731     0.0000    1
727    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6]-3_2_2:N[5a]-3_2_2:N[6]-2_2     C[5a,6]-2_2_2:C[6]-2_2_1     C[5a,6](C[5a,6]C[5a]C[6])(N[5a]N[5a]C)(N[6]C[6])    N[6](C[5a,6]C[5a,6]N[5a])(C[6]N[6]C)     C[5a,6](C[5a,6]C[5a]C[6])(N[5a]N[5a]C)(N[6]C[6]){1|C<4>,1|N<3>,1|S<2>,2|C<2>}    N[6](C[5a,6]C[5a,6]N[5a])(C[6]N[6]C){1|N<2>,2|C<3>,2|C<4>}   1.3784    0.0000    1     1.3784     0.0000    1
727    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6]-3_2_2:N[5a]-3_2_2:N[6]-2_2     C[5a,6]-3_2_2:C[6]-3_2_0     C[5a,6](C[5a,6]N[5a]C[6])(N[5a]C[5a]C)(N[6]C[6])    N[6](C[5a,6]C[5a,6]N[5a])(C[6]N[6]H)     C[5a,6](C[5a,6]N[5a]C[6])(N[5a]C[5a]C)(N[6]C[6]){1|Ag<3>,1|H<1>,3|N<3>}    N[6](C[5a,6]C[5a,6]N[5a])(C[6]N[6]H){1|Ag<3>,1|C<4>,1|N<3>,2|C<3>}   1.3581    0.0000    1     1.3545     0.0169    10
727    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6]-3_2_2:N[5a]-3_2_2:N[6]-2_2     C[5a,6]-3_2_2:C[6]-3_2_0     C[5a,6](C[5a,6]N[5a]C[6])(N[5a]C[5a]C)(N[6]C[6])    N[6](C[5a,6]C[5a,6]N[5a])(C[6]N[6]H)     C[5a,6](C[5a,6]N[5a]C[6])(N[5a]C[5a]C)(N[6]C[6]){1|Ag<3>,2|H<1>,2|N<3>}    N[6](C[5a,6]C[5a,6]N[5a])(C[6]N[6]H){1|Ag<4>,1|C<4>,1|N<3>,2|C<3>}   1.3617    0.0000    1     1.3545     0.0169    10
727    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6]-3_2_2:N[5a]-3_2_2:N[6]-2_2     C[5a,6]-3_2_2:C[6]-3_2_0     C[5a,6](C[5a,6]N[5a]C[6])(N[5a]C[5a]C)(N[6]C[6])    N[6](C[5a,6]C[5a,6]N[5a])(C[6]N[6]H)     C[5a,6](C[5a,6]N[5a]C[6])(N[5a]C[5a]C)(N[6]C[6]){1|Ag<4>,1|H<1>,3|N<3>}    N[6](C[5a,6]C[5a,6]N[5a])(C[6]N[6]H){1|Ag<4>,1|C<4>,1|N<3>,2|C<3>}   1.3429    0.0000    1     1.3545     0.0169    10
727    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6]-3_2_2:N[5a]-3_2_2:N[6]-2_2     C[5a,6]-3_2_2:C[6]-3_2_0     C[5a,6](C[5a,6]N[5a]C[6])(N[5a]C[5a]C)(N[6]C[6])    N[6](C[5a,6]C[5a,6]N[5a])(C[6]N[6]H)     C[5a,6](C[5a,6]N[5a]C[6])(N[5a]C[5a]C)(N[6]C[6]){1|Ag<4>,2|H<1>,2|N<3>}    N[6](C[5a,6]C[5a,6]N[5a])(C[6]N[6]H){1|Ag<4>,1|C<4>,1|N<3>,2|C<3>}   1.3372    0.0000    1     1.3545     0.0169    10
727    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6]-3_2_2:N[5a]-3_2_2:N[6]-2_2     C[5a,6]-3_2_2:C[6]-3_2_0     C[5a,6](C[5a,6]N[5a]C[6])(N[5a]C[5a]C)(N[6]C[6])    N[6](C[5a,6]C[5a,6]N[5a])(C[6]N[6]H)     C[5a,6](C[5a,6]N[5a]C[6])(N[5a]C[5a]C)(N[6]C[6]){1|Ag<4>,2|H<1>,2|N<3>}    N[6](C[5a,6]C[5a,6]N[5a])(C[6]N[6]H){1|C<4>,1|N<3>,1|O<2>,2|C<3>}   1.3427    0.0048    2     1.3545     0.0169    10
727    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6]-3_2_2:N[5a]-3_2_2:N[6]-2_2     C[5a,6]-3_2_2:C[6]-3_2_0     C[5a,6](C[5a,6]N[5a]C[6])(N[5a]C[5a]C)(N[6]C[6])    N[6](C[5a,6]C[5a,6]N[5a])(C[6]N[6]H)     C[5a,6](C[5a,6]N[5a]C[6])(N[5a]C[5a]C)(N[6]C[6]){1|Ag<5>,2|H<1>,2|N<3>}    N[6](C[5a,6]C[5a,6]N[5a])(C[6]N[6]H){1|C<4>,1|H<1>,1|N<3>,2|C<3>}   1.3878    0.0000    1     1.3545     0.0169    10
727    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6]-3_2_2:N[5a]-3_2_2:N[6]-2_2     C[5a,6]-3_2_2:C[6]-3_2_0     C[5a,6](C[5a,6]N[5a]C[6])(N[5a]C[5a]C)(N[6]C[6])    N[6](C[5a,6]C[5a,6]N[5a])(C[6]N[6]H)     C[5a,6](C[5a,6]N[5a]C[6])(N[5a]C[5a]C)(N[6]C[6]){1|Cd<6>,1|N<2>,1|N<3>,2|H<1>}    N[6](C[5a,6]C[5a,6]N[5a])(C[6]N[6]H){1|C<4>,1|H<1>,1|N<3>,2|C<3>}   1.3766    0.0000    1     1.3545     0.0169    10
727    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6]-3_2_2:N[5a]-3_2_2:N[6]-2_2     C[5a,6]-3_2_2:C[6]-3_2_0     C[5a,6](C[5a,6]N[5a]C[6])(N[5a]C[5a]C)(N[6]C[6])    N[6](C[5a,6]C[5a,6]N[5a])(C[6]N[6]H)     C[5a,6](C[5a,6]N[5a]C[6])(N[5a]C[5a]C)(N[6]C[6]){1|Cu<6>,2|H<1>,2|N<3>}    N[6](C[5a,6]C[5a,6]N[5a])(C[6]N[6]H){1|Cu<5>,1|C<4>,1|N<3>,2|C<3>}   1.3416    0.0000    1     1.3545     0.0169    10
727    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6]-3_2_2:N[5a]-3_2_2:N[6]-2_2     C[5a,6]-3_2_2:C[6]-3_2_0     C[5a,6](C[5a,6]N[5a]C[6])(N[5a]C[5a]C)(N[6]C[6])    N[6](C[5a,6]C[5a,6]N[5a])(C[6]N[6]H)     C[5a,6](C[5a,6]N[5a]C[6])(N[5a]C[5a]C)(N[6]C[6]){1|Pt<4>,2|H<1>,2|N<3>}    N[6](C[5a,6]C[5a,6]N[5a])(C[6]N[6]H){1|Pt<4>,1|C<4>,1|N<3>,2|C<3>}   1.3537    0.0000    1     1.3545     0.0169    10
727    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6a]-2_2_2:N[5a,6,6]-3_2_2:N[6]-2_2     C[5,6]-2_2_2:C[5a,6]-2_2_2     C[5a,6](N[5a,6,6]C[5a,6]B[3x6])(C[5a,6a]C[5a,6a]C[6a])(N[6]C[5,6])    N[6](C[5a,6]N[5a,6,6]C[5a,6a])(C[5,6]N[5,6,6]C[5])     C[5a,6](N[5a,6,6]C[5a,6]B[3x6])(C[5a,6a]C[5a,6a]C[6a])(N[6]C[5,6]){1|H<1>,1|N<2>,1|O<2>,2|N<3>,3|C<3>}    N[6](C[5a,6]N[5a,6,6]C[5a,6a])(C[5,6]N[5,6,6]C[5]){1|B<4>,1|C<2>,5|C<3>}   1.3366    0.0000    1     1.3366     0.0000    1
727    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6a]-2_2_2:N[5a,6,6]-3_2_2:N[6]-2_2     C[5,6]-3_2_2:C[5a,6]-2_2_2     C[5a,6](N[5a,6,6]C[5a,6]B[3x6])(C[5a,6a]C[5a,6a]C[6a])(N[6]C[5,6])    N[6](C[5a,6]N[5a,6,6]C[5a,6a])(C[5,6]N[5,6,6]C[5])     C[5a,6](N[5a,6,6]C[5a,6]B[3x6])(C[5a,6a]C[5a,6a]C[6a])(N[6]C[5,6]){1|Cl<1>,1|C<4>,1|F<1>,1|N<2>,2|C<3>,2|N<3>}    N[6](C[5a,6]N[5a,6,6]C[5a,6a])(C[5,6]N[5,6,6]C[5]){1|B<4>,3|C<4>,4|C<3>}   1.3697    0.0100    2     1.3697     0.0100    2
727    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6a]-2_2_2:N[5a,6,6]-3_2_2:N[6]-2_2     C[5a,6]-2_2_2:C[5a,6]-2_2_2     C[5a,6](C[5a,6a]C[5a,6a]C[6,6a])(N[5a,6,6]C[5a,6]B[3x6])(N[6]C[5a,6])    N[6](C[5a,6]N[5a,6,6]C[5a,6a])2     C[5a,6](C[5a,6a]C[5a,6a]C[6,6a])(N[5a,6,6]C[5a,6]B[3x6])(N[6]C[5a,6]){1|N<2>,2|N<3>,2|O<2>,3|C<3>}    N[6](C[5a,6]N[5a,6,6]C[5a,6a])2{1|B<4>,6|C<3>}   1.3426    0.0025    2     1.3426     0.0025    2
727    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6a]-2_2_2:N[5a,6,6]-3_2_2:N[6]-2_2     C[5a,6]-2_2_2:C[5a,6]-2_2_2     C[5a,6](C[5a,6a]C[5a,6a]C[6a,6a])(N[5a,6,6]C[5a,6]B[3x6])(N[6]C[5a,6])    N[6](C[5a,6]N[5a,6,6]C[5a,6a])2     C[5a,6](C[5a,6a]C[5a,6a]C[6a,6a])(N[5a,6,6]C[5a,6]B[3x6])(N[6]C[5a,6]){1|N<2>,1|O<2>,2|N<3>,4|C<3>}    N[6](C[5a,6]N[5a,6,6]C[5a,6a])2{1|B<4>,6|C<3>}   1.3507    0.0038    3     1.3445     0.0080    7
727    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6a]-2_2_2:N[5a,6,6]-3_2_2:N[6]-2_2     C[5a,6]-2_2_2:C[5a,6]-2_2_2     C[5a,6](C[5a,6a]C[5a,6a]C[6a,6a])(N[5a,6,6]C[5a,6]B[3x6])(N[6]C[5a,6])    N[6](C[5a,6]N[5a,6,6]C[5a,6a])2     C[5a,6](C[5a,6a]C[5a,6a]C[6a,6a])(N[5a,6,6]C[5a,6]B[3x6])(N[6]C[5a,6]){1|N<2>,2|N<3>,2|O<2>,3|C<3>}    N[6](C[5a,6]N[5a,6,6]C[5a,6a])2{1|B<4>,6|C<3>}   1.3398    0.0071    4     1.3445     0.0080    7
727    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6a]-2_2_2:N[5a,6,6]-3_2_2:N[6]-2_2     C[5a,6]-2_2_2:C[5a,6]-2_2_2     C[5a,6](N[5a,6,6]C[5a,6]B[3x6])(C[5a,6a]C[5a,6a]C[6a])(N[6]C[5a,6])    N[6](C[5a,6]N[5a,6,6]C[5a,6a])(C[5a,6]N[5a,6,6]C[5a,6])     C[5a,6](N[5a,6,6]C[5a,6]B[3x6])(C[5a,6a]C[5a,6a]C[6a])(N[6]C[5a,6]){1|H<1>,1|N<2>,1|O<2>,2|N<3>,3|C<3>}    N[6](C[5a,6]N[5a,6,6]C[5a,6a])(C[5a,6]N[5a,6,6]C[5a,6]){1|B<4>,6|C<3>}   1.3449    0.0070    2     1.3431     0.0059    3
727    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6a]-2_2_2:N[5a,6,6]-3_2_2:N[6]-2_2     C[5a,6]-2_2_2:C[5a,6]-2_2_2     C[5a,6](N[5a,6,6]C[5a,6]B[3x6])(C[5a,6a]C[5a,6a]C[6a])(N[6]C[5a,6])    N[6](C[5a,6]N[5a,6,6]C[5a,6a])(C[5a,6]N[5a,6,6]C[5a,6])     C[5a,6](N[5a,6,6]C[5a,6]B[3x6])(C[5a,6a]C[5a,6a]C[6a])(N[6]C[5a,6]){2|Cl<1>,1|N<2>,2|N<3>,3|C<3>}    N[6](C[5a,6]N[5a,6,6]C[5a,6a])(C[5a,6]N[5a,6,6]C[5a,6]){1|B<4>,6|C<3>}   1.3393    0.0000    1     1.3431     0.0059    3
727    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6a]-2_2_2:N[5a,6,6]-3_2_2:N[6]-2_2     C[5a,6]-2_2_2:C[5a,6]-2_2_2     C[5a,6](N[5a,6,6]C[5a,6]B[3x6])(C[5a,6a]C[5a,6a]C[6a])(N[6]C[5a,6])    N[6](C[5a,6]N[5a,6,6]C[5a,6a])2     C[5a,6](N[5a,6,6]C[5a,6]B[3x6])(C[5a,6a]C[5a,6a]C[6a])(N[6]C[5a,6]){1|Br<1>,1|F<1>,1|N<2>,2|N<3>,3|C<3>}    N[6](C[5a,6]N[5a,6,6]C[5a,6a])2{1|B<4>,6|C<3>}   1.3442    0.0022    6     1.3446     0.0067    388
727    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6a]-2_2_2:N[5a,6,6]-3_2_2:N[6]-2_2     C[5a,6]-2_2_2:C[5a,6]-2_2_2     C[5a,6](N[5a,6,6]C[5a,6]B[3x6])(C[5a,6a]C[5a,6a]C[6a])(N[6]C[5a,6])    N[6](C[5a,6]N[5a,6,6]C[5a,6a])2     C[5a,6](N[5a,6,6]C[5a,6]B[3x6])(C[5a,6a]C[5a,6a]C[6a])(N[6]C[5a,6]){1|Cl<1>,1|F<1>,1|N<2>,2|N<3>,3|C<3>}    N[6](C[5a,6]N[5a,6,6]C[5a,6a])2{1|B<4>,6|C<3>}   1.3407    0.0045    2     1.3446     0.0067    388
727    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6a]-2_2_2:N[5a,6,6]-3_2_2:N[6]-2_2     C[5a,6]-2_2_2:C[5a,6]-2_2_2     C[5a,6](N[5a,6,6]C[5a,6]B[3x6])(C[5a,6a]C[5a,6a]C[6a])(N[6]C[5a,6])    N[6](C[5a,6]N[5a,6,6]C[5a,6a])2     C[5a,6](N[5a,6,6]C[5a,6]B[3x6])(C[5a,6a]C[5a,6a]C[6a])(N[6]C[5a,6]){1|Cl<1>,1|H<1>,1|N<2>,2|N<3>,3|C<3>}    N[6](C[5a,6]N[5a,6,6]C[5a,6a])2{1|B<4>,6|C<3>}   1.3471    0.0045    9     1.3446     0.0067    388
727    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6a]-2_2_2:N[5a,6,6]-3_2_2:N[6]-2_2     C[5a,6]-2_2_2:C[5a,6]-2_2_2     C[5a,6](N[5a,6,6]C[5a,6]B[3x6])(C[5a,6a]C[5a,6a]C[6a])(N[6]C[5a,6])    N[6](C[5a,6]N[5a,6,6]C[5a,6a])2     C[5a,6](N[5a,6,6]C[5a,6]B[3x6])(C[5a,6a]C[5a,6a]C[6a])(N[6]C[5a,6]){1|F<1>,1|N<2>,1|O<2>,2|N<3>,3|C<3>}    N[6](C[5a,6]N[5a,6,6]C[5a,6a])2{1|B<4>,6|C<3>}   1.3414    0.0087    36     1.3446     0.0067    388
727    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6a]-2_2_2:N[5a,6,6]-3_2_2:N[6]-2_2     C[5a,6]-2_2_2:C[5a,6]-2_2_2     C[5a,6](N[5a,6,6]C[5a,6]B[3x6])(C[5a,6a]C[5a,6a]C[6a])(N[6]C[5a,6])    N[6](C[5a,6]N[5a,6,6]C[5a,6a])2     C[5a,6](N[5a,6,6]C[5a,6]B[3x6])(C[5a,6a]C[5a,6a]C[6a])(N[6]C[5a,6]){1|H<1>,1|N<2>,1|O<2>,2|N<3>,3|C<3>}    N[6](C[5a,6]N[5a,6,6]C[5a,6a])2{1|B<4>,6|C<3>}   1.3450    0.0064    293     1.3446     0.0067    388
727    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6a]-2_2_2:N[5a,6,6]-3_2_2:N[6]-2_2     C[5a,6]-2_2_2:C[5a,6]-2_2_2     C[5a,6](N[5a,6,6]C[5a,6]B[3x6])(C[5a,6a]C[5a,6a]C[6a])(N[6]C[5a,6])    N[6](C[5a,6]N[5a,6,6]C[5a,6a])2     C[5a,6](N[5a,6,6]C[5a,6]B[3x6])(C[5a,6a]C[5a,6a]C[6a])(N[6]C[5a,6]){1|H<1>,1|N<2>,1|S<2>,2|N<3>,3|C<3>}    N[6](C[5a,6]N[5a,6,6]C[5a,6a])2{1|B<4>,6|C<3>}   1.3430    0.0056    6     1.3446     0.0067    388
727    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6a]-2_2_2:N[5a,6,6]-3_2_2:N[6]-2_2     C[5a,6]-2_2_2:C[5a,6]-2_2_2     C[5a,6](N[5a,6,6]C[5a,6]B[3x6])(C[5a,6a]C[5a,6a]C[6a])(N[6]C[5a,6])    N[6](C[5a,6]N[5a,6,6]C[5a,6a])2     C[5a,6](N[5a,6,6]C[5a,6]B[3x6])(C[5a,6a]C[5a,6a]C[6a])(N[6]C[5a,6]){1|H<1>,1|N<2>,3|C<3>,3|N<3>}    N[6](C[5a,6]N[5a,6,6]C[5a,6a])2{1|B<4>,6|C<3>}   1.3470    0.0069    24     1.3446     0.0067    388
727    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6a]-2_2_2:N[5a,6,6]-3_2_2:N[6]-2_2     C[5a,6]-2_2_2:C[5a,6]-2_2_2     C[5a,6](N[5a,6,6]C[5a,6]B[3x6])(C[5a,6a]C[5a,6a]C[6a])(N[6]C[5a,6])    N[6](C[5a,6]N[5a,6,6]C[5a,6a])2     C[5a,6](N[5a,6,6]C[5a,6]B[3x6])(C[5a,6a]C[5a,6a]C[6a])(N[6]C[5a,6]){2|Cl<1>,1|N<2>,2|N<3>,3|C<3>}    N[6](C[5a,6]N[5a,6,6]C[5a,6a])2{1|B<4>,6|C<3>}   1.3390    0.0061    12     1.3446     0.0067    388
727    914     SP2_SP2    Y    3:3:2:    3:3:    C[5a,6a]-2_2_2:N[5a,6,6]-3_2_2:N[6]-2_2     C[5a,6]-3_2_2:C[5a,6]-3_2_2     C[5a,6](N[5a,6,6]C[5a,6]B[3x6])(C[5a,6a]C[5a,6a]C[6a])(N[6]C[5a,6])    N[6](C[5a,6]N[5a,6,6]C[5a,6a])2     C[5a,6](N[5a,6,6]C[5a,6]B[3x6])(C[5a,6a]C[5a,6a]C[6a])(N[6]C[5a,6]){1|Br<1>,1|Cl<1>,1|N<2>,2|N<3>,3|C<3>}    N[6](C[5a,6]N[5a,6,6]C[5a,6a])2{1|B<4>,6|C<3>}   1.3399    0.0051    3     1.3450     0.0053    9
