474    542     3:4:3:1:    4:4:3:    N[5,5]-3:C[5]-4:C-3:H-1:     C[5,5]-4:C[5]-4:C[5]-3:     Y    C[5](N[5,5]C[5,5]C[5])(C[5]O[5]CH)(COO)(H)    N[5,5](C[5,5]C[5]O[5]C)(C[5]C[5]CH)(C[5]O[5]O)     C[5](N[5,5]C[5,5]C[5])(C[5]O[5]CH)(COO)(H){1|O<1>,1|O<2>,2|C<4>}    N[5,5](C[5,5]C[5]O[5]C)(C[5]C[5]CH)(C[5]O[5]O){1|H<1>,1|O<2>,2|C<4>}   1.4536    0.0000    1     1.4536     0.0000    1
474    542     3:4:3:1:    4:4:3:    N[5,5]-3:C[5]-4:C-3:H-1:     C[5,5]-4:C[5]-4:C[5]-3:     Y    C[5](N[5,5]C[5,5]C[5])(C[5]O[5]HH)(COO)(H)    N[5,5](C[5,5]C[5]O[5]C)(C[5]C[5]CH)(C[5]O[5]O)     C[5](N[5,5]C[5,5]C[5])(C[5]O[5]HH)(COO)(H){1|O<1>,1|O<2>,2|C<4>}    N[5,5](C[5,5]C[5]O[5]C)(C[5]C[5]CH)(C[5]O[5]O){1|C<4>,1|O<2>,2|H<1>}   1.4603    0.0000    1     1.4603     0.0000    1
474    542     3:4:3:1:    4:4:3:    N[5,5]-3:C[5]-4:C-3:H-1:     C[5,5]-4:C[5]-4:C[5]-3:     Y    C[5](N[5,5]C[5,5]C[5])(C[5]S[5]HH)(COO)(H)    N[5,5](C[5,5]C[5]S[5]H)(C[5]C[5]CH)(C[5]C[5]O)     C[5](N[5,5]C[5,5]C[5])(C[5]S[5]HH)(COO)(H){1|H<1>,1|O<1>,2|C<4>}    N[5,5](C[5,5]C[5]S[5]H)(C[5]C[5]CH)(C[5]C[5]O){1|C<4>,1|N<3>,4|H<1>}   1.4515    0.0000    1     1.4515     0.0000    1
474    542     3:4:3:1:    4:4:3:    N[5,5]-3:C[5]-4:C[5]-3:H-1:     C[5,5]-4:C[5]-4:C[5]-3:     Y    C[5,5](N[5,5]C[5]2)(C[5]C[5]HH)(C[5]O[5]O)(H)    N[5,5](C[5,5]C[5]2H)(C[5]O[5]CH)(C[5]C[5]O)     C[5,5](N[5,5]C[5]2)(C[5]C[5]HH)(C[5]O[5]O)(H){1|C<4>,1|O<1>,3|H<1>}    N[5,5](C[5,5]C[5]2H)(C[5]O[5]CH)(C[5]C[5]O){1|O<1>,4|H<1>}   1.4571    0.0000    1     1.4571     0.0000    1
474    542     3:4:3:1:    4:4:3:    N[5,6]-3:C[5,6]-4:N[5,5]-3:H-1:     C[5,5,6]-4:C[5]-4:C[5]-3:     Y    C[5,5,6](N[5,6]C[6,6]C[5])(C[5,6]C[5]C[6]H)(N[5,5]C[5]2)(H)    N[5,5](C[5,5,6]C[5,6]N[5,6]H)(C[5]C[5]HH)(C[5]C[5]N)     C[5,5,6](N[5,6]C[6,6]C[5])(C[5,6]C[5]C[6]H)(N[5,5]C[5]2)(H){1|C<4>,1|N<2>,1|O<1>,1|O<2>,2|C<3>,4|H<1>}    N[5,5](C[5,5,6]C[5,6]N[5,6]H)(C[5]C[5]HH)(C[5]C[5]N){1|C<3>,1|C<4>,1|O<1>,3|H<1>}   1.4530    0.0000    1     1.4530     0.0000    1
474    542     3:4:3:1:    4:4:3:    N[5,6]-3:C[5,6]-4:N[5,5]-3:H-1:     C[5,5,6]-4:C[5]-4:C[5]-3:     Y    C[5,5,6](N[5,6]C[6,6a]C[5])(C[5,6]C[5]C[6]H)(N[5,5]C[5]2)(H)    N[5,5](C[5,5,6]C[5,6]N[5,6]H)(C[5]C[5]CH)(C[5]C[5]N)     C[5,5,6](N[5,6]C[6,6a]C[5])(C[5,6]C[5]C[6]H)(N[5,5]C[5]2)(H){1|C<4>,1|N<2>,1|O<1>,1|O<2>,2|C<3>,4|H<1>}    N[5,5](C[5,5,6]C[5,6]N[5,6]H)(C[5]C[5]CH)(C[5]C[5]N){1|C<3>,1|C<4>,1|O<1>,3|H<1>}   1.4503    0.0000    1     1.4527     0.0035    2
474    542     3:4:3:1:    4:4:3:    N[5,6]-3:C[5,6]-4:N[5,5]-3:H-1:     C[5,5,6]-4:C[5]-4:C[5]-3:     Y    C[5,5,6](N[5,6]C[6,6a]C[5])(C[5,6]C[5]C[6]H)(N[5,5]C[5]2)(H)    N[5,5](C[5,5,6]C[5,6]N[5,6]H)(C[5]C[5]CH)(C[5]C[5]N)     C[5,5,6](N[5,6]C[6,6a]C[5])(C[5,6]C[5]C[6]H)(N[5,5]C[5]2)(H){1|N<2>,1|O<1>,1|O<2>,2|C<3>,2|C<4>,3|H<1>}    N[5,5](C[5,5,6]C[5,6]N[5,6]H)(C[5]C[5]CH)(C[5]C[5]N){1|C<3>,1|C<4>,1|O<1>,3|H<1>}   1.4552    0.0000    1     1.4527     0.0035    2
474    542     3:4:3:1:    4:4:3:    N[5,6]-3:C[5,6]-4:N[5,5]-3:H-1:     C[5,5,6]-4:C[5]-4:C[5]-3:     Y    C[5,5,6](N[5,6]C[6,6a]C[5])(C[5,6]C[5]C[6]H)(N[5,5]C[5]2)(H)    N[5,5](C[5,5,6]C[5,6]N[5,6]H)(C[5]C[5]HH)(C[5]C[5]N)     C[5,5,6](N[5,6]C[6,6a]C[5])(C[5,6]C[5]C[6]H)(N[5,5]C[5]2)(H){1|C<4>,1|N<2>,1|O<1>,1|O<2>,2|C<3>,4|H<1>}    N[5,5](C[5,5,6]C[5,6]N[5,6]H)(C[5]C[5]HH)(C[5]C[5]N){1|C<3>,1|C<4>,1|O<1>,3|H<1>}   1.4533    0.0005    2     1.4533     0.0005    2
474    542     3:4:3:1:    4:4:3:    N[5,6]-3:C[5,6]-4:N[5,5]-3:H-1:     C[5,5,6]-4:C[5]-4:C[5]-3:     Y    C[5,5,6](N[5,6]C[6,6a]C[5])(C[5,6]C[5]C[6]H)(N[5,5]C[5]2)(H)    N[5,5](C[5,5,6]C[5,6]N[5,6]H)(C[5]C[6a]C[5]H)(C[5]C[5]N)     C[5,5,6](N[5,6]C[6,6a]C[5])(C[5,6]C[5]C[6]H)(N[5,5]C[5]2)(H){1|C<4>,1|N<2>,1|O<1>,1|O<2>,3|C<3>,3|H<1>}    N[5,5](C[5,5,6]C[5,6]N[5,6]H)(C[5]C[6a]C[5]H)(C[5]C[5]N){1|C<4>,1|O<1>,3|C<3>,3|H<1>}   1.4539    0.0000    1     1.4539     0.0000    1
474    542     3:4:3:1:    4:4:3:    N[5,6]-3:C[5]-4:C-3:H-1:     C[5,6]-4:C[5]-4:C[6]-3:     Y    C[5](N[5,6]C[5,6]C[6])(C[5]C[5]HH)(CNO)(H)    N[5,6](C[5,6]C[5]C[6]H)(C[5]C[5]CH)(C[6]C[6]O)     C[5](N[5,6]C[5,6]C[6])(C[5]C[5]HH)(CNO)(H){1|O<1>,2|C<4>,3|H<1>}    N[5,6](C[5,6]C[5]C[6]H)(C[5]C[5]CH)(C[6]C[6]O){1|C<4>,1|N<3>,7|H<1>}   1.4615    0.0000    1     1.4615     0.0000    1
474    542     3:4:3:1:    4:4:3:    N[5,6]-3:C[5]-4:C-3:H-1:     C[5,6]-4:C[5]-4:C[6]-3:     Y    C[5](N[5,6]C[5,6]C[6])(C[5]O[5]CH)(COO)(H)    N[5,6](C[5,6]C[6]O[5]H)(C[5]C[5]CH)(C[6]C[6]O)     C[5](N[5,6]C[5,6]C[6])(C[5]O[5]CH)(COO)(H){1|H<1>,1|O<1>,2|C<4>}    N[5,6](C[5,6]C[6]O[5]H)(C[5]C[5]CH)(C[6]C[6]O){1|N<3>,2|C<4>,4|H<1>}   1.4493    0.0000    1     1.4493     0.0000    1
474    542     3:4:3:1:    4:4:3:    N[5,6]-3:C[5]-4:C[6]-3:H-1:     C[5,5]-4:C[5,6]-4:C[6]-3:     Y    C[5,6](N[5,6]C[5,5]C[6])(C[5]C[5,5]HH)(C[6]N[6]O)(H)    N[5,6](C[5,5]C[5,5]N[5]H)(C[5,6]C[5]C[6]H)(C[6]C[6]O)     C[5,6](N[5,6]C[5,5]C[6])(C[5]C[5,5]HH)(C[6]N[6]O)(H){1|C<3>,1|C<4>,1|O<1>,2|H<1>,2|N<3>}    N[5,6](C[5,5]C[5,5]N[5]H)(C[5,6]C[5]C[6]H)(C[6]C[6]O){1|C<4>,1|O<1>,2|C<3>,2|N<3>,4|H<1>}   1.4564    0.0000    1     1.4564     0.0000    1
474    542     3:4:3:1:    4:4:3:    N[5,6]-3:C[5]-4:C[6]-3:H-1:     C[5,6]-4:C[5,6]-4:C[6]-3:     Y    C[5,6](N[5,6]C[5,6]C[6])(C[5]C[5,6]HH)(C[6]N[5,6]O)(H)    N[5,6](C[5,6]C[5,6]C[6]H)(C[5,6]C[5]C[6]H)(C[6]C[5,6]O)     C[5,6](N[5,6]C[5,6]C[6])(C[5]C[5,6]HH)(C[6]N[5,6]O)(H){1|O<1>,2|H<1>,4|C<4>}    N[5,6](C[5,6]C[5,6]C[6]H)(C[5,6]C[5]C[6]H)(C[6]C[5,6]O){1|N<3>,1|O<1>,3|C<4>,6|H<1>}   1.4662    0.0000    1     1.4662     0.0000    1
474    542     3:4:3:1:    4:4:3:    N[5,6]-3:C[5]-4:C[6]-3:H-1:     C[5,6]-4:C[5,6]-4:C[6]-3:     Y    C[5,6](N[5,6]C[5,6]C[6])(C[5]C[5,6]HH)(C[6]N[6]O)(H)    N[5,6](C[5,6]C[5,6]C[6]H)(C[5,6]C[5]C[6]H)(C[6]C[6]O)     C[5,6](N[5,6]C[5,6]C[6])(C[5]C[5,6]HH)(C[6]N[6]O)(H){1|C<3>,1|H<1>,1|O<1>,3|C<4>}    N[5,6](C[5,6]C[5,6]C[6]H)(C[5,6]C[5]C[6]H)(C[6]C[6]O){1|C<4>,1|N<3>,1|O<1>,1|O<2>,2|C<3>,4|H<1>}   1.4745    0.0000    1     1.4750     0.0008    2
474    542     3:4:3:1:    4:4:3:    N[5,6]-3:C[5]-4:C[6]-3:H-1:     C[5,6]-4:C[5,6]-4:C[6]-3:     Y    C[5,6](N[5,6]C[5,6]C[6])(C[5]C[5,6]HH)(C[6]N[6]O)(H)    N[5,6](C[5,6]C[5,6]C[6]H)(C[5,6]C[5]C[6]H)(C[6]C[6]O)     C[5,6](N[5,6]C[5,6]C[6])(C[5]C[5,6]HH)(C[6]N[6]O)(H){1|O<1>,2|H<1>,4|C<4>}    N[5,6](C[5,6]C[5,6]C[6]H)(C[5,6]C[5]C[6]H)(C[6]C[6]O){1|N<3>,1|O<1>,3|C<4>,6|H<1>}   1.4756    0.0000    1     1.4750     0.0008    2
474    542     3:4:3:1:    4:4:3:    N[5,6]-3:C[5]-4:C[6]-3:H-1:     C[5,6]-4:C[5]-4:C[6]-3:     Y    C[5,6](N[5,6]C[5]C[6])(C[5]C[5]HH)(C[6]N[6]O)(H)    N[5,6](C[5,6]C[5]C[6]H)(C[5]C[5]HH)(C[6]C[6]O)     C[5,6](N[5,6]C[5]C[6])(C[5]C[5]HH)(C[6]N[6]O)(H){1|C<3>,1|C<4>,1|O<1>,4|H<1>}    N[5,6](C[5,6]C[5]C[6]H)(C[5]C[5]HH)(C[6]C[6]O){1|C<4>,1|N<3>,1|O<1>,5|H<1>}   1.4586    0.0000    1     1.4628     0.0053    10
474    542     3:4:3:1:    4:4:3:    N[5,6]-3:C[5]-4:C[6]-3:H-1:     C[5,6]-4:C[5]-4:C[6]-3:     Y    C[5,6](N[5,6]C[5]C[6])(C[5]C[5]HH)(C[6]N[6]O)(H)    N[5,6](C[5,6]C[5]C[6]H)(C[5]C[5]HH)(C[6]C[6]O)     C[5,6](N[5,6]C[5]C[6])(C[5]C[5]HH)(C[6]N[6]O)(H){1|C<3>,1|O<1>,1|O<2>,4|H<1>}    N[5,6](C[5,6]C[5]C[6]H)(C[5]C[5]HH)(C[6]C[6]O){1|C<3>,1|N<3>,1|O<1>,4|H<1>}   1.4676    0.0000    1     1.4628     0.0053    10
474    542     3:4:3:1:    4:4:3:    N[5,6]-3:C[5]-4:C[6]-3:H-1:     C[5,6]-4:C[5]-4:C[6]-3:     Y    C[5,6](N[5,6]C[5]C[6])(C[5]C[5]HH)(C[6]N[6]O)(H)    N[5,6](C[5,6]C[5]C[6]H)(C[5]C[5]HH)(C[6]C[6]O)     C[5,6](N[5,6]C[5]C[6])(C[5]C[5]HH)(C[6]N[6]O)(H){1|C<4>,1|O<1>,1|O<2>,4|H<1>}    N[5,6](C[5,6]C[5]C[6]H)(C[5]C[5]HH)(C[6]C[6]O){1|C<4>,1|N<3>,1|O<1>,1|O<2>,4|H<1>}   1.4668    0.0000    1     1.4628     0.0053    10
474    542     3:4:3:1:    4:4:3:    N[5,6]-3:C[5]-4:C[6]-3:H-1:     C[5,6]-4:C[5]-4:C[6]-3:     Y    C[5,6](N[5,6]C[5]C[6])(C[5]C[5]HH)(C[6]N[6]O)(H)    N[5,6](C[5,6]C[5]C[6]H)(C[5]C[5]HH)(C[6]C[6]O)     C[5,6](N[5,6]C[5]C[6])(C[5]C[5]HH)(C[6]N[6]O)(H){1|C<4>,1|O<1>,5|H<1>}    N[5,6](C[5,6]C[5]C[6]H)(C[5]C[5]HH)(C[6]C[6]O){1|C<4>,1|N<3>,1|O<1>,5|H<1>}   1.4616    0.0050    3     1.4628     0.0053    10
474    542     3:4:3:1:    4:4:3:    N[5,6]-3:C[5]-4:C[6]-3:H-1:     C[5,6]-4:C[5]-4:C[6]-3:     Y    C[5,6](N[5,6]C[5]C[6])(C[5]C[5]HH)(C[6]N[6]O)(H)    N[5,6](C[5,6]C[5]C[6]H)(C[5]C[5]HH)(C[6]C[6]O)     C[5,6](N[5,6]C[5]C[6])(C[5]C[5]HH)(C[6]N[6]O)(H){1|C<4>,1|O<1>,5|H<1>}    N[5,6](C[5,6]C[5]C[6]H)(C[5]C[5]HH)(C[6]C[6]O){1|N<3>,1|O<1>,6|H<1>}   1.4725    0.0000    1     1.4628     0.0053    10
474    542     3:4:3:1:    4:4:3:    N[5,6]-3:C[5]-4:C[6]-3:H-1:     C[5,6]-4:C[5]-4:C[6]-3:     Y    C[5,6](N[5,6]C[5]C[6])(C[5]C[5]HH)(C[6]N[6]O)(H)    N[5,6](C[5,6]C[5]C[6]H)(C[5]C[5]HH)(C[6]C[6]O)     C[5,6](N[5,6]C[5]C[6])(C[5]C[5]HH)(C[6]N[6]O)(H){1|O<1>,2|C<4>,4|H<1>}    N[5,6](C[5,6]C[5]C[6]H)(C[5]C[5]HH)(C[6]C[6]O){1|C<4>,1|N<3>,1|O<1>,5|H<1>}   1.4591    0.0023    3     1.4628     0.0053    10
474    542     3:4:3:1:    4:4:3:    N[5,6]-3:C[5]-4:C[6]-3:H-1:     C[5,6]-4:C[5]-4:C[6]-3:     Y    C[5,6](N[5,6]C[5]C[6])(C[5]C[5]HH)(C[6]O[6]O)(H)    N[5,6](C[5,6]C[5]C[6]H)(C[5]C[5]HH)(C[6]C[6]O)     C[5,6](N[5,6]C[5]C[6])(C[5]C[5]HH)(C[6]O[6]O)(H){1|C<4>,1|O<1>,4|H<1>}    N[5,6](C[5,6]C[5]C[6]H)(C[5]C[5]HH)(C[6]C[6]O){1|O<1>,1|O<2>,2|C<4>,4|H<1>}   1.4536    0.0000    1     1.4536     0.0000    1
474    542     3:4:3:1:    4:4:3:    N[5,6]-3:C[5]-4:C[6]-3:H-1:     C[5,6]-4:C[5]-4:C[6]-3:     Y    C[5,6](N[5,6]C[5]C[6])(C[5]O[5]HH)(C[6]N[6]O)(H)    N[5,6](C[5,6]C[5]C[6]H)(C[5]C[6a]O[5]H)(C[6]C[5,6]O)     C[5,6](N[5,6]C[5]C[6])(C[5]O[5]HH)(C[6]N[6]O)(H){1|C<4>,1|H<1>,1|O<1>,2|C<3>}    N[5,6](C[5,6]C[5]C[6]H)(C[5]C[6a]O[5]H)(C[6]C[5,6]O){1|N<3>,1|O<1>,1|O<2>,2|H<1>,3|C<3>}   1.4573    0.0000    1     1.4573     0.0000    1
474    542     3:4:3:1:    4:4:3:    N[5,6]-3:C[5]-4:C[6]-3:H-1:     C[5,6]-4:C[5]-4:C[6]-3:     Y    C[5,6](N[5,6]C[5]C[6])(C[5]O[5]HH)(C[6]N[6]O)(H)    N[5,6](C[5,6]C[5]C[6]H)(C[5]C[6a]O[5]H)(C[6]C[6]O)     C[5,6](N[5,6]C[5]C[6])(C[5]O[5]HH)(C[6]N[6]O)(H){1|C<3>,1|C<4>,1|H<1>,1|O<1>}    N[5,6](C[5,6]C[5]C[6]H)(C[5]C[6a]O[5]H)(C[6]C[6]O){1|N<2>,1|O<2>,2|C<3>,4|H<1>}   1.4659    0.0000    1     1.4659     0.0000    1
474    542     3:4:3:1:    4:4:3:    N[5,6]-3:C[5]-4:C[6]-3:H-1:     C[5]-4:C[5,6]-4:C[6]-3:     Y    C[5,6](N[5,6]C[5]C[6])(C[5]C[5,5]HH)(C[6]N[5,6]O)(H)    N[5,6](C[5]C[5,5]C[6a]H)(C[5,6]C[5]C[6]H)(C[6]C[5,6]O)     C[5,6](N[5,6]C[5]C[6])(C[5]C[5,5]HH)(C[6]N[5,6]O)(H){1|H<1>,1|O<1>,2|C<4>,3|C<3>}    N[5,6](C[5]C[5,5]C[6a]H)(C[5,6]C[5]C[6]H)(C[6]C[5,6]O){1|C<4>,1|N<3>,1|O<1>,3|H<1>,4|C<3>}   1.4717    0.0000    1     1.4717     0.0000    1
474    542     3:4:3:1:    4:4:3:    N[5]-3:C[5]-4:C-3:H-1:     C[5]-4:C[5]-4:C[6]-3:     Y    C[5](N[5]C[5]C[6])(C[5]C[5]HH)(COO)(H)    N[5](C[5]C[5]CH)(C[5]C[5]HH)(C[6]C[6]2)     C[5](N[5]C[5]C[6])(C[5]C[5]HH)(COO)(H){2|C<3>,4|H<1>}    N[5](C[5]C[5]CH)(C[5]C[5]HH)(C[6]C[6]2){1|O<1>,2|C<3>,5|H<1>}   1.4657    0.0000    1     1.4657     0.0000    1
474    542     3:4:3:1:    4:4:4:    C[5,5]-3:C[5]-4:N[5]-3:H-1:     C[5,5]-4:C[5]-4:S-4:     Y    C[5,5](C[5,5]C[5]2)(C[5]C[5]HH)(N[5]C[5]S)(H)    N[5](C[5,5]C[5,5]C[5]H)(C[5]C[5]CH)(SCOO)     C[5,5](C[5,5]C[5]2)(C[5]C[5]HH)(N[5]C[5]S)(H){1|C<3>,6|H<1>}    N[5](C[5,5]C[5,5]C[5]H)(C[5]C[5]CH)(SCOO){2|C<4>,3|H<1>}   1.4786    0.0000    1     1.4786     0.0000    1
474    542     3:4:3:1:    4:4:4:    C[5,5a]-3:C[5,5]-4:N[5]-3:H-1:     C[5,5]-4:C[5]-4:C-4:     Y    C[5,5](C[5,5a]N[5,5a]N[5a])(C[5,5]C[5]2H)(N[5]C[5]C)(H)    N[5](C[5,5]C[5,5a]C[5,5]H)(C[5]C[5]CH)(CC[6a]HH)     C[5,5](C[5,5a]N[5,5a]N[5a])(C[5,5]C[5]2H)(N[5]C[5]C)(H){3|C<3>,5|H<1>}    N[5](C[5,5]C[5,5a]C[5,5]H)(C[5]C[5]CH)(CC[6a]HH){1|C<4>,1|N<2>,1|N<3>,3|H<1>}   1.4696    0.0000    1     1.4696     0.0000    1
474    542     3:4:3:1:    4:4:4:    C[5,6]-3:C[6]-4:N[5]-3:H-1:     C[5,6]-4:C[5]-4:C-4:     Y    C[5,6](C[5,6]C[5]C[6])(C[6]C[6]HH)(N[5]C[5]C)(H)    N[5](C[5,6]C[5,6]C[6]H)(C[5]C[5]HH)(CC[6a]HH)     C[5,6](C[5,6]C[5]C[6])(C[6]C[6]HH)(N[5]C[5]C)(H){1|C<4>,7|H<1>}    N[5](C[5,6]C[5,6]C[6]H)(C[5]C[5]HH)(CC[6a]HH){1|C<3>,1|C<4>,4|H<1>}   1.4663    0.0000    1     1.4663     0.0000    1
474    542     3:4:3:1:    4:4:4:    C[6,6a]-3:C[5,6]-4:N[5,6]-3:H-1:     C[5,6]-4:C[5]-4:C[6]-4:     Y    C[5,6](C[6,6a]C[6,6a]C[6a])(C[5,6]C[5,6]C[6]C)(N[5,6]C[5]C[6])(H)    N[5,6](C[5,6]C[6,6a]C[5,6]H)(C[5]C[5,6]HH)(C[6]C[6]HH)     C[5,6](C[6,6a]C[6,6a]C[6a])(C[5,6]C[5,6]C[6]C)(N[5,6]C[5]C[6])(H){2|C<4>,3|C<3>,7|H<1>}    N[5,6](C[5,6]C[6,6a]C[5,6]H)(C[5]C[5,6]HH)(C[6]C[6]HH){1|C<4>,2|H<1>,4|C<3>}   1.4670    0.0000    1     1.4670     0.0000    1
474    542     3:4:3:1:    4:4:4:    C[6,6a]-3:C[5,6]-4:N[5]-3:H-1:     C[5,6]-4:C[5]-4:C-4:     Y    C[5,6](C[6,6a]C[6,6a]C[6a])(C[5,6]C[5]C[6]C)(N[5]C[5]C)(H)    N[5](C[5,6]C[6,6a]C[5,6]H)(C[5]C[5]HH)(CH3)     C[5,6](C[6,6a]C[6,6a]C[6a])(C[5,6]C[5]C[6]C)(N[5]C[5]C)(H){1|C<4>,1|O<2>,2|C<3>,6|H<1>}    N[5](C[5,6]C[6,6a]C[5,6]H)(C[5]C[5]HH)(CH3){1|H<1>,2|C<4>,3|C<3>}   1.4623    0.0000    1     1.4657     0.0023    4
474    542     3:4:3:1:    4:4:4:    C[6,6a]-3:C[5,6]-4:N[5]-3:H-1:     C[5,6]-4:C[5]-4:C-4:     Y    C[5,6](C[6,6a]C[6,6a]C[6a])(C[5,6]C[5]C[6]C)(N[5]C[5]C)(H)    N[5](C[5,6]C[6,6a]C[5,6]H)(C[5]C[5]HH)(CH3)     C[5,6](C[6,6a]C[6,6a]C[6a])(C[5,6]C[5]C[6]C)(N[5]C[5]C)(H){1|O<2>,3|C<3>,6|H<1>}    N[5](C[5,6]C[6,6a]C[5,6]H)(C[5]C[5]HH)(CH3){1|C<2>,1|C<4>,1|H<1>,3|C<3>}   1.4662    0.0000    1     1.4657     0.0023    4
474    542     3:4:3:1:    4:4:4:    C[6,6a]-3:C[5,6]-4:N[5]-3:H-1:     C[5,6]-4:C[5]-4:C-4:     Y    C[5,6](C[6,6a]C[6,6a]C[6a])(C[5,6]C[5]C[6]C)(N[5]C[5]C)(H)    N[5](C[5,6]C[6,6a]C[5,6]H)(C[5]C[5]HH)(CH3)     C[5,6](C[6,6a]C[6,6a]C[6a])(C[5,6]C[5]C[6]C)(N[5]C[5]C)(H){1|O<2>,3|C<3>,6|H<1>}    N[5](C[5,6]C[6,6a]C[5,6]H)(C[5]C[5]HH)(CH3){1|C<4>,1|H<1>,4|C<3>}   1.4672    0.0001    2     1.4657     0.0023    4
474    542     3:4:3:1:    4:4:4:    C[6,6a]-3:C[5,6]-4:N[5]-3:H-1:     C[5,6]-4:C[5]-4:C-4:     Y    C[5,6](C[6,6a]C[6,6a]C[6a])(C[5,6]C[5]C[6]H)(N[5]C[5]C)(H)    N[5](C[5,6]C[6,6a]C[5,6]H)(C[5]C[5]HH)(CC[6a]HH)     C[5,6](C[6,6a]C[6,6a]C[6a])(C[5,6]C[5]C[6]H)(N[5]C[5]C)(H){1|N<3>,3|C<3>,6|H<1>}    N[5](C[5,6]C[6,6a]C[5,6]H)(C[5]C[5]HH)(CC[6a]HH){1|C<4>,2|C<3>,3|H<1>}   1.4753    0.0000    1     1.4753     0.0000    1
474    542     3:4:3:1:    4:4:4:    C[6,6a]-3:C[5,6]-4:N[5]-3:H-1:     C[5,6]-4:C[5]-4:C-4:     Y    C[5,6](C[6,6a]C[6,6a]C[6a])(C[5,6]C[5]C[6]H)(N[5]C[5]C)(H)    N[5](C[5,6]C[6,6a]C[5,6]H)(C[5]C[6a]C[5]H)(CCHH)     C[5,6](C[6,6a]C[6,6a]C[6a])(C[5,6]C[5]C[6]H)(N[5]C[5]C)(H){1|O<2>,3|C<3>,6|H<1>}    N[5](C[5,6]C[6,6a]C[5,6]H)(C[5]C[6a]C[5]H)(CCHH){1|C<4>,3|H<1>,4|C<3>}   1.4750    0.0000    1     1.4750     0.0000    1
474    542     3:4:3:1:    4:4:4:    C[6,6a]-3:C[5,6]-4:N[5]-3:H-1:     C[5,6]-4:C[5]-4:C-4:     Y    C[5,6](C[6,6a]C[6,6a]C[6a])(C[5,6]C[5]C[6]N)(N[5]C[5]C)(H)    N[5](C[5,6]C[6,6a]C[5,6]H)(C[5]C[5]HH)(CH3)     C[5,6](C[6,6a]C[6,6a]C[6a])(C[5,6]C[5]C[6]N)(N[5]C[5]C)(H){1|O<2>,3|C<3>,6|H<1>}    N[5](C[5,6]C[6,6a]C[5,6]H)(C[5]C[5]HH)(CH3){1|C<4>,1|H<1>,1|N<3>,3|C<3>}   1.4714    0.0013    2     1.4714     0.0013    2
474    542     3:4:3:1:    4:4:4:    C[6,6a]-3:C[5,6]-4:N[5]-3:H-1:     C[5,6]-4:C[5]-4:C-4:     Y    C[5,6](C[6,6a]C[6a,6a]C[6,6a])(C[5,6]C[5]C[6]C)(N[5]C[5]C)(H)    N[5](C[5,6]C[6,6a]C[5,6]H)(C[5]C[5]HH)(CH3)     C[5,6](C[6,6a]C[6a,6a]C[6,6a])(C[5,6]C[5]C[6]C)(N[5]C[5]C)(H){1|O<2>,4|C<3>,5|H<1>}    N[5](C[5,6]C[6,6a]C[5,6]H)(C[5]C[5]HH)(CH3){1|C<4>,1|H<1>,4|C<3>}   1.4716    0.0035    5     1.4716     0.0035    5
474    542     3:4:3:1:    4:4:4:    C[6a]-3:C[5]-4:N[5]-3:H-1:     C[5]-4:C[5]-4:C-4:     Y    C[5](C[6a]C[6a]2)(C[5]C[5]HH)(N[5]C[5]C)(H)    N[5](C[5]C[6a]C[5]H)(C[5]C[5]HH)(CC[6a]HH)     C[5](C[6a]C[6a]2)(C[5]C[5]HH)(N[5]C[5]C)(H){1|I<1>,2|C<3>,5|H<1>}    N[5](C[5]C[6a]C[5]H)(C[5]C[5]HH)(CC[6a]HH){1|I<1>,2|C<3>,3|H<1>}   1.4717    0.0000    1     1.4717     0.0000    1
474    542     3:4:3:1:    4:4:4:    C[6a]-3:C[5]-4:N[5]-3:H-1:     C[5]-4:C[5]-4:C-4:     Y    C[5](C[6a]C[6a]2)(C[5]C[5]HH)(N[5]C[5]C)(H)    N[5](C[5]C[6a]C[5]H)2(CC[6a]HH)     C[5](C[6a]C[6a]2)(C[5]C[5]HH)(N[5]C[5]C)(H){3|C<3>,5|H<1>}    N[5](C[5]C[6a]C[5]H)2(CC[6a]HH){4|C<3>,4|H<1>}   1.4600    0.0000    1     1.4600     0.0000    1
474    542     3:4:3:1:    4:4:4:    C[6a]-3:C[5]-4:N[5]-3:H-1:     C[5]-4:C[5]-4:C-4:     Y    C[5](C[6a]C[6a]2)(C[5]N[5]HH)(N[5]C[5]C)(H)    N[5](C[5]C[6a]C[5]H)(C[5]C[6a]N[5]H)(CC[6a]HH)     C[5](C[6a]C[6a]2)(C[5]N[5]HH)(N[5]C[5]C)(H){1|S<4>,3|C<3>,3|H<1>}    N[5](C[5]C[6a]C[5]H)(C[5]C[6a]N[5]H)(CC[6a]HH){1|S<4>,2|H<1>,4|C<3>}   1.4696    0.0000    1     1.4696     0.0000    1
