358    826     SP-NON_SP2    Y    3:6:    2:2:2:2:2:2:    C[5,6a]-2_2_2:P[3x5]-2_2_2_2_2_2     O[5]-2_0:O[5]-2_0:O[5]-2_0:O[5]-2_0:O[5]-2_0:O[5]-2_0     O[5](C[5,6a]C[5,6a]C[6a])(P[3x5]O[5]5)    P[3x5](O[5]C[5,6a])6     O[5](C[5,6a]C[5,6a]C[6a])(P[3x5]O[5]5){1|Cl<1>,6|C<3>}    P[3x5](O[5]C[5,6a])6{6|C<3>}   1.7126    0.0114    5     1.7126     0.0114    5
362    466     SP-NON_SP3    Y    6:6:6:6:6:4:    6:4:1:1:    B[5x3,5x5,20x6]-0_0_0_0_0_0:B[5x3,5x5,20x6]-0_0_0_0_0_0:B[5x3,5x5,20x6]-0_0_0_0_0_0:B[5x3,5x5,20x6]-0_0_0_0_0_0:B[5x3,5x5,21x6]-3_0_0_0_0_0:C[6]-3_0_0_0     C[5x3,5x5,21x6]-3_0_0_0_0_0:C[6]-3_3_0_0:H-3:H-3     C[5x3,5x5,21x6](B[5x3,5x5,20x6]B[5x3,5x5,20x6]3B[5x3,5x5,21x6]H)2(B[5x3,5x5,21x6]B[5x3,5x5,20x6]4C[6])(B[5x3,5x5,20x6]B[5x3,5x5,20x6]4H)2(C[6]C[6]HH)    C[6](C[5x3,5x5,21x6]B[5x3,5x5,20x6]4B[5x3,5x5,21x6])(C[6]C[6]HH)(H)2     C[5x3,5x5,21x6](B[5x3,5x5,20x6]B[5x3,5x5,20x6]3B[5x3,5x5,21x6]H)2(B[5x3,5x5,21x6]B[5x3,5x5,20x6]4C[6])(B[5x3,5x5,20x6]B[5x3,5x5,20x6]4H)2(C[6]C[6]HH){1|B<6>,1|C<4>,1|N<3>,8|H<1>}    C[6](C[5x3,5x5,21x6]B[5x3,5x5,20x6]4B[5x3,5x5,21x6])(C[6]C[6]HH)(H)2{1|C<4>,5|B<6>,6|H<1>}   1.5255    0.0000    1     1.5255     0.0000    2
362    466     SP-NON_SP3    Y    6:6:6:6:6:4:    6:4:1:1:    B[5x3,5x5,20x6]-0_0_0_0_0_0:B[5x3,5x5,20x6]-0_0_0_0_0_0:B[5x3,5x5,20x6]-0_0_0_0_0_0:B[5x3,5x5,20x6]-0_0_0_0_0_0:B[5x3,5x5,21x6]-3_0_0_0_0_0:C[6]-3_0_0_0     C[5x3,5x5,21x6]-3_0_0_0_0_0:C[6]-3_3_0_0:H-3:H-3     C[5x3,5x5,21x6](B[5x3,5x5,20x6]B[5x3,5x5,20x6]3B[5x3,5x5,21x6]H)2(B[5x3,5x5,21x6]B[5x3,5x5,20x6]4C[6])(B[5x3,5x5,20x6]B[5x3,5x5,20x6]4H)2(C[6]C[6]HH)    C[6](C[5x3,5x5,21x6]B[5x3,5x5,20x6]4B[5x3,5x5,21x6])(C[6]C[6]HH)(H)2     C[5x3,5x5,21x6](B[5x3,5x5,20x6]B[5x3,5x5,20x6]3B[5x3,5x5,21x6]H)2(B[5x3,5x5,21x6]B[5x3,5x5,20x6]4C[6])(B[5x3,5x5,20x6]B[5x3,5x5,20x6]4H)2(C[6]C[6]HH){1|B<6>,1|C<4>,1|N<4>,8|H<1>}    C[6](C[5x3,5x5,21x6]B[5x3,5x5,20x6]4B[5x3,5x5,21x6])(C[6]C[6]HH)(H)2{1|C<4>,5|B<6>,6|H<1>}   1.5255    0.0000    1     1.5255     0.0000    2
362    474     SP-NON_SP3    N    6:6:6:6:6:4:    6:4:2:1:    B[5x3,5x5,20x6]-0_0_0_0_0_0:B[5x3,5x5,20x6]-0_0_0_0_0_0:B[5x3,5x5,20x6]-0_0_0_0_0_0:B[5x3,5x5,20x6]-0_0_0_0_0_0:C[5x3,5x5,20x6]-3_0_0_0_0_0:C[5]-3_3_0_0     C[5x3,5x5,20x6]-3_0_0_0_0_0:C[5]-3_3_0_0:H-3:O[5]-3_3     C[5x3,5x5,20x6](B[5x3,5x5,20x6]B[5x3,5x5,20x6]3C[5x3,5x5,20x6]H)2(C[5x3,5x5,20x6]B[5x3,5x5,20x6]4C[5])(B[5x3,5x5,20x6]B[5x3,5x5,20x6]4H)2(C[5]C[5]O[5]H)    C[5](C[5x3,5x5,20x6]B[5x3,5x5,20x6]4C[5x3,5x5,20x6])(C[5]C[5]HH)(O[5]C[5])(H)     C[5x3,5x5,20x6](B[5x3,5x5,20x6]B[5x3,5x5,20x6]3C[5x3,5x5,20x6]H)2(C[5x3,5x5,20x6]B[5x3,5x5,20x6]4C[5])(B[5x3,5x5,20x6]B[5x3,5x5,20x6]4H)2(C[5]C[5]O[5]H){1|B<6>,1|O<2>,3|C<4>,8|H<1>}    C[5](C[5x3,5x5,20x6]B[5x3,5x5,20x6]4C[5x3,5x5,20x6])(C[5]C[5]HH)(O[5]C[5])(H){1|C<4>,5|B<6>,8|H<1>}   1.5332    0.0000    1     1.5332     0.0000    1
362    474     SP-NON_SP3    Y    6:6:6:6:6:4:    6:3:1:1:    B[5x3,5x5,20x6]-0_0_0_0_0_0:B[5x3,5x5,20x6]-0_0_0_0_0_0:B[5x3,5x5,20x6]-0_0_0_0_0_0:B[5x3,6x5,20x6]-2_0_0_0_0_0:C[5x3,5x5,20x6]-0_0_0_0_0_0:C[5]-2_0_0_0     C[5,6a]-3_2_2:C[5x3,6x5,20x6]-3_0_0_0_0_0:H-3:H-3     C[5x3,6x5,20x6](B[5x3,5x5,20x6]B[5x3,5x5,20x6]2B[5x3,6x5,20x6]C[5x3,5x5,20x6]H)(B[5x3,5x5,20x6]B[5x3,5x5,20x6]3B[5x3,6x5,20x6]H)(B[5x3,5x5,20x6]B[5x3,5x5,20x6]3C[5x3,5x5,20x6]H)(B[5x3,6x5,20x6]B[5x3,5x5,20x6]4C[5,6a])(C[5x3,5x5,20x6]B[5x3,5x5,20x6]4H)(C[5]C[5,6a]HH)    C[5](C[5x3,6x5,20x6]B[5x3,5x5,20x6]3B[5x3,6x5,20x6]C[5x3,5x5,20x6])(C[5,6a]C[5,6a]C[6a])(H)2     C[5x3,6x5,20x6](B[5x3,5x5,20x6]B[5x3,5x5,20x6]2B[5x3,6x5,20x6]C[5x3,5x5,20x6]H)(B[5x3,5x5,20x6]B[5x3,5x5,20x6]3B[5x3,6x5,20x6]H)(B[5x3,5x5,20x6]B[5x3,5x5,20x6]3C[5x3,5x5,20x6]H)(B[5x3,6x5,20x6]B[5x3,5x5,20x6]4C[5,6a])(C[5x3,5x5,20x6]B[5x3,5x5,20x6]4H)(C[5]C[5,6a]HH){1|B<6>,2|C<3>,5|H<1>}    C[5](C[5x3,6x5,20x6]B[5x3,5x5,20x6]3B[5x3,6x5,20x6]C[5x3,5x5,20x6])(C[5,6a]C[5,6a]C[6a])(H)2{2|C<3>,5|B<6>,5|H<1>}   1.5313    0.0000    1     1.5313     0.0000    1
362    474     SP-NON_SP3    Y    6:6:6:6:6:4:    6:3:1:1:    B[5x3,5x5,20x6]-0_0_0_0_0_0:B[5x3,5x5,20x6]-0_0_0_0_0_0:B[5x3,5x5,20x6]-0_0_0_0_0_0:B[5x3,6x5,20x6]-2_0_0_0_0_0:C[5x3,5x5,20x6]-0_0_0_0_0_0:C[5]-2_0_0_0     C[5,6a]-3_2_2:C[5x3,6x5,20x6]-3_0_0_0_0_0:H-3:H-3     C[5x3,6x5,20x6](B[5x3,6x5,20x6]B[5x3,5x5,20x6]3C[5x3,5x5,20x6]C[5,6a])(B[5x3,5x5,20x6]B[5x3,5x5,20x6]3B[5x3,6x5,20x6]H)(B[5x3,5x5,20x6]B[5x3,5x5,20x6]3C[5x3,5x5,20x6]H)(C[5x3,5x5,20x6]B[5x3,5x5,20x6]3B[5x3,6x5,20x6]H)(B[5x3,5x5,20x6]B[5x3,5x5,20x6]4H)(C[5]C[5,6a]HH)    C[5](C[5x3,6x5,20x6]B[5x3,5x5,20x6]3B[5x3,6x5,20x6]C[5x3,5x5,20x6])(C[5,6a]C[5,6a]C[6a])(H)2     C[5x3,6x5,20x6](B[5x3,6x5,20x6]B[5x3,5x5,20x6]3C[5x3,5x5,20x6]C[5,6a])(B[5x3,5x5,20x6]B[5x3,5x5,20x6]3B[5x3,6x5,20x6]H)(B[5x3,5x5,20x6]B[5x3,5x5,20x6]3C[5x3,5x5,20x6]H)(C[5x3,5x5,20x6]B[5x3,5x5,20x6]3B[5x3,6x5,20x6]H)(B[5x3,5x5,20x6]B[5x3,5x5,20x6]4H)(C[5]C[5,6a]HH){1|B<6>,2|C<3>,5|H<1>}    C[5](C[5x3,6x5,20x6]B[5x3,5x5,20x6]3B[5x3,6x5,20x6]C[5x3,5x5,20x6])(C[5,6a]C[5,6a]C[6a])(H)2{2|C<3>,5|B<6>,5|H<1>}   1.5171    0.0000    1     1.5171     0.0000    1
362    474     SP-NON_SP3    Y    6:6:6:6:6:4:    6:4:4:1:    B[5x3,5x5,20x6]-0_0_0_0_0_0:B[5x3,5x5,20x6]-0_0_0_0_0_0:B[5x3,5x5,20x6]-0_0_0_0_0_0:B[5x3,5x5,20x6]-0_0_0_0_0_0:C[5x3,6x5,20x6]-2_0_0_0_0_0:C[5]-3_3_0_0     C-3_3_0_0:C[5x3,6x5,20x6]-3_0_0_0_0_0:C[5]-3_2_0_0:H-3     C[5x3,6x5,20x6](B[5x3,5x5,20x6]B[5x3,5x5,20x6]3C[5x3,6x5,20x6]H)2(C[5x3,6x5,20x6]B[5x3,5x5,20x6]4C[5])(B[5x3,5x5,20x6]B[5x3,5x5,20x6]4H)2(C[5]C[5]CH)    C[5](C[5x3,6x5,20x6]B[5x3,5x5,20x6]4C[5x3,6x5,20x6])(C[5]C[5]HH)(CCHH)(H)     C[5x3,6x5,20x6](B[5x3,5x5,20x6]B[5x3,5x5,20x6]3C[5x3,6x5,20x6]H)2(C[5x3,6x5,20x6]B[5x3,5x5,20x6]4C[5])(B[5x3,5x5,20x6]B[5x3,5x5,20x6]4H)2(C[5]C[5]CH){1|B<6>,1|C<3>,7|H<1>}    C[5](C[5x3,6x5,20x6]B[5x3,5x5,20x6]4C[5x3,6x5,20x6])(C[5]C[5]HH)(CCHH)(H){1|C<3>,4|H<1>,5|B<6>}   1.5388    0.0000    1     1.5388     0.0000    1
362    474     SP-NON_SP3    Y    6:6:6:6:6:4:    6:4:4:1:    B[5x3,5x5,20x6]-0_0_0_0_0_0:B[5x3,5x5,20x6]-0_0_0_0_0_0:B[5x3,5x5,20x6]-0_0_0_0_0_0:B[5x3,5x5,20x6]-0_0_0_0_0_0:C[5x3,6x5,21x6]-2_0_0_0_0_0:C[5]-3_3_0_0     C-3_3_0_0:C[5x3,6x5,20x6]-3_0_0_0_0_0:C[5]-3_2_0_0:H-3     C[5x3,6x5,20x6](B[5x3,5x5,20x6]B[5x3,5x5,20x6]2B[5x3,5x5,21x6]C[5x3,6x5,21x6]H)(C[5x3,6x5,21x6]B[5x3,5x5,20x6]3B[5x3,5x5,21x6]C[5,6])(B[5x3,5x5,20x6]B[5x3,5x5,20x6]3C[5x3,6x5,21x6]H)(B[5x3,5x5,20x6]B[5x3,5x5,20x6]4H)2(C[5]C[5]CH)    C[5](C[5x3,6x5,20x6]B[5x3,5x5,20x6]4C[5x3,6x5,21x6])(C[5]C[5,6]HH)(CCHH)(H)     C[5x3,6x5,20x6](B[5x3,5x5,20x6]B[5x3,5x5,20x6]2B[5x3,5x5,21x6]C[5x3,6x5,21x6]H)(C[5x3,6x5,21x6]B[5x3,5x5,20x6]3B[5x3,5x5,21x6]C[5,6])(B[5x3,5x5,20x6]B[5x3,5x5,20x6]3C[5x3,6x5,21x6]H)(B[5x3,5x5,20x6]B[5x3,5x5,20x6]4H)2(C[5]C[5]CH){1|B<6>,2|C<3>,6|H<1>}    C[5](C[5x3,6x5,20x6]B[5x3,5x5,20x6]4C[5x3,6x5,21x6])(C[5]C[5,6]HH)(CCHH)(H){1|C<3>,4|H<1>,5|B<6>}   1.5466    0.0000    1     1.5466     0.0000    1
362    474     SP-NON_SP3    Y    8:6:6:6:6:4:    6:4:1:1:    B[5x3,5x5,20x6]-0_0_0_0_0_0:B[5x3,5x5,20x6]-0_0_0_0_0_0:B[5x3,5x5,20x6]-0_0_0_0_0_0:C[5x3,5x5,20x6]-0_0_0_0_0_0:C[5]-3_0_0_0:Lu[5x3,6x5,20x6]-3_2_0_0_0_0_0_0     C[5x3,6x5,20x6]-3_0_0_0_0_0:C[5]-3_3_0_0:H-3:H-3     C[5x3,6x5,20x6](Lu[5x3,6x5,20x6]B[5x3,5x5,20x6]3C[5x3,5x5,20x6]N[5]O[5]N)(B[5x3,5x5,20x6]Lu[5x3,6x5,20x6]B[5x3,5x5,20x6]3H)(C[5x3,5x5,20x6]Lu[5x3,6x5,20x6]B[5x3,5x5,20x6]3H)(B[5x3,5x5,20x6]B[5x3,5x5,20x6]3C[5x3,5x5,20x6]H)(B[5x3,5x5,20x6]B[5x3,5x5,20x6]4H)(C[5]C[5]HH)    C[5](C[5x3,6x5,20x6]Lu[5x3,6x5,20x6]B[5x3,5x5,20x6]3C[5x3,5x5,20x6])(C[5]N[5]HH)(H)2     C[5x3,6x5,20x6](Lu[5x3,6x5,20x6]B[5x3,5x5,20x6]3C[5x3,5x5,20x6]N[5]O[5]N)(B[5x3,5x5,20x6]Lu[5x3,6x5,20x6]B[5x3,5x5,20x6]3H)(C[5x3,5x5,20x6]Lu[5x3,6x5,20x6]B[5x3,5x5,20x6]3H)(B[5x3,5x5,20x6]B[5x3,5x5,20x6]3C[5x3,5x5,20x6]H)(B[5x3,5x5,20x6]B[5x3,5x5,20x6]4H)(C[5]C[5]HH){1|B<6>,4|C<4>,7|H<1>}    C[5](C[5x3,6x5,20x6]Lu[5x3,6x5,20x6]B[5x3,5x5,20x6]3C[5x3,5x5,20x6])(C[5]N[5]HH)(H)2{1|N<2>,1|O<3>,2|C<4>,4|H<1>,5|B<6>}   1.5276    0.0000    1     1.5276     0.0000    1
362    478     SP-NON_SP3    Y    6:6:6:6:6:4:    6:4:3:1:    B[5x3,5x5,20x6]-0_0_0_0_0_0:B[5x3,5x5,20x6]-0_0_0_0_0_0:B[5x3,5x5,20x6]-0_0_0_0_0_0:B[5x3,5x5,20x6]-0_0_0_0_0_0:C[4,5]-3_2_0_0:C[5x3,4,5x5,20x6]-3_0_0_0_0_0     C[4,5]-3_2_0_0:C[5,6a]-3_2_2:C[5x3,4,5x5,20x6]-3_0_0_0_0_0:H-3     C[5x3,4,5x5,20x6](B[5x3,5x5,20x6]C[5x3,4,5x5,20x6]B[5x3,5x5,20x6]3H)2(C[5x3,4,5x5,20x6]B[5x3,5x5,20x6]4C[4,5])(B[5x3,5x5,20x6]B[5x3,5x5,20x6]4H)2(C[4,5]C[5,6a]C[4,5]H)    C[4,5](C[5x3,4,5x5,20x6]C[5x3,4,5x5,20x6]B[5x3,5x5,20x6]4)(C[4,5]C[5x3,4,5x5,20x6]N[5]H)(C[5,6a]C[5,6a]C[6a])(H)     C[5x3,4,5x5,20x6](B[5x3,5x5,20x6]C[5x3,4,5x5,20x6]B[5x3,5x5,20x6]3H)2(C[5x3,4,5x5,20x6]B[5x3,5x5,20x6]4C[4,5])(B[5x3,5x5,20x6]B[5x3,5x5,20x6]4H)2(C[4,5]C[5,6a]C[4,5]H){1|B<6>,1|N<3>,2|C<3>,6|H<1>}    C[4,5](C[5x3,4,5x5,20x6]C[5x3,4,5x5,20x6]B[5x3,5x5,20x6]4)(C[4,5]C[5x3,4,5x5,20x6]N[5]H)(C[5,6a]C[5,6a]C[6a])(H){3|C<3>,5|B<6>,5|H<1>}   1.5487    0.0000    1     1.5487     0.0000    1
362    478     SP-NON_SP3    Y    6:6:6:6:6:4:    6:4:3:1:    B[5x3,5x5,20x6]-0_0_0_0_0_0:B[5x3,5x5,20x6]-0_0_0_0_0_0:B[5x3,5x5,20x6]-0_0_0_0_0_0:B[5x3,5x5,20x6]-0_0_0_0_0_0:C[4,5]-3_2_0_0:C[5x3,4,5x5,20x6]-3_0_0_0_0_0     C[4,5]-3_2_0_0:C[5x3,4,5x5,20x6]-3_0_0_0_0_0:H-3:N[5]-3_2_2     C[5x3,4,5x5,20x6](B[5x3,5x5,20x6]C[5x3,4,5x5,20x6]B[5x3,5x5,20x6]3H)2(C[5x3,4,5x5,20x6]B[5x3,5x5,20x6]4C[4,5])(B[5x3,5x5,20x6]B[5x3,5x5,20x6]4H)2(C[4,5]C[4,5]N[5]H)    C[4,5](C[5x3,4,5x5,20x6]C[5x3,4,5x5,20x6]B[5x3,5x5,20x6]4)(C[4,5]C[5x3,4,5x5,20x6]C[5,6a]H)(N[5]C[5,6a]C[6a])(H)     C[5x3,4,5x5,20x6](B[5x3,5x5,20x6]C[5x3,4,5x5,20x6]B[5x3,5x5,20x6]3H)2(C[5x3,4,5x5,20x6]B[5x3,5x5,20x6]4C[4,5])(B[5x3,5x5,20x6]B[5x3,5x5,20x6]4H)2(C[4,5]C[4,5]N[5]H){1|B<6>,3|C<3>,6|H<1>}    C[4,5](C[5x3,4,5x5,20x6]C[5x3,4,5x5,20x6]B[5x3,5x5,20x6]4)(C[4,5]C[5x3,4,5x5,20x6]C[5,6a]H)(N[5]C[5,6a]C[6a])(H){4|C<3>,4|H<1>,5|B<6>}   1.5563    0.0000    1     1.5563     0.0000    1
362    490     SP-NON_SP3    N    6:6:6:6:6:4:    6:1:1:1:    B[5x3,5x5,20x6]-0_0_0_0_0_0:B[5x3,5x5,20x6]-0_0_0_0_0_0:B[5x3,5x5,20x6]-0_0_0_0_0_0:B[5x3,5x5,20x6]-0_0_0_0_0_0:C-0_0_0_0:C[5x3,5x5,20x6]-2_0_0_0_0_0     C[5x3,5x5,20x6]-3_0_0_0_0_0:H-3:H-3:H-3     C[5x3,5x5,20x6](B[5x3,5x5,20x6]B[5x3,5x5,20x6]3C[5x3,5x5,20x6]H)2(B[5x3,5x5,20x6]B[5x3,5x5,20x6]4H)2(C[5x3,5x5,20x6]B[5x3,5x5,20x6]4C)(CH3)    C(C[5x3,5x5,20x6]B[5x3,5x5,20x6]4C[5x3,5x5,20x6])(H)3     C[5x3,5x5,20x6](B[5x3,5x5,20x6]B[5x3,5x5,20x6]3C[5x3,5x5,20x6]H)2(B[5x3,5x5,20x6]B[5x3,5x5,20x6]4H)2(C[5x3,5x5,20x6]B[5x3,5x5,20x6]4C)(CH3){1|B<6>,5|H<1>}    C(C[5x3,5x5,20x6]B[5x3,5x5,20x6]4C[5x3,5x5,20x6])(H)3   1.5062    0.0000    1     1.5062     0.0000    1
