762    930     3:3:3:    3:2:1:    C[6a]-3:C[6a]-3:C-3:     C[6a]-3:O-2:O-1:     N    C[6a](C[6a]C[6a,6a]O)(C[6a]N[6a]C)(COO)    C(C[6a]C[6a]2)(OC)(O)     C[6a](C[6a]C[6a,6a]O)(C[6a]N[6a]C)(COO){3|C<3>}    C(C[6a]C[6a]2)(OC)(O)   1.4868    0.0000    1     1.4868     0.0000    1
762    930     3:3:3:    3:2:1:    C[6a]-3:C[6a]-3:C-3:     C[6a]-3:O-2:O-1:     N    C[6a](C[6a]C[6a,6a]O)(C[6a]N[6a]H)(COO)    C(C[6a]C[6a]2)(OC)(O)     C[6a](C[6a]C[6a,6a]O)(C[6a]N[6a]H)(COO){1|C<4>,2|C<3>}    C(C[6a]C[6a]2)(OC)(O)   1.4798    0.0047    6     1.4811     0.0046    13
762    930     3:3:3:    3:2:1:    C[6a]-3:C[6a]-3:C-3:     C[6a]-3:O-2:O-1:     N    C[6a](C[6a]C[6a,6a]O)(C[6a]N[6a]H)(COO)    C(C[6a]C[6a]2)(OC)(O)     C[6a](C[6a]C[6a,6a]O)(C[6a]N[6a]H)(COO){1|H<1>,2|C<3>}    C(C[6a]C[6a]2)(OC)(O)   1.4796    0.0017    3     1.4811     0.0046    13
762    930     3:3:3:    3:2:1:    C[6a]-3:C[6a]-3:C-3:     C[6a]-3:O-2:O-1:     N    C[6a](C[6a]C[6a,6a]O)(C[6a]N[6a]H)(COO)    C(C[6a]C[6a]2)(OC)(O)     C[6a](C[6a]C[6a,6a]O)(C[6a]N[6a]H)(COO){1|N<3>,2|C<3>}    C(C[6a]C[6a]2)(OC)(O)   1.4798    0.0000    1     1.4811     0.0046    13
762    930     3:3:3:    3:2:1:    C[6a]-3:C[6a]-3:C-3:     C[6a]-3:O-2:O-1:     N    C[6a](C[6a]C[6a,6a]O)(C[6a]N[6a]H)(COO)    C(C[6a]C[6a]2)(OC)(O)     C[6a](C[6a]C[6a,6a]O)(C[6a]N[6a]H)(COO){2|C<3>}    C(C[6a]C[6a]2)(OC)(O)   1.4831    0.0051    2     1.4811     0.0046    13
762    930     3:3:3:    3:2:1:    C[6a]-3:C[6a]-3:C-3:     C[6a]-3:O-2:O-1:     N    C[6a](C[6a]C[6a,6a]O)(C[6a]N[6a]H)(COO)    C(C[6a]C[6a]2)(OC)(O)     C[6a](C[6a]C[6a,6a]O)(C[6a]N[6a]H)(COO){3|C<3>}    C(C[6a]C[6a]2)(OC)(O)   1.4901    0.0000    1     1.4811     0.0046    13
762    930     3:3:3:    3:2:1:    C[6a]-3:C[6a]-3:C-3:     C[6a]-3:O-2:O-1:     N    C[6a](C[6a]C[6a,6a]O)(C[6a]N[6a]H)(COO)    C(C[6a]C[6a]2)(OH)(O)     C[6a](C[6a]C[6a,6a]O)(C[6a]N[6a]H)(COO){1|C<4>,2|C<3>}    C(C[6a]C[6a]2)(OH)(O)   1.4857    0.0075    24     1.4857     0.0075    24
762    930     3:3:3:    3:2:1:    C[6a]-3:C[6a]-3:C-3:     C[6a]-3:O-2:O-1:     N    C[6a](C[6a]C[6a]2)(C[6a]C[6a]C)(COO)    C(C[6a]C[6a]2)(OC)(O)     C[6a](C[6a]C[6a]2)(C[6a]C[6a]C)(COO){1|H<1>,1|N<3>,3|C<3>}    C(C[6a]C[6a]2)(OC)(O)   1.4903    0.0000    1     1.5027     0.0066    6
762    930     3:3:3:    3:2:1:    C[6a]-3:C[6a]-3:C-3:     C[6a]-3:O-2:O-1:     N    C[6a](C[6a]C[6a]2)(C[6a]C[6a]C)(COO)    C(C[6a]C[6a]2)(OC)(O)     C[6a](C[6a]C[6a]2)(C[6a]C[6a]C)(COO){1|H<1>,4|C<3>}    C(C[6a]C[6a]2)(OC)(O)   1.5061    0.0000    1     1.5027     0.0066    6
762    930     3:3:3:    3:2:1:    C[6a]-3:C[6a]-3:C-3:     C[6a]-3:O-2:O-1:     N    C[6a](C[6a]C[6a]2)(C[6a]C[6a]C)(COO)    C(C[6a]C[6a]2)(OC)(O)     C[6a](C[6a]C[6a]2)(C[6a]C[6a]C)(COO){2|N<3>,3|C<3>}    C(C[6a]C[6a]2)(OC)(O)   1.5097    0.0000    1     1.5027     0.0066    6
762    930     3:3:3:    3:2:1:    C[6a]-3:C[6a]-3:C-3:     C[6a]-3:O-2:O-1:     N    C[6a](C[6a]C[6a]2)(C[6a]C[6a]C)(COO)    C(C[6a]C[6a]2)(OC)(O)     C[6a](C[6a]C[6a]2)(C[6a]C[6a]C)(COO){5|C<3>}    C(C[6a]C[6a]2)(OC)(O)   1.5033    0.0015    3     1.5027     0.0066    6
762    930     3:3:3:    3:2:1:    C[6a]-3:C[6a]-3:C-3:     C[6a]-3:O-2:O-1:     N    C[6a](C[6a]C[6a]2)(C[6a]C[6a]C)(COO)    C(C[6a]C[6a]2)(OH)(O)     C[6a](C[6a]C[6a]2)(C[6a]C[6a]C)(COO){2|H<1>,3|C<3>}    C(C[6a]C[6a]2)(OH)(O)   1.4828    0.0000    1     1.4828     0.0000    1
762    930     3:3:3:    3:2:1:    C[6a]-3:C[6a]-3:C-3:     C[6a]-3:O-2:O-1:     N    C[6a](C[6a]C[6a]2)(C[6a]C[6a]H)(COO)    C(C[6a]C[6a]2)(OC)(O)     C[6a](C[6a]C[6a]2)(C[6a]C[6a]H)(COO){1|C<4>,1|H<1>,3|C<3>}    C(C[6a]C[6a]2)(OC)(O)   1.4898    0.0001    2     1.4914     0.0040    16
762    930     3:3:3:    3:2:1:    C[6a]-3:C[6a]-3:C-3:     C[6a]-3:O-2:O-1:     N    C[6a](C[6a]C[6a]2)(C[6a]C[6a]H)(COO)    C(C[6a]C[6a]2)(OC)(O)     C[6a](C[6a]C[6a]2)(C[6a]C[6a]H)(COO){2|H<1>,3|C<3>}    C(C[6a]C[6a]2)(OC)(O)   1.4916    0.0042    14     1.4914     0.0040    16
762    930     3:3:3:    3:2:1:    C[6a]-3:C[6a]-3:C-3:     C[6a]-3:O-2:O-1:     N    C[6a](C[6a]C[6a]2)(C[6a]C[6a]H)(COO)    C(C[6a]C[6a]2)(OC[3])(O)     C[6a](C[6a]C[6a]2)(C[6a]C[6a]H)(COO){2|H<1>,3|C<3>}    C(C[6a]C[6a]2)(OC[3])(O)   1.4875    0.0000    1     1.4875     0.0000    1
762    930     3:3:3:    3:2:1:    C[6a]-3:C[6a]-3:C-3:     C[6a]-3:O-2:O-1:     N    C[6a](C[6a]C[6a]2)(C[6a]C[6a]H)(COO)    C(C[6a]C[6a]2)(OC[6])(O)     C[6a](C[6a]C[6a]2)(C[6a]C[6a]H)(COO){2|H<1>,3|C<3>}    C(C[6a]C[6a]2)(OC[6])(O)   1.4930    0.0048    2     1.4930     0.0048    2
762    930     3:3:3:    3:2:1:    C[6a]-3:C[6a]-3:C-3:     C[6a]-3:O-2:O-1:     N    C[6a](C[6a]C[6a]2)(C[6a]C[6a]H)(COO)    C(C[6a]C[6a]2)(OC[6a])(O)     C[6a](C[6a]C[6a]2)(C[6a]C[6a]H)(COO){1|C<4>,1|H<1>,3|C<3>}    C(C[6a]C[6a]2)(OC[6a])(O)   1.4836    0.0000    1     1.4834     0.0004    2
762    930     3:3:3:    3:2:1:    C[6a]-3:C[6a]-3:C-3:     C[6a]-3:O-2:O-1:     N    C[6a](C[6a]C[6a]2)(C[6a]C[6a]H)(COO)    C(C[6a]C[6a]2)(OC[6a])(O)     C[6a](C[6a]C[6a]2)(C[6a]C[6a]H)(COO){2|H<1>,3|C<3>}    C(C[6a]C[6a]2)(OC[6a])(O)   1.4831    0.0000    1     1.4834     0.0004    2
762    930     3:3:3:    3:2:1:    C[6a]-3:C[6a]-3:C-3:     C[6a]-3:O-2:O-1:     N    C[6a](C[6a]C[6a]2)(C[6a]C[6a]H)(COO)    C(C[6a]C[6a]2)(OH)(O)     C[6a](C[6a]C[6a]2)(C[6a]C[6a]H)(COO){1|H<1>,1|O<2>,3|C<3>}    C(C[6a]C[6a]2)(OH)(O)   1.4819    0.0000    1     1.4918     0.0060    24
762    930     3:3:3:    3:2:1:    C[6a]-3:C[6a]-3:C-3:     C[6a]-3:O-2:O-1:     N    C[6a](C[6a]C[6a]2)(C[6a]C[6a]H)(COO)    C(C[6a]C[6a]2)(OH)(O)     C[6a](C[6a]C[6a]2)(C[6a]C[6a]H)(COO){1|H<1>,4|C<3>}    C(C[6a]C[6a]2)(OH)(O)   1.4945    0.0074    8     1.4918     0.0060    24
762    930     3:3:3:    3:2:1:    C[6a]-3:C[6a]-3:C-3:     C[6a]-3:O-2:O-1:     N    C[6a](C[6a]C[6a]2)(C[6a]C[6a]H)(COO)    C(C[6a]C[6a]2)(OH)(O)     C[6a](C[6a]C[6a]2)(C[6a]C[6a]H)(COO){2|H<1>,3|C<3>}    C(C[6a]C[6a]2)(OH)(O)   1.4905    0.0042    14     1.4918     0.0060    24
762    930     3:3:3:    3:2:1:    C[6a]-3:C[6a]-3:C-3:     C[6a]-3:O-2:O-1:     N    C[6a](C[6a]C[6a]2)(C[6a]C[6a]H)(COO)    C(C[6a]C[6a]2)(OH)(O)     C[6a](C[6a]C[6a]2)(C[6a]C[6a]H)(COO){5|C<3>}    C(C[6a]C[6a]2)(OH)(O)   1.4978    0.0000    1     1.4918     0.0060    24
762    930     3:3:3:    3:2:1:    C[6a]-3:C[6a]-3:C-3:     C[6a]-3:O-2:O-1:     N    C[6a](C[6a]C[6a]2)(C[6a]C[6a]N)(COO)    C(C[6a]C[6a]2)(OC)(O)     C[6a](C[6a]C[6a]2)(C[6a]C[6a]N)(COO){2|H<1>,3|C<3>}    C(C[6a]C[6a]2)(OC)(O)   1.4789    0.0000    1     1.4789     0.0000    1
762    930     3:3:3:    3:2:1:    C[6a]-3:C[6a]-3:C-3:     C[6a]-3:O-2:O-1:     N    C[6a](C[6a]C[6a]2)(C[6a]C[6a]O)(COO)    C(C[6a]C[6a]2)(OC)(O)     C[6a](C[6a]C[6a]2)(C[6a]C[6a]O)(COO){1|Cl<1>,1|H<1>,3|C<3>}    C(C[6a]C[6a]2)(OC)(O)   1.4785    0.0000    1     1.4920     0.0192    2
762    930     3:3:3:    3:2:1:    C[6a]-3:C[6a]-3:C-3:     C[6a]-3:O-2:O-1:     N    C[6a](C[6a]C[6a]2)(C[6a]C[6a]O)(COO)    C(C[6a]C[6a]2)(OC)(O)     C[6a](C[6a]C[6a]2)(C[6a]C[6a]O)(COO){2|H<1>,3|C<3>}    C(C[6a]C[6a]2)(OC)(O)   1.5056    0.0000    1     1.4920     0.0192    2
762    930     3:3:3:    3:2:1:    C[6a]-3:C[6a]-3:C-3:     C[6a]-3:O-2:O-1:     N    C[6a](C[6a]C[6a]2)(C[6a]N[6a]C)(COO)    C(C[6a]C[6a]2)(OC)(O)     C[6a](C[6a]C[6a]2)(C[6a]N[6a]C)(COO){1|C<2>,3|C<3>}    C(C[6a]C[6a]2)(OC)(O)   1.4938    0.0000    1     1.4931     0.0101    11
762    930     3:3:3:    3:2:1:    C[6a]-3:C[6a]-3:C-3:     C[6a]-3:O-2:O-1:     N    C[6a](C[6a]C[6a]2)(C[6a]N[6a]C)(COO)    C(C[6a]C[6a]2)(OC)(O)     C[6a](C[6a]C[6a]2)(C[6a]N[6a]C)(COO){2|H<1>,3|C<3>}    C(C[6a]C[6a]2)(OC)(O)   1.4854    0.0003    2     1.4931     0.0101    11
762    930     3:3:3:    3:2:1:    C[6a]-3:C[6a]-3:C-3:     C[6a]-3:O-2:O-1:     N    C[6a](C[6a]C[6a]2)(C[6a]N[6a]C)(COO)    C(C[6a]C[6a]2)(OC)(O)     C[6a](C[6a]C[6a]2)(C[6a]N[6a]C)(COO){4|C<3>}    C(C[6a]C[6a]2)(OC)(O)   1.4950    0.0112    8     1.4931     0.0101    11
762    930     3:3:3:    3:2:1:    C[6a]-3:C[6a]-3:C-3:     C[6a]-3:O-2:O-1:     N    C[6a](C[6a]C[6a]2)(C[6a]N[6a]N)(COO)    C(C[6a]C[6a]2)(OC)(O)     C[6a](C[6a]C[6a]2)(C[6a]N[6a]N)(COO){1|H<1>,3|C<3>}    C(C[6a]C[6a]2)(OC)(O)   1.4822    0.0000    1     1.4822     0.0000    1
762    930     3:3:3:    3:2:1:    C[6a]-3:C[6a]-3:C-3:     C[6a]-3:O-2:O-1:     N    C[6a](C[6a]C[6a]Br)(C[6a]C[6a]2)(COO)    C(C[6a]C[6a]2)(OH)(O)     C[6a](C[6a]C[6a]Br)(C[6a]C[6a]2)(COO){1|H<1>,1|O<2>,3|C<3>}    C(C[6a]C[6a]2)(OH)(O)   1.5049    0.0008    2     1.5049     0.0008    2
762    930     3:3:3:    3:2:1:    C[6a]-3:C[6a]-3:C-3:     C[6a]-3:O-2:O-1:     N    C[6a](C[6a]C[6a]Br)(C[6a]C[6a]C)(COO)    C(C[6a]C[6a]2)(OC)(O)     C[6a](C[6a]C[6a]Br)(C[6a]C[6a]C)(COO){2|Br<1>,1|C<3>}    C(C[6a]C[6a]2)(OC)(O)   1.5058    0.0174    2     1.5058     0.0174    2
762    930     3:3:3:    3:2:1:    C[6a]-3:C[6a]-3:C-3:     C[6a]-3:O-2:O-1:     N    C[6a](C[6a]C[6a]Br)(C[6a]C[6a]H)(COO)    C(C[6a]C[6a]2)(OC[6a])(O)     C[6a](C[6a]C[6a]Br)(C[6a]C[6a]H)(COO){1|C<3>,2|H<1>}    C(C[6a]C[6a]2)(OC[6a])(O)   1.4834    0.0072    6     1.4834     0.0072    6
762    930     3:3:3:    3:2:1:    C[6a]-3:C[6a]-3:C-3:     C[6a]-3:O-2:O-1:     N    C[6a](C[6a]C[6a]Br)(C[6a]C[6a]H)(COO)    C(C[6a]C[6a]2)(OH)(O)     C[6a](C[6a]C[6a]Br)(C[6a]C[6a]H)(COO){1|Br<1>,2|C<3>}    C(C[6a]C[6a]2)(OH)(O)   1.5004    0.0005    2     1.4958     0.0055    4
762    930     3:3:3:    3:2:1:    C[6a]-3:C[6a]-3:C-3:     C[6a]-3:O-2:O-1:     N    C[6a](C[6a]C[6a]Br)(C[6a]C[6a]H)(COO)    C(C[6a]C[6a]2)(OH)(O)     C[6a](C[6a]C[6a]Br)(C[6a]C[6a]H)(COO){1|C<3>,2|H<1>}    C(C[6a]C[6a]2)(OH)(O)   1.4922    0.0000    1     1.4958     0.0055    4
762    930     3:3:3:    3:2:1:    C[6a]-3:C[6a]-3:C-3:     C[6a]-3:O-2:O-1:     N    C[6a](C[6a]C[6a]Br)(C[6a]C[6a]H)(COO)    C(C[6a]C[6a]2)(OH)(O)     C[6a](C[6a]C[6a]Br)(C[6a]C[6a]H)(COO){1|H<1>,2|C<3>}    C(C[6a]C[6a]2)(OH)(O)   1.4900    0.0000    1     1.4958     0.0055    4
762    930     3:3:3:    3:2:1:    C[6a]-3:C[6a]-3:C-3:     C[6a]-3:O-2:O-1:     N    C[6a](C[6a]C[6a]Br)(C[6a]C[6a]N)(COO)    C(C[6a]C[6a]2)(OH)(O)     C[6a](C[6a]C[6a]Br)(C[6a]C[6a]N)(COO){1|C<3>,1|H<1>,1|O<2>}    C(C[6a]C[6a]2)(OH)(O)   1.5089    0.0000    1     1.5089     0.0000    1
762    930     3:3:3:    3:2:1:    C[6a]-3:C[6a]-3:C-3:     C[6a]-3:O-2:O-1:     N    C[6a](C[6a]C[6a]Br)(C[6a]C[6a]O)(COO)    C(C[6a]C[6a]2)(OC)(O)     C[6a](C[6a]C[6a]Br)(C[6a]C[6a]O)(COO){1|Br<1>,1|C<3>,1|O<2>}    C(C[6a]C[6a]2)(OC)(O)   1.5017    0.0099    5     1.5017     0.0099    5
762    930     3:3:3:    3:2:1:    C[6a]-3:C[6a]-3:C-3:     C[6a]-3:O-2:O-1:     N    C[6a](C[6a]C[6a]Br)2(COO)    C(C[6a]C[6a]2)(OH)(O)     C[6a](C[6a]C[6a]Br)2(COO){1|N<3>,2|C<3>}    C(C[6a]C[6a]2)(OH)(O)   1.5049    0.0094    3     1.5074     0.0092    4
762    930     3:3:3:    3:2:1:    C[6a]-3:C[6a]-3:C-3:     C[6a]-3:O-2:O-1:     N    C[6a](C[6a]C[6a]Br)2(COO)    C(C[6a]C[6a]2)(OH)(O)     C[6a](C[6a]C[6a]Br)2(COO){2|Br<1>,1|C<3>}    C(C[6a]C[6a]2)(OH)(O)   1.5151    0.0000    1     1.5074     0.0092    4
762    930     3:3:3:    3:2:1:    C[6a]-3:C[6a]-3:C-3:     C[6a]-3:O-2:O-1:     N    C[6a](C[6a]C[6a]C)(C[6a]C[6a]F)(COO)    C(C[6a]C[6a]2)(OH)(O)     C[6a](C[6a]C[6a]C)(C[6a]C[6a]F)(COO){1|C<3>,2|F<1>}    C(C[6a]C[6a]2)(OH)(O)   1.4836    0.0000    1     1.4836     0.0000    1
762    930     3:3:3:    3:2:1:    C[6a]-3:C[6a]-3:C-3:     C[6a]-3:O-2:O-1:     N    C[6a](C[6a]C[6a]C)(C[6a]C[6a]H)(COO)    C(C[6a]C[6a]2)(OB[3x6])(O)     C[6a](C[6a]C[6a]C)(C[6a]C[6a]H)(COO){1|C<3>,2|H<1>}    C(C[6a]C[6a]2)(OB[3x6])(O)   1.4960    0.0000    1     1.4960     0.0000    1
762    930     3:3:3:    3:2:1:    C[6a]-3:C[6a]-3:C-3:     C[6a]-3:O-2:O-1:     N    C[6a](C[6a]C[6a]C)(C[6a]C[6a]H)(COO)    C(C[6a]C[6a]2)(OC)(O)     C[6a](C[6a]C[6a]C)(C[6a]C[6a]H)(COO){1|C<3>,1|C<4>,1|H<1>}    C(C[6a]C[6a]2)(OC)(O)   1.4880    0.0013    3     1.4918     0.0098    43
762    930     3:3:3:    3:2:1:    C[6a]-3:C[6a]-3:C-3:     C[6a]-3:O-2:O-1:     N    C[6a](C[6a]C[6a]C)(C[6a]C[6a]H)(COO)    C(C[6a]C[6a]2)(OC)(O)     C[6a](C[6a]C[6a]C)(C[6a]C[6a]H)(COO){1|C<3>,1|C<4>,1|N<2>}    C(C[6a]C[6a]2)(OC)(O)   1.4982    0.0000    1     1.4918     0.0098    43
762    930     3:3:3:    3:2:1:    C[6a]-3:C[6a]-3:C-3:     C[6a]-3:O-2:O-1:     N    C[6a](C[6a]C[6a]C)(C[6a]C[6a]H)(COO)    C(C[6a]C[6a]2)(OC)(O)     C[6a](C[6a]C[6a]C)(C[6a]C[6a]H)(COO){1|C<3>,1|H<1>,1|N<3>}    C(C[6a]C[6a]2)(OC)(O)   1.4872    0.0080    4     1.4918     0.0098    43
762    930     3:3:3:    3:2:1:    C[6a]-3:C[6a]-3:C-3:     C[6a]-3:O-2:O-1:     N    C[6a](C[6a]C[6a]C)(C[6a]C[6a]H)(COO)    C(C[6a]C[6a]2)(OC)(O)     C[6a](C[6a]C[6a]C)(C[6a]C[6a]H)(COO){1|C<3>,1|N<2>,1|N<3>}    C(C[6a]C[6a]2)(OC)(O)   1.5018    0.0000    1     1.4918     0.0098    43
762    930     3:3:3:    3:2:1:    C[6a]-3:C[6a]-3:C-3:     C[6a]-3:O-2:O-1:     N    C[6a](C[6a]C[6a]C)(C[6a]C[6a]H)(COO)    C(C[6a]C[6a]2)(OC)(O)     C[6a](C[6a]C[6a]C)(C[6a]C[6a]H)(COO){1|C<3>,1|N<3>,1|O<1>}    C(C[6a]C[6a]2)(OC)(O)   1.4948    0.0000    1     1.4918     0.0098    43
762    930     3:3:3:    3:2:1:    C[6a]-3:C[6a]-3:C-3:     C[6a]-3:O-2:O-1:     N    C[6a](C[6a]C[6a]C)(C[6a]C[6a]H)(COO)    C(C[6a]C[6a]2)(OC)(O)     C[6a](C[6a]C[6a]C)(C[6a]C[6a]H)(COO){1|C<3>,2|H<1>}    C(C[6a]C[6a]2)(OC)(O)   1.4873    0.0047    15     1.4918     0.0098    43
762    930     3:3:3:    3:2:1:    C[6a]-3:C[6a]-3:C-3:     C[6a]-3:O-2:O-1:     N    C[6a](C[6a]C[6a]C)(C[6a]C[6a]H)(COO)    C(C[6a]C[6a]2)(OC)(O)     C[6a](C[6a]C[6a]C)(C[6a]C[6a]H)(COO){1|C<3>,2|N<3>}    C(C[6a]C[6a]2)(OC)(O)   1.4926    0.0000    1     1.4918     0.0098    43
762    930     3:3:3:    3:2:1:    C[6a]-3:C[6a]-3:C-3:     C[6a]-3:O-2:O-1:     N    C[6a](C[6a]C[6a]C)(C[6a]C[6a]H)(COO)    C(C[6a]C[6a]2)(OC)(O)     C[6a](C[6a]C[6a]C)(C[6a]C[6a]H)(COO){1|C<3>,2|O<2>}    C(C[6a]C[6a]2)(OC)(O)   1.4904    0.0034    4     1.4918     0.0098    43
762    930     3:3:3:    3:2:1:    C[6a]-3:C[6a]-3:C-3:     C[6a]-3:O-2:O-1:     N    C[6a](C[6a]C[6a]C)(C[6a]C[6a]H)(COO)    C(C[6a]C[6a]2)(OC)(O)     C[6a](C[6a]C[6a]C)(C[6a]C[6a]H)(COO){1|Cl<1>,1|C<3>,1|H<1>}    C(C[6a]C[6a]2)(OC)(O)   1.4981    0.0087    3     1.4918     0.0098    43
762    930     3:3:3:    3:2:1:    C[6a]-3:C[6a]-3:C-3:     C[6a]-3:O-2:O-1:     N    C[6a](C[6a]C[6a]C)(C[6a]C[6a]H)(COO)    C(C[6a]C[6a]2)(OC)(O)     C[6a](C[6a]C[6a]C)(C[6a]C[6a]H)(COO){1|H<1>,2|C<3>}    C(C[6a]C[6a]2)(OC)(O)   1.4930    0.0059    7     1.4918     0.0098    43
762    930     3:3:3:    3:2:1:    C[6a]-3:C[6a]-3:C-3:     C[6a]-3:O-2:O-1:     N    C[6a](C[6a]C[6a]C)(C[6a]C[6a]H)(COO)    C(C[6a]C[6a]2)(OC)(O)     C[6a](C[6a]C[6a]C)(C[6a]C[6a]H)(COO){1|N<2>,1|N<3>,1|S<2>}    C(C[6a]C[6a]2)(OC)(O)   1.5213    0.0260    2     1.4918     0.0098    43
762    930     3:3:3:    3:2:1:    C[6a]-3:C[6a]-3:C-3:     C[6a]-3:O-2:O-1:     N    C[6a](C[6a]C[6a]C)(C[6a]C[6a]H)(COO)    C(C[6a]C[6a]2)(OC)(O)     C[6a](C[6a]C[6a]C)(C[6a]C[6a]H)(COO){3|C<3>}    C(C[6a]C[6a]2)(OC)(O)   1.4865    0.0000    1     1.4918     0.0098    43
762    930     3:3:3:    3:2:1:    C[6a]-3:C[6a]-3:C-3:     C[6a]-3:O-2:O-1:     N    C[6a](C[6a]C[6a]C)(C[6a]C[6a]H)(COO)    C(C[6a]C[6a]2)(OC[5])(O)     C[6a](C[6a]C[6a]C)(C[6a]C[6a]H)(COO){1|C<3>,2|H<1>}    C(C[6a]C[6a]2)(OC[5])(O)   1.4908    0.0000    1     1.4908     0.0000    1
762    930     3:3:3:    3:2:1:    C[6a]-3:C[6a]-3:C-3:     C[6a]-3:O-2:O-1:     N    C[6a](C[6a]C[6a]C)(C[6a]C[6a]H)(COO)    C(C[6a]C[6a]2)(OC[6])(O)     C[6a](C[6a]C[6a]C)(C[6a]C[6a]H)(COO){1|H<1>,2|C<3>}    C(C[6a]C[6a]2)(OC[6])(O)   1.5017    0.0000    1     1.5017     0.0000    1
762    930     3:3:3:    3:2:1:    C[6a]-3:C[6a]-3:C-3:     C[6a]-3:O-2:O-1:     N    C[6a](C[6a]C[6a]C)(C[6a]C[6a]H)(COO)    C(C[6a]C[6a]2)(OC[6a])(O)     C[6a](C[6a]C[6a]C)(C[6a]C[6a]H)(COO){1|C<3>,1|C<4>,1|H<1>}    C(C[6a]C[6a]2)(OC[6a])(O)   1.4941    0.0015    2     1.4917     0.0025    5
762    930     3:3:3:    3:2:1:    C[6a]-3:C[6a]-3:C-3:     C[6a]-3:O-2:O-1:     N    C[6a](C[6a]C[6a]C)(C[6a]C[6a]H)(COO)    C(C[6a]C[6a]2)(OC[6a])(O)     C[6a](C[6a]C[6a]C)(C[6a]C[6a]H)(COO){1|C<3>,1|H<1>,1|N<3>}    C(C[6a]C[6a]2)(OC[6a])(O)   1.4914    0.0000    1     1.4917     0.0025    5
762    930     3:3:3:    3:2:1:    C[6a]-3:C[6a]-3:C-3:     C[6a]-3:O-2:O-1:     N    C[6a](C[6a]C[6a]C)(C[6a]C[6a]H)(COO)    C(C[6a]C[6a]2)(OC[6a])(O)     C[6a](C[6a]C[6a]C)(C[6a]C[6a]H)(COO){1|C<3>,2|H<1>}    C(C[6a]C[6a]2)(OC[6a])(O)   1.4895    0.0008    2     1.4917     0.0025    5
762    930     3:3:3:    3:2:1:    C[6a]-3:C[6a]-3:C-3:     C[6a]-3:O-2:O-1:     N    C[6a](C[6a]C[6a]C)(C[6a]C[6a]H)(COO)    C(C[6a]C[6a]2)(OH)(O)     C[6a](C[6a]C[6a]C)(C[6a]C[6a]H)(COO){1|Br<1>,1|C<3>,1|H<1>}    C(C[6a]C[6a]2)(OH)(O)   1.4985    0.0000    1     1.5049     0.0154    245
762    930     3:3:3:    3:2:1:    C[6a]-3:C[6a]-3:C-3:     C[6a]-3:O-2:O-1:     N    C[6a](C[6a]C[6a]C)(C[6a]C[6a]H)(COO)    C(C[6a]C[6a]2)(OH)(O)     C[6a](C[6a]C[6a]C)(C[6a]C[6a]H)(COO){1|C<3>,1|C<4>,1|H<1>}    C(C[6a]C[6a]2)(OH)(O)   1.4896    0.0010    2     1.5049     0.0154    245
762    930     3:3:3:    3:2:1:    C[6a]-3:C[6a]-3:C-3:     C[6a]-3:O-2:O-1:     N    C[6a](C[6a]C[6a]C)(C[6a]C[6a]H)(COO)    C(C[6a]C[6a]2)(OH)(O)     C[6a](C[6a]C[6a]C)(C[6a]C[6a]H)(COO){1|C<3>,1|H<1>,1|N<2>}    C(C[6a]C[6a]2)(OH)(O)   1.4967    0.0158    2     1.5049     0.0154    245
762    930     3:3:3:    3:2:1:    C[6a]-3:C[6a]-3:C-3:     C[6a]-3:O-2:O-1:     N    C[6a](C[6a]C[6a]C)(C[6a]C[6a]H)(COO)    C(C[6a]C[6a]2)(OH)(O)     C[6a](C[6a]C[6a]C)(C[6a]C[6a]H)(COO){1|C<3>,1|H<1>,1|N<3>}    C(C[6a]C[6a]2)(OH)(O)   1.5018    0.0041    8     1.5049     0.0154    245
762    930     3:3:3:    3:2:1:    C[6a]-3:C[6a]-3:C-3:     C[6a]-3:O-2:O-1:     N    C[6a](C[6a]C[6a]C)(C[6a]C[6a]H)(COO)    C(C[6a]C[6a]2)(OH)(O)     C[6a](C[6a]C[6a]C)(C[6a]C[6a]H)(COO){1|C<3>,1|H<1>,1|O<2>}    C(C[6a]C[6a]2)(OH)(O)   1.5185    0.0284    5     1.5049     0.0154    245
762    930     3:3:3:    3:2:1:    C[6a]-3:C[6a]-3:C-3:     C[6a]-3:O-2:O-1:     N    C[6a](C[6a]C[6a]C)(C[6a]C[6a]H)(COO)    C(C[6a]C[6a]2)(OH)(O)     C[6a](C[6a]C[6a]C)(C[6a]C[6a]H)(COO){1|C<3>,1|H<1>,1|S<2>}    C(C[6a]C[6a]2)(OH)(O)   1.4951    0.0000    1     1.5049     0.0154    245
762    930     3:3:3:    3:2:1:    C[6a]-3:C[6a]-3:C-3:     C[6a]-3:O-2:O-1:     N    C[6a](C[6a]C[6a]C)(C[6a]C[6a]H)(COO)    C(C[6a]C[6a]2)(OH)(O)     C[6a](C[6a]C[6a]C)(C[6a]C[6a]H)(COO){1|C<3>,1|H<1>,1|S<4>}    C(C[6a]C[6a]2)(OH)(O)   1.4977    0.0048    3     1.5049     0.0154    245
